카테고리,경상남도 거제시,경상남도 거제시 일운면,경상남도 거제시 동부면,경상남도 거제시 남부면,경상남도 거제시 거제면,경상남도 거제시 둔덕면,경상남도 거제시 사등면,경상남도 거제시 사등면가조출장소,경상남도 거제시 연초면,경상남도 거제시 하청면,경상남도 거제시 하청면칠천출장소,경상남도 거제시 장목면,경상남도 거제시 장목면외포출장소,경상남도 거제시 장승포동,경상남도 거제시 능포동,경상남도 거제시 아주동,경상남도 거제시 옥포1동,경상남도 거제시 옥포2동,경상남도 거제시 장평동,경상남도 거제시 고현동,경상남도 거제시 상문동,경상남도 거제시 수양동
2020년05월_남_70~79세,"4,967",276,228,104,370,213,387,64,303,200,89,231,95,153,280,181,148,407,223,556,250,209
2020년05월_남_80~89세,"1,466",99,85,44,137,79,104,17,103,79,30,100,35,44,68,42,27,89,33,120,66,65
2020년05월_남_90~99세,122,7,3,4,12,6,11,3,11,6,4,6,3,4,6,4,1,3,5,13,5,5
2020년05월_남_100세 이상,5,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020년05월_여_총인구수,"117,335","3,808","1,525",795,"3,727","1,456","5,892",537,"3,786","1,773",548,"1,598",699,"2,899","4,456","12,741","3,308","12,744","8,898","17,564","17,025","11,556"
2020년05월_여_연령구간인구수,"117,335","3,808","1,525",795,"3,727","1,456","5,892",537,"3,786","1,773",548,"1,598",699,"2,899","4,456","12,741","3,308","12,744","8,898","17,564","17,025","11,556"
2020년05월_여_0~9세,"13,545",277,33,16,199,33,778,13,257,107,12,37,28,226,277,"2,286",286,"1,315",810,"1,796","3,024","1,735"
2020년05월_여_10~19세,"13,256",301,65,28,296,66,541,24,322,116,14,51,37,324,460,"1,600",285,"1,433","1,096","2,102","2,345","1,750"
2020년05월_여_20~29세,"10,888",293,109,39,270,83,421,32,338,151,29,109,34,283,460,"1,075",326,"1,347","1,138","1,903","1,471",977
2020년05월_여_30~39세,"18,138",405,86,37,310,64,967,26,406,154,28,84,45,289,431,"2,953",487,"1,807","1,275","2,592","3,621","2,071"
2020년05월_여_40~49세,"21,547",564,151,65,463,138,927,48,578,184,40,140,71,496,737,"2,512",578,"2,353","1,807","3,443","3,537","2,715"
2020년05월_여_50~59세,"18,208",760,302,140,642,297,880,110,730,317,91,282,115,546,934,"1,309",661,"2,412","1,637","2,961","1,767","1,315"
2020년05월_여_60~69세,"11,995",606,347,180,653,321,681,126,570,346,121,331,149,393,691,626,452,"1,397",787,"1,829",787,602
2020년05월_여_70~79세,"5,627",329,242,169,442,246,406,100,310,203,115,293,122,203,301,216,146,425,209,607,314,229
2020년05월_여_80~89세,"3,440",236,167,106,361,173,247,48,232,158,79,231,82,117,140,137,72,209,114,278,124,129
2020년05월_여_90~99세,655,35,23,15,84,33,40,10,42,36,19,39,15,15,23,27,15,44,24,51,34,31
2020년05월_여_100세 이상,36,2,0,0,7,2,4,0,1,1,0,1,1,7,2,0,0,2,1,2,1,2
2020년06월_계_총인구수,"246,878","7,782","3,153","1,611","7,319","2,996","12,242","1,112","8,385","3,670","1,101","3,216","1,398","6,443","9,661","27,576","7,257","26,629","20,752","36,186","34,688","23,701"
2020년06월_계_연령구간인구수,"246,878","7,782","3,153","1,611","7,319","2,996","12,242","1,112","8,385","3,670","1,101","3,216","1,398","6,443","9,661","27,576","7,257","26,629","20,752","36,186","34,688","23,701"
2020년06월_계_0~9세,"27,837",547,80,30,424,66,"1,549",37,546,214,28,80,58,456,578,"4,726",614,"2,694","1,657","3,745","6,066","3,642"
2020년06월_계_10~19세,"27,948",636,132,64,597,162,"1,097",54,691,268,29,124,76,672,"1,008","3,315",633,"3,090","2,306","4,366","4,906","3,722"
2020년06월_계_20~29세,"24,666",687,250,91,585,233,941,73,813,308,63,233,76,683,"1,046","2,468",851,"2,947","2,867","4,186","3,047","2,218"
2020년06월_계_30~39세,"38,498",835,218,91,651,158,"1,947",76,961,347,68,191,98,744,993,"6,330","1,100","3,857","3,483","5,458","7,056","3,836"
2020년06월_계_40~49세,"47,519","1,228",376,165,"1,006",324,"2,172",115,"1,423",481,112,400,183,"1,248","1,703","5,853","1,340","4,998","4,474","7,089","7,405","5,424"
2020년06월_계_50~59세,"38,792","1,591",644,335,"1,300",605,"1,923",235,"1,697",672,208,620,245,"1,258","1,979","2,913","1,347","4,790","3,711","6,005","3,815","2,899"
2020년06월_계_60~69세,"25,262","1,271",694,388,"1,349",697,"1,407",281,"1,247",696,257,666,309,838,"1,530","1,366",960,"3,072","1,642","3,708","1,599","1,285"
2020년06월_계_70~79세,"10,645",612,477,279,812,458,798,165,612,403,205,523,218,361,584,399,295,834,436,"1,166",564,444
2020년06월_계_80~89세,"4,897",330,253,149,490,252,355,64,342,236,109,333,116,158,207,174,101,300,146,400,189,193
2020년06월_계_90~99세,770,41,28,19,96,39,49,12,52,44,22,45,18,17,29,32,16,45,29,61,40,36
2020년06월_계_100세 이상,44,4,1,0,9,2,4,0,1,1,0,1,1,8,4,0,0,2,1,2,1,2
2020년06월_남_총인구수,"129,682","3,955","1,631",813,"3,599","1,541","6,379",574,"4,600","1,906",553,"1,622",701,"3,566","5,234","14,828","3,943","13,892","11,879","18,668","17,637","12,161"
2020년06월_남_연령구간인구수,"129,682","3,955","1,631",813,"3,599","1,541","6,379",574,"4,600","1,906",553,"1,622",701,"3,566","5,234","14,828","3,943","13,892","11,879","18,668","17,637","12,161"
2020년06월_남_0~9세,"14,349",269,47,14,227,33,785,22,290,110,16,43,29,239,306,"2,437",325,"1,384",858,"1,959","3,048","1,908"
2020년06월_남_10~19세,"14,716",333,70,35,303,94,556,31,367,151,16,77,39,350,558,"1,720",349,"1,670","1,204","2,280","2,538","1,975"
2020년06월_남_20~29세,"13,854",393,142,52,314,151,532,42,476,162,33,127,42,401,588,"1,398",528,"1,605","1,736","2,297","1,590","1,245"
2020년06월_남_30~39세,"20,467",424,132,55,346,94,989,50,558,196,39,109,52,460,565,"3,382",617,"2,062","2,223","2,882","3,449","1,783"
2020년06월_남_40~49세,"25,954",666,224,99,543,189,"1,236",67,846,301,72,258,114,755,967,"3,326",764,"2,642","2,672","3,651","3,857","2,705"
2020년06월_남_50~59세,"20,612",831,348,195,661,311,"1,049",123,972,358,118,340,129,715,"1,060","1,602",682,"2,378","2,073","3,061","2,021","1,585"
2020년06월_남_60~69세,"13,145",656,346,208,683,372,724,155,673,344,136,332,163,443,834,736,501,"1,656",848,"1,845",811,679
2020년06월_남_70~79세,"4,994",278,232,108,372,212,392,64,301,199,90,231,95,157,280,181,150,404,226,560,251,211
2020년06월_남_80~89세,"1,462",97,86,43,137,79,105,17,106,79,30,99,35,42,68,41,26,88,34,120,66,64
2020년06월_남_90~99세,123,7,3,4,11,6,11,3,11,6,3,6,3,4,6,5,1,3,5,13,6,6
2020년06월_남_100세 이상,6,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2020년06월_여_총인구수,"117,196","3,827","1,522",798,"3,720","1,455","5,863",538,"3,785","1,764",548,"1,594",697,"2,877","4,427","12,748","3,314","12,737","8,873","17,518","17,051","11,540"
2020년06월_여_연령구간인구수,"117,196","3,827","1,522",798,"3,720","1,455","5,863",538,"3,785","1,764",548,"1,594",697,"2,877","4,427","12,748","3,314","12,737","8,873","17,518","17,051","11,540"
2020년06월_여_0~9세,"13,488",278,33,16,197,33,764,15,256,104,12,37,29,217,272,"2,289",289,"1,310",799,"1,786","3,018","1,734"
2020년06월_여_10~19세,"13,232",303,62,29,294,68,541,23,324,117,13,47,37,322,450,"1,595",284,"1,420","1,102","2,086","2,368","1,747"
2020년06월_여_20~29세,"10,812",294,108,39,271,82,409,31,337,146,30,106,34,282,458,"1,070",323,"1,342","1,131","1,889","1,457",973
2020년06월_여_30~39세,"18,031",411,86,36,305,64,958,26,403,151,29,82,46,284,428,"2,948",483,"1,795","1,260","2,576","3,607","2,053"
2020년06월_여_40~49세,"21,565",562,152,66,463,135,936,48,577,180,40,142,69,493,736,"2,527",576,"2,356","1,802","3,438","3,548","2,719"
2020년06월_여_50~59세,"18,180",760,296,140,639,294,874,112,725,314,90,280,116,543,919,"1,311",665,"2,412","1,638","2,944","1,794","1,314"
2020년06월_여_60~69세,"12,117",615,348,180,666,325,683,126,574,352,121,334,146,395,696,630,459,"1,416",794,"1,863",788,606
2020년06월_여_70~79세,"5,651",334,245,171,440,246,406,101,311,204,115,292,123,204,304,218,145,430,210,606,313,233
2020년06월_여_80~89세,"3,435",233,167,106,353,173,250,47,236,157,79,234,81,116,139,133,75,212,112,280,123,129
2020년06월_여_90~99세,647,34,25,15,85,33,38,9,41,38,19,39,15,13,23,27,15,42,24,48,34,30
2020년06월_여_100세 이상,38,3,0,0,7,2,4,0,1,1,0,1,1,8,2,0,0,2,1,2,1,2
2020년07월_계_총인구수,"246,660","7,830","3,157","1,610","7,324","2,994","12,245","1,117","8,371","3,668","1,099","3,208","1,393","6,427","9,631","27,511","7,265","26,597","20,677","36,124","34,741","23,671"
2020년07월_계_연령구간인구수,"246,660","7,830","3,157","1,610","7,324","2,994","12,245","1,117","8,371","3,668","1,099","3,208","1,393","6,427","9,631","27,511","7,265","26,597","20,677","36,124","34,741","23,671"
2020년07월_계_0~9세,"27,709",551,81,33,428,66,"1,544",37,540,209,28,80,57,446,575,"4,715",615,"2,659","1,638","3,723","6,076","3,608"
2020년07월_계_10~19세,"27,923",639,131,64,594,161,"1,102",52,687,271,28,122,71,671,"1,001","3,315",630,"3,100","2,297","4,366","4,896","3,725"
2020년07월_계_20~29세,"24,558",688,245,86,578,229,939,74,801,307,60,233,78,687,"1,040","2,463",853,"2,927","2,849","4,165","3,039","2,217"
2020년07월_계_30~39세,"38,220",835,220,90,662,159,"1,926",79,960,341,67,185,98,733,986,"6,264","1,104","3,818","3,445","5,402","7,039","3,807"
2020년07월_계_40~49세,"47,552","1,234",378,162,994,319,"2,187",113,"1,419",483,109,395,183,"1,243","1,689","5,888","1,330","5,004","4,477","7,094","7,425","5,426"
2020년07월_계_50~59세,"38,843","1,609",643,337,"1,299",603,"1,920",241,"1,705",672,209,618,245,"1,260","1,977","2,893","1,348","4,811","3,693","6,002","3,848","2,910"
2020년07월_계_60~69세,"25,443","1,282",692,390,"1,355",704,"1,416",281,"1,256",695,261,672,306,838,"1,534","1,376",974,"3,092","1,661","3,740","1,615","1,303"
2020년07월_계_70~79세,"10,703",617,482,279,811,459,806,164,610,414,205,524,219,364,588,398,293,838,444,"1,175",569,444
2020년07월_계_80~89세,"4,894",331,256,149,496,252,353,64,342,232,110,333,117,160,207,168,103,300,142,393,192,194
2020년07월_계_90~99세,771,41,28,20,98,40,48,12,50,43,22,45,18,17,30,31,15,46,30,61,41,35
2020년07월_계_100세 이상,44,3,1,0,9,2,4,0,1,1,0,1,1,8,4,0,0,2,1,3,1,2
2020년07월_남_총인구수,"129,586","3,981","1,629",813,"3,608","1,542","6,388",574,"4,593","1,910",554,"1,618",700,"3,557","5,211","14,806","3,935","13,882","11,854","18,633","17,669","12,129"
2020년07월_남_연령구간인구수,"129,586","3,981","1,629",813,"3,608","1,542","6,388",574,"4,593","1,910",554,"1,618",700,"3,557","5,211","14,806","3,935","13,882","11,854","18,633","17,669","12,129"
2020년07월_남_0~9세,"14,293",272,47,16,229,34,789,22,288,110,16,46,29,235,304,"2,432",322,"1,362",848,"1,946","3,059","1,887"
2020년07월_남_10~19세,"14,712",335,70,35,300,94,555,29,366,151,16,75,38,349,554,"1,720",346,"1,683","1,205","2,288","2,533","1,970"
2020년07월_남_20~29세,"13,802",393,140,51,315,148,531,43,470,161,31,129,43,405,583,"1,397",526,"1,594","1,723","2,285","1,583","1,251"
2020년07월_남_30~39세,"20,336",427,131,55,352,95,978,52,557,194,40,105,53,453,555,"3,350",621,"2,045","2,207","2,851","3,443","1,772"
2020년07월_남_40~49세,"25,946",666,225,98,539,186,"1,241",64,847,302,70,254,112,753,957,"3,343",753,"2,644","2,686","3,645","3,866","2,695"
