카테고리,전라남도 보성군,전라남도 보성군 보성읍,전라남도 보성군 벌교읍,전라남도 보성군 노동면,전라남도 보성군 미력면,전라남도 보성군 겸백면,전라남도 보성군 율어면,전라남도 보성군 복내면,전라남도 보성군 문덕면,전라남도 보성군 조성면,전라남도 보성군 득량면,전라남도 보성군 득량면예당출장소,전라남도 보성군 회천면,전라남도 보성군 웅치면
2020년02월_계_총인구수,"41,329","9,303","12,250","1,135","1,433","1,185","1,216","1,718",905,"3,830","2,853","1,309","3,090","1,102"
2020년02월_계_연령구간인구수,"41,329","9,303","12,250","1,135","1,433","1,185","1,216","1,718",905,"3,830","2,853","1,309","3,090","1,102"
2020년02월_계_0~9세,"1,905",702,583,37,42,31,42,66,21,134,68,59,98,22
2020년02월_계_10~19세,"2,752",873,891,53,62,50,69,84,51,184,137,84,173,41
2020년02월_계_20~29세,"3,130",999,876,61,94,65,68,112,45,275,145,97,208,85
2020년02월_계_30~39세,"2,743",872,820,65,75,60,60,80,37,215,173,99,134,53
2020년02월_계_40~49세,"4,412","1,274","1,363",90,124,102,118,140,94,361,255,129,281,81
2020년02월_계_50~59세,"6,876","1,533","2,008",173,247,179,195,269,164,579,496,231,611,191
2020년02월_계_60~69세,"7,454","1,329","2,257",221,277,220,201,330,172,773,578,256,636,204
2020년02월_계_70~79세,"6,731","1,023","2,017",204,266,225,236,333,188,740,526,211,539,223
2020년02월_계_80~89세,"4,621",613,"1,244",197,216,222,205,266,115,494,402,130,353,164
2020년02월_계_90~99세,663,81,175,34,28,30,21,36,17,73,67,13,52,36
2020년02월_계_100세 이상,42,4,16,0,2,1,1,2,1,2,6,0,5,2
2020년02월_남_총인구수,"20,035","4,546","5,940",536,708,559,583,816,466,"1,840","1,368",624,"1,515",534
2020년02월_남_연령구간인구수,"20,035","4,546","5,940",536,708,559,583,816,466,"1,840","1,368",624,"1,515",534
2020년02월_남_0~9세,985,361,307,20,22,12,23,29,11,76,32,32,49,11
2020년02월_남_10~19세,"1,386",411,461,31,38,26,39,46,27,98,70,36,81,22
2020년02월_남_20~29세,"1,764",559,488,33,50,36,38,62,28,162,83,59,126,40
2020년02월_남_30~39세,"1,477",446,448,34,49,26,34,42,20,113,91,58,77,39
2020년02월_남_40~49세,"2,496",639,770,59,73,61,79,82,61,227,157,72,164,52
2020년02월_남_50~59세,"3,816",812,"1,107",99,146,111,114,147,110,335,300,108,324,103
2020년02월_남_60~69세,"3,711",653,"1,087",121,155,110,102,186,86,368,278,132,326,107
2020년02월_남_70~79세,"2,809",437,844,83,104,101,89,137,82,298,217,86,235,96
2020년02월_남_80~89세,"1,444",210,391,49,68,64,61,73,38,150,124,41,119,56
2020년02월_남_90~99세,141,18,32,7,3,12,4,12,3,13,15,0,14,8
2020년02월_남_100세 이상,6,0,5,0,0,0,0,0,0,0,1,0,0,0
2020년02월_여_총인구수,"21,294","4,757","6,310",599,725,626,633,902,439,"1,990","1,485",685,"1,575",568
2020년02월_여_연령구간인구수,"21,294","4,757","6,310",599,725,626,633,902,439,"1,990","1,485",685,"1,575",568
2020년02월_여_0~9세,920,341,276,17,20,19,19,37,10,58,36,27,49,11
2020년02월_여_10~19세,"1,366",462,430,22,24,24,30,38,24,86,67,48,92,19
2020년02월_여_20~29세,"1,366",440,388,28,44,29,30,50,17,113,62,38,82,45
2020년02월_여_30~39세,"1,266",426,372,31,26,34,26,38,17,102,82,41,57,14
2020년02월_여_40~49세,"1,916",635,593,31,51,41,39,58,33,134,98,57,117,29
2020년02월_여_50~59세,"3,060",721,901,74,101,68,81,122,54,244,196,123,287,88
2020년02월_여_60~69세,"3,743",676,"1,170",100,122,110,99,144,86,405,300,124,310,97
2020년02월_여_70~79세,"3,922",586,"1,173",121,162,124,147,196,106,442,309,125,304,127
2020년02월_여_80~89세,"3,177",403,853,148,148,158,144,193,77,344,278,89,234,108
2020년02월_여_90~99세,522,63,143,27,25,18,17,24,14,60,52,13,38,28
2020년02월_여_100세 이상,36,4,11,0,2,1,1,2,1,2,5,0,5,2
2020년03월_계_총인구수,"41,232","9,284","12,217","1,130","1,430","1,188","1,211","1,712",897,"3,820","2,854","1,300","3,088","1,101"
2020년03월_계_연령구간인구수,"41,232","9,284","12,217","1,130","1,430","1,188","1,211","1,712",897,"3,820","2,854","1,300","3,088","1,101"
2020년03월_계_0~9세,"1,891",701,576,34,44,29,42,67,21,132,68,57,97,23
2020년03월_계_10~19세,"2,716",868,873,52,61,51,69,83,50,185,134,81,171,38
2020년03월_계_20~29세,"3,116",998,875,60,90,67,67,112,46,267,142,98,207,87
2020년03월_계_30~39세,"2,703",857,818,61,75,61,60,79,33,212,169,95,132,51
2020년03월_계_40~49세,"4,385","1,268","1,346",90,122,103,117,142,93,358,256,132,279,79
2020년03월_계_50~59세,"6,871","1,534","2,006",175,248,180,192,267,161,579,497,230,608,194
2020년03월_계_60~69세,"7,470","1,329","2,262",221,278,214,203,330,174,778,583,254,642,202
2020년03월_계_70~79세,"6,705","1,016","2,010",204,263,228,236,328,185,735,530,207,539,224
2020년03월_계_80~89세,"4,653",629,"1,254",199,218,224,200,266,116,498,402,132,351,164
2020년03월_계_90~99세,682,80,181,34,29,30,24,37,17,74,69,14,56,37
2020년03월_계_100세 이상,40,4,16,0,2,1,1,1,1,2,4,0,6,2
2020년03월_남_총인구수,"19,992","4,540","5,940",535,703,561,577,811,463,"1,827","1,366",622,"1,514",533
2020년03월_남_연령구간인구수,"19,992","4,540","5,940",535,703,561,577,811,463,"1,827","1,366",622,"1,514",533
2020년03월_남_0~9세,979,363,307,18,22,11,23,28,11,74,32,31,48,11
2020년03월_남_10~19세,"1,380",415,456,30,37,28,39,46,26,97,68,36,82,20
2020년03월_남_20~29세,"1,752",559,487,33,44,36,37,63,28,158,81,60,123,43
2020년03월_남_30~39세,"1,455",435,450,32,49,26,34,42,21,111,88,55,75,37
2020년03월_남_40~49세,"2,481",635,761,59,74,61,77,83,61,225,156,75,164,50
2020년03월_남_50~59세,"3,818",815,"1,109",101,147,112,112,143,106,335,304,107,322,105
2020년03월_남_60~69세,"3,720",653,"1,091",122,154,108,102,186,88,368,281,131,331,105
2020년03월_남_70~79세,"2,806",436,845,84,103,102,89,134,81,295,216,86,237,98
2020년03월_남_80~89세,"1,455",213,396,49,70,65,60,73,38,151,125,41,118,56
2020년03월_남_90~99세,141,16,33,7,3,12,4,13,3,13,15,0,14,8
2020년03월_남_100세 이상,5,0,5,0,0,0,0,0,0,0,0,0,0,0
2020년03월_여_총인구수,"21,240","4,744","6,277",595,727,627,634,901,434,"1,993","1,488",678,"1,574",568
2020년03월_여_연령구간인구수,"21,240","4,744","6,277",595,727,627,634,901,434,"1,993","1,488",678,"1,574",568
2020년03월_여_0~9세,912,338,269,16,22,18,19,39,10,58,36,26,49,12
2020년03월_여_10~19세,"1,336",453,417,22,24,23,30,37,24,88,66,45,89,18
2020년03월_여_20~29세,"1,364",439,388,27,46,31,30,49,18,109,61,38,84,44
2020년03월_여_30~39세,"1,248",422,368,29,26,35,26,37,12,101,81,40,57,14
2020년03월_여_40~49세,"1,904",633,585,31,48,42,40,59,32,133,100,57,115,29
2020년03월_여_50~59세,"3,053",719,897,74,101,68,80,124,55,244,193,123,286,89
2020년03월_여_60~69세,"3,750",676,"1,171",99,124,106,101,144,86,410,302,123,311,97
2020년03월_여_70~79세,"3,899",580,"1,165",120,160,126,147,194,104,440,314,121,302,126
2020년03월_여_80~89세,"3,198",416,858,150,148,159,140,193,78,347,277,91,233,108
2020년03월_여_90~99세,541,64,148,27,26,18,20,24,14,61,54,14,42,29
2020년03월_여_100세 이상,35,4,11,0,2,1,1,1,1,2,4,0,6,2
2020년04월_계_총인구수,"41,135","9,259","12,177","1,118","1,430","1,188","1,212","1,706",897,"3,823","2,844","1,293","3,087","1,101"
2020년04월_계_연령구간인구수,"41,135","9,259","12,177","1,118","1,430","1,188","1,212","1,706",897,"3,823","2,844","1,293","3,087","1,101"
2020년04월_계_0~9세,"1,880",699,569,33,42,29,42,69,20,130,68,55,100,24
2020년04월_계_10~19세,"2,688",852,869,50,61,54,69,84,52,180,134,79,167,37
2020년04월_계_20~29세,"3,115",993,868,59,91,68,69,110,47,269,143,100,209,89
2020년04월_계_30~39세,"2,671",851,808,58,77,60,57,77,32,211,167,94,132,47
2020년04월_계_40~49세,"4,360","1,268","1,335",90,118,101,118,140,87,360,254,132,279,78
2020년04월_계_50~59세,"6,854","1,537","1,998",171,250,180,195,265,165,581,490,226,604,192
2020년04월_계_60~69세,"7,471","1,326","2,262",222,279,210,201,332,173,776,585,252,648,205
2020년04월_계_70~79세,"6,686","1,012","2,009",202,260,233,236,325,186,736,529,204,531,223
2020년04월_계_80~89세,"4,684",635,"1,256",200,222,221,200,269,117,501,401,137,358,167
2020년04월_계_90~99세,687,81,187,33,29,31,24,34,17,78,69,14,53,37
2020년04월_계_100세 이상,39,5,16,0,1,1,1,1,1,1,4,0,6,2
2020년04월_남_총인구수,"19,944","4,533","5,915",533,704,562,578,806,462,"1,824","1,365",621,"1,510",531
2020년04월_남_연령구간인구수,"19,944","4,533","5,915",533,704,562,578,806,462,"1,824","1,365",621,"1,510",531
2020년04월_남_0~9세,978,367,303,18,22,11,23,28,10,73,32,30,49,12
2020년04월_남_10~19세,"1,369",405,454,30,36,30,39,47,27,96,68,36,81,20
2020년04월_남_20~29세,"1,749",554,485,33,45,37,38,63,27,157,84,60,122,44
2020년04월_남_30~39세,"1,436",429,446,32,51,24,33,42,21,110,88,54,73,33
2020년04월_남_40~49세,"2,467",636,752,59,71,60,78,81,57,226,155,75,166,51
2020년04월_남_50~59세,"3,818",820,"1,106",99,148,113,113,142,109,335,303,107,318,105
2020년04월_남_60~69세,"3,715",652,"1,089",122,154,105,102,186,88,367,280,131,334,105
2020년04월_남_70~79세,"2,805",436,848,84,102,105,89,134,82,294,215,85,234,97
2020년04월_남_80~89세,"1,460",217,393,49,72,65,59,72,38,152,123,43,121,56
2020년04월_남_90~99세,142,17,34,7,3,12,4,11,3,14,17,0,12,8
2020년04월_남_100세 이상,5,0,5,0,0,0,0,0,0,0,0,0,0,0
2020년04월_여_총인구수,"21,191","4,726","6,262",585,726,626,634,900,435,"1,999","1,479",672,"1,577",570
2020년04월_여_연령구간인구수,"21,191","4,726","6,262",585,726,626,634,900,435,"1,999","1,479",672,"1,577",570
2020년04월_여_0~9세,902,332,266,15,20,18,19,41,10,57,36,25,51,12
2020년04월_여_10~19세,"1,319",447,415,20,25,24,30,37,25,84,66,43,86,17
2020년04월_여_20~29세,"1,366",439,383,26,46,31,31,47,20,112,59,40,87,45
2020년04월_여_30~39세,"1,235",422,362,26,26,36,24,35,11,101,79,40,59,14
2020년04월_여_40~49세,"1,893",632,583,31,47,41,40,59,30,134,99,57,113,27
2020년04월_여_50~59세,"3,036",717,892,72,102,67,82,123,56,246,187,119,286,87
2020년04월_여_60~69세,"3,756",674,"1,173",100,125,105,99,146,85,409,305,121,314,100
2020년04월_여_70~79세,"3,881",576,"1,161",118,158,128,147,191,104,442,314,119,297,126
2020년04월_여_80~89세,"3,224",418,863,151,150,156,141,197,79,349,278,94,237,111
2020년04월_여_90~99세,545,64,153,26,26,19,20,23,14,64,52,14,41,29
2020년04월_여_100세 이상,34,5,11,0,1,1,1,1,1,1,4,0,6,2
2020년05월_계_총인구수,"41,016","9,240","12,129","1,120","1,432","1,185","1,209","1,709",898,"3,817","2,831","1,278","3,068","1,100"
2020년05월_계_연령구간인구수,"41,016","9,240","12,129","1,120","1,432","1,185","1,209","1,709",898,"3,817","2,831","1,278","3,068","1,100"
2020년05월_계_0~9세,"1,862",696,559,34,45,29,43,69,19,129,65,57,93,24
2020년05월_계_10~19세,"2,669",852,867,50,60,53,69,81,52,182,129,74,164,36
2020년05월_계_20~29세,"3,082",986,861,58,92,66,67,110,47,262,144,97,203,89
2020년05월_계_30~39세,"2,663",851,800,58,79,61,55,78,31,217,159,94,132,48
2020년05월_계_40~49세,"4,315","1,258","1,321",90,114,100,115,140,86,352,258,131,272,78
2020년05월_계_50~59세,"6,837","1,533","1,988",171,252,181,196,267,169,579,489,217,605,190
2020년05월_계_60~69세,"7,494","1,337","2,263",224,279,211,203,336,175,774,586,253,647,206
2020년05월_계_70~79세,"6,667","1,004","2,004",203,259,230,234,324,183,736,529,205,534,222
2020년05월_계_80~89세,"4,700",638,"1,264",199,221,222,203,266,116,508,401,135,357,170
2020년05월_계_90~99세,687,79,186,33,30,31,23,37,19,77,67,15,55,35
2020년05월_계_100세 이상,40,6,16,0,1,1,1,1,1,1,4,0,6,2
2020년05월_남_총인구수,"19,883","4,521","5,884",536,707,561,579,807,461,"1,819","1,363",607,"1,508",530
2020년05월_남_연령구간인구수,"19,883","4,521","5,884",536,707,561,579,807,461,"1,819","1,363",607,"1,508",530
2020년05월_남_0~9세,971,364,298,18,25,11,24,28,9,71,30,32,49,12
2020년05월_남_10~19세,"1,356",403,451,30,35,30,39,46,27,98,65,33,80,19
2020년05월_남_20~29세,"1,728",552,475,32,45,36,37,62,27,151,85,58,123,45
2020년05월_남_30~39세,"1,428",428,445,32,51,24,32,42,20,115,82,53,71,33
2020년05월_남_40~49세,"2,444",629,746,59,68,60,76,81,57,221,159,73,165,50
2020년05월_남_50~59세,"3,810",818,"1,104",101,151,114,114,142,112,333,305,99,315,102
2020년05월_남_60~69세,"3,730",658,"1,084",123,155,105,105,189,88,367,281,132,336,107
2020년05월_남_70~79세,"2,807",435,849,87,102,105,86,135,80,295,216,86,235,96
2020년05월_남_80~89세,"1,463",217,394,47,71,65,62,71,38,154,123,41,122,58
2020년05월_남_90~99세,141,17,33,7,4,11,4,11,3,14,17,0,12,8
2020년05월_남_100세 이상,5,0,5,0,0,0,0,0,0,0,0,0,0,0
2020년05월_여_총인구수,"21,133","4,719","6,245",584,725,624,630,902,437,"1,998","1,468",671,"1,560",570
2020년05월_여_연령구간인구수,"21,133","4,719","6,245",584,725,624,630,902,437,"1,998","1,468",671,"1,560",570
2020년05월_여_0~9세,891,332,261,16,20,18,19,41,10,58,35,25,44,12
2020년05월_여_10~19세,"1,313",449,416,20,25,23,30,35,25,84,64,41,84,17
2020년05월_여_20~29세,"1,354",434,386,26,47,30,30,48,20,111,59,39,80,44
2020년05월_여_30~39세,"1,235",423,355,26,28,37,23,36,11,102,77,41,61,15
2020년05월_여_40~49세,"1,871",629,575,31,46,40,39,59,29,131,99,58,107,28
2020년05월_여_50~59세,"3,027",715,884,70,101,67,82,125,57,246,184,118,290,88
2020년05월_여_60~69세,"3,764",679,"1,179",101,124,106,98,147,87,407,305,121,311,99
2020년05월_여_70~79세,"3,860",569,"1,155",116,157,125,148,189,103,441,313,119,299,126
2020년05월_여_80~89세,"3,237",421,870,152,150,157,141,195,78,354,278,94,235,112
2020년05월_여_90~99세,546,62,153,26,26,20,19,26,16,63,50,15,43,27
2020년05월_여_100세 이상,35,6,11,0,1,1,1,1,1,1,4,0,6,2
2020년06월_계_총인구수,"40,939","9,239","12,090","1,118","1,425","1,179","1,206","1,713",890,"3,813","2,826","1,278","3,061","1,101"
2020년06월_계_연령구간인구수,"40,939","9,239","12,090","1,118","1,425","1,179","1,206","1,713",890,"3,813","2,826","1,278","3,061","1,101"
2020년06월_계_0~9세,"1,837",684,551,32,44,30,45,69,19,125,66,57,90,25
2020년06월_계_10~19세,"2,665",853,861,51,59,53,67,82,50,183,129,74,166,37
2020년06월_계_20~29세,"3,061",992,854,57,92,64,66,108,45,256,144,96,200,87
2020년06월_계_30~39세,"2,650",847,792,56,78,60,55,79,29,217,160,95,132,50
2020년06월_계_40~49세,"4,287","1,254","1,310",89,114,97,112,141,88,349,251,132,272,78
2020년06월_계_50~59세,"6,809","1,539","1,980",172,245,181,196,262,164,585,485,213,602,185
2020년06월_계_60~69세,"7,521","1,347","2,259",226,280,214,203,341,177,776,588,253,650,207
2020년06월_계_70~79세,"6,674",996,"2,013",201,261,228,237,325,180,734,533,206,537,223
2020년06월_계_80~89세,"4,706",643,"1,266",201,222,220,201,268,118,510,398,136,352,171
2020년06월_계_90~99세,689,78,188,33,29,31,23,37,19,77,67,16,55,36
2020년06월_계_100세 이상,40,6,16,0,1,1,1,1,1,1,5,0,5,2
2020년06월_남_총인구수,"19,855","4,528","5,868",535,702,560,579,807,457,"1,820","1,359",609,"1,501",530
2020년06월_남_연령구간인구수,"19,855","4,528","5,868",535,702,560,579,807,457,"1,820","1,359",609,"1,501",530
2020년06월_남_0~9세,957,357,294,17,24,11,25,28,9,69,30,33,47,13
2020년06월_남_10~19세,"1,356",410,449,30,34,30,37,46,26,99,64,33,79,19
2020년06월_남_20~29세,"1,721",556,468,31,46,35,37,60,27,149,87,58,122,45
2020년06월_남_30~39세,"1,419",423,440,31,50,24,32,43,19,116,82,54,70,35
2020년06월_남_40~49세,"2,430",631,739,59,69,57,74,81,58,215,157,76,165,49
2020년06월_남_50~59세,"3,792",822,"1,101",101,146,113,115,139,108,338,300,96,312,101
2020년06월_남_60~69세,"3,756",661,"1,087",125,155,109,108,191,91,373,282,131,337,106
2020년06월_남_70~79세,"2,809",434,851,86,104,105,86,136,77,293,219,86,236,96
2020년06월_남_80~89세,"1,466",217,397,47,71,65,61,72,39,155,121,42,121,58
2020년06월_남_90~99세,143,17,37,8,3,11,4,11,3,13,16,0,12,8
2020년06월_남_100세 이상,6,0,5,0,0,0,0,0,0,0,1,0,0,0
2020년06월_여_총인구수,"21,084","4,711","6,222",583,723,619,627,906,433,"1,993","1,467",669,"1,560",571
2020년06월_여_연령구간인구수,"21,084","4,711","6,222",583,723,619,627,906,433,"1,993","1,467",669,"1,560",571
2020년06월_여_0~9세,880,327,257,15,20,19,20,41,10,56,36,24,43,12
2020년06월_여_10~19세,"1,309",443,412,21,25,23,30,36,24,84,65,41,87,18
2020년06월_여_20~29세,"1,340",436,386,26,46,29,29,48,18,107,57,38,78,42
2020년06월_여_30~39세,"1,231",424,352,25,28,36,23,36,10,101,78,41,62,15
2020년06월_여_40~49세,"1,857",623,571,30,45,40,38,60,30,134,94,56,107,29
2020년06월_여_50~59세,"3,017",717,879,71,99,68,81,123,56,247,185,117,290,84
2020년06월_여_60~69세,"3,765",686,"1,172",101,125,105,95,150,86,403,306,122,313,101
2020년06월_여_70~79세,"3,865",562,"1,162",115,157,123,151,189,103,441,314,120,301,127
2020년06월_여_80~89세,"3,240",426,869,154,151,155,140,196,79,355,277,94,231,113
2020년06월_여_90~99세,546,61,151,25,26,20,19,26,16,64,51,16,43,28
2020년06월_여_100세 이상,34,6,11,0,1,1,1,1,1,1,4,0,5,2
2020년07월_계_총인구수,"40,826","9,210","12,061","1,125","1,409","1,182","1,195","1,715",891,"3,797","2,823","1,268","3,056","1,094"
2020년07월_계_연령구간인구수,"40,826","9,210","12,061","1,125","1,409","1,182","1,195","1,715",891,"3,797","2,823","1,268","3,056","1,094"
2020년07월_계_0~9세,"1,830",679,552,32,42,30,44,71,20,122,66,56,89,27
2020년07월_계_10~19세,"2,652",847,859,53,57,53,67,82,48,178,131,73,167,37
2020년07월_계_20~29세,"3,036",991,848,55,91,67,63,108,45,251,142,95,195,85
2020년07월_계_30~39세,"2,624",837,780,56,78,60,52,82,30,214,162,92,131,50
2020년07월_계_40~49세,"4,271","1,256","1,311",89,111,97,109,139,86,345,243,130,278,77
2020년07월_계_50~59세,"6,770","1,523","1,965",176,239,179,195,260,165,591,489,212,593,183
2020년07월_계_60~69세,"7,531","1,350","2,260",231,281,216,198,344,178,774,587,254,650,208
2020년07월_계_70~79세,"6,686",993,"2,016",202,261,224,242,325,181,735,535,207,543,222
2020년07월_계_80~89세,"4,696",649,"1,268",197,220,223,202,267,118,509,393,134,348,168
2020년07월_계_90~99세,691,79,187,34,28,32,22,36,19,77,70,15,57,35
2020년07월_계_100세 이상,39,6,15,0,1,1,1,1,1,1,5,0,5,2
2020년07월_남_총인구수,"19,828","4,513","5,871",544,697,562,572,809,456,"1,816","1,357",603,"1,500",528
2020년07월_남_연령구간인구수,"19,828","4,513","5,871",544,697,562,572,809,456,"1,816","1,357",603,"1,500",528
2020년07월_남_0~9세,959,359,296,17,24,11,25,28,10,67,30,32,46,14
2020년07월_남_10~19세,"1,351",407,448,33,32,29,36,46,24,99,66,32,80,19
2020년07월_남_20~29세,"1,705",554,470,31,46,37,35,60,26,144,84,56,118,44
2020년07월_남_30~39세,"1,405",416,434,32,50,24,30,45,20,114,83,52,71,34
2020년07월_남_40~49세,"2,423",630,739,58,68,57,72,82,56,213,153,75,170,50
2020년07월_남_50~59세,"3,782",817,"1,093",104,144,114,115,138,108,341,303,95,309,101
2020년07월_남_60~69세,"3,759",661,"1,092",127,156,108,106,191,93,373,279,132,335,106
2020년07월_남_70~79세,"2,822",430,855,87,104,105,89,138,77,296,221,87,238,95
2020년07월_남_80~89세,"1,473",222,403,47,70,66,61,71,39,156,119,42,120,57
2020년07월_남_90~99세,143,17,36,8,3,11,3,10,3,13,18,0,13,8
2020년07월_남_100세 이상,6,0,5,0,0,0,0,0,0,0,1,0,0,0
2020년07월_여_총인구수,"20,998","4,697","6,190",581,712,620,623,906,435,"1,981","1,466",665,"1,556",566
2020년07월_여_연령구간인구수,"20,998","4,697","6,190",581,712,620,623,906,435,"1,981","1,466",665,"1,556",566
2020년07월_여_0~9세,871,320,256,15,18,19,19,43,10,55,36,24,43,13
2020년07월_여_10~19세,"1,301",440,411,20,25,24,31,36,24,79,65,41,87,18
2020년07월_여_20~29세,"1,331",437,378,24,45,30,28,48,19,107,58,39,77,41
2020년07월_여_30~39세,"1,219",421,346,24,28,36,22,37,10,100,79,40,60,16
2020년07월_여_40~49세,"1,848",626,572,31,43,40,37,57,30,132,90,55,108,27
2020년07월_여_50~59세,"2,988",706,872,72,95,65,80,122,57,250,186,117,284,82
2020년07월_여_60~69세,"3,772",689,"1,168",104,125,108,92,153,85,401,308,122,315,102
2020년07월_여_70~79세,"3,864",563,"1,161",115,157,119,153,187,104,439,314,120,305,127
2020년07월_여_80~89세,"3,223",427,865,150,150,157,141,196,79,353,274,92,228,111
2020년07월_여_90~99세,548,62,151,26,25,21,19,26,16,64,52,15,44,27
2020년07월_여_100세 이상,33,6,10,0,1,1,1,1,1,1,4,0,5,2
2020년08월_계_총인구수,"40,754","9,200","12,023","1,127","1,410","1,177","1,195","1,719",899,"3,785","2,812","1,261","3,048","1,098"
2020년08월_계_연령구간인구수,"40,754","9,200","12,023","1,127","1,410","1,177","1,195","1,719",899,"3,785","2,812","1,261","3,048","1,098"
2020년08월_계_0~9세,"1,821",676,548,30,41,30,44,73,22,117,67,56,88,29
2020년08월_계_10~19세,"2,638",847,855,52,57,52,69,80,49,177,126,73,166,35
2020년08월_계_20~29세,"3,005",983,833,58,91,65,61,108,44,247,144,91,194,86
2020년08월_계_30~39세,"2,599",831,773,55,77,58,51,80,31,211,161,91,130,50
2020년08월_계_40~49세,"4,249","1,263","1,299",88,111,94,112,142,87,341,238,130,270,74
2020년08월_계_50~59세,"6,756","1,526","1,953",174,235,180,194,260,165,590,490,212,593,184
2020년08월_계_60~69세,"7,549","1,342","2,267",230,287,219,199,349,180,777,582,254,652,211
2020년08월_계_70~79세,"6,677",993,"2,015",202,260,226,239,320,183,735,532,205,545,222
2020년08월_계_80~89세,"4,715",655,"1,273",200,222,221,202,268,117,509,397,135,346,170
2020년08월_계_90~99세,707,78,192,38,28,32,23,38,20,80,70,14,59,35
2020년08월_계_100세 이상,38,6,15,0,1,0,1,1,1,1,5,0,5,2
2020년08월_남_총인구수,"19,796","4,508","5,862",544,697,560,574,812,459,"1,812","1,347",603,"1,489",529
2020년08월_남_연령구간인구수,"19,796","4,508","5,862",544,697,560,574,812,459,"1,812","1,347",603,"1,489",529
