카테고리,인천광역시 서구,인천광역시 서구 검암경서동,인천광역시 서구 연희동,인천광역시 서구 청라1동,인천광역시 서구 청라2동,인천광역시 서구 청라3동,인천광역시 서구 가정1동,인천광역시 서구 가정2동,인천광역시 서구 가정3동,인천광역시 서구 석남1동,인천광역시 서구 석남2동,인천광역시 서구 석남3동,인천광역시 서구 신현원창동,인천광역시 서구 가좌1동,인천광역시 서구 가좌2동,인천광역시 서구 가좌3동,인천광역시 서구 가좌4동,인천광역시 서구 검단동,인천광역시 서구 불로대곡동,인천광역시 서구 원당동,인천광역시 서구 당하동,인천광역시 서구 오류왕길동,인천광역시 서구 마전동,인천광역시 서구 아라동
2020년03월_계_80~89세,"9,905",600,"1,092",290,434,226,500,130,240,582,414,398,557,311,457,510,264,607,580,381,409,522,401,
2020년03월_계_90~99세,"1,563",97,188,41,71,41,91,33,28,84,58,52,90,45,83,71,61,97,45,58,62,95,72,
2020년03월_계_100세 이상,105,7,10,2,3,1,7,7,2,10,4,1,7,3,2,7,6,10,5,5,2,3,1,
2020년03월_남_총인구수,"274,696","23,551","21,526","15,646","24,428","13,368","14,352","3,539","5,073","11,827","7,158","7,677","16,346","6,425","10,137","8,478","5,654","17,192","11,541","12,400","14,158","12,693","11,527",
2020년03월_남_연령구간인구수,"274,696","23,551","21,526","15,646","24,428","13,368","14,352","3,539","5,073","11,827","7,158","7,677","16,346","6,425","10,137","8,478","5,654","17,192","11,541","12,400","14,158","12,693","11,527",
2020년03월_남_0~9세,"26,948","2,554","1,325","2,108","3,726","2,202","1,808",183,259,679,406,377,"1,455",331,755,374,395,"1,501","1,046","1,418","1,596","1,264","1,186",
2020년03월_남_10~19세,"29,327","2,367","1,953","2,221","3,183","1,757","1,104",247,426,866,514,664,"1,533",464,"1,011",711,428,"1,795","1,494","1,810","1,731","1,400","1,648",
2020년03월_남_20~29세,"38,214","3,401","3,623","1,850","2,956","1,450","1,831",604,878,"1,824","1,027","1,272","2,337",921,"1,650","1,242",758,"2,507","1,518","1,352","1,931","1,710","1,572",
2020년03월_남_30~39세,"41,786","4,464","2,766","2,984","4,076","2,327","2,642",521,664,"1,721",909,943,"2,361",869,"1,339","1,085",914,"2,667","1,337","1,711","2,352","1,684","1,450",
2020년03월_남_40~49세,"49,041","4,486","3,400","3,200","4,919","2,683","2,375",472,718,"1,846","1,081","1,185","2,595","1,092","1,461","1,189",845,"3,072","2,302","2,858","2,750","2,279","2,233",
2020년03월_남_50~59세,"47,331","3,434","4,516","2,020","3,235","1,755","2,315",855,"1,116","2,400","1,469","1,635","3,067","1,366","1,931","1,734","1,067","3,093","2,039","1,862","2,244","2,268","1,910",
2020년03월_남_60~69세,"27,763","1,860","2,563",902,"1,653",902,"1,534",493,721,"1,671","1,125","1,025","2,083",893,"1,362","1,368",858,"1,652",998,805,"1,000","1,357",938,
2020년03월_남_70~79세,"10,736",756,945,259,524,225,594,130,207,643,479,451,728,370,472,591,290,681,577,422,390,553,449,
2020년03월_남_80~89세,"3,210",204,387,98,140,61,135,27,79,155,134,117,174,104,137,166,80,207,215,151,147,164,128,
2020년03월_남_90~99세,311,22,44,4,16,5,12,4,5,18,14,8,12,13,19,17,17,14,14,10,16,14,13,
2020년03월_남_100세 이상,29,3,4,0,0,1,2,3,0,4,0,0,1,2,0,1,2,3,1,1,1,0,0,
2020년03월_여_총인구수,"269,338","22,756","20,690","15,822","24,660","13,700","14,156","3,174","5,008","11,139","6,615","7,478","16,339","5,585","10,734","8,154","5,360","16,042","11,388","12,101","14,352","12,155","11,930",
2020년03월_여_연령구간인구수,"269,338","22,756","20,690","15,822","24,660","13,700","14,156","3,174","5,008","11,139","6,615","7,478","16,339","5,585","10,734","8,154","5,360","16,042","11,388","12,101","14,352","12,155","11,930",
2020년03월_여_0~9세,"25,368","2,402","1,283","1,964","3,451","2,058","1,623",176,259,652,392,301,"1,430",269,746,376,402,"1,400","1,027","1,259","1,570","1,195","1,133",
2020년03월_여_10~19세,"27,942","2,141","1,795","2,170","3,001","1,742","1,037",225,397,788,446,707,"1,580",435,"1,021",645,364,"1,705","1,423","1,706","1,615","1,320","1,679",
2020년03월_여_20~29세,"35,215","3,192","3,182","1,966","2,883","1,434","1,732",475,787,"1,564",819,"1,086","2,165",765,"1,508","1,078",741,"2,263","1,331","1,277","1,930","1,466","1,571",
2020년03월_여_30~39세,"40,120","4,275","2,378","3,099","4,551","2,678","2,564",396,528,"1,283",750,720,"2,294",620,"1,319",811,814,"2,198","1,320","1,826","2,448","1,713","1,535",
2020년03월_여_40~49세,"47,234","4,073","3,277","3,257","4,961","2,714","2,112",396,704,"1,550",902,"1,119","2,538",818,"1,618","1,157",775,"2,889","2,296","2,818","2,770","2,122","2,368",
2020년03월_여_50~59세,"45,855","3,378","4,354","1,897","3,269","1,808","2,366",787,"1,209","2,421","1,382","1,639","3,110","1,189","2,184","1,722","1,010","2,715","1,794","1,495","2,181","2,116","1,829",
2020년03월_여_60~69세,"26,814","1,920","2,314",853,"1,603",787,"1,593",440,634,"1,620","1,074","1,046","1,982",784,"1,371","1,321",709,"1,569","1,090",923,"1,012","1,191",978,
2020년03월_여_70~79세,"12,767",900,"1,252",385,589,278,680,143,304,762,522,534,773,465,581,640,313,813,707,515,517,590,504,
2020년03월_여_80~89세,"6,695",396,705,192,294,165,365,103,161,427,280,281,383,207,320,344,184,400,365,230,262,358,273,
2020년03월_여_90~99세,"1,252",75,144,37,55,36,79,29,23,66,44,44,78,32,64,54,44,83,31,48,46,81,59,
2020년03월_여_100세 이상,76,4,6,2,3,0,5,4,2,6,4,1,6,1,2,6,4,7,4,4,1,3,1,
2020년04월_계_총인구수,"543,994","46,341","42,128","31,505","49,181","27,101","28,533","6,701","10,062","22,989","13,738","15,085","32,596","12,089","20,815","16,624","10,977","33,234","22,954","24,534","28,506","24,858","23,443",
2020년04월_계_연령구간인구수,"543,994","46,341","42,128","31,505","49,181","27,101","28,533","6,701","10,062","22,989","13,738","15,085","32,596","12,089","20,815","16,624","10,977","33,234","22,954","24,534","28,506","24,858","23,443",
2020년04월_계_0~9세,"52,115","4,964","2,587","4,052","7,170","4,232","3,424",354,515,"1,327",799,673,"2,879",610,"1,490",752,785,"2,869","2,072","2,658","3,169","2,435","2,299",
2020년04월_계_10~19세,"57,170","4,509","3,720","4,392","6,183","3,531","2,130",461,810,"1,650",951,"1,353","3,096",901,"2,019","1,344",791,"3,491","2,917","3,520","3,359","2,731","3,311",
2020년04월_계_20~29세,"73,430","6,577","6,795","3,824","5,874","2,882","3,583","1,084","1,658","3,375","1,816","2,358","4,468","1,697","3,130","2,321","1,496","4,783","2,867","2,658","3,838","3,181","3,165",
2020년04월_계_30~39세,"81,731","8,704","5,141","6,080","8,625","4,998","5,172",915,"1,197","3,001","1,668","1,639","4,648","1,500","2,664","1,885","1,720","4,830","2,661","3,527","4,805","3,378","2,973",
2020년04월_계_40~49세,"96,118","8,571","6,608","6,468","9,909","5,409","4,510",865,"1,415","3,391","1,958","2,291","5,122","1,917","3,056","2,336","1,609","5,986","4,579","5,635","5,517","4,389","4,577",
2020년04월_계_50~59세,"93,229","6,832","8,865","3,933","6,534","3,571","4,685","1,640","2,327","4,822","2,844","3,249","6,124","2,573","4,098","3,449","2,052","5,803","3,844","3,405","4,417","4,403","3,759",
2020년04월_계_60~69세,"54,936","3,816","4,914","1,761","3,257","1,702","3,146",939,"1,361","3,322","2,213","2,087","4,105","1,684","2,757","2,697","1,578","3,236","2,095","1,738","2,027","2,572","1,929",
2020년04월_계_70~79세,"23,630","1,659","2,209",655,"1,127",507,"1,278",274,504,"1,419","1,013",979,"1,499",842,"1,054","1,246",617,"1,518","1,280",946,904,"1,144",956,
2020년04월_계_80~89세,"9,950",603,"1,089",296,427,226,506,128,245,584,415,404,557,317,461,513,263,610,586,384,407,528,401,
2020년04월_계_90~99세,"1,582",100,190,42,72,42,92,34,28,88,57,51,91,45,84,74,60,98,48,58,61,95,72,
2020년04월_계_100세 이상,103,6,10,2,3,1,7,7,2,10,4,1,7,3,2,7,6,10,5,5,2,2,1,
2020년04월_남_총인구수,"274,644","23,545","21,476","15,657","24,477","13,402","14,355","3,531","5,061","11,834","7,141","7,623","16,312","6,455","10,109","8,480","5,634","17,203","11,565","12,413","14,166","12,679","11,526",
2020년04월_남_연령구간인구수,"274,644","23,545","21,476","15,657","24,477","13,402","14,355","3,531","5,061","11,834","7,141","7,623","16,312","6,455","10,109","8,480","5,634","17,203","11,565","12,413","14,166","12,679","11,526",
2020년04월_남_0~9세,"26,846","2,556","1,309","2,101","3,722","2,197","1,800",179,258,677,407,375,"1,451",338,754,375,389,"1,486","1,045","1,410","1,600","1,240","1,177",
2020년04월_남_10~19세,"29,277","2,360","1,945","2,216","3,176","1,788","1,098",239,419,861,507,656,"1,529",462,999,709,431,"1,789","1,497","1,811","1,735","1,408","1,642",
2020년04월_남_20~29세,"38,208","3,390","3,621","1,857","2,964","1,444","1,843",613,879,"1,829","1,015","1,263","2,309",919,"1,638","1,241",759,"2,527","1,527","1,365","1,925","1,706","1,574",
2020년04월_남_30~39세,"41,694","4,435","2,762","2,987","4,077","2,322","2,619",518,668,"1,717",913,932,"2,367",875,"1,344","1,082",907,"2,648","1,341","1,698","2,355","1,676","1,451",
2020년04월_남_40~49세,"48,986","4,495","3,361","3,198","4,947","2,689","2,385",474,708,"1,854","1,066","1,177","2,593","1,090","1,450","1,186",839,"3,093","2,298","2,838","2,756","2,266","2,223",
2020년04월_남_50~59세,"47,324","3,439","4,508","2,024","3,249","1,760","2,320",850,"1,119","2,391","1,467","1,618","3,041","1,384","1,914","1,730","1,047","3,084","2,051","1,894","2,238","2,277","1,919",
2020년04월_남_60~69세,"27,919","1,880","2,575",904,"1,655",905,"1,545",493,721,"1,673","1,135","1,029","2,102",892,"1,383","1,371",864,"1,658",997,812,"1,008","1,370",947,
2020년04월_남_70~79세,"10,808",760,958,265,532,230,595,130,204,649,484,446,730,375,469,599,300,694,572,423,387,556,450,
2020년04월_남_80~89세,"3,239",205,389,101,138,60,136,28,80,160,134,120,177,106,139,168,79,207,221,151,145,165,130,
2020년04월_남_90~99세,314,22,44,4,17,6,12,4,5,19,13,7,12,12,19,18,17,14,15,10,16,15,13,
2020년04월_남_100세 이상,29,3,4,0,0,1,2,3,0,4,0,0,1,2,0,1,2,3,1,1,1,0,0,
2020년04월_여_총인구수,"269,350","22,796","20,652","15,848","24,704","13,699","14,178","3,170","5,001","11,155","6,597","7,462","16,284","5,634","10,706","8,144","5,343","16,031","11,389","12,121","14,340","12,179","11,917",
2020년04월_여_연령구간인구수,"269,350","22,796","20,652","15,848","24,704","13,699","14,178","3,170","5,001","11,155","6,597","7,462","16,284","5,634","10,706","8,144","5,343","16,031","11,389","12,121","14,340","12,179","11,917",
2020년04월_여_0~9세,"25,269","2,408","1,278","1,951","3,448","2,035","1,624",175,257,650,392,298,"1,428",272,736,377,396,"1,383","1,027","1,248","1,569","1,195","1,122",
2020년04월_여_10~19세,"27,893","2,149","1,775","2,176","3,007","1,743","1,032",222,391,789,444,697,"1,567",439,"1,020",635,360,"1,702","1,420","1,709","1,624","1,323","1,669",
2020년04월_여_20~29세,"35,222","3,187","3,174","1,967","2,910","1,438","1,740",471,779,"1,546",801,"1,095","2,159",778,"1,492","1,080",737,"2,256","1,340","1,293","1,913","1,475","1,591",
2020년04월_여_30~39세,"40,037","4,269","2,379","3,093","4,548","2,676","2,553",397,529,"1,284",755,707,"2,281",625,"1,320",803,813,"2,182","1,320","1,829","2,450","1,702","1,522",
2020년04월_여_40~49세,"47,132","4,076","3,247","3,270","4,962","2,720","2,125",391,707,"1,537",892,"1,114","2,529",827,"1,606","1,150",770,"2,893","2,281","2,797","2,761","2,123","2,354",
2020년04월_여_50~59세,"45,905","3,393","4,357","1,909","3,285","1,811","2,365",790,"1,208","2,431","1,377","1,631","3,083","1,189","2,184","1,719","1,005","2,719","1,793","1,511","2,179","2,126","1,840",
2020년04월_여_60~69세,"27,017","1,936","2,339",857,"1,602",797,"1,601",446,640,"1,649","1,078","1,058","2,003",792,"1,374","1,326",714,"1,578","1,098",926,"1,019","1,202",982,
2020년04월_여_70~79세,"12,822",899,"1,251",390,595,277,683,144,300,770,529,533,769,467,585,647,317,824,708,523,517,588,506,
2020년04월_여_80~89세,"6,711",398,700,195,289,166,370,100,165,424,281,284,380,211,322,345,184,403,365,233,262,363,271,
2020년04월_여_90~99세,"1,268",78,146,38,55,36,80,30,23,69,44,44,79,33,65,56,43,84,33,48,45,80,59,
2020년04월_여_100세 이상,74,3,6,2,3,0,5,4,2,6,4,1,6,1,2,6,4,7,4,4,1,2,1,
2020년05월_계_총인구수,"544,010","46,389","41,981","31,609","49,160","27,236","28,524","6,715","10,053","22,957","13,697","15,017","32,530","12,091","20,759","16,644","10,988","33,244","22,972","24,576","28,517","24,897","23,454",
2020년05월_계_연령구간인구수,"544,010","46,389","41,981","31,609","49,160","27,236","28,524","6,715","10,053","22,957","13,697","15,017","32,530","12,091","20,759","16,644","10,988","33,244","22,972","24,576","28,517","24,897","23,454",
2020년05월_계_0~9세,"51,879","4,961","2,559","4,044","7,139","4,261","3,410",359,516,"1,311",800,662,"2,852",597,"1,476",735,791,"2,845","2,062","2,653","3,139","2,419","2,288",
2020년05월_계_10~19세,"57,103","4,505","3,688","4,409","6,203","3,537","2,133",466,799,"1,637",953,"1,342","3,087",899,"1,998","1,341",799,"3,486","2,894","3,525","3,364","2,737","3,301",
2020년05월_계_20~29세,"73,449","6,576","6,752","3,857","5,861","2,904","3,577","1,078","1,646","3,378","1,804","2,357","4,439","1,702","3,126","2,336","1,484","4,800","2,888","2,685","3,844","3,178","3,177",
2020년05월_계_30~39세,"81,457","8,701","5,111","6,076","8,556","5,010","5,138",916,"1,212","2,994","1,636","1,618","4,631","1,505","2,643","1,883","1,712","4,815","2,644","3,504","4,787","3,374","2,991",
2020년05월_계_40~49세,"96,058","8,573","6,547","6,495","9,940","5,437","4,514",874,"1,390","3,362","1,970","2,265","5,111","1,916","3,046","2,335","1,617","5,978","4,584","5,629","5,522","4,396","4,557",
2020년05월_계_50~59세,"93,305","6,823","8,849","3,948","6,553","3,588","4,690","1,631","2,330","4,822","2,825","3,237","6,126","2,567","4,092","3,443","2,046","5,808","3,861","3,444","4,429","4,423","3,770",
2020년05월_계_60~69세,"55,306","3,869","4,950","1,781","3,271","1,714","3,178",944,"1,376","3,340","2,207","2,100","4,107","1,692","2,777","2,717","1,594","3,266","2,108","1,739","2,049","2,600","1,927",
2020년05월_계_70~79세,"23,742","1,668","2,233",654,"1,134",512,"1,272",277,510,"1,431","1,023",980,"1,522",841,"1,051","1,252",618,"1,517","1,284",949,910,"1,141",963,
2020년05월_계_80~89세,"10,017",609,"1,088",300,431,231,512,129,245,582,416,403,556,325,463,519,258,622,595,384,413,531,405,
2020년05월_계_90~99세,"1,593",98,193,43,70,41,93,34,27,91,59,52,92,44,85,76,63,97,47,59,58,97,74,
2020년05월_계_100세 이상,101,6,11,2,2,1,7,7,2,9,4,1,7,3,2,7,6,10,5,5,2,1,1,
2020년05월_남_총인구수,"274,679","23,570","21,395","15,707","24,487","13,456","14,341","3,533","5,058","11,824","7,114","7,593","16,276","6,448","10,073","8,489","5,637","17,212","11,580","12,457","14,199","12,698","11,532",
2020년05월_남_연령구간인구수,"274,679","23,570","21,395","15,707","24,487","13,456","14,341","3,533","5,058","11,824","7,114","7,593","16,276","6,448","10,073","8,489","5,637","17,212","11,580","12,457","14,199","12,698","11,532",
2020년05월_남_0~9세,"26,731","2,551","1,286","2,106","3,708","2,199","1,793",183,261,669,407,373,"1,440",328,747,374,391,"1,479","1,039","1,409","1,591","1,223","1,174",
2020년05월_남_10~19세,"29,229","2,358","1,930","2,215","3,191","1,794","1,095",239,414,857,507,656,"1,529",462,985,703,435,"1,794","1,481","1,805","1,731","1,417","1,631",
2020년05월_남_20~29세,"38,207","3,399","3,610","1,871","2,964","1,458","1,825",611,868,"1,827","1,003","1,257","2,283",919,"1,635","1,249",754,"2,533","1,537","1,389","1,939","1,693","1,583",
2020년05월_남_30~39세,"41,575","4,437","2,734","2,985","4,044","2,323","2,607",512,680,"1,724",898,914,"2,349",877,"1,330","1,071",901,"2,646","1,338","1,697","2,359","1,687","1,462",
2020년05월_남_40~49세,"48,957","4,493","3,333","3,217","4,966","2,701","2,385",478,695,"1,823","1,075","1,171","2,601","1,084","1,450","1,191",842,"3,067","2,305","2,835","2,760","2,272","2,213",
2020년05월_남_50~59세,"47,390","3,427","4,497","2,030","3,264","1,771","2,325",843,"1,116","2,406","1,453","1,610","3,047","1,392","1,907","1,725","1,049","3,098","2,060","1,919","2,248","2,282","1,921",
2020년05월_남_60~69세,"28,121","1,912","2,594",913,"1,657",906,"1,563",497,736,"1,682","1,137","1,035","2,093",893,"1,392","1,379",870,"1,678","1,010",816,"1,015","1,389",954,
2020년05월_남_70~79세,"10,878",766,973,266,537,234,596,134,206,655,488,448,745,370,470,608,299,693,569,423,392,555,451,
2020년05월_남_80~89세,"3,248",204,386,100,140,63,138,29,77,158,132,122,176,109,138,169,77,208,226,153,148,165,130,
2020년05월_남_90~99세,313,20,47,4,16,6,12,4,5,19,14,7,12,12,19,19,17,13,14,10,15,15,13,
2020년05월_남_100세 이상,30,3,5,0,0,1,2,3,0,4,0,0,1,2,0,1,2,3,1,1,1,0,0,
2020년05월_여_총인구수,"269,331","22,819","20,586","15,902","24,673","13,780","14,183","3,182","4,995","11,133","6,583","7,424","16,254","5,643","10,686","8,155","5,351","16,032","11,392","12,119","14,318","12,199","11,922",
2020년05월_여_연령구간인구수,"269,331","22,819","20,586","15,902","24,673","13,780","14,183","3,182","4,995","11,133","6,583","7,424","16,254","5,643","10,686","8,155","5,351","16,032","11,392","12,119","14,318","12,199","11,922",
2020년05월_여_0~9세,"25,148","2,410","1,273","1,938","3,431","2,062","1,617",176,255,642,393,289,"1,412",269,729,361,400,"1,366","1,023","1,244","1,548","1,196","1,114",
2020년05월_여_10~19세,"27,874","2,147","1,758","2,194","3,012","1,743","1,038",227,385,780,446,686,"1,558",437,"1,013",638,364,"1,692","1,413","1,720","1,633","1,320","1,670",
2020년05월_여_20~29세,"35,242","3,177","3,142","1,986","2,897","1,446","1,752",467,778,"1,551",801,"1,100","2,156",783,"1,491","1,087",730,"2,267","1,351","1,296","1,905","1,485","1,594",
2020년05월_여_30~39세,"39,882","4,264","2,377","3,091","4,512","2,687","2,531",404,532,"1,270",738,704,"2,282",628,"1,313",812,811,"2,169","1,306","1,807","2,428","1,687","1,529",
2020년05월_여_40~49세,"47,101","4,080","3,214","3,278","4,974","2,736","2,129",396,695,"1,539",895,"1,094","2,510",832,"1,596","1,144",775,"2,911","2,279","2,794","2,762","2,124","2,344",
2020년05월_여_50~59세,"45,915","3,396","4,352","1,918","3,289","1,817","2,365",788,"1,214","2,416","1,372","1,627","3,079","1,175","2,185","1,718",997,"2,710","1,801","1,525","2,181","2,141","1,849",
2020년05월_여_60~69세,"27,185","1,957","2,356",868,"1,614",808,"1,615",447,640,"1,658","1,070","1,065","2,014",799,"1,385","1,338",724,"1,588","1,098",923,"1,034","1,211",973,
2020년05월_여_70~79세,"12,864",902,"1,260",388,597,278,676,143,304,776,535,532,777,471,581,644,319,824,715,526,518,586,512,
2020년05월_여_80~89세,"6,769",405,702,200,291,168,374,100,168,424,284,281,380,216,325,350,181,414,369,231,265,366,275,
2020년05월_여_90~99세,"1,280",78,146,39,54,35,81,30,22,72,45,45,80,32,66,57,46,84,33,49,43,82,61,
2020년05월_여_100세 이상,71,3,6,2,2,0,5,4,2,5,4,1,6,1,2,6,4,7,4,4,1,1,1,
2020년06월_계_총인구수,"544,136","46,318","41,842","31,542","49,173","27,952","28,499","6,699","9,995","22,950","13,622","14,965","32,473","12,135","20,726","16,644","10,988","33,158","23,000","24,610","28,508","24,887","23,450",
2020년06월_계_연령구간인구수,"544,136","46,318","41,842","31,542","49,173","27,952","28,499","6,699","9,995","22,950","13,622","14,965","32,473","12,135","20,726","16,644","10,988","33,158","23,000","24,610","28,508","24,887","23,450",
2020년06월_계_0~9세,"51,772","4,911","2,546","4,048","7,121","4,387","3,406",357,509,"1,307",783,662,"2,845",609,"1,470",723,791,"2,817","2,052","2,661","3,105","2,401","2,261",
2020년06월_계_10~19세,"57,065","4,476","3,676","4,382","6,205","3,603","2,139",463,797,"1,635",949,"1,318","3,090",894,"1,997","1,334",797,"3,463","2,913","3,512","3,360","2,735","3,327",
2020년06월_계_20~29세,"73,278","6,592","6,692","3,856","5,848","2,980","3,561","1,064","1,639","3,360","1,780","2,335","4,406","1,700","3,094","2,365","1,471","4,765","2,871","2,707","3,857","3,166","3,169",
2020년06월_계_30~39세,"81,308","8,621","5,090","6,041","8,575","5,186","5,101",905,"1,209","2,989","1,634","1,603","4,574","1,528","2,655","1,884","1,705","4,804","2,640","3,503","4,728","3,365","2,968",
2020년06월_계_40~49세,"96,152","8,595","6,514","6,515","9,918","5,571","4,522",873,"1,381","3,359","1,951","2,273","5,103","1,910","3,045","2,326","1,628","5,962","4,583","5,620","5,539","4,393","4,571",
2020년06월_계_50~59세,"93,185","6,830","8,792","3,941","6,559","3,669","4,690","1,629","2,306","4,801","2,804","3,206","6,121","2,555","4,070","3,424","2,041","5,776","3,878","3,464","4,452","4,400","3,777",
2020년06월_계_60~69세,"55,776","3,893","4,996","1,785","3,296","1,759","3,180",962,"1,375","3,369","2,224","2,121","4,141","1,729","2,785","2,727","1,608","3,308","2,122","1,751","2,064","2,642","1,939",
2020년06월_계_70~79세,"23,871","1,692","2,243",641,"1,146",525,"1,283",279,507,"1,450","1,023",980,"1,539",837,"1,054","1,254",622,"1,530","1,290",939,923,"1,159",955,
2020년06월_계_80~89세,"10,023",605,"1,092",290,431,228,518,127,243,577,410,412,550,327,467,522,259,626,597,389,416,527,410,
2020년06월_계_90~99세,"1,604",96,191,41,71,43,92,33,27,93,60,54,97,43,87,78,60,97,48,60,62,98,73,
2020년06월_계_100세 이상,102,7,10,2,3,1,7,7,2,10,4,1,7,3,2,7,6,10,6,4,2,1,0,
2020년06월_남_총인구수,"274,761","23,555","21,299","15,673","24,512","13,815","14,336","3,532","5,021","11,819","7,077","7,566","16,243","6,459","10,065","8,480","5,641","17,154","11,615","12,463","14,202","12,704","11,530",
2020년06월_남_연령구간인구수,"274,761","23,555","21,299","15,673","24,512","13,815","14,336","3,532","5,021","11,819","7,077","7,566","16,243","6,459","10,065","8,480","5,641","17,154","11,615","12,463","14,202","12,704","11,530",
2020년06월_남_0~9세,"26,689","2,532","1,270","2,103","3,703","2,258","1,797",177,256,675,397,372,"1,434",330,750,371,389,"1,472","1,035","1,410","1,574","1,220","1,164",
2020년06월_남_10~19세,"29,225","2,357","1,915","2,207","3,181","1,835","1,102",243,409,854,501,645,"1,535",455,986,696,435,"1,780","1,488","1,806","1,735","1,415","1,645",
2020년06월_남_20~29세,"38,117","3,394","3,592","1,870","2,963","1,497","1,808",601,868,"1,820",995,"1,245","2,261",923,"1,619","1,255",749,"2,538","1,535","1,388","1,936","1,685","1,575",
2020년06월_남_30~39세,"41,475","4,420","2,707","2,954","4,065","2,402","2,585",511,675,"1,717",898,899,"2,324",886,"1,335","1,073",901,"2,618","1,342","1,697","2,337","1,676","1,453",
2020년06월_남_40~49세,"49,010","4,490","3,315","3,228","4,960","2,773","2,394",481,685,"1,825","1,064","1,187","2,597","1,071","1,450","1,181",850,"3,051","2,313","2,825","2,775","2,274","2,221",
2020년06월_남_50~59세,"47,298","3,429","4,460","2,030","3,269","1,813","2,320",839,"1,109","2,386","1,441","1,598","3,046","1,384","1,896","1,718","1,046","3,075","2,060","1,935","2,255","2,271","1,918",
2020년06월_남_60~69세,"28,397","1,926","2,622",915,"1,671",929,"1,576",512,731,"1,696","1,151","1,045","2,105",917,"1,402","1,385",867,"1,699","1,027",819,"1,027","1,413",962,
2020년06월_남_70~79세,"10,946",778,982,263,541,240,597,133,208,666,484,446,753,368,469,611,307,700,571,420,396,567,446,
2020년06월_남_80~89세,"3,256",205,386,99,143,61,143,28,75,156,132,122,175,111,138,170,78,205,228,153,148,168,132,
2020년06월_남_90~99세,315,20,46,4,15,6,12,4,5,20,14,7,12,12,20,19,17,13,14,9,18,14,14,
2020년06월_남_100세 이상,33,4,4,0,1,1,2,3,0,4,0,0,1,2,0,1,2,3,2,1,1,1,0,
2020년06월_여_총인구수,"269,375","22,763","20,543","15,869","24,661","14,137","14,163","3,167","4,974","11,131","6,545","7,399","16,230","5,676","10,661","8,164","5,347","16,004","11,385","12,147","14,306","12,183","11,920",
2020년06월_여_연령구간인구수,"269,375","22,763","20,543","15,869","24,661","14,137","14,163","3,167","4,974","11,131","6,545","7,399","16,230","5,676","10,661","8,164","5,347","16,004","11,385","12,147","14,306","12,183","11,920",
2020년06월_여_0~9세,"25,083","2,379","1,276","1,945","3,418","2,129","1,609",180,253,632,386,290,"1,411",279,720,352,402,"1,345","1,017","1,251","1,531","1,181","1,097",
