카테고리,전라남도 장흥군,전라남도 장흥군 장흥읍,전라남도 장흥군 관산읍,전라남도 장흥군 대덕읍,전라남도 장흥군 용산면,전라남도 장흥군 안양면,전라남도 장흥군 장동면,전라남도 장흥군 장평면,전라남도 장흥군 유치면,전라남도 장흥군 부산면,전라남도 장흥군 회진면
2020년08월_여_60~69세,"3,253","1,114",482,339,218,263,130,178,117,112,300
2020년08월_여_70~79세,"3,194",852,541,333,258,270,117,252,109,155,307
2020년08월_여_80~89세,"2,689",610,424,295,243,278,150,255,84,154,196
2020년08월_여_90~99세,492,131,71,39,52,58,22,35,14,45,25
2020년08월_여_100세 이상,20,10,1,3,3,1,1,0,1,0,0
2020년09월_계_총인구수,"37,839","15,432","5,012","3,404","2,351","2,861","1,275","2,111","1,093","1,461","2,839"
2020년09월_계_연령구간인구수,"37,839","15,432","5,012","3,404","2,351","2,861","1,275","2,111","1,093","1,461","2,839"
2020년09월_계_0~9세,"2,034","1,329",162,139,83,83,35,36,18,46,103
2020년09월_계_10~19세,"2,850","1,616",309,215,114,130,58,107,39,76,186
2020년09월_계_20~29세,"3,079","1,588",332,216,139,213,69,140,67,96,219
2020년09월_계_30~39세,"2,830","1,586",309,201,142,167,76,93,40,62,154
2020년09월_계_40~49세,"4,199","2,155",424,348,206,271,101,158,103,150,283
2020년09월_계_50~59세,"6,314","2,457",856,563,353,504,208,393,258,247,475
2020년09월_계_60~69세,"6,527","2,154",990,673,492,559,266,375,244,229,545
2020년09월_계_70~79세,"5,482","1,486",906,565,424,483,215,409,180,268,546
2020년09월_계_80~89세,"3,889",889,633,425,335,376,218,359,123,233,298
2020년09월_계_90~99세,611,161,90,54,60,74,27,41,20,54,30
2020년09월_계_100세 이상,24,11,1,5,3,1,2,0,1,0,0
2020년09월_남_총인구수,"18,372","7,513","2,431","1,641","1,134","1,404",603,"1,004",549,707,"1,386"
2020년09월_남_연령구간인구수,"18,372","7,513","2,431","1,641","1,134","1,404",603,"1,004",549,707,"1,386"
2020년09월_남_0~9세,"1,046",670,89,57,46,53,20,17,7,28,59
2020년09월_남_10~19세,"1,497",836,178,110,60,76,25,51,24,36,101
2020년09월_남_20~29세,"1,730",871,194,118,86,120,33,86,37,53,132
