카테고리,대전광역시 동구,대전광역시 동구 중앙동,대전광역시 동구 효동,대전광역시 동구 신인동,대전광역시 동구 판암1동,대전광역시 동구 판암2동,대전광역시 동구 용운동,대전광역시 동구 대동,대전광역시 동구 자양동,대전광역시 동구 가양1동,대전광역시 동구 가양2동,대전광역시 동구 용전동,대전광역시 동구 성남동,대전광역시 동구 홍도동,대전광역시 동구 삼성동,대전광역시 동구 대청동,대전광역시 동구 산내동
2020년06월_계_40~49세,"34,293",562,"4,943","1,851","1,764","1,019","2,548","2,357","1,283","2,067","2,843","3,201","1,841","1,640","2,229",291,"3,854"
2020년06월_계_50~59세,"37,104","1,060","3,683","1,974","2,243","1,601","3,001","2,436","1,577","2,434","3,299","3,436","2,169","1,936","2,617",486,"3,152"
2020년06월_계_60~69세,"31,766","1,158","2,876","1,824","1,885","1,848","2,402","1,898","1,486","2,151","2,635","2,558","1,900","1,593","2,352",546,"2,654"
2020년06월_계_70~79세,"18,864",807,"1,612","1,199","1,161","1,258","1,270","1,150",912,"1,278","1,439","1,323","1,143",860,"1,520",342,"1,590"
2020년06월_계_80~89세,"8,150",337,629,485,563,655,548,508,358,543,586,477,469,364,653,253,722
2020년06월_계_90~99세,"1,103",48,91,75,67,82,77,73,39,62,68,72,74,49,85,33,108
2020년06월_계_100세 이상,94,10,7,13,3,2,6,11,5,7,0,3,9,3,6,3,6
2020년06월_남_총인구수,"113,088","2,833","12,740","6,182","6,206","4,310","8,536","7,706","5,590","7,252","9,396","10,779","6,217","5,721","7,511","1,341","10,768"
2020년06월_남_연령구간인구수,"113,088","2,833","12,740","6,182","6,206","4,310","8,536","7,706","5,590","7,252","9,396","10,779","6,217","5,721","7,511","1,341","10,768"
2020년06월_남_0~9세,"8,031",55,"1,367",487,479,151,517,807,212,421,535,624,497,336,416,41,"1,086"
2020년06월_남_10~19세,"10,538",80,"1,784",495,528,210,771,748,437,580,963,796,491,435,715,79,"1,426"
2020년06월_남_20~29세,"16,177",220,"1,410",744,814,514,"1,472",971,"1,420","1,132","1,563","2,029",757,"1,003",865,118,"1,145"
2020년06월_남_30~39세,"14,253",257,"1,571",926,840,450,957,"1,133",666,804,"1,135","1,803",833,766,809,105,"1,198"
2020년06월_남_40~49세,"18,033",367,"2,497",994,870,572,"1,313","1,188",753,"1,157","1,415","1,712",974,898,"1,196",161,"1,966"
2020년06월_남_50~59세,"18,972",680,"1,812",950,"1,072",798,"1,532","1,223",800,"1,277","1,663","1,790","1,077",986,"1,374",285,"1,653"
2020년06월_남_60~69세,"15,397",647,"1,351",808,896,898,"1,164",925,734,"1,079","1,256","1,230",900,787,"1,137",297,"1,288"
2020년06월_남_70~79세,"8,450",386,712,561,493,495,582,507,426,577,638,592,501,371,715,165,729
2020년06월_남_80~89세,"2,940",123,219,197,190,202,202,180,132,210,216,183,166,135,258,79,248
2020년06월_남_90~99세,270,12,16,16,23,20,23,21,10,14,12,20,18,3,24,10,28
2020년06월_남_100세 이상,27,6,1,4,1,0,3,3,0,1,0,0,3,1,2,1,1
2020년06월_여_총인구수,"111,212","2,227","13,220","6,300","6,530","4,516","8,349","7,710","5,083","6,810","9,414","10,156","6,318","5,460","7,266","1,210","10,643"
2020년06월_여_연령구간인구수,"111,212","2,227","13,220","6,300","6,530","4,516","8,349","7,710","5,083","6,810","9,414","10,156","6,318","5,460","7,266","1,210","10,643"
2020년06월_여_0~9세,"7,589",61,"1,408",464,414,160,479,707,187,409,509,573,447,279,470,40,982
2020년06월_여_10~19세,"9,858",72,"1,607",433,485,191,786,690,469,598,905,779,470,408,609,72,"1,284"
2020년06월_여_20~29세,"14,225",167,"1,271",710,750,358,"1,258",873,"1,193",895,"1,438","1,912",690,912,728,84,986
2020년06월_여_30~39세,"12,255",166,"1,701",802,740,327,793,"1,054",429,681,892,"1,349",745,597,703,58,"1,218"
2020년06월_여_40~49세,"16,260",195,"2,446",857,894,447,"1,235","1,169",530,910,"1,428","1,489",867,742,"1,033",130,"1,888"
2020년06월_여_50~59세,"18,132",380,"1,871","1,024","1,171",803,"1,469","1,213",777,"1,157","1,636","1,646","1,092",950,"1,243",201,"1,499"
2020년06월_여_60~69세,"16,369",511,"1,525","1,016",989,950,"1,238",973,752,"1,072","1,379","1,328","1,000",806,"1,215",249,"1,366"
2020년06월_여_70~79세,"10,414",421,900,638,668,763,688,643,486,701,801,731,642,489,805,177,861
2020년06월_여_80~89세,"5,210",214,410,288,373,453,346,328,226,333,370,294,303,229,395,174,474
2020년06월_여_90~99세,833,36,75,59,44,62,54,52,29,48,56,52,56,46,61,23,80
2020년06월_여_100세 이상,67,4,6,9,2,2,3,8,5,6,0,3,6,2,4,2,5
2020년07월_계_총인구수,"224,060","5,065","25,866","12,491","12,776","8,841","16,890","15,389","10,637","14,092","18,767","20,874","12,534","11,136","14,784","2,543","21,375"
2020년07월_계_연령구간인구수,"224,060","5,065","25,866","12,491","12,776","8,841","16,890","15,389","10,637","14,092","18,767","20,874","12,534","11,136","14,784","2,543","21,375"
2020년07월_계_0~9세,"15,511",115,"2,752",949,891,310,989,"1,506",396,835,"1,034","1,180",937,619,864,78,"2,056"
2020년07월_계_10~19세,"20,320",158,"3,384",930,"1,024",410,"1,541","1,425",870,"1,166","1,852","1,565",960,833,"1,325",149,"2,728"
2020년07월_계_20~29세,"30,374",381,"2,699","1,448","1,559",866,"2,743","1,847","2,617","2,038","2,984","3,931","1,447","1,909","1,600",201,"2,104"
2020년07월_계_30~39세,"26,365",426,"3,216","1,715","1,574",777,"1,738","2,172","1,098","1,492","2,024","3,126","1,576","1,358","1,510",162,"2,401"
2020년07월_계_40~49세,"34,273",569,"4,953","1,852","1,769","1,019","2,548","2,350","1,283","2,071","2,829","3,191","1,839","1,625","2,228",290,"3,857"
2020년07월_계_50~59세,"37,085","1,055","3,677","1,972","2,242","1,602","3,007","2,438","1,578","2,427","3,307","3,430","2,173","1,924","2,626",480,"3,147"
2020년07월_계_60~69세,"31,794","1,160","2,854","1,840","1,910","1,842","2,411","1,905","1,480","2,159","2,632","2,563","1,897","1,592","2,349",548,"2,652"
2020년07월_계_70~79세,"18,972",801,"1,607","1,212","1,166","1,274","1,284","1,147",915,"1,288","1,450","1,330","1,152",864,"1,539",344,"1,599"
2020년07월_계_80~89세,"8,159",342,627,487,568,657,549,510,357,546,585,484,465,362,651,253,716
2020년07월_계_90~99세,"1,110",47,90,73,70,82,73,77,38,63,70,71,79,48,86,35,108
2020년07월_계_100세 이상,97,11,7,13,3,2,7,12,5,7,0,3,9,2,6,3,7
2020년07월_남_총인구수,"112,971","2,839","12,688","6,180","6,221","4,312","8,547","7,697","5,570","7,254","9,379","10,758","6,209","5,704","7,527","1,334","10,752"
2020년07월_남_연령구간인구수,"112,971","2,839","12,688","6,180","6,221","4,312","8,547","7,697","5,570","7,254","9,379","10,758","6,209","5,704","7,527","1,334","10,752"
2020년07월_남_0~9세,"7,987",54,"1,357",484,479,148,514,805,208,425,532,615,495,339,414,39,"1,079"
2020년07월_남_10~19세,"10,505",83,"1,781",495,533,216,762,743,424,575,954,791,489,428,713,78,"1,440"
2020년07월_남_20~29세,"16,149",214,"1,411",743,807,508,"1,486",977,"1,417","1,126","1,551","2,033",761,994,871,118,"1,132"
2020년07월_남_30~39세,"14,176",262,"1,544",914,834,452,948,"1,128",666,811,"1,136","1,791",828,770,805,103,"1,184"
2020년07월_남_40~49세,"18,011",373,"2,503",992,873,566,"1,312","1,181",753,"1,155","1,408","1,705",970,891,"1,198",162,"1,969"
2020년07월_남_50~59세,"18,993",677,"1,807",955,"1,077",800,"1,542","1,227",803,"1,279","1,674","1,787","1,074",981,"1,376",281,"1,653"
2020년07월_남_60~69세,"15,412",650,"1,340",810,906,896,"1,170",927,730,"1,080","1,254","1,235",904,783,"1,143",295,"1,289"
2020년07월_남_70~79세,"8,500",384,706,568,497,505,586,503,429,580,643,596,501,378,724,165,735
2020년07월_남_80~89세,"2,936",124,222,199,190,202,201,180,130,208,214,186,165,136,256,80,243
2020년07월_남_90~99세,273,12,16,16,24,19,22,23,10,14,13,19,19,3,25,12,26
2020년07월_남_100세 이상,29,6,1,4,1,0,4,3,0,1,0,0,3,1,2,1,2
2020년07월_여_총인구수,"111,089","2,226","13,178","6,311","6,555","4,529","8,343","7,692","5,067","6,838","9,388","10,116","6,325","5,432","7,257","1,209","10,623"
2020년07월_여_연령구간인구수,"111,089","2,226","13,178","6,311","6,555","4,529","8,343","7,692","5,067","6,838","9,388","10,116","6,325","5,432","7,257","1,209","10,623"
2020년07월_여_0~9세,"7,524",61,"1,395",465,412,162,475,701,188,410,502,565,442,280,450,39,977
2020년07월_여_10~19세,"9,815",75,"1,603",435,491,194,779,682,446,591,898,774,471,405,612,71,"1,288"
2020년07월_여_20~29세,"14,225",167,"1,288",705,752,358,"1,257",870,"1,200",912,"1,433","1,898",686,915,729,83,972
2020년07월_여_30~39세,"12,189",164,"1,672",801,740,325,790,"1,044",432,681,888,"1,335",748,588,705,59,"1,217"
2020년07월_여_40~49세,"16,262",196,"2,450",860,896,453,"1,236","1,169",530,916,"1,421","1,486",869,734,"1,030",128,"1,888"
2020년07월_여_50~59세,"18,092",378,"1,870","1,017","1,165",802,"1,465","1,211",775,"1,148","1,633","1,643","1,099",943,"1,250",199,"1,494"
2020년07월_여_60~69세,"16,382",510,"1,514","1,030","1,004",946,"1,241",978,750,"1,079","1,378","1,328",993,809,"1,206",253,"1,363"
2020년07월_여_70~79세,"10,472",417,901,644,669,769,698,644,486,708,807,734,651,486,815,179,864
2020년07월_여_80~89세,"5,223",218,405,288,378,455,348,330,227,338,371,298,300,226,395,173,473
2020년07월_여_90~99세,837,35,74,57,46,63,51,54,28,49,57,52,60,45,61,23,82
2020년07월_여_100세 이상,68,5,6,9,2,2,3,9,5,6,0,3,6,1,4,2,5
2020년08월_계_총인구수,"223,728","5,066","25,777","12,479","12,754","8,809","16,901","15,362","10,618","14,084","18,675","20,844","12,505","11,177","14,802","2,535","21,340"
2020년08월_계_연령구간인구수,"223,728","5,066","25,777","12,479","12,754","8,809","16,901","15,362","10,618","14,084","18,675","20,844","12,505","11,177","14,802","2,535","21,340"
2020년08월_계_0~9세,"15,370",112,"2,744",945,871,300,985,"1,495",397,824,"1,018","1,170",922,621,855,78,"2,033"
2020년08월_계_10~19세,"20,240",154,"3,381",929,"1,026",411,"1,542","1,405",858,"1,158","1,846","1,544",967,830,"1,323",146,"2,720"
2020년08월_계_20~29세,"30,298",383,"2,674","1,417","1,539",853,"2,747","1,854","2,618","2,027","2,952","3,926","1,447","1,957","1,598",205,"2,101"
2020년08월_계_30~39세,"26,215",419,"3,196","1,716","1,569",770,"1,738","2,154","1,100","1,484","1,997","3,142","1,548","1,342","1,500",164,"2,376"
2020년08월_계_40~49세,"34,216",571,"4,929","1,855","1,772","1,004","2,546","2,358","1,275","2,083","2,812","3,159","1,839","1,638","2,234",285,"3,856"
2020년08월_계_50~59세,"37,043","1,046","3,658","1,977","2,228","1,608","3,016","2,446","1,571","2,436","3,308","3,430","2,154","1,907","2,626",479,"3,153"
2020년08월_계_60~69세,"31,924","1,167","2,869","1,854","1,930","1,841","2,400","1,901","1,486","2,163","2,641","2,588","1,910","1,596","2,381",546,"2,651"
2020년08월_계_70~79세,"19,028",810,"1,600","1,210","1,176","1,272","1,301","1,157",916,"1,294","1,445","1,332","1,158",873,"1,539",344,"1,601"
2020년08월_계_80~89세,"8,179",346,625,489,567,666,548,506,353,548,587,479,472,363,650,252,728
2020년08월_계_90~99세,"1,116",46,93,74,72,82,71,75,39,62,69,71,78,48,89,34,113
2020년08월_계_100세 이상,99,12,8,13,4,2,7,11,5,5,0,3,10,2,7,2,8
2020년08월_남_총인구수,"112,774","2,839","12,663","6,157","6,194","4,301","8,543","7,695","5,551","7,254","9,335","10,749","6,189","5,719","7,534","1,326","10,725"
2020년08월_남_연령구간인구수,"112,774","2,839","12,663","6,157","6,194","4,301","8,543","7,695","5,551","7,254","9,335","10,749","6,189","5,719","7,534","1,326","10,725"
2020년08월_남_0~9세,"7,921",53,"1,358",484,464,145,511,798,207,419,522,612,489,344,410,38,"1,067"
2020년08월_남_10~19세,"10,456",81,"1,776",493,534,216,759,739,412,571,954,784,491,423,712,75,"1,436"
2020년08월_남_20~29세,"16,082",214,"1,409",720,789,495,"1,490",979,"1,410","1,125","1,536","2,024",761,"1,016",870,120,"1,124"
2020년08월_남_30~39세,"14,135",258,"1,535",912,831,451,948,"1,120",675,807,"1,128","1,811",814,760,805,103,"1,177"
2020년08월_남_40~49세,"17,980",374,"2,493",992,876,559,"1,312","1,191",746,"1,163","1,400","1,683",969,901,"1,193",160,"1,968"
2020년08월_남_50~59세,"18,974",677,"1,797",950,"1,062",807,"1,548","1,233",802,"1,282","1,675","1,788","1,065",974,"1,378",280,"1,656"
2020년08월_남_60~69세,"15,446",648,"1,345",820,916,897,"1,160",922,730,"1,082","1,254","1,248",903,781,"1,158",295,"1,287"
2020년08월_남_70~79세,"8,535",387,707,565,507,507,592,511,428,581,641,601,507,380,720,165,736
2020년08월_남_80~89세,"2,944",129,225,201,188,205,199,179,131,209,212,179,168,136,258,79,246
2020년08월_남_90~99세,272,11,17,16,25,19,20,21,10,14,13,19,19,3,28,11,26
2020년08월_남_100세 이상,29,7,1,4,2,0,4,2,0,1,0,0,3,1,2,0,2
2020년08월_여_총인구수,"110,954","2,227","13,114","6,322","6,560","4,508","8,358","7,667","5,067","6,830","9,340","10,095","6,316","5,458","7,268","1,209","10,615"
2020년08월_여_연령구간인구수,"110,954","2,227","13,114","6,322","6,560","4,508","8,358","7,667","5,067","6,830","9,340","10,095","6,316","5,458","7,268","1,209","10,615"
2020년08월_여_0~9세,"7,449",59,"1,386",461,407,155,474,697,190,405,496,558,433,277,445,40,966
2020년08월_여_10~19세,"9,784",73,"1,605",436,492,195,783,666,446,587,892,760,476,407,611,71,"1,284"
2020년08월_여_20~29세,"14,216",169,"1,265",697,750,358,"1,257",875,"1,208",902,"1,416","1,902",686,941,728,85,977
2020년08월_여_30~39세,"12,080",161,"1,661",804,738,319,790,"1,034",425,677,869,"1,331",734,582,695,61,"1,199"
2020년08월_여_40~49세,"16,236",197,"2,436",863,896,445,"1,234","1,167",529,920,"1,412","1,476",870,737,"1,041",125,"1,888"
2020년08월_여_50~59세,"18,069",369,"1,861","1,027","1,166",801,"1,468","1,213",769,"1,154","1,633","1,642","1,089",933,"1,248",199,"1,497"
2020년08월_여_60~69세,"16,478",519,"1,524","1,034","1,014",944,"1,240",979,756,"1,081","1,387","1,340","1,007",815,"1,223",251,"1,364"
2020년08월_여_70~79세,"10,493",423,893,645,669,765,709,646,488,713,804,731,651,493,819,179,865
2020년08월_여_80~89세,"5,235",217,400,288,379,461,349,327,222,339,375,300,304,227,392,173,482
2020년08월_여_90~99세,844,35,76,58,47,63,51,54,29,48,56,52,59,45,61,23,87
2020년08월_여_100세 이상,70,5,7,9,2,2,3,9,5,4,0,3,7,1,5,2,6
2020년09월_계_총인구수,"223,368","5,043","25,703","12,453","12,745","8,834","16,879","15,355","10,609","14,066","18,647","20,816","12,479","11,170","14,735","2,523","21,311"
2020년09월_계_연령구간인구수,"223,368","5,043","25,703","12,453","12,745","8,834","16,879","15,355","10,609","14,066","18,647","20,816","12,479","11,170","14,735","2,523","21,311"
2020년09월_계_0~9세,"15,234",111,"2,728",943,853,300,971,"1,493",390,812,"1,016","1,147",915,617,834,81,"2,023"
2020년09월_계_10~19세,"20,165",150,"3,383",924,"1,022",412,"1,540","1,404",831,"1,149","1,830","1,549",967,833,"1,310",146,"2,715"
2020년09월_계_20~29세,"30,252",388,"2,669","1,400","1,542",842,"2,743","1,848","2,632","2,036","2,945","3,920","1,438","1,962","1,585",204,"2,098"
2020년09월_계_30~39세,"26,058",415,"3,157","1,702","1,549",770,"1,730","2,138","1,099","1,463","1,996","3,128","1,537","1,342","1,478",164,"2,390"
2020년09월_계_40~49세,"34,199",571,"4,927","1,848","1,785","1,024","2,534","2,365","1,278","2,081","2,810","3,162","1,832","1,632","2,230",280,"3,840"
2020년09월_계_50~59세,"36,919","1,025","3,641","1,972","2,225","1,595","3,016","2,452","1,562","2,430","3,316","3,420","2,140","1,886","2,617",479,"3,143"
2020년09월_계_60~69세,"32,048","1,172","2,864","1,866","1,939","1,862","2,411","1,902","1,498","2,175","2,635","2,608","1,920","1,603","2,386",541,"2,666"
2020년09월_계_70~79세,"19,058",807,"1,612","1,216","1,177","1,264","1,309","1,162",920,"1,303","1,447","1,324","1,167",878,"1,543",340,"1,589"
2020년09월_계_80~89세,"8,218",347,620,493,575,678,546,506,354,550,586,483,474,365,656,252,733
2020년09월_계_90~99세,"1,121",45,94,77,74,85,72,75,40,62,66,72,79,50,90,34,106
2020년09월_계_100세 이상,96,12,8,12,4,2,7,10,5,5,0,3,10,2,6,2,8
2020년09월_남_총인구수,"112,589","2,834","12,632","6,138","6,200","4,321","8,520","7,692","5,560","7,240","9,322","10,740","6,175","5,692","7,500","1,316","10,707"
2020년09월_남_연령구간인구수,"112,589","2,834","12,632","6,138","6,200","4,321","8,520","7,692","5,560","7,240","9,322","10,740","6,175","5,692","7,500","1,316","10,707"
2020년09월_남_0~9세,"7,842",55,"1,351",486,455,148,502,800,205,406,521,592,485,338,401,40,"1,057"
2020년09월_남_10~19세,"10,430",82,"1,778",498,530,214,757,734,399,568,944,796,494,424,706,74,"1,432"
2020년09월_남_20~29세,"16,034",214,"1,406",705,795,488,"1,483",973,"1,427","1,130","1,531","2,016",752,"1,007",863,118,"1,126"
2020년09월_남_30~39세,"14,075",254,"1,517",905,823,453,942,"1,116",679,796,"1,127","1,812",814,758,793,101,"1,185"
2020년09월_남_40~49세,"17,969",376,"2,494",985,883,574,"1,304","1,194",742,"1,162","1,406","1,684",962,895,"1,189",158,"1,961"
2020년09월_남_50~59세,"18,922",666,"1,791",945,"1,070",808,"1,546","1,235",798,"1,287","1,675","1,779","1,060",963,"1,374",279,"1,646"
2020년09월_남_60~69세,"15,511",654,"1,339",822,919,898,"1,165",925,738,"1,086","1,253","1,265",909,785,"1,166",293,"1,294"
2020년09월_남_70~79세,"8,550",385,715,568,505,509,602,515,431,581,642,596,509,380,717,163,732
2020년09월_남_80~89세,"2,954",130,222,204,192,209,195,177,131,208,213,181,167,138,261,79,247
2020년09월_남_90~99세,273,11,18,16,26,20,20,21,10,15,10,19,20,3,28,11,25
2020년09월_남_100세 이상,29,7,1,4,2,0,4,2,0,1,0,0,3,1,2,0,2
2020년09월_여_총인구수,"110,779","2,209","13,071","6,315","6,545","4,513","8,359","7,663","5,049","6,826","9,325","10,076","6,304","5,478","7,235","1,207","10,604"
2020년09월_여_연령구간인구수,"110,779","2,209","13,071","6,315","6,545","4,513","8,359","7,663","5,049","6,826","9,325","10,076","6,304","5,478","7,235","1,207","10,604"
2020년09월_여_0~9세,"7,392",56,"1,377",457,398,152,469,693,185,406,495,555,430,279,433,41,966
2020년09월_여_10~19세,"9,735",68,"1,605",426,492,198,783,670,432,581,886,753,473,409,604,72,"1,283"
2020년09월_여_20~29세,"14,218",174,"1,263",695,747,354,"1,260",875,"1,205",906,"1,414","1,904",686,955,722,86,972
2020년09월_여_30~39세,"11,983",161,"1,640",797,726,317,788,"1,022",420,667,869,"1,316",723,584,685,63,"1,205"
2020년09월_여_40~49세,"16,230",195,"2,433",863,902,450,"1,230","1,171",536,919,"1,404","1,478",870,737,"1,041",122,"1,879"
2020년09월_여_50~59세,"17,997",359,"1,850","1,027","1,155",787,"1,470","1,217",764,"1,143","1,641","1,641","1,080",923,"1,243",200,"1,497"
2020년09월_여_60~69세,"16,537",518,"1,525","1,044","1,020",964,"1,246",977,760,"1,089","1,382","1,343","1,011",818,"1,220",248,"1,372"
2020년09월_여_70~79세,"10,508",422,897,648,672,755,707,647,489,722,805,728,658,498,826,177,857
2020년09월_여_80~89세,"5,264",217,398,289,383,469,351,329,223,342,373,302,307,227,395,173,486
2020년09월_여_90~99세,848,34,76,61,48,65,52,54,30,47,56,53,59,47,62,23,81
2020년09월_여_100세 이상,67,5,7,8,2,2,3,8,5,4,0,3,7,1,4,2,6
2020년10월_계_총인구수,"222,850","5,023","25,632","12,419","12,709","8,854","16,843","15,306","10,605","14,064","18,574","20,739","12,393","11,125","14,703","2,523","21,338"
2020년10월_계_연령구간인구수,"222,850","5,023","25,632","12,419","12,709","8,854","16,843","15,306","10,605","14,064","18,574","20,739","12,393","11,125","14,703","2,523","21,338"
2020년10월_계_0~9세,"15,094",112,"2,697",932,834,297,978,"1,491",393,810,"1,004","1,139",899,597,820,82,"2,009"
2020년10월_계_10~19세,"20,039",144,"3,385",912,"1,015",410,"1,511","1,394",815,"1,139","1,808","1,528",946,833,"1,318",143,"2,738"
2020년10월_계_20~29세,"30,203",390,"2,672","1,395","1,526",840,"2,746","1,840","2,638","2,051","2,941","3,904","1,433","1,948","1,580",207,"2,092"
2020년10월_계_30~39세,"25,850",415,"3,129","1,680","1,536",765,"1,736","2,118","1,101","1,444","1,971","3,114","1,521","1,322","1,451",166,"2,381"
2020년10월_계_40~49세,"34,106",564,"4,925","1,827","1,784","1,031","2,509","2,358","1,279","2,090","2,797","3,157","1,809","1,627","2,230",277,"3,842"
2020년10월_계_50~59세,"36,807","1,010","3,632","1,985","2,219","1,588","3,002","2,442","1,552","2,423","3,308","3,388","2,133","1,880","2,619",474,"3,152"
2020년10월_계_60~69세,"32,182","1,173","2,873","1,884","1,957","1,884","2,426","1,915","1,500","2,184","2,638","2,611","1,919","1,612","2,396",544,"2,666"
2020년10월_계_70~79세,"19,083",814,"1,605","1,216","1,175","1,271","1,312","1,160",922,"1,297","1,453","1,336","1,168",880,"1,531",343,"1,600"
2020년10월_계_80~89세,"8,272",345,614,498,588,679,542,505,361,557,588,485,477,374,666,252,741
2020년10월_계_90~99세,"1,118",44,92,78,71,87,74,75,39,63,66,75,78,50,85,33,108
2020년10월_계_100세 이상,96,12,8,12,4,2,7,8,5,6,0,2,10,2,7,2,9
2020년10월_남_총인구수,"112,333","2,819","12,616","6,112","6,184","4,337","8,491","7,672","5,566","7,250","9,282","10,707","6,126","5,663","7,481","1,318","10,709"
2020년10월_남_연령구간인구수,"112,333","2,819","12,616","6,112","6,184","4,337","8,491","7,672","5,566","7,250","9,282","10,707","6,126","5,663","7,481","1,318","10,709"
2020년10월_남_0~9세,"7,771",56,"1,342",479,447,142,503,801,208,407,508,588,473,330,391,42,"1,054"
2020년10월_남_10~19세,"10,373",80,"1,782",492,525,215,738,731,393,572,939,787,480,421,708,71,"1,439"
2020년10월_남_20~29세,"15,984",212,"1,409",703,784,486,"1,479",963,"1,424","1,132","1,524","2,008",752,999,862,122,"1,125"
2020년10월_남_30~39세,"13,961",253,"1,506",892,820,453,950,"1,101",680,793,"1,110","1,801",807,738,778,102,"1,177"
2020년10월_남_40~49세,"17,934",370,"2,482",971,887,581,"1,290","1,201",751,"1,160","1,404","1,688",947,897,"1,191",157,"1,957"
2020년10월_남_50~59세,"18,868",655,"1,800",951,"1,066",806,"1,532","1,224",789,"1,292","1,670","1,770","1,056",957,"1,373",276,"1,651"
2020년10월_남_60~69세,"15,594",659,"1,339",830,927,908,"1,182",936,746,"1,088","1,254","1,260",907,790,"1,176",297,"1,295"
2020년10월_남_70~79세,"8,566",387,717,570,504,513,602,512,432,577,646,606,513,386,708,162,731
2020년10월_남_80~89세,"2,979",129,220,204,196,212,191,180,134,212,217,178,168,141,265,79,253
2020년10월_남_90~99세,274,11,18,16,26,21,20,22,9,16,10,21,20,3,27,10,24
2020년10월_남_100세 이상,29,7,1,4,2,0,4,1,0,1,0,0,3,1,2,0,3
2020년10월_여_총인구수,"110,517","2,204","13,016","6,307","6,525","4,517","8,352","7,634","5,039","6,814","9,292","10,032","6,267","5,462","7,222","1,205","10,629"
2020년10월_여_연령구간인구수,"110,517","2,204","13,016","6,307","6,525","4,517","8,352","7,634","5,039","6,814","9,292","10,032","6,267","5,462","7,222","1,205","10,629"
2020년10월_여_0~9세,"7,323",56,"1,355",453,387,155,475,690,185,403,496,551,426,267,429,40,955
2020년10월_여_10~19세,"9,666",64,"1,603",420,490,195,773,663,422,567,869,741,466,412,610,72,"1,299"
2020년10월_여_20~29세,"14,219",178,"1,263",692,742,354,"1,267",877,"1,214",919,"1,417","1,896",681,949,718,85,967
2020년10월_여_30~39세,"11,889",162,"1,623",788,716,312,786,"1,017",421,651,861,"1,313",714,584,673,64,"1,204"
2020년10월_여_40~49세,"16,172",194,"2,443",856,897,450,"1,219","1,157",528,930,"1,393","1,469",862,730,"1,039",120,"1,885"
2020년10월_여_50~59세,"17,939",355,"1,832","1,034","1,153",782,"1,470","1,218",763,"1,131","1,638","1,618","1,077",923,"1,246",198,"1,501"
2020년10월_여_60~69세,"16,588",514,"1,534","1,054","1,030",976,"1,244",979,754,"1,096","1,384","1,351","1,012",822,"1,220",247,"1,371"
2020년10월_여_70~79세,"10,517",427,888,646,671,758,710,648,490,720,807,730,655,494,823,181,869
2020년10월_여_80~89세,"5,293",216,394,294,392,467,351,325,227,345,371,307,309,233,401,173,488
2020년10월_여_90~99세,844,33,74,62,45,66,54,53,30,47,56,54,58,47,58,23,84
2020년10월_여_100세 이상,67,5,7,8,2,2,3,7,5,5,0,2,7,1,5,2,6
2020년11월_계_총인구수,"222,446","5,010","25,557","12,407","12,648","8,835","16,860","15,264","10,611","14,079","18,527","20,682","12,397","11,107","14,670","2,508","21,284"
2020년11월_계_연령구간인구수,"222,446","5,010","25,557","12,407","12,648","8,835","16,860","15,264","10,611","14,079","18,527","20,682","12,397","11,107","14,670","2,508","21,284"
2020년11월_계_0~9세,"14,978",109,"2,679",931,827,290,980,"1,482",393,815,987,"1,136",902,593,809,71,"1,974"
2020년11월_계_10~19세,"19,943",144,"3,385",911,"1,009",407,"1,515","1,389",793,"1,144","1,791","1,505",940,820,"1,314",141,"2,735"
2020년11월_계_20~29세,"30,124",384,"2,663","1,395","1,508",831,"2,733","1,835","2,651","2,047","2,959","3,881","1,416","1,952","1,575",208,"2,086"
2020년11월_계_30~39세,"25,713",415,"3,092","1,673","1,509",767,"1,741","2,080","1,106","1,444","1,952","3,121","1,527","1,311","1,447",163,"2,365"
2020년11월_계_40~49세,"34,036",554,"4,935","1,830","1,779","1,027","2,513","2,360","1,277","2,090","2,766","3,156","1,811","1,619","2,220",273,"3,826"
2020년11월_계_50~59세,"36,743","1,011","3,622","1,980","2,220","1,577","3,003","2,444","1,554","2,414","3,309","3,360","2,136","1,877","2,613",474,"3,149"
2020년11월_계_60~69세,"32,329","1,181","2,875","1,895","1,963","1,895","2,435","1,920","1,506","2,199","2,652","2,615","1,919","1,629","2,409",546,"2,690"
2020년11월_계_70~79세,"19,080",814,"1,596","1,204","1,170","1,267","1,317","1,166",916,"1,302","1,458","1,340","1,177",882,"1,530",344,"1,597"
2020년11월_계_80~89세,"8,283",343,613,498,589,683,543,505,369,555,586,491,480,373,659,252,744
2020년11월_계_90~99세,"1,122",43,89,78,71,89,73,75,41,63,67,75,79,49,87,34,109
2020년11월_계_100세 이상,95,12,8,12,3,2,7,8,5,6,0,2,10,2,7,2,9
2020년11월_남_총인구수,"112,094","2,825","12,574","6,108","6,161","4,322","8,499","7,658","5,565","7,242","9,261","10,669","6,127","5,644","7,462","1,306","10,671"
2020년11월_남_연령구간인구수,"112,094","2,825","12,574","6,108","6,161","4,322","8,499","7,658","5,565","7,242","9,261","10,669","6,127","5,644","7,462","1,306","10,671"
2020년11월_남_0~9세,"7,706",55,"1,331",482,447,137,508,794,205,405,498,587,476,329,380,35,"1,037"
2020년11월_남_10~19세,"10,341",81,"1,787",493,528,216,740,731,384,577,935,774,475,415,706,69,"1,430"
