카테고리,경기도 연천군,경기도 연천군 연천읍,경기도 연천군 전곡읍,경기도 연천군 군남면,경기도 연천군 청산면,경기도 연천군 백학면,경기도 연천군 미산면,경기도 연천군 왕징면,경기도 연천군 신서면,경기도 연천군 중면,경기도 연천군 장남면
2020년04월_여_20~29세,"1,972",395,"1,074",106,135,85,56,30,63,5,23
2020년04월_여_30~39세,"1,870",426,"1,019",88,110,71,46,26,59,5,20
2020년04월_여_40~49세,"2,278",360,"1,293",119,175,109,59,32,94,11,26
2020년04월_여_50~59세,"3,383",483,"1,525",279,348,237,167,62,192,13,77
2020년04월_여_60~69세,"3,511",534,"1,276",317,410,242,192,117,334,15,74
2020년04월_여_70~79세,"2,777",508,825,276,325,229,151,121,266,13,63
2020년04월_여_80~89세,"1,729",318,559,199,172,126,89,55,158,8,45
2020년04월_여_90~99세,283,50,111,22,34,12,11,8,24,1,10
2020년04월_여_100세 이상,31,5,13,3,6,1,1,0,1,1,0
2020년05월_계_총인구수,"43,689","7,924","19,299","3,280","3,981","2,680","1,763","1,016","2,818",197,731
2020년05월_계_연령구간인구수,"43,689","7,924","19,299","3,280","3,981","2,680","1,763","1,016","2,818",197,731
2020년05월_계_0~9세,"2,865",724,"1,647",98,136,93,46,23,62,9,27
2020년05월_계_10~19세,"3,239",462,"1,942",187,193,157,72,51,128,10,37
2020년05월_계_20~29세,"5,439","1,242","2,465",347,459,249,149,79,353,42,54
2020년05월_계_30~39세,"4,318","1,032","2,213",208,291,187,111,61,156,11,48
2020년05월_계_40~49세,"5,021",826,"2,671",295,417,253,144,88,244,19,64
2020년05월_계_50~59세,"7,297","1,093","3,211",605,742,525,351,152,441,33,144
2020년05월_계_60~69세,"7,274","1,082","2,612",689,840,538,451,231,645,34,152
2020년05월_계_70~79세,"5,061",883,"1,524",502,567,437,273,223,506,24,122
2020년05월_계_80~89세,"2,731",501,840,312,281,221,144,97,249,13,73
2020년05월_계_90~99세,396,74,152,32,47,18,20,10,32,1,10
2020년05월_계_100세 이상,48,5,22,5,8,2,2,1,2,1,0
2020년05월_남_총인구수,"22,930","4,298","9,845","1,741","2,119","1,445",937,537,"1,530",114,364
2020년05월_남_연령구간인구수,"22,930","4,298","9,845","1,741","2,119","1,445",937,537,"1,530",114,364
2020년05월_남_0~9세,"1,471",370,852,50,64,45,26,14,30,4,16
2020년05월_남_10~19세,"1,739",258,"1,018",103,117,89,40,31,59,4,20
2020년05월_남_20~29세,"3,458",855,"1,383",240,320,160,94,49,289,37,31
2020년05월_남_30~39세,"2,449",611,"1,189",119,179,116,65,35,100,7,28
2020년05월_남_40~49세,"2,742",467,"1,371",176,246,143,86,55,151,8,39
2020년05월_남_50~59세,"3,916",609,"1,681",330,394,290,183,93,248,19,69
2020년05월_남_60~69세,"3,748",545,"1,324",373,433,294,258,112,315,19,75
2020년05월_남_70~79세,"2,288",378,702,224,244,207,121,104,239,11,58
2020년05월_남_80~89세,991,182,276,115,105,94,55,41,90,5,28
2020년05월_남_90~99세,112,23,40,9,16,6,8,2,8,0,0
2020년05월_남_100세 이상,16,0,9,2,1,1,1,1,1,0,0
2020년05월_여_총인구수,"20,759","3,626","9,454","1,539","1,862","1,235",826,479,"1,288",83,367
2020년05월_여_연령구간인구수,"20,759","3,626","9,454","1,539","1,862","1,235",826,479,"1,288",83,367
2020년05월_여_0~9세,"1,394",354,795,48,72,48,20,9,32,5,11
2020년05월_여_10~19세,"1,500",204,924,84,76,68,32,20,69,6,17
2020년05월_여_20~29세,"1,981",387,"1,082",107,139,89,55,30,64,5,23
2020년05월_여_30~39세,"1,869",421,"1,024",89,112,71,46,26,56,4,20
2020년05월_여_40~49세,"2,279",359,"1,300",119,171,110,58,33,93,11,25
2020년05월_여_50~59세,"3,381",484,"1,530",275,348,235,168,59,193,14,75
2020년05월_여_60~69세,"3,526",537,"1,288",316,407,244,193,119,330,15,77
2020년05월_여_70~79세,"2,773",505,822,278,323,230,152,119,267,13,64
2020년05월_여_80~89세,"1,740",319,564,197,176,127,89,56,159,8,45
2020년05월_여_90~99세,284,51,112,23,31,12,12,8,24,1,10
2020년05월_여_100세 이상,32,5,13,3,7,1,1,0,1,1,0
2020년06월_계_총인구수,"43,618","7,930","19,259","3,270","3,975","2,666","1,767","1,017","2,814",199,721
2020년06월_계_연령구간인구수,"43,618","7,930","19,259","3,270","3,975","2,666","1,767","1,017","2,814",199,721
2020년06월_계_0~9세,"2,862",731,"1,633",98,142,91,46,22,63,9,27
2020년06월_계_10~19세,"3,230",464,"1,938",189,193,153,71,51,125,10,36
2020년06월_계_20~29세,"5,408","1,226","2,463",338,461,244,151,81,349,44,51
2020년06월_계_30~39세,"4,290","1,043","2,187",207,286,187,114,58,153,11,44
2020년06월_계_40~49세,"5,024",820,"2,683",295,416,252,146,88,242,19,63
2020년06월_계_50~59세,"7,244","1,088","3,192",602,726,520,349,151,443,32,141
2020년06월_계_60~69세,"7,321","1,088","2,629",696,847,542,450,233,646,35,155
2020년06월_계_70~79세,"5,058",883,"1,523",498,568,434,274,225,507,24,122
2020년06월_계_80~89세,"2,736",505,838,310,282,223,144,97,252,13,72
2020년06월_계_90~99세,399,77,152,32,47,18,20,10,32,1,10
2020년06월_계_100세 이상,46,5,21,5,7,2,2,1,2,1,0
2020년06월_남_총인구수,"22,851","4,284","9,814","1,727","2,114","1,437",939,540,"1,520",116,360
2020년06월_남_연령구간인구수,"22,851","4,284","9,814","1,727","2,114","1,437",939,540,"1,520",116,360
2020년06월_남_0~9세,"1,466",370,846,51,64,44,26,14,31,4,16
2020년06월_남_10~19세,"1,727",262,"1,007",102,117,88,39,32,57,4,19
2020년06월_남_20~29세,"3,432",840,"1,385",232,323,156,94,51,281,39,31
2020년06월_남_30~39세,"2,424",615,"1,172",118,174,116,66,33,97,7,26
2020년06월_남_40~49세,"2,745",464,"1,376",177,246,142,87,56,150,8,39
2020년06월_남_50~59세,"3,887",608,"1,668",325,388,289,184,90,249,19,67
2020년06월_남_60~69세,"3,765",543,"1,334",378,434,294,256,115,315,19,77
2020년06월_남_70~79세,"2,287",378,702,219,247,206,121,105,240,11,58
2020년06월_남_80~89세,990,180,275,114,105,95,57,41,91,5,27
2020년06월_남_90~99세,113,24,41,9,15,6,8,2,8,0,0
2020년06월_남_100세 이상,15,0,8,2,1,1,1,1,1,0,0
2020년06월_여_총인구수,"20,767","3,646","9,445","1,543","1,861","1,229",828,477,"1,294",83,361
2020년06월_여_연령구간인구수,"20,767","3,646","9,445","1,543","1,861","1,229",828,477,"1,294",83,361
2020년06월_여_0~9세,"1,396",361,787,47,78,47,20,8,32,5,11
2020년06월_여_10~19세,"1,503",202,931,87,76,65,32,19,68,6,17
2020년06월_여_20~29세,"1,976",386,"1,078",106,138,88,57,30,68,5,20
2020년06월_여_30~39세,"1,866",428,"1,015",89,112,71,48,25,56,4,18
2020년06월_여_40~49세,"2,279",356,"1,307",118,170,110,59,32,92,11,24
2020년06월_여_50~59세,"3,357",480,"1,524",277,338,231,165,61,194,13,74
2020년06월_여_60~69세,"3,556",545,"1,295",318,413,248,194,118,331,16,78
2020년06월_여_70~79세,"2,771",505,821,279,321,228,153,120,267,13,64
2020년06월_여_80~89세,"1,746",325,563,196,177,128,87,56,161,8,45
2020년06월_여_90~99세,286,53,111,23,32,12,12,8,24,1,10
2020년06월_여_100세 이상,31,5,13,3,6,1,1,0,1,1,0
2020년07월_계_총인구수,"43,566","7,919","19,242","3,251","3,970","2,656","1,784","1,023","2,803",198,720
2020년07월_계_연령구간인구수,"43,566","7,919","19,242","3,251","3,970","2,656","1,784","1,023","2,803",198,720
2020년07월_계_0~9세,"2,833",725,"1,623",93,137,84,49,23,63,9,27
2020년07월_계_10~19세,"3,208",466,"1,928",184,193,150,72,48,122,9,36
2020년07월_계_20~29세,"5,389","1,228","2,456",332,464,241,146,84,339,45,54
2020년07월_계_30~39세,"4,274","1,038","2,178",204,284,186,118,61,151,10,44
2020년07월_계_40~49세,"5,020",823,"2,682",294,413,253,144,88,245,18,60
2020년07월_계_50~59세,"7,231","1,074","3,193",600,722,521,354,154,439,33,141
2020년07월_계_60~69세,"7,341","1,091","2,641",693,845,540,457,234,652,33,155
2020년07월_계_70~79세,"5,064",880,"1,526",499,573,435,275,225,503,25,123
2020년07월_계_80~89세,"2,754",511,840,316,284,226,144,95,254,14,70
2020년07월_계_90~99세,405,78,154,31,47,18,23,10,33,1,10
2020년07월_계_100세 이상,47,5,21,5,8,2,2,1,2,1,0
2020년07월_남_총인구수,"22,834","4,290","9,803","1,719","2,108","1,436",949,546,"1,507",116,360
2020년07월_남_연령구간인구수,"22,834","4,290","9,803","1,719","2,108","1,436",949,546,"1,507",116,360
2020년07월_남_0~9세,"1,450",367,838,47,62,41,29,14,31,4,17
2020년07월_남_10~19세,"1,715",264,"1,003",100,115,87,39,30,56,3,18
2020년07월_남_20~29세,"3,414",844,"1,377",228,324,155,89,53,271,40,33
2020년07월_남_30~39세,"2,427",620,"1,171",116,172,117,70,34,95,6,26
2020년07월_남_40~49세,"2,744",464,"1,376",178,246,143,86,56,150,8,37
2020년07월_남_50~59세,"3,884",603,"1,666",325,386,290,186,93,247,20,68
2020년07월_남_60~69세,"3,781",545,"1,341",377,434,292,261,117,319,17,78
2020년07월_남_70~79세,"2,297",378,705,221,249,207,124,105,238,13,57
2020년07월_남_80~89세,993,181,277,116,104,97,56,41,90,5,26
2020년07월_남_90~99세,114,24,41,9,15,6,8,2,9,0,0
2020년07월_남_100세 이상,15,0,8,2,1,1,1,1,1,0,0
2020년07월_여_총인구수,"20,732","3,629","9,439","1,532","1,862","1,220",835,477,"1,296",82,360
2020년07월_여_연령구간인구수,"20,732","3,629","9,439","1,532","1,862","1,220",835,477,"1,296",82,360
2020년07월_여_0~9세,"1,383",358,785,46,75,43,20,9,32,5,10
2020년07월_여_10~19세,"1,493",202,925,84,78,63,33,18,66,6,18
2020년07월_여_20~29세,"1,975",384,"1,079",104,140,86,57,31,68,5,21
2020년07월_여_30~39세,"1,847",418,"1,007",88,112,69,48,27,56,4,18
2020년07월_여_40~49세,"2,276",359,"1,306",116,167,110,58,32,95,10,23
2020년07월_여_50~59세,"3,347",471,"1,527",275,336,231,168,61,192,13,73
2020년07월_여_60~69세,"3,560",546,"1,300",316,411,248,196,117,333,16,77
2020년07월_여_70~79세,"2,767",502,821,278,324,228,151,120,265,12,66
2020년07월_여_80~89세,"1,761",330,563,200,180,129,88,54,164,9,44
2020년07월_여_90~99세,291,54,113,22,32,12,15,8,24,1,10
2020년07월_여_100세 이상,32,5,13,3,7,1,1,0,1,1,0
2020년08월_계_총인구수,"43,542","7,895","19,300","3,235","3,942","2,650","1,795","1,029","2,782",194,720
2020년08월_계_연령구간인구수,"43,542","7,895","19,300","3,235","3,942","2,650","1,795","1,029","2,782",194,720
2020년08월_계_0~9세,"2,819",723,"1,624",91,125,83,51,24,62,9,27
2020년08월_계_10~19세,"3,204",457,"1,937",181,191,152,73,49,119,9,36
2020년08월_계_20~29세,"5,363","1,224","2,459",335,458,233,146,84,328,43,53
2020년08월_계_30~39세,"4,257","1,028","2,191",203,276,182,119,60,147,9,42
2020년08월_계_40~49세,"5,017",812,"2,697",289,411,257,144,89,241,18,59
2020년08월_계_50~59세,"7,200","1,077","3,175",592,717,520,352,153,439,33,142
2020년08월_계_60~69세,"7,406","1,102","2,670",697,846,545,462,237,658,32,157
2020년08월_계_70~79세,"5,054",875,"1,526",497,576,433,275,226,498,25,123
2020년08월_계_80~89세,"2,772",513,847,316,288,227,147,96,254,14,70
2020년08월_계_90~99세,404,79,153,30,46,16,24,10,34,1,11
2020년08월_계_100세 이상,46,5,21,4,8,2,2,1,2,1,0
2020년08월_남_총인구수,"22,813","4,281","9,828","1,715","2,096","1,429",951,550,"1,491",112,360
2020년08월_남_연령구간인구수,"22,813","4,281","9,828","1,715","2,096","1,429",951,550,"1,491",112,360
2020년08월_남_0~9세,"1,441",366,837,46,56,41,28,15,31,4,17
2020년08월_남_10~19세,"1,714",259,"1,010",98,116,86,40,31,53,3,18
2020년08월_남_20~29세,"3,389",846,"1,374",229,319,148,89,52,261,38,33
2020년08월_남_30~39세,"2,423",616,"1,180",117,167,116,70,36,92,5,24
2020년08월_남_40~49세,"2,743",457,"1,378",176,249,147,86,56,148,8,38
2020년08월_남_50~59세,"3,858",606,"1,652",319,384,289,183,92,245,20,68
2020년08월_남_60~69세,"3,820",548,"1,360",381,434,293,266,119,325,16,78
2020년08월_남_70~79세,"2,291",376,705,221,249,206,122,106,235,13,58
2020년08월_남_80~89세,"1,004",183,283,116,106,97,58,40,90,5,26
2020년08월_남_90~99세,115,24,41,10,15,5,8,2,10,0,0
2020년08월_남_100세 이상,15,0,8,2,1,1,1,1,1,0,0
2020년08월_여_총인구수,"20,729","3,614","9,472","1,520","1,846","1,221",844,479,"1,291",82,360
2020년08월_여_연령구간인구수,"20,729","3,614","9,472","1,520","1,846","1,221",844,479,"1,291",82,360
2020년08월_여_0~9세,"1,378",357,787,45,69,42,23,9,31,5,10
2020년08월_여_10~19세,"1,490",198,927,83,75,66,33,18,66,6,18
2020년08월_여_20~29세,"1,974",378,"1,085",106,139,85,57,32,67,5,20
2020년08월_여_30~39세,"1,834",412,"1,011",86,109,66,49,24,55,4,18
2020년08월_여_40~49세,"2,274",355,"1,319",113,162,110,58,33,93,10,21
2020년08월_여_50~59세,"3,342",471,"1,523",273,333,231,169,61,194,13,74
2020년08월_여_60~69세,"3,586",554,"1,310",316,412,252,196,118,333,16,79
2020년08월_여_70~79세,"2,763",499,821,276,327,227,153,120,263,12,65
2020년08월_여_80~89세,"1,768",330,564,200,182,130,89,56,164,9,44
2020년08월_여_90~99세,289,55,112,20,31,11,16,8,24,1,11
2020년08월_여_100세 이상,31,5,13,2,7,1,1,0,1,1,0
2020년09월_계_총인구수,"43,590","7,915","19,330","3,233","3,952","2,650","1,792","1,030","2,775",193,720
2020년09월_계_연령구간인구수,"43,590","7,915","19,330","3,233","3,952","2,650","1,792","1,030","2,775",193,720
2020년09월_계_0~9세,"2,811",719,"1,625",91,125,81,51,22,62,9,26
2020년09월_계_10~19세,"3,188",449,"1,934",178,191,153,68,51,118,9,37
2020년09월_계_20~29세,"5,390","1,247","2,463",334,457,235,146,82,330,42,54
2020년09월_계_30~39세,"4,235","1,026","2,173",203,276,180,122,63,142,9,41
2020년09월_계_40~49세,"5,027",820,"2,705",292,414,256,144,85,236,17,58
2020년09월_계_50~59세,"7,186","1,068","3,176",590,715,515,348,159,441,33,141
2020년09월_계_60~69세,"7,448","1,110","2,691",695,855,548,464,238,656,33,158
2020년09월_계_70~79세,"5,052",873,"1,532",501,570,431,274,224,498,26,123
2020년09월_계_80~89세,"2,804",520,860,315,295,233,148,95,254,13,71
2020년09월_계_90~99세,404,78,152,30,46,16,24,10,36,1,11
2020년09월_계_100세 이상,45,5,19,4,8,2,3,1,2,1,0
2020년09월_남_총인구수,"22,827","4,300","9,812","1,711","2,103","1,434",954,550,"1,490",111,362
2020년09월_남_연령구간인구수,"22,827","4,300","9,812","1,711","2,103","1,434",954,550,"1,490",111,362
2020년09월_남_0~9세,"1,434",363,835,46,56,40,28,14,31,4,17
2020년09월_남_10~19세,"1,700",255,"1,002",95,116,88,37,32,53,3,19
2020년09월_남_20~29세,"3,411",866,"1,376",228,319,150,89,51,262,37,33
2020년09월_남_30~39세,"2,411",615,"1,164",118,170,116,73,38,88,5,24
2020년09월_남_40~49세,"2,749",459,"1,379",177,251,147,88,55,147,8,38
2020년09월_남_50~59세,"3,847",600,"1,653",316,382,286,182,93,247,19,69
2020년09월_남_60~69세,"3,838",555,"1,364",380,438,294,268,120,324,17,78
2020년09월_남_70~79세,"2,293",375,705,223,248,205,122,106,237,14,58
2020년09월_남_80~89세,"1,014",189,284,116,107,102,58,39,89,4,26
2020년09월_남_90~99세,115,23,42,10,15,5,8,1,11,0,0
2020년09월_남_100세 이상,15,0,8,2,1,1,1,1,1,0,0
2020년09월_여_총인구수,"20,763","3,615","9,518","1,522","1,849","1,216",838,480,"1,285",82,358
2020년09월_여_연령구간인구수,"20,763","3,615","9,518","1,522","1,849","1,216",838,480,"1,285",82,358
2020년09월_여_0~9세,"1,377",356,790,45,69,41,23,8,31,5,9
2020년09월_여_10~19세,"1,488",194,932,83,75,65,31,19,65,6,18
2020년09월_여_20~29세,"1,979",381,"1,087",106,138,85,57,31,68,5,21
2020년09월_여_30~39세,"1,824",411,"1,009",85,106,64,49,25,54,4,17
2020년09월_여_40~49세,"2,278",361,"1,326",115,163,109,56,30,89,9,20
2020년09월_여_50~59세,"3,339",468,"1,523",274,333,229,166,66,194,14,72
2020년09월_여_60~69세,"3,610",555,"1,327",315,417,254,196,118,332,16,80
2020년09월_여_70~79세,"2,759",498,827,278,322,226,152,118,261,12,65
2020년09월_여_80~89세,"1,790",331,576,199,188,131,90,56,165,9,45
2020년09월_여_90~99세,289,55,110,20,31,11,16,9,25,1,11
2020년09월_여_100세 이상,30,5,11,2,7,1,2,0,1,1,0
2020년10월_계_총인구수,"43,574","7,910","19,346","3,223","3,943","2,647","1,784","1,028","2,776",194,723
2020년10월_계_연령구간인구수,"43,574","7,910","19,346","3,223","3,943","2,647","1,784","1,028","2,776",194,723
2020년10월_계_0~9세,"2,774",706,"1,604",93,122,81,50,22,62,9,25
2020년10월_계_10~19세,"3,195",455,"1,942",177,194,149,69,50,116,9,34
2020년10월_계_20~29세,"5,386","1,253","2,451",332,461,235,144,81,329,42,58
2020년10월_계_30~39세,"4,240","1,025","2,177",195,274,184,123,65,145,10,42
2020년10월_계_40~49세,"5,006",811,"2,703",293,408,251,144,85,235,17,59
2020년10월_계_50~59세,"7,179","1,062","3,190",592,707,517,343,156,439,32,141
2020년10월_계_60~69세,"7,471","1,117","2,708",694,854,547,468,235,655,34,159
2020년10월_계_70~79세,"5,067",881,"1,536",500,573,430,269,227,503,26,122
2020년10월_계_80~89세,"2,807",516,864,313,296,235,149,96,254,13,71
2020년10월_계_90~99세,403,79,150,30,46,16,23,10,36,1,12
2020년10월_계_100세 이상,46,5,21,4,8,2,2,1,2,1,0
2020년10월_남_총인구수,"22,820","4,300","9,821","1,707","2,098","1,431",950,550,"1,488",112,363
2020년10월_남_연령구간인구수,"22,820","4,300","9,821","1,707","2,098","1,431",950,550,"1,488",112,363
2020년10월_남_0~9세,"1,413",355,825,46,55,40,27,14,30,4,17
2020년10월_남_10~19세,"1,701",256,"1,005",96,116,86,38,31,53,3,17
2020년10월_남_20~29세,"3,417",872,"1,372",228,322,150,88,51,261,37,36
2020년10월_남_30~39세,"2,413",617,"1,163",115,168,117,73,40,90,6,24
2020년10월_남_40~49세,"2,739",455,"1,384",174,248,145,86,56,145,8,38
2020년10월_남_50~59세,"3,850",599,"1,666",319,377,286,181,90,245,19,68
2020년10월_남_60~69세,"3,846",558,"1,368",378,438,294,269,118,326,17,80
2020년10월_남_70~79세,"2,303",377,707,226,252,205,120,109,237,14,56
2020년10월_남_80~89세,"1,012",188,283,113,107,102,60,39,89,4,27
2020년10월_남_90~99세,110,23,39,10,14,5,7,1,11,0,0
2020년10월_남_100세 이상,16,0,9,2,1,1,1,1,1,0,0
2020년10월_여_총인구수,"20,754","3,610","9,525","1,516","1,845","1,216",834,478,"1,288",82,360
2020년10월_여_연령구간인구수,"20,754","3,610","9,525","1,516","1,845","1,216",834,478,"1,288",82,360
2020년10월_여_0~9세,"1,361",351,779,47,67,41,23,8,32,5,8
2020년10월_여_10~19세,"1,494",199,937,81,78,63,31,19,63,6,17
2020년10월_여_20~29세,"1,969",381,"1,079",104,139,85,56,30,68,5,22
2020년10월_여_30~39세,"1,827",408,"1,014",80,106,67,50,25,55,4,18
2020년10월_여_40~49세,"2,267",356,"1,319",119,160,106,58,29,90,9,21
2020년10월_여_50~59세,"3,329",463,"1,524",273,330,231,162,66,194,13,73
2020년10월_여_60~69세,"3,625",559,"1,340",316,416,253,199,117,329,17,79
2020년10월_여_70~79세,"2,764",504,829,274,321,225,149,118,266,12,66
2020년10월_여_80~89세,"1,795",328,581,200,189,133,89,57,165,9,44
2020년10월_여_90~99세,293,56,111,20,32,11,16,9,25,1,12
2020년10월_여_100세 이상,30,5,12,2,7,1,1,0,1,1,0
2020년11월_계_총인구수,"43,531","7,891","19,333","3,229","3,939","2,637","1,783","1,028","2,769",197,725
2020년11월_계_연령구간인구수,"43,531","7,891","19,333","3,229","3,939","2,637","1,783","1,028","2,769",197,725
2020년11월_계_0~9세,"2,752",707,"1,583",93,122,81,50,23,60,9,24
2020년11월_계_10~19세,"3,191",449,"1,944",178,193,149,68,51,116,9,34
2020년11월_계_20~29세,"5,375","1,247","2,444",335,465,232,142,81,328,42,59
2020년11월_계_30~39세,"4,242","1,020","2,183",191,269,183,124,67,152,12,41
2020년11월_계_40~49세,"4,985",812,"2,690",297,407,248,144,80,231,17,59
2020년11월_계_50~59세,"7,163","1,064","3,184",591,700,513,342,157,439,32,141
2020년11월_계_60~69세,"7,507","1,115","2,731",695,855,552,472,238,651,35,163
2020년11월_계_70~79세,"5,053",878,"1,532",504,572,430,267,223,499,26,122
2020년11월_계_80~89세,"2,819",514,869,312,304,232,151,97,257,13,70
2020년11월_계_90~99세,399,81,152,29,44,15,21,10,34,1,12
2020년11월_계_100세 이상,45,4,21,4,8,2,2,1,2,1,0
2020년11월_남_총인구수,"22,801","4,291","9,818","1,711","2,096","1,424",950,549,"1,485",113,364
2020년11월_남_연령구간인구수,"22,801","4,291","9,818","1,711","2,096","1,424",950,549,"1,485",113,364
2020년11월_남_0~9세,"1,396",354,813,45,54,40,28,13,29,4,16
2020년11월_남_10~19세,"1,698",252,"1,002",97,116,87,38,32,54,3,17
2020년11월_남_20~29세,"3,419",869,"1,372",233,326,149,86,51,260,37,36
