카테고리,부산광역시 부산진구,부산광역시 부산진구 부전제1동,부산광역시 부산진구 부전제2동,부산광역시 부산진구 연지동,부산광역시 부산진구 초읍동,부산광역시 부산진구 양정제1동,부산광역시 부산진구 양정제2동,부산광역시 부산진구 전포제1동,부산광역시 부산진구 전포제2동,부산광역시 부산진구 부암제1동,부산광역시 부산진구 부암제3동,부산광역시 부산진구 당감제1동,부산광역시 부산진구 당감제2동,부산광역시 부산진구 당감제4동,부산광역시 부산진구 가야제1동,부산광역시 부산진구 가야제2동,부산광역시 부산진구 개금제1동,부산광역시 부산진구 개금제2동,부산광역시 부산진구 개금제3동,부산광역시 부산진구 범천제1동,부산광역시 부산진구 범천제2동
2020년01월_계_80~89세,"12,083",505,218,770,936,767,394,631,833,655,508,938,331,376,636,556,419,442,973,414,781
2020년01월_계_90~99세,"1,460",70,50,96,108,82,60,82,83,87,64,128,36,46,77,75,45,37,104,46,84
2020년01월_계_100세 이상,223,14,7,6,12,12,8,15,12,31,12,12,7,8,8,10,2,3,10,8,26
2020년01월_남_총인구수,"173,108","7,697","5,071","9,833","9,960","9,816","6,028","8,703","10,118","11,241","9,207","11,876","5,035","6,013","10,192","8,358","8,194","5,774","14,727","5,484","9,781"
2020년01월_남_연령구간인구수,"173,108","7,697","5,071","9,833","9,960","9,816","6,028","8,703","10,118","11,241","9,207","11,876","5,035","6,013","10,192","8,358","8,194","5,774","14,727","5,484","9,781"
2020년01월_남_0~9세,"11,281",308,362,804,511,659,318,455,607,"1,036",615,688,413,423,514,551,673,350,"1,064",258,672
2020년01월_남_10~19세,"13,313",332,261,975,828,825,315,513,649,946,"1,087","1,088",376,518,700,738,509,483,"1,341",255,574
2020년01월_남_20~29세,"25,428","1,436",974,"1,104","1,161","1,449","1,141","1,756","1,543","1,292","1,195","1,670",635,736,"1,736","1,156","1,443",876,"2,057",932,"1,136"
2020년01월_남_30~39세,"24,389","1,281",938,"1,189","1,053","1,239","1,106","1,621","1,574","1,546",966,"1,365",870,764,"1,310","1,011","1,409",701,"1,845","1,012","1,589"
2020년01월_남_40~49세,"26,311",981,815,"1,657","1,425","1,553",918,"1,272","1,544","1,948","1,514","1,782",745,958,"1,524","1,160","1,264",833,"2,160",801,"1,457"
2020년01월_남_50~59세,"28,665","1,372",751,"1,497","1,686","1,736",860,"1,200","1,474","1,787","1,731","2,230",759,"1,144","1,737","1,389","1,254",997,"2,658",880,"1,523"
2020년01월_남_60~69세,"25,383","1,170",628,"1,449","1,757","1,363",760,"1,032","1,489","1,552","1,259","1,832",695,875,"1,568","1,341",931,864,"2,336",791,"1,691"
2020년01월_남_70~79세,"13,623",617,251,848,"1,151",698,455,605,892,872,638,889,409,463,851,767,547,500,919,399,852
2020년01월_남_80~89세,"4,317",180,76,284,363,268,138,227,326,229,184,301,123,121,237,221,157,158,329,142,253
2020년01월_남_90~99세,352,17,15,24,24,23,13,19,17,26,14,30,9,9,15,21,7,11,17,13,28
2020년01월_남_100세 이상,46,3,0,2,1,3,4,3,3,7,4,1,1,2,0,3,0,1,1,1,6
2020년01월_여_총인구수,"184,176","7,596","5,146","10,892","10,574","10,744","7,124","9,538","11,366","11,733","9,372","12,826","5,365","6,236","10,243","8,672","8,951","6,005","15,584","5,955","10,254"
2020년01월_여_연령구간인구수,"184,176","7,596","5,146","10,892","10,574","10,744","7,124","9,538","11,366","11,733","9,372","12,826","5,365","6,236","10,243","8,672","8,951","6,005","15,584","5,955","10,254"
2020년01월_여_0~9세,"10,887",323,296,811,451,643,306,489,527,"1,005",622,690,405,388,505,528,632,369,982,276,639
2020년01월_여_10~19세,"12,673",290,262,959,681,816,336,542,642,893,958,"1,056",370,536,640,657,518,464,"1,346",227,480
2020년01월_여_20~29세,"25,839","1,582","1,060",957,"1,048","1,409","1,733","2,130","1,775","1,181","1,001","1,403",621,618,"1,486","1,000","1,804",790,"1,839","1,176","1,226"
2020년01월_여_30~39세,"23,488","1,068",858,"1,193",964,"1,275","1,202","1,549","1,660","1,602",942,"1,223",814,752,"1,118",975,"1,419",597,"1,801","1,003","1,473"
2020년01월_여_40~49세,"25,739",826,721,"1,770","1,410","1,571",917,"1,218","1,549","1,822","1,576","1,922",763,942,"1,334","1,190","1,199",826,"2,241",709,"1,233"
2020년01월_여_50~59세,"30,806","1,188",845,"1,770","1,840","1,924",869,"1,169","1,657","1,959","1,745","2,434",839,"1,197","1,850","1,548","1,339","1,047","3,059",872,"1,655"
2020년01월_여_60~69세,"28,244","1,185",627,"1,750","2,110","1,543",864,"1,138","1,783","1,664","1,367","2,110",830,936,"1,749","1,518","1,102",962,"2,377",841,"1,788"
2020년01월_여_70~79세,"17,449",745,293,"1,120","1,402",996,590,824,"1,191","1,096",779,"1,242",482,569,"1,092",860,636,638,"1,199",539,"1,156"
2020년01월_여_80~89세,"7,766",325,142,486,573,499,256,404,507,426,324,637,208,255,399,335,262,284,644,272,528
2020년01월_여_90~99세,"1,108",53,35,72,84,59,47,63,66,61,50,98,27,37,62,54,38,26,87,33,56
2020년01월_여_100세 이상,177,11,7,4,11,9,4,12,9,24,8,11,6,6,8,7,2,2,9,7,20
2020년02월_계_총인구수,"356,811","15,353","10,202","20,721","20,478","20,495","13,135","18,257","21,494","22,843","18,500","24,629","10,405","12,231","20,394","16,986","17,177","11,756","30,207","11,559","19,989"
2020년02월_계_연령구간인구수,"356,811","15,353","10,202","20,721","20,478","20,495","13,135","18,257","21,494","22,843","18,500","24,629","10,405","12,231","20,394","16,986","17,177","11,756","30,207","11,559","19,989"
2020년02월_계_0~9세,"21,969",639,651,"1,606",960,"1,287",606,943,"1,114","2,013","1,222","1,354",805,804,"1,006","1,071","1,288",726,"2,040",530,"1,304"
2020년02월_계_10~19세,"25,883",615,521,"1,939","1,498","1,635",651,"1,047","1,269","1,825","2,039","2,138",741,"1,052","1,346","1,390","1,042",943,"2,663",488,"1,041"
2020년02월_계_20~29세,"51,271","3,033","2,029","2,054","2,179","2,851","2,879","3,905","3,364","2,442","2,169","3,052","1,261","1,357","3,235","2,140","3,290","1,634","3,856","2,188","2,353"
2020년02월_계_30~39세,"47,532","2,378","1,786","2,368","1,986","2,471","2,310","3,182","3,195","3,107","1,885","2,541","1,679","1,488","2,397","1,955","2,817","1,291","3,622","2,026","3,048"
2020년02월_계_40~49세,"52,061","1,811","1,529","3,446","2,845","3,122","1,823","2,478","3,100","3,758","3,059","3,727","1,518","1,903","2,849","2,354","2,462","1,667","4,383","1,525","2,702"
2020년02월_계_50~59세,"59,319","2,565","1,601","3,236","3,513","3,653","1,736","2,368","3,144","3,737","3,491","4,640","1,599","2,340","3,566","2,925","2,587","2,029","5,677","1,756","3,156"
2020년02월_계_60~69세,"53,776","2,364","1,259","3,221","3,879","2,913","1,631","2,182","3,275","3,211","2,632","3,954","1,532","1,815","3,312","2,871","2,042","1,840","4,732","1,628","3,483"
2020년02월_계_70~79세,"31,099","1,348",549,"1,970","2,542","1,694","1,037","1,427","2,095","1,977","1,416","2,137",889,"1,037","1,944","1,633","1,180","1,139","2,143",941,"2,001"
2020년02월_계_80~89세,"12,190",515,222,776,953,769,395,626,843,655,512,947,338,382,651,561,419,446,973,418,789
2020년02월_계_90~99세,"1,489",71,48,99,111,88,59,84,83,87,64,127,36,45,81,76,48,38,107,51,86
2020년02월_계_100세 이상,222,14,7,6,12,12,8,15,12,31,11,12,7,8,7,10,2,3,11,8,26
2020년02월_남_총인구수,"172,815","7,738","5,064","9,827","9,929","9,785","6,016","8,709","10,133","11,178","9,164","11,829","5,031","6,008","10,176","8,342","8,205","5,756","14,670","5,515","9,740"
2020년02월_남_연령구간인구수,"172,815","7,738","5,064","9,827","9,929","9,785","6,016","8,709","10,133","11,178","9,164","11,829","5,031","6,008","10,176","8,342","8,205","5,756","14,670","5,515","9,740"
2020년02월_남_0~9세,"11,158",314,358,799,505,652,306,453,594,"1,022",607,677,408,421,504,546,660,352,"1,059",256,665
2020년02월_남_10~19세,"13,244",327,257,978,821,823,309,508,641,940,"1,083","1,081",375,520,699,733,512,480,"1,337",254,566
2020년02월_남_20~29세,"25,401","1,437",975,"1,103","1,153","1,440","1,157","1,768","1,572","1,272","1,189","1,659",635,733,"1,743","1,147","1,454",857,"2,026",949,"1,132"
2020년02월_남_30~39세,"24,207","1,300",925,"1,178","1,038","1,227","1,096","1,630","1,562","1,523",954,"1,339",863,757,"1,289",993,"1,413",699,"1,833","1,020","1,568"
2020년02월_남_40~49세,"26,347",987,816,"1,674","1,431","1,548",914,"1,260","1,547","1,946","1,495","1,799",752,961,"1,520","1,172","1,268",833,"2,153",801,"1,470"
2020년02월_남_50~59세,"28,614","1,377",759,"1,476","1,678","1,728",863,"1,195","1,487","1,781","1,740","2,217",757,"1,143","1,736","1,389","1,250",989,"2,646",885,"1,518"
2020년02월_남_60~69세,"25,425","1,179",626,"1,458","1,762","1,367",764,"1,040","1,479","1,551","1,260","1,831",700,876,"1,568","1,342",938,874,"2,337",788,"1,685"
2020년02월_남_70~79세,"13,652",615,253,848,"1,142",703,452,607,904,880,634,894,406,463,854,774,545,499,932,400,847
2020년02월_남_80~89세,"4,368",182,80,289,374,271,138,225,326,231,185,301,124,123,247,223,158,161,328,146,256
2020년02월_남_90~99세,354,17,15,22,24,23,13,20,18,25,14,30,10,9,16,20,7,11,18,15,27
2020년02월_남_100세 이상,45,3,0,2,1,3,4,3,3,7,3,1,1,2,0,3,0,1,1,1,6
2020년02월_여_총인구수,"183,996","7,615","5,138","10,894","10,549","10,710","7,119","9,548","11,361","11,665","9,336","12,800","5,374","6,223","10,218","8,644","8,972","6,000","15,537","6,044","10,249"
2020년02월_여_연령구간인구수,"183,996","7,615","5,138","10,894","10,549","10,710","7,119","9,548","11,361","11,665","9,336","12,800","5,374","6,223","10,218","8,644","8,972","6,000","15,537","6,044","10,249"
2020년02월_여_0~9세,"10,811",325,293,807,455,635,300,490,520,991,615,677,397,383,502,525,628,374,981,274,639
2020년02월_여_10~19세,"12,639",288,264,961,677,812,342,539,628,885,956,"1,057",366,532,647,657,530,463,"1,326",234,475
2020년02월_여_20~29세,"25,870","1,596","1,054",951,"1,026","1,411","1,722","2,137","1,792","1,170",980,"1,393",626,624,"1,492",993,"1,836",777,"1,830","1,239","1,221"
2020년02월_여_30~39세,"23,325","1,078",861,"1,190",948,"1,244","1,214","1,552","1,633","1,584",931,"1,202",816,731,"1,108",962,"1,404",592,"1,789","1,006","1,480"
2020년02월_여_40~49세,"25,714",824,713,"1,772","1,414","1,574",909,"1,218","1,553","1,812","1,564","1,928",766,942,"1,329","1,182","1,194",834,"2,230",724,"1,232"
2020년02월_여_50~59세,"30,705","1,188",842,"1,760","1,835","1,925",873,"1,173","1,657","1,956","1,751","2,423",842,"1,197","1,830","1,536","1,337","1,040","3,031",871,"1,638"
2020년02월_여_60~69세,"28,351","1,185",633,"1,763","2,117","1,546",867,"1,142","1,796","1,660","1,372","2,123",832,939,"1,744","1,529","1,104",966,"2,395",840,"1,798"
2020년02월_여_70~79세,"17,447",733,296,"1,122","1,400",991,585,820,"1,191","1,097",782,"1,243",483,574,"1,090",859,635,640,"1,211",541,"1,154"
2020년02월_여_80~89세,"7,822",333,142,487,579,498,257,401,517,424,327,646,214,259,404,338,261,285,645,272,533
2020년02월_여_90~99세,"1,135",54,33,77,87,65,46,64,65,62,50,97,26,36,65,56,41,27,89,36,59
2020년02월_여_100세 이상,177,11,7,4,11,9,4,12,9,24,8,11,6,6,7,7,2,2,10,7,20
2020년03월_계_총인구수,"356,661","15,502","10,158","20,643","20,498","20,500","13,179","18,219","21,515","22,828","18,446","24,585","10,434","12,130","20,414","16,897","17,178","11,732","30,142","11,706","19,955"
2020년03월_계_연령구간인구수,"356,661","15,502","10,158","20,643","20,498","20,500","13,179","18,219","21,515","22,828","18,446","24,585","10,434","12,130","20,414","16,897","17,178","11,732","30,142","11,706","19,955"
2020년03월_계_0~9세,"21,826",641,651,"1,575",972,"1,280",605,937,"1,102","2,025","1,216","1,343",808,789,"1,001","1,049","1,270",725,"2,011",531,"1,295"
2020년03월_계_10~19세,"25,737",607,512,"1,920","1,478","1,625",680,"1,041","1,251","1,811","2,028","2,140",739,"1,041","1,328","1,381","1,038",934,"2,661",489,"1,033"
2020년03월_계_20~29세,"51,504","3,123","2,002","2,046","2,187","2,873","2,891","3,940","3,399","2,447","2,141","3,042","1,274","1,333","3,303","2,120","3,307","1,631","3,845","2,252","2,348"
2020년03월_계_30~39세,"47,394","2,410","1,801","2,343","1,985","2,480","2,310","3,165","3,207","3,089","1,879","2,508","1,689","1,470","2,376","1,924","2,794","1,269","3,591","2,066","3,038"
2020년03월_계_40~49세,"51,828","1,821","1,495","3,411","2,844","3,090","1,829","2,451","3,066","3,756","3,042","3,708","1,523","1,872","2,830","2,348","2,468","1,668","4,373","1,547","2,686"
2020년03월_계_50~59세,"59,153","2,572","1,593","3,236","3,510","3,653","1,735","2,354","3,150","3,731","3,485","4,630","1,579","2,332","3,556","2,903","2,582","2,020","5,633","1,754","3,145"
2020년03월_계_60~69세,"53,960","2,362","1,273","3,244","3,878","2,923","1,637","2,172","3,284","3,192","2,642","3,974","1,548","1,815","3,312","2,885","2,060","1,852","4,773","1,647","3,487"
2020년03월_계_70~79세,"31,179","1,360",557,"1,986","2,534","1,697","1,022","1,431","2,104","1,986","1,421","2,140",896,"1,037","1,951","1,630","1,181","1,147","2,149",941,"2,009"
2020년03월_계_80~89세,"12,364",521,220,781,989,779,403,629,854,671,515,959,338,388,671,568,427,443,988,420,800
2020년03월_계_90~99세,"1,493",71,47,95,109,88,58,84,86,89,66,129,33,45,78,79,49,40,108,51,88
2020년03월_계_100세 이상,223,14,7,6,12,12,9,15,12,31,11,12,7,8,8,10,2,3,10,8,26
2020년03월_남_총인구수,"172,634","7,793","5,038","9,791","9,942","9,768","6,028","8,690","10,149","11,164","9,127","11,795","5,047","5,958","10,201","8,281","8,206","5,727","14,628","5,576","9,725"
2020년03월_남_연령구간인구수,"172,634","7,793","5,038","9,791","9,942","9,768","6,028","8,690","10,149","11,164","9,127","11,795","5,047","5,958","10,201","8,281","8,206","5,727","14,628","5,576","9,725"
2020년03월_남_0~9세,"11,082",318,359,783,516,649,303,448,583,"1,026",603,669,412,414,498,532,654,351,"1,046",257,661
2020년03월_남_10~19세,"13,168",321,253,968,815,810,324,507,644,936,"1,073","1,080",374,515,696,733,507,472,"1,334",250,556
2020년03월_남_20~29세,"25,481","1,472",958,"1,099","1,160","1,440","1,156","1,782","1,590","1,274","1,180","1,650",637,722,"1,785","1,141","1,469",855,"2,019",960,"1,132"
2020년03월_남_30~39세,"24,139","1,308",937,"1,167","1,030","1,231","1,085","1,624","1,575","1,517",948,"1,328",866,745,"1,289",971,"1,401",689,"1,823","1,045","1,560"
2020년03월_남_40~49세,"26,189",993,791,"1,655","1,438","1,528",918,"1,247","1,523","1,931","1,487","1,781",759,947,"1,512","1,168","1,263",828,"2,134",813,"1,473"
2020년03월_남_50~59세,"28,559","1,379",758,"1,483","1,676","1,736",870,"1,186","1,484","1,783","1,730","2,212",750,"1,141","1,730","1,369","1,257",986,"2,626",891,"1,512"
2020년03월_남_60~69세,"25,488","1,177",632,"1,470","1,765","1,367",767,"1,034","1,487","1,534","1,262","1,845",704,874,"1,566","1,349",939,875,"2,356",794,"1,691"
2020년03월_남_70~79세,"13,699",622,257,848,"1,137",708,442,611,914,893,638,892,409,461,859,770,548,501,938,405,846
2020년03월_남_80~89세,"4,428",183,80,294,380,274,146,227,328,238,188,306,125,128,250,224,160,158,333,145,261
2020년03월_남_90~99세,355,17,13,22,24,21,13,21,18,25,15,31,10,9,16,21,8,11,18,15,27
2020년03월_남_100세 이상,46,3,0,2,1,4,4,3,3,7,3,1,1,2,0,3,0,1,1,1,6
2020년03월_여_총인구수,"184,027","7,709","5,120","10,852","10,556","10,732","7,151","9,529","11,366","11,664","9,319","12,790","5,387","6,172","10,213","8,616","8,972","6,005","15,514","6,130","10,230"
2020년03월_여_연령구간인구수,"184,027","7,709","5,120","10,852","10,556","10,732","7,151","9,529","11,366","11,664","9,319","12,790","5,387","6,172","10,213","8,616","8,972","6,005","15,514","6,130","10,230"
2020년03월_여_0~9세,"10,744",323,292,792,456,631,302,489,519,999,613,674,396,375,503,517,616,374,965,274,634
2020년03월_여_10~19세,"12,569",286,259,952,663,815,356,534,607,875,955,"1,060",365,526,632,648,531,462,"1,327",239,477
2020년03월_여_20~29세,"26,023","1,651","1,044",947,"1,027","1,433","1,735","2,158","1,809","1,173",961,"1,392",637,611,"1,518",979,"1,838",776,"1,826","1,292","1,216"
2020년03월_여_30~39세,"23,255","1,102",864,"1,176",955,"1,249","1,225","1,541","1,632","1,572",931,"1,180",823,725,"1,087",953,"1,393",580,"1,768","1,021","1,478"
2020년03월_여_40~49세,"25,639",828,704,"1,756","1,406","1,562",911,"1,204","1,543","1,825","1,555","1,927",764,925,"1,318","1,180","1,205",840,"2,239",734,"1,213"
2020년03월_여_50~59세,"30,594","1,193",835,"1,753","1,834","1,917",865,"1,168","1,666","1,948","1,755","2,418",829,"1,191","1,826","1,534","1,325","1,034","3,007",863,"1,633"
2020년03월_여_60~69세,"28,472","1,185",641,"1,774","2,113","1,556",870,"1,138","1,797","1,658","1,380","2,129",844,941,"1,746","1,536","1,121",977,"2,417",853,"1,796"
2020년03월_여_70~79세,"17,480",738,300,"1,138","1,397",989,580,820,"1,190","1,093",783,"1,248",487,576,"1,092",860,633,646,"1,211",536,"1,163"
2020년03월_여_80~89세,"7,936",338,140,487,609,505,257,402,526,433,327,653,213,260,421,344,267,285,655,275,539
2020년03월_여_90~99세,"1,138",54,34,73,85,67,45,63,68,64,51,98,23,36,62,58,41,29,90,36,61
2020년03월_여_100세 이상,177,11,7,4,11,8,5,12,9,24,8,11,6,6,8,7,2,2,9,7,20
2020년04월_계_총인구수,"356,978","15,525","10,150","20,488","21,347","20,514","13,147","18,199","21,509","22,701","18,351","24,511","10,390","12,076","20,356","16,864","17,260","11,711","30,105","11,841","19,933"
2020년04월_계_연령구간인구수,"356,978","15,525","10,150","20,488","21,347","20,514","13,147","18,199","21,509","22,701","18,351","24,511","10,390","12,076","20,356","16,864","17,260","11,711","30,105","11,841","19,933"
2020년04월_계_0~9세,"21,774",640,653,"1,524","1,146","1,267",589,925,"1,084","2,014","1,202","1,314",790,773,990,"1,046","1,276",717,"2,005",526,"1,293"
2020년04월_계_10~19세,"25,682",606,512,"1,888","1,531","1,612",672,"1,040","1,251","1,793","2,020","2,127",738,"1,024","1,316","1,375","1,043",935,"2,671",494,"1,034"
2020년04월_계_20~29세,"51,625","3,149","2,001","2,051","2,241","2,871","2,902","3,978","3,436","2,452","2,128","3,025","1,265","1,344","3,288","2,105","3,317","1,630","3,804","2,300","2,338"
2020년04월_계_30~39세,"47,484","2,427","1,794","2,312","2,206","2,474","2,307","3,160","3,177","3,059","1,853","2,508","1,676","1,444","2,368","1,911","2,814","1,260","3,607","2,105","3,022"
2020년04월_계_40~49세,"51,725","1,825","1,493","3,349","2,982","3,096","1,830","2,441","3,055","3,735","3,012","3,669","1,508","1,845","2,810","2,340","2,466","1,652","4,368","1,567","2,682"
2020년04월_계_50~59세,"59,086","2,544","1,592","3,231","3,596","3,654","1,724","2,334","3,153","3,724","3,462","4,618","1,581","2,334","3,547","2,886","2,591","2,024","5,602","1,755","3,134"
2020년04월_계_60~69세,"54,113","2,366","1,266","3,239","3,945","2,951","1,630","2,160","3,274","3,164","2,657","3,998","1,545","1,824","3,311","2,908","2,076","1,858","4,783","1,666","3,492"
2020년04월_계_70~79세,"31,351","1,362",562,"2,008","2,568","1,711","1,026","1,437","2,125","1,974","1,426","2,143",901,"1,040","1,972","1,640","1,193","1,144","2,158",947,"2,014"
2020년04월_계_80~89세,"12,431",523,223,786,"1,010",780,403,622,854,668,516,966,347,395,670,567,432,448,990,420,811
2020년04월_계_90~99세,"1,481",69,47,94,108,86,55,87,88,87,64,131,32,45,76,75,50,40,108,52,87
2020년04월_계_100세 이상,226,14,7,6,14,12,9,15,12,31,11,12,7,8,8,11,2,3,9,9,26
2020년04월_남_총인구수,"172,703","7,771","5,044","9,709","10,367","9,789","6,024","8,648","10,118","11,091","9,069","11,752","5,029","5,919","10,172","8,259","8,238","5,727","14,627","5,638","9,712"
2020년04월_남_연령구간인구수,"172,703","7,771","5,044","9,709","10,367","9,789","6,024","8,648","10,118","11,091","9,069","11,752","5,029","5,919","10,172","8,259","8,238","5,727","14,627","5,638","9,712"
2020년04월_남_0~9세,"11,072",315,363,767,597,640,295,444,574,"1,023",602,656,410,404,494,531,654,346,"1,047",253,657
2020년04월_남_10~19세,"13,120",320,252,949,840,806,318,507,639,930,"1,059","1,076",373,508,692,725,505,474,"1,335",252,560
2020년04월_남_20~29세,"25,506","1,459",964,"1,091","1,185","1,443","1,173","1,787","1,597","1,271","1,169","1,641",640,724,"1,771","1,132","1,470",864,"2,009",990,"1,126"
2020년04월_남_30~39세,"24,186","1,316",938,"1,161","1,148","1,226","1,092","1,610","1,555","1,492",933,"1,324",859,727,"1,290",968,"1,418",680,"1,830","1,069","1,550"
2020년04월_남_40~49세,"26,107",983,787,"1,623","1,509","1,541",917,"1,238","1,514","1,917","1,470","1,752",751,932,"1,498","1,163","1,267",820,"2,142",813,"1,470"
2020년04월_남_50~59세,"28,567","1,372",764,"1,480","1,730","1,740",865,"1,170","1,485","1,779","1,725","2,212",747,"1,142","1,733","1,363","1,257",995,"2,611",892,"1,505"
2020년04월_남_60~69세,"25,521","1,179",625,"1,460","1,793","1,377",762,"1,026","1,484","1,518","1,266","1,859",703,877,"1,561","1,352",944,876,"2,354",803,"1,702"
2020년04월_남_70~79세,"13,768",626,258,857,"1,155",716,442,615,920,894,638,892,407,464,865,776,553,498,944,404,844
2020년04월_남_80~89세,"4,459",182,80,296,386,276,144,226,329,236,189,308,129,131,252,225,161,162,336,146,265
2020년04월_남_90~99세,351,16,13,23,23,20,12,22,18,24,15,31,9,8,16,21,9,11,18,15,27
2020년04월_남_100세 이상,46,3,0,2,1,4,4,3,3,7,3,1,1,2,0,3,0,1,1,1,6
2020년04월_여_총인구수,"184,275","7,754","5,106","10,779","10,980","10,725","7,123","9,551","11,391","11,610","9,282","12,759","5,361","6,157","10,184","8,605","9,022","5,984","15,478","6,203","10,221"
2020년04월_여_연령구간인구수,"184,275","7,754","5,106","10,779","10,980","10,725","7,123","9,551","11,391","11,610","9,282","12,759","5,361","6,157","10,184","8,605","9,022","5,984","15,478","6,203","10,221"
2020년04월_여_0~9세,"10,702",325,290,757,549,627,294,481,510,991,600,658,380,369,496,515,622,371,958,273,636
2020년04월_여_10~19세,"12,562",286,260,939,691,806,354,533,612,863,961,"1,051",365,516,624,650,538,461,"1,336",242,474
2020년04월_여_20~29세,"26,119","1,690","1,037",960,"1,056","1,428","1,729","2,191","1,839","1,181",959,"1,384",625,620,"1,517",973,"1,847",766,"1,795","1,310","1,212"
2020년04월_여_30~39세,"23,298","1,111",856,"1,151","1,058","1,248","1,215","1,550","1,622","1,567",920,"1,184",817,717,"1,078",943,"1,396",580,"1,777","1,036","1,472"
2020년04월_여_40~49세,"25,618",842,706,"1,726","1,473","1,555",913,"1,203","1,541","1,818","1,542","1,917",757,913,"1,312","1,177","1,199",832,"2,226",754,"1,212"
2020년04월_여_50~59세,"30,519","1,172",828,"1,751","1,866","1,914",859,"1,164","1,668","1,945","1,737","2,406",834,"1,192","1,814","1,523","1,334","1,029","2,991",863,"1,629"
2020년04월_여_60~69세,"28,592","1,187",641,"1,779","2,152","1,574",868,"1,134","1,790","1,646","1,391","2,139",842,947,"1,750","1,556","1,132",982,"2,429",863,"1,790"
2020년04월_여_70~79세,"17,583",736,304,"1,151","1,413",995,584,822,"1,205","1,080",788,"1,251",494,576,"1,107",864,640,646,"1,214",543,"1,170"
2020년04월_여_80~89세,"7,972",341,143,490,624,504,259,396,525,432,327,658,218,264,418,342,271,286,654,274,546
2020년04월_여_90~99세,"1,130",53,34,71,85,66,43,65,70,63,49,100,23,37,60,54,41,29,90,37,60
2020년04월_여_100세 이상,180,11,7,4,13,8,5,12,9,24,8,11,6,6,8,8,2,2,8,8,20
2020년05월_계_총인구수,"357,190","15,571","10,178","20,407","21,910","20,522","13,135","18,211","21,498","22,606","18,311","24,423","10,387","12,005","20,318","16,844","17,300","11,673","30,077","11,912","19,902"
2020년05월_계_연령구간인구수,"357,190","15,571","10,178","20,407","21,910","20,522","13,135","18,211","21,498","22,606","18,311","24,423","10,387","12,005","20,318","16,844","17,300","11,673","30,077","11,912","19,902"
2020년05월_계_0~9세,"21,741",630,648,"1,506","1,234","1,261",585,920,"1,080","1,998","1,197","1,301",789,756,987,"1,038","1,275",709,"2,001",530,"1,296"
2020년05월_계_10~19세,"25,535",601,513,"1,860","1,556","1,610",653,"1,027","1,249","1,791","1,997","2,106",738,"1,021","1,295","1,365","1,046",924,"2,654",500,"1,029"
2020년05월_계_20~29세,"51,763","3,199","2,010","2,059","2,300","2,874","2,922","4,024","3,434","2,428","2,117","3,015","1,242","1,326","3,296","2,101","3,339","1,626","3,778","2,338","2,335"
