카테고리,울산광역시 동구,울산광역시 동구 방어동,울산광역시 동구 일산동,울산광역시 동구 화정동,울산광역시 동구 대송동,울산광역시 동구 전하1동,울산광역시 동구 전하2동,울산광역시 동구 남목1동,울산광역시 동구 남목2동,울산광역시 동구 남목3동
2020년06월_여_30~39세,"10,763","2,602",290,"1,525",694,"1,030","1,362",559,"1,802",899
2020년06월_여_40~49세,"11,821","3,093",353,"1,492",945,"1,050","1,686",659,"1,572",971
2020년06월_여_50~59세,"13,314","3,259",528,"1,622","1,160","1,245","1,960",802,"1,701","1,037"
2020년06월_여_60~69세,"10,722","2,499",594,"1,328",752,"1,102","1,335",752,"1,510",850
2020년06월_여_70~79세,"3,933","1,015",230,558,237,424,419,297,406,347
2020년06월_여_80~89세,"1,628",425,89,284,116,145,184,111,119,155
2020년06월_여_90~99세,312,100,12,37,21,27,45,24,23,23
2020년06월_여_100세 이상,20,7,1,4,1,1,1,1,1,3
2020년07월_계_총인구수,"157,757","40,462","5,839","20,163","11,886","15,053","21,069","9,036","21,899","12,350"
2020년07월_계_연령구간인구수,"157,757","40,462","5,839","20,163","11,886","15,053","21,069","9,036","21,899","12,350"
2020년07월_계_0~9세,"15,446","3,797",250,"2,282",965,"1,409","2,158",734,"2,512","1,339"
2020년07월_계_10~19세,"15,596","4,105",364,"1,926","1,188","1,372","2,315",928,"2,123","1,275"
2020년07월_계_20~29세,"18,034","4,677",728,"2,053","1,565","1,926","2,470",936,"2,488","1,191"
2020년07월_계_30~39세,"23,852","6,153",803,"3,111","1,577","2,293","2,808","1,192","4,018","1,897"
2020년07월_계_40~49세,"25,829","7,200",839,"3,264","1,984","2,275","3,441","1,425","3,381","2,020"
2020년07월_계_50~59세,"26,232","6,689","1,073","3,302","2,324","2,429","3,886","1,495","3,106","1,928"
2020년07월_계_60~69세,"21,947","5,137","1,143","2,696","1,597","2,152","2,754","1,523","3,149","1,796"
2020년07월_계_70~79세,"8,026","1,970",486,"1,085",481,934,903,611,901,655
2020년07월_계_80~89세,"2,409",620,136,395,182,225,281,164,189,217
2020년07월_계_90~99세,360,107,16,44,21,35,51,27,30,29
2020년07월_계_100세 이상,26,7,1,5,2,3,2,1,2,3
2020년07월_남_총인구수,"82,507","21,683","3,147","10,378","6,226","7,816","10,793","4,623","11,578","6,263"
2020년07월_남_연령구간인구수,"82,507","21,683","3,147","10,378","6,226","7,816","10,793","4,623","11,578","6,263"
2020년07월_남_0~9세,"7,928","1,948",132,"1,159",489,739,"1,076",374,"1,317",694
2020년07월_남_10~19세,"8,228","2,182",193,"1,019",639,748,"1,183",477,"1,151",636
2020년07월_남_20~29세,"10,167","2,678",417,"1,132",853,"1,012","1,394",550,"1,463",668
2020년07월_남_30~39세,"13,175","3,558",510,"1,600",889,"1,268","1,463",634,"2,237","1,016"
2020년07월_남_40~49세,"13,989","4,094",485,"1,782","1,040","1,223","1,766",759,"1,802","1,038"
2020년07월_남_50~59세,"12,956","3,449",554,"1,676","1,170","1,188","1,915",697,"1,412",895
2020년07월_남_60~69세,"11,169","2,626",552,"1,365",835,"1,046","1,417",768,"1,619",941
2020년07월_남_70~79세,"4,080",953,253,532,243,503,477,309,502,308
2020년07월_남_80~89세,764,187,47,106,67,79,96,53,68,61
2020년07월_남_90~99세,46,8,4,6,1,8,5,2,6,6
2020년07월_남_100세 이상,5,0,0,1,0,2,1,0,1,0
2020년07월_여_총인구수,"75,250","18,779","2,692","9,785","5,660","7,237","10,276","4,413","10,321","6,087"
2020년07월_여_연령구간인구수,"75,250","18,779","2,692","9,785","5,660","7,237","10,276","4,413","10,321","6,087"
2020년07월_여_0~9세,"7,518","1,849",118,"1,123",476,670,"1,082",360,"1,195",645
2020년07월_여_10~19세,"7,368","1,923",171,907,549,624,"1,132",451,972,639
2020년07월_여_20~29세,"7,867","1,999",311,921,712,914,"1,076",386,"1,025",523
2020년07월_여_30~39세,"10,677","2,595",293,"1,511",688,"1,025","1,345",558,"1,781",881
2020년07월_여_40~49세,"11,840","3,106",354,"1,482",944,"1,052","1,675",666,"1,579",982
2020년07월_여_50~59세,"13,276","3,240",519,"1,626","1,154","1,241","1,971",798,"1,694","1,033"
2020년07월_여_60~69세,"10,778","2,511",591,"1,331",762,"1,106","1,337",755,"1,530",855
2020년07월_여_70~79세,"3,946","1,017",233,553,238,431,426,302,399,347
2020년07월_여_80~89세,"1,645",433,89,289,115,146,185,111,121,156
2020년07월_여_90~99세,314,99,12,38,20,27,46,25,24,23
2020년07월_여_100세 이상,21,7,1,4,2,1,1,1,1,3
2020년08월_계_총인구수,"157,589","40,425","5,840","20,134","11,864","15,058","21,096","8,991","21,824","12,357"
2020년08월_계_연령구간인구수,"157,589","40,425","5,840","20,134","11,864","15,058","21,096","8,991","21,824","12,357"
2020년08월_계_0~9세,"15,346","3,766",246,"2,266",962,"1,407","2,156",726,"2,487","1,330"
2020년08월_계_10~19세,"15,578","4,099",365,"1,930","1,179","1,362","2,325",923,"2,124","1,271"
2020년08월_계_20~29세,"17,963","4,650",731,"2,046","1,555","1,932","2,461",928,"2,469","1,191"
2020년08월_계_30~39세,"23,686","6,099",801,"3,090","1,564","2,283","2,805","1,179","3,973","1,892"
2020년08월_계_40~49세,"25,891","7,224",841,"3,259","1,988","2,288","3,465","1,412","3,381","2,033"
2020년08월_계_50~59세,"26,119","6,677","1,072","3,294","2,311","2,412","3,876","1,477","3,094","1,906"
2020년08월_계_60~69세,"22,131","5,185","1,143","2,714","1,616","2,168","2,768","1,546","3,172","1,819"
2020년08월_계_70~79세,"8,072","1,987",486,"1,092",483,940,908,609,903,664
2020년08월_계_80~89세,"2,420",621,137,396,184,229,280,165,189,219
2020년08월_계_90~99세,358,110,17,43,20,34,50,25,30,29
2020년08월_계_100세 이상,25,7,1,4,2,3,2,1,2,3
2020년08월_남_총인구수,"82,449","21,682","3,151","10,377","6,221","7,819","10,798","4,595","11,538","6,268"
2020년08월_남_연령구간인구수,"82,449","21,682","3,151","10,377","6,221","7,819","10,798","4,595","11,538","6,268"
2020년08월_남_0~9세,"7,859","1,920",130,"1,151",489,741,"1,070",366,"1,305",687
2020년08월_남_10~19세,"8,233","2,188",192,"1,021",638,739,"1,190",475,"1,149",641
2020년08월_남_20~29세,"10,132","2,672",421,"1,130",846,"1,019","1,387",544,"1,450",663
2020년08월_남_30~39세,"13,085","3,532",507,"1,591",878,"1,264","1,455",628,"2,215","1,015"
2020년08월_남_40~49세,"14,035","4,106",491,"1,782","1,045","1,228","1,778",748,"1,810","1,047"
2020년08월_남_50~59세,"12,918","3,452",556,"1,681","1,158","1,177","1,915",693,"1,400",886
2020년08월_남_60~69세,"11,255","2,651",552,"1,371",854,"1,057","1,419",776,"1,627",948
2020년08월_남_70~79세,"4,108",963,250,538,242,503,481,310,508,313
2020년08월_남_80~89세,772,189,47,106,70,81,97,53,67,62
2020년08월_남_90~99세,48,9,5,6,1,8,5,2,6,6
2020년08월_남_100세 이상,4,0,0,0,0,2,1,0,1,0
2020년08월_여_총인구수,"75,140","18,743","2,689","9,757","5,643","7,239","10,298","4,396","10,286","6,089"
2020년08월_여_연령구간인구수,"75,140","18,743","2,689","9,757","5,643","7,239","10,298","4,396","10,286","6,089"
2020년08월_여_0~9세,"7,487","1,846",116,"1,115",473,666,"1,086",360,"1,182",643
2020년08월_여_10~19세,"7,345","1,911",173,909,541,623,"1,135",448,975,630
2020년08월_여_20~29세,"7,831","1,978",310,916,709,913,"1,074",384,"1,019",528
2020년08월_여_30~39세,"10,601","2,567",294,"1,499",686,"1,019","1,350",551,"1,758",877
2020년08월_여_40~49세,"11,856","3,118",350,"1,477",943,"1,060","1,687",664,"1,571",986
2020년08월_여_50~59세,"13,201","3,225",516,"1,613","1,153","1,235","1,961",784,"1,694","1,020"
2020년08월_여_60~69세,"10,876","2,534",591,"1,343",762,"1,111","1,349",770,"1,545",871
2020년08월_여_70~79세,"3,964","1,024",236,554,241,437,427,299,395,351
2020년08월_여_80~89세,"1,648",432,90,290,114,148,183,112,122,157
2020년08월_여_90~99세,310,101,12,37,19,26,45,23,24,23
2020년08월_여_100세 이상,21,7,1,4,2,1,1,1,1,3
2020년09월_계_총인구수,"157,396","40,430","5,822","20,050","11,825","15,081","21,072","8,973","21,797","12,346"
2020년09월_계_연령구간인구수,"157,396","40,430","5,822","20,050","11,825","15,081","21,072","8,973","21,797","12,346"
2020년09월_계_0~9세,"15,232","3,737",243,"2,231",958,"1,396","2,151",725,"2,472","1,319"
2020년09월_계_10~19세,"15,554","4,105",358,"1,928","1,173","1,366","2,313",920,"2,120","1,271"
2020년09월_계_20~29세,"17,915","4,648",734,"2,041","1,551","1,946","2,435",922,"2,455","1,183"
2020년09월_계_30~39세,"23,541","6,059",791,"3,053","1,546","2,282","2,802","1,173","3,954","1,881"
2020년09월_계_40~49세,"25,913","7,237",834,"3,255","1,975","2,294","3,476","1,405","3,391","2,046"
2020년09월_계_50~59세,"26,001","6,670","1,074","3,268","2,304","2,402","3,850","1,465","3,076","1,892"
2020년09월_계_60~69세,"22,298","5,242","1,145","2,735","1,622","2,183","2,787","1,559","3,193","1,832"
2020년09월_계_70~79세,"8,112","1,986",488,"1,093",492,944,921,616,907,665
2020년09월_계_80~89세,"2,446",627,139,398,182,230,285,162,198,225
2020년09월_계_90~99세,358,112,15,44,20,34,50,25,29,29
2020년09월_계_100세 이상,26,7,1,4,2,4,2,1,2,3
2020년09월_남_총인구수,"82,303","21,672","3,144","10,344","6,198","7,822","10,766","4,583","11,513","6,261"
2020년09월_남_연령구간인구수,"82,303","21,672","3,144","10,344","6,198","7,822","10,766","4,583","11,513","6,261"
2020년09월_남_0~9세,"7,799","1,905",127,"1,135",488,736,"1,063",368,"1,293",684
2020년09월_남_10~19세,"8,210","2,184",188,"1,017",635,745,"1,187",470,"1,141",643
2020년09월_남_20~29세,"10,091","2,667",421,"1,134",848,"1,017","1,366",543,"1,442",653
2020년09월_남_30~39세,"12,995","3,508",500,"1,571",867,"1,266","1,449",622,"2,203","1,009"
2020년09월_남_40~49세,"14,044","4,113",490,"1,782","1,036","1,230","1,781",741,"1,816","1,055"
2020년09월_남_50~59세,"12,875","3,459",558,"1,667","1,156","1,169","1,898",692,"1,396",880
2020년09월_남_60~69세,"11,324","2,670",555,"1,382",853,"1,062","1,431",782,"1,637",952
2020년09월_남_70~79세,"4,127",968,252,537,246,507,486,311,506,314
2020년09월_남_80~89세,784,189,48,112,68,80,99,51,72,65
2020년09월_남_90~99세,49,9,5,7,1,7,5,3,6,6
2020년09월_남_100세 이상,5,0,0,0,0,3,1,0,1,0
2020년09월_여_총인구수,"75,093","18,758","2,678","9,706","5,627","7,259","10,306","4,390","10,284","6,085"
2020년09월_여_연령구간인구수,"75,093","18,758","2,678","9,706","5,627","7,259","10,306","4,390","10,284","6,085"
2020년09월_여_0~9세,"7,433","1,832",116,"1,096",470,660,"1,088",357,"1,179",635
2020년09월_여_10~19세,"7,344","1,921",170,911,538,621,"1,126",450,979,628
2020년09월_여_20~29세,"7,824","1,981",313,907,703,929,"1,069",379,"1,013",530
2020년09월_여_30~39세,"10,546","2,551",291,"1,482",679,"1,016","1,353",551,"1,751",872
2020년09월_여_40~49세,"11,869","3,124",344,"1,473",939,"1,064","1,695",664,"1,575",991
2020년09월_여_50~59세,"13,126","3,211",516,"1,601","1,148","1,233","1,952",773,"1,680","1,012"
2020년09월_여_60~69세,"10,974","2,572",590,"1,353",769,"1,121","1,356",777,"1,556",880
2020년09월_여_70~79세,"3,985","1,018",236,556,246,437,435,305,401,351
2020년09월_여_80~89세,"1,662",438,91,286,114,150,186,111,126,160
2020년09월_여_90~99세,309,103,10,37,19,27,45,22,23,23
2020년09월_여_100세 이상,21,7,1,4,2,1,1,1,1,3
2020년10월_계_총인구수,"157,319","40,401","5,821","20,001","11,847","15,083","21,051","8,973","21,793","12,349"
2020년10월_계_연령구간인구수,"157,319","40,401","5,821","20,001","11,847","15,083","21,051","8,973","21,793","12,349"
2020년10월_계_0~9세,"15,131","3,700",243,"2,211",949,"1,397","2,136",724,"2,466","1,305"
2020년10월_계_10~19세,"15,576","4,113",363,"1,919","1,180","1,368","2,312",913,"2,134","1,274"
2020년10월_계_20~29세,"17,893","4,634",731,"2,044","1,545","1,937","2,442",924,"2,458","1,178"
2020년10월_계_30~39세,"23,378","6,024",787,"3,021","1,549","2,270","2,770","1,171","3,916","1,870"
2020년10월_계_40~49세,"25,982","7,256",831,"3,254","1,975","2,306","3,476","1,408","3,414","2,062"
2020년10월_계_50~59세,"25,899","6,660","1,072","3,253","2,309","2,387","3,849","1,435","3,050","1,884"
2020년10월_계_60~69세,"22,469","5,281","1,144","2,749","1,643","2,196","2,812","1,584","3,214","1,846"
2020년10월_계_70~79세,"8,152","1,990",491,"1,096",496,953,920,626,910,670
2020년10월_계_80~89세,"2,451",624,142,401,180,231,284,163,199,227
2020년10월_계_90~99세,362,112,16,49,19,34,48,24,30,30
2020년10월_계_100세 이상,26,7,1,4,2,4,2,1,2,3
2020년10월_남_총인구수,"82,261","21,659","3,143","10,313","6,209","7,816","10,754","4,591","11,519","6,257"
2020년10월_남_연령구간인구수,"82,261","21,659","3,143","10,313","6,209","7,816","10,754","4,591","11,519","6,257"
2020년10월_남_0~9세,"7,736","1,888",128,"1,123",477,738,"1,045",369,"1,297",671
2020년10월_남_10~19세,"8,222","2,189",189,"1,008",638,745,"1,189",470,"1,149",645
2020년10월_남_20~29세,"10,081","2,653",417,"1,138",856,"1,015","1,366",543,"1,439",654
2020년10월_남_30~39세,"12,891","3,498",499,"1,549",865,"1,245","1,437",622,"2,179",997
2020년10월_남_40~49세,"14,116","4,125",490,"1,788","1,029","1,242","1,789",744,"1,840","1,069"
