카테고리,강원도 삼척시,강원도 삼척시 도계읍,강원도 삼척시 원덕읍,강원도 삼척시 원덕읍임원출장소,강원도 삼척시 근덕면,강원도 삼척시 하장면,강원도 삼척시 노곡면,강원도 삼척시 미로면,강원도 삼척시 가곡면,강원도 삼척시 신기면,강원도 삼척시 남양동,강원도 삼척시 교동,강원도 삼척시 정라동,강원도 삼척시 성내동
2020년02월_계_50~59세,"11,665","1,761",635,373,"1,037",312,149,351,142,137,"1,524","2,278","1,546","1,420"
2020년02월_계_60~69세,"10,686","1,785",670,364,"1,135",351,170,408,171,141,"1,563","1,330","1,250","1,348"
2020년02월_계_70~79세,"7,169","1,247",530,301,868,187,138,323,123,135,998,682,825,812
2020년02월_계_80~89세,"3,846",555,323,153,612,117,96,228,73,77,462,317,384,449
2020년02월_계_90~99세,535,59,48,27,87,11,19,33,11,7,61,53,63,56
2020년02월_계_100세 이상,48,14,8,0,7,0,0,1,1,1,1,4,9,2
2020년02월_남_총인구수,"33,686","5,255","1,750",875,"2,714",726,388,972,360,371,"3,880","7,561","4,727","4,107"
2020년02월_남_연령구간인구수,"33,686","5,255","1,750",875,"2,714",726,388,972,360,371,"3,880","7,561","4,727","4,107"
2020년02월_남_0~9세,"2,071",175,52,19,52,15,3,30,10,13,180,884,346,292
2020년02월_남_10~19세,"2,845",402,81,46,179,26,6,44,13,3,280,888,478,399
2020년02월_남_20~29세,"4,285","1,119",163,66,244,34,20,61,23,14,435,"1,111",555,440
2020년02월_남_30~39세,"3,304",325,148,67,173,49,14,56,15,28,355,"1,107",541,426
2020년02월_남_40~49세,"5,153",667,274,123,324,114,52,154,55,62,514,"1,290",855,669
2020년02월_남_50~59세,"6,166",944,368,194,584,163,96,198,81,77,746,"1,163",848,704
2020년02월_남_60~69세,"5,339",894,344,183,588,191,98,216,82,85,741,669,604,644
2020년02월_남_70~79세,"3,131",542,215,115,360,84,60,147,53,62,451,309,363,370
2020년02월_남_80~89세,"1,281",166,96,57,202,47,35,62,27,26,166,125,122,150
2020년02월_남_90~99세,99,16,6,5,7,3,4,4,1,1,12,14,14,12
2020년02월_남_100세 이상,12,5,3,0,1,0,0,0,0,0,0,1,1,1
2020년02월_여_총인구수,"32,792","5,266","1,604",885,"2,557",631,328,903,351,308,"3,973","7,253","4,562","4,171"
2020년02월_여_연령구간인구수,"32,792","5,266","1,604",885,"2,557",631,328,903,351,308,"3,973","7,253","4,562","4,171"
2020년02월_여_0~9세,"1,985",182,42,19,49,14,3,22,5,11,143,863,346,286
2020년02월_여_10~19세,"2,558",451,72,32,89,19,6,25,15,5,241,819,401,383
2020년02월_여_20~29세,"3,351",978,80,60,140,38,9,37,12,14,341,822,459,361
2020년02월_여_30~39세,"2,888",303,90,41,111,25,9,47,15,16,298,"1,072",494,367
2020년02월_여_40~49세,"4,089",498,138,69,164,45,22,55,27,15,457,"1,294",737,568
2020년02월_여_50~59세,"5,499",817,267,179,453,149,53,153,61,60,778,"1,115",698,716
2020년02월_여_60~69세,"5,347",891,326,181,547,160,72,192,89,56,822,661,646,704
2020년02월_여_70~79세,"4,038",705,315,186,508,103,78,176,70,73,547,373,462,442
2020년02월_여_80~89세,"2,565",389,227,96,410,70,61,166,46,51,296,192,262,299
2020년02월_여_90~99세,436,43,42,22,80,8,15,29,10,6,49,39,49,44
2020년02월_여_100세 이상,36,9,5,0,6,0,0,1,1,1,1,3,8,1
2020년03월_계_총인구수,"66,088","10,340","3,344","1,738","5,242","1,360",714,"1,889",709,679,"7,823","14,726","9,278","8,246"
2020년03월_계_연령구간인구수,"66,088","10,340","3,344","1,738","5,242","1,360",714,"1,889",709,679,"7,823","14,726","9,278","8,246"
2020년03월_계_0~9세,"4,014",351,92,39,99,31,6,50,15,24,312,"1,729",698,568
2020년03월_계_10~19세,"5,308",807,148,75,257,47,12,74,28,8,518,"1,688",870,776
2020년03월_계_20~29세,"7,497","1,984",241,124,385,71,30,97,33,30,760,"1,930","1,007",805
2020년03월_계_30~39세,"6,125",619,234,103,286,79,23,102,29,44,643,"2,152","1,028",783
2020년03월_계_40~49세,"9,161","1,151",407,186,478,154,70,217,83,78,969,"2,568","1,579","1,221"
2020년03월_계_50~59세,"11,608","1,747",633,362,"1,033",310,149,345,139,136,"1,529","2,262","1,551","1,412"
2020년03월_계_60~69세,"10,730","1,789",677,367,"1,138",354,169,412,174,141,"1,557","1,339","1,256","1,357"
2020년03월_계_70~79세,"7,191","1,257",531,303,854,188,139,330,124,131,"1,001",684,831,818
2020년03월_계_80~89세,"3,864",561,323,151,615,114,97,228,74,79,472,315,386,449
2020년03월_계_90~99세,542,60,50,28,90,12,19,33,9,7,61,55,63,55
2020년03월_계_100세 이상,48,14,8,0,7,0,0,1,1,1,1,4,9,2
2020년03월_남_총인구수,"33,491","5,164","1,747",866,"2,702",727,385,982,359,372,"3,862","7,510","4,729","4,086"
2020년03월_남_연령구간인구수,"33,491","5,164","1,747",866,"2,702",727,385,982,359,372,"3,862","7,510","4,729","4,086"
2020년03월_남_0~9세,"2,044",170,51,20,51,16,3,30,10,13,174,868,351,287
2020년03월_남_10~19세,"2,788",386,77,44,169,28,6,47,13,3,277,875,469,394
2020년03월_남_20~29세,"4,229","1,057",161,66,250,33,20,60,21,15,428,"1,108",561,449
2020년03월_남_30~39세,"3,285",323,147,64,175,52,14,55,15,28,352,"1,100",542,418
2020년03월_남_40~49세,"5,095",658,270,121,316,109,48,160,56,62,511,"1,279",852,653
2020년03월_남_50~59세,"6,145",937,371,187,589,164,97,195,78,77,747,"1,151",847,705
2020년03월_남_60~69세,"5,357",897,348,186,583,192,97,216,84,85,738,679,609,643
2020년03월_남_70~79세,"3,145",546,217,116,355,84,60,152,54,60,453,311,363,374
2020년03월_남_80~89세,"1,291",169,96,57,205,46,36,63,27,28,170,124,119,151
2020년03월_남_90~99세,100,16,6,5,8,3,4,4,1,1,12,14,15,11
2020년03월_남_100세 이상,12,5,3,0,1,0,0,0,0,0,0,1,1,1
2020년03월_여_총인구수,"32,597","5,176","1,597",872,"2,540",633,329,907,350,307,"3,961","7,216","4,549","4,160"
2020년03월_여_연령구간인구수,"32,597","5,176","1,597",872,"2,540",633,329,907,350,307,"3,961","7,216","4,549","4,160"
2020년03월_여_0~9세,"1,970",181,41,19,48,15,3,20,5,11,138,861,347,281
2020년03월_여_10~19세,"2,520",421,71,31,88,19,6,27,15,5,241,813,401,382
2020년03월_여_20~29세,"3,268",927,80,58,135,38,10,37,12,15,332,822,446,356
2020년03월_여_30~39세,"2,840",296,87,39,111,27,9,47,14,16,291,"1,052",486,365
2020년03월_여_40~49세,"4,066",493,137,65,162,45,22,57,27,16,458,"1,289",727,568
2020년03월_여_50~59세,"5,463",810,262,175,444,146,52,150,61,59,782,"1,111",704,707
2020년03월_여_60~69세,"5,373",892,329,181,555,162,72,196,90,56,819,660,647,714
2020년03월_여_70~79세,"4,046",711,314,187,499,104,79,178,70,71,548,373,468,444
2020년03월_여_80~89세,"2,573",392,227,94,410,68,61,165,47,51,302,191,267,298
2020년03월_여_90~99세,442,44,44,23,82,9,15,29,8,6,49,41,48,44
2020년03월_여_100세 이상,36,9,5,0,6,0,0,1,1,1,1,3,8,1
2020년04월_계_총인구수,"65,887","10,231","3,340","1,735","5,224","1,356",715,"1,888",706,678,"7,798","14,740","9,233","8,243"
2020년04월_계_연령구간인구수,"65,887","10,231","3,340","1,735","5,224","1,356",715,"1,888",706,678,"7,798","14,740","9,233","8,243"
2020년04월_계_0~9세,"4,010",354,96,39,97,31,7,52,15,22,312,"1,730",686,569
2020년04월_계_10~19세,"5,254",782,145,76,251,45,11,76,26,9,509,"1,687",862,775
2020년04월_계_20~29세,"7,404","1,907",251,121,379,68,32,93,35,28,767,"1,929","1,002",792
2020년04월_계_30~39세,"6,105",611,229,106,289,79,23,101,29,43,639,"2,148","1,019",789
2020년04월_계_40~49세,"9,109","1,140",406,186,475,155,69,215,82,77,959,"2,566","1,560","1,219"
2020년04월_계_50~59세,"11,568","1,735",631,359,"1,027",307,147,347,138,136,"1,514","2,273","1,547","1,407"
2020년04월_계_60~69세,"10,752","1,799",666,367,"1,141",356,170,410,172,144,"1,560","1,339","1,267","1,361"
2020년04월_계_70~79세,"7,195","1,260",532,301,854,188,137,329,124,130,"1,001",688,831,820
2020년04월_계_80~89세,"3,892",565,327,153,613,114,99,230,75,81,474,320,386,455
2020년04월_계_90~99세,549,63,49,27,91,13,20,34,9,7,61,56,65,54
2020년04월_계_100세 이상,49,15,8,0,7,0,0,1,1,1,2,4,8,2
2020년04월_남_총인구수,"33,402","5,118","1,742",859,"2,691",729,386,978,358,371,"3,856","7,505","4,723","4,086"
2020년04월_남_연령구간인구수,"33,402","5,118","1,742",859,"2,691",729,386,978,358,371,"3,856","7,505","4,723","4,086"
2020년04월_남_0~9세,"2,042",170,53,20,53,16,3,31,10,12,173,862,352,287
2020년04월_남_10~19세,"2,765",380,76,45,165,26,6,47,12,3,272,867,470,396
2020년04월_남_20~29세,"4,191","1,025",168,62,245,34,21,59,22,13,431,"1,108",562,441
2020년04월_남_30~39세,"3,272",315,142,67,176,52,14,55,15,27,354,"1,096",537,422
2020년04월_남_40~49세,"5,059",651,270,118,316,111,47,156,56,61,504,"1,276",838,655
2020년04월_남_50~59세,"6,128",928,369,184,584,162,96,195,77,79,742,"1,164",847,701
2020년04월_남_60~69세,"5,371",906,339,186,584,194,98,216,83,86,739,680,618,642
2020년04월_남_70~79세,"3,153",549,219,115,355,84,60,150,55,60,458,312,363,373
2020년04월_남_80~89세,"1,302",170,97,57,202,47,36,64,27,29,171,125,120,157
2020년04월_남_90~99세,107,19,6,5,10,3,5,5,1,1,12,14,15,11
2020년04월_남_100세 이상,12,5,3,0,1,0,0,0,0,0,0,1,1,1
2020년04월_여_총인구수,"32,485","5,113","1,598",876,"2,533",627,329,910,348,307,"3,942","7,235","4,510","4,157"
2020년04월_여_연령구간인구수,"32,485","5,113","1,598",876,"2,533",627,329,910,348,307,"3,942","7,235","4,510","4,157"
2020년04월_여_0~9세,"1,968",184,43,19,44,15,4,21,5,10,139,868,334,282
2020년04월_여_10~19세,"2,489",402,69,31,86,19,5,29,14,6,237,820,392,379
2020년04월_여_20~29세,"3,213",882,83,59,134,34,11,34,13,15,336,821,440,351
2020년04월_여_30~39세,"2,833",296,87,39,113,27,9,46,14,16,285,"1,052",482,367
2020년04월_여_40~49세,"4,050",489,136,68,159,44,22,59,26,16,455,"1,290",722,564
2020년04월_여_50~59세,"5,440",807,262,175,443,145,51,152,61,57,772,"1,109",700,706
2020년04월_여_60~69세,"5,381",893,327,181,557,162,72,194,89,58,821,659,649,719
2020년04월_여_70~79세,"4,042",711,313,186,499,104,77,179,69,70,543,376,468,447
2020년04월_여_80~89세,"2,590",395,230,96,411,67,63,166,48,52,303,195,266,298
2020년04월_여_90~99세,442,44,43,22,81,10,15,29,8,6,49,42,50,43
2020년04월_여_100세 이상,37,10,5,0,6,0,0,1,1,1,2,3,7,1
2020년05월_계_총인구수,"65,834","10,227","3,339","1,732","5,208","1,355",713,"1,885",705,682,"7,799","14,720","9,238","8,231"
2020년05월_계_연령구간인구수,"65,834","10,227","3,339","1,732","5,208","1,355",713,"1,885",705,682,"7,799","14,720","9,238","8,231"
2020년05월_계_0~9세,"4,000",352,97,40,96,31,7,51,14,22,312,"1,730",685,563
2020년05월_계_10~19세,"5,223",759,144,77,247,43,11,74,27,9,507,"1,694",853,778
2020년05월_계_20~29세,"7,402","1,932",248,120,376,70,32,93,34,26,767,"1,906","1,010",788
2020년05월_계_30~39세,"6,073",603,229,106,285,80,23,99,28,45,637,"2,140","1,017",781
2020년05월_계_40~49세,"9,094","1,139",408,186,473,155,67,210,80,77,954,"2,570","1,559","1,216"
2020년05월_계_50~59세,"11,519","1,725",626,354,"1,015",302,148,352,140,134,"1,511","2,267","1,546","1,399"
2020년05월_계_60~69세,"10,797","1,805",670,368,"1,138",359,169,413,171,151,"1,562","1,347","1,275","1,369"
2020년05월_계_70~79세,"7,207","1,257",530,300,863,189,140,328,125,127,"1,007",686,829,826
2020년05월_계_80~89세,"3,918",577,330,155,611,113,97,228,77,83,480,320,392,455
2020년05월_계_90~99세,552,63,49,26,97,13,19,36,8,7,60,56,64,54
2020년05월_계_100세 이상,49,15,8,0,7,0,0,1,1,1,2,4,8,2
2020년05월_남_총인구수,"33,390","5,124","1,740",859,"2,679",730,388,981,356,374,"3,857","7,493","4,730","4,079"
2020년05월_남_연령구간인구수,"33,390","5,124","1,740",859,"2,679",730,388,981,356,374,"3,857","7,493","4,730","4,079"
2020년05월_남_0~9세,"2,038",167,53,21,52,16,3,31,10,12,173,869,352,279
2020년05월_남_10~19세,"2,749",369,75,45,161,25,6,45,12,3,271,868,468,401
2020년05월_남_20~29세,"4,186","1,046",166,63,243,35,21,62,21,13,429,"1,089",562,436
2020년05월_남_30~39세,"3,261",310,142,67,172,52,14,54,14,27,358,"1,095",534,422
2020년05월_남_40~49세,"5,049",652,273,117,317,112,47,151,54,60,503,"1,272",843,648
2020년05월_남_50~59세,"6,125",924,365,181,579,159,96,201,79,80,739,"1,172",854,696
2020년05월_남_60~69세,"5,391",910,341,188,582,196,98,217,82,89,738,677,619,654
2020년05월_남_70~79세,"3,157",547,217,113,360,85,62,149,56,59,464,312,359,374
2020년05월_남_80~89세,"1,315",175,99,59,201,47,35,66,27,30,171,124,124,157
2020년05월_남_90~99세,107,19,6,5,11,3,6,5,1,1,11,14,14,11
2020년05월_남_100세 이상,12,5,3,0,1,0,0,0,0,0,0,1,1,1
2020년05월_여_총인구수,"32,444","5,103","1,599",873,"2,529",625,325,904,349,308,"3,942","7,227","4,508","4,152"
2020년05월_여_연령구간인구수,"32,444","5,103","1,599",873,"2,529",625,325,904,349,308,"3,942","7,227","4,508","4,152"
2020년05월_여_0~9세,"1,962",185,44,19,44,15,4,20,4,10,139,861,333,284
2020년05월_여_10~19세,"2,474",390,69,32,86,18,5,29,15,6,236,826,385,377
2020년05월_여_20~29세,"3,216",886,82,57,133,35,11,31,13,13,338,817,448,352
2020년05월_여_30~39세,"2,812",293,87,39,113,28,9,45,14,18,279,"1,045",483,359
2020년05월_여_40~49세,"4,045",487,135,69,156,43,20,59,26,17,451,"1,298",716,568
2020년05월_여_50~59세,"5,394",801,261,173,436,143,52,151,61,54,772,"1,095",692,703
2020년05월_여_60~69세,"5,406",895,329,180,556,163,71,196,89,62,824,670,656,715
2020년05월_여_70~79세,"4,050",710,313,187,503,104,78,179,69,68,543,374,470,452
2020년05월_여_80~89세,"2,603",402,231,96,410,66,62,162,50,53,309,196,268,298
2020년05월_여_90~99세,445,44,43,21,86,10,13,31,7,6,49,42,50,43
2020년05월_여_100세 이상,37,10,5,0,6,0,0,1,1,1,2,3,7,1
2020년06월_계_총인구수,"65,753","10,188","3,356","1,728","5,236","1,346",716,"1,879",700,679,"7,793","14,712","9,184","8,236"
2020년06월_계_연령구간인구수,"65,753","10,188","3,356","1,728","5,236","1,346",716,"1,879",700,679,"7,793","14,712","9,184","8,236"
2020년06월_계_0~9세,"3,988",348,95,38,97,30,7,47,14,22,309,"1,733",690,558
2020년06월_계_10~19세,"5,186",733,145,77,247,42,11,72,27,10,508,"1,689",837,788
2020년06월_계_20~29세,"7,402","1,944",254,119,373,69,33,91,33,25,763,"1,913",999,786
2020년06월_계_30~39세,"6,019",596,229,101,285,77,25,97,28,45,632,"2,122","1,001",781
2020년06월_계_40~49세,"9,075","1,134",404,190,479,154,65,208,78,76,966,"2,561","1,545","1,215"
2020년06월_계_50~59세,"11,480","1,713",641,353,"1,018",301,145,354,139,132,"1,489","2,268","1,535","1,392"
2020년06월_계_60~69세,"10,842","1,809",670,366,"1,157",358,172,414,169,150,"1,566","1,360","1,282","1,369"
2020년06월_계_70~79세,"7,238","1,254",530,302,865,190,143,331,124,128,"1,018",683,832,838
2020년06월_계_80~89세,"3,912",578,330,156,608,111,96,227,79,83,480,321,391,452
2020년06월_계_90~99세,561,64,50,26,100,14,19,37,8,7,60,57,64,55
2020년06월_계_100세 이상,50,15,8,0,7,0,0,1,1,1,2,5,8,2
2020년06월_남_총인구수,"33,329","5,105","1,751",858,"2,692",728,389,977,352,374,"3,849","7,489","4,689","4,076"
2020년06월_남_연령구간인구수,"33,329","5,105","1,751",858,"2,692",728,389,977,352,374,"3,849","7,489","4,689","4,076"
2020년06월_남_0~9세,"2,024",164,53,20,51,16,3,27,10,12,173,868,352,275
2020년06월_남_10~19세,"2,730",360,75,45,159,24,6,45,12,4,266,870,458,406
2020년06월_남_20~29세,"4,178","1,051",170,63,242,35,22,60,21,13,427,"1,089",552,433
2020년06월_남_30~39세,"3,235",312,141,65,172,51,15,53,14,27,357,"1,085",520,423
2020년06월_남_40~49세,"5,033",643,272,120,321,110,46,150,52,60,508,"1,267",833,651
2020년06월_남_50~59세,"6,109",919,374,179,582,157,92,203,78,80,725,"1,177",855,688
2020년06월_남_60~69세,"5,412",913,341,190,588,199,101,216,80,88,741,681,619,655
2020년06월_남_70~79세,"3,173",541,218,114,363,86,64,152,55,59,471,310,360,380
2020년06월_남_80~89세,"1,314",177,98,57,202,47,34,66,29,30,170,125,125,154
2020년06월_남_90~99세,109,20,6,5,11,3,6,5,1,1,11,16,14,10
2020년06월_남_100세 이상,12,5,3,0,1,0,0,0,0,0,0,1,1,1
2020년06월_여_총인구수,"32,424","5,083","1,605",870,"2,544",618,327,902,348,305,"3,944","7,223","4,495","4,160"
2020년06월_여_연령구간인구수,"32,424","5,083","1,605",870,"2,544",618,327,902,348,305,"3,944","7,223","4,495","4,160"
2020년06월_여_0~9세,"1,964",184,42,18,46,14,4,20,4,10,136,865,338,283
2020년06월_여_10~19세,"2,456",373,70,32,88,18,5,27,15,6,242,819,379,382
2020년06월_여_20~29세,"3,224",893,84,56,131,34,11,31,12,12,336,824,447,353
2020년06월_여_30~39세,"2,784",284,88,36,113,26,10,44,14,18,275,"1,037",481,358
2020년06월_여_40~49세,"4,042",491,132,70,158,44,19,58,26,16,458,"1,294",712,564
2020년06월_여_50~59세,"5,371",794,267,174,436,144,53,151,61,52,764,"1,091",680,704
2020년06월_여_60~69세,"5,430",896,329,176,569,159,71,198,89,62,825,679,663,714
2020년06월_여_70~79세,"4,065",713,312,188,502,104,79,179,69,69,547,373,472,458
2020년06월_여_80~89세,"2,598",401,232,99,406,64,62,161,50,53,310,196,266,298
2020년06월_여_90~99세,452,44,44,21,89,11,13,32,7,6,49,41,50,45
2020년06월_여_100세 이상,38,10,5,0,6,0,0,1,1,1,2,4,7,1
2020년07월_계_총인구수,"65,698","10,215","3,353","1,725","5,225","1,337",719,"1,862",699,679,"7,769","14,674","9,189","8,252"
2020년07월_계_연령구간인구수,"65,698","10,215","3,353","1,725","5,225","1,337",719,"1,862",699,679,"7,769","14,674","9,189","8,252"
2020년07월_계_0~9세,"3,956",345,95,38,101,29,7,46,14,21,300,"1,710",685,565
2020년07월_계_10~19세,"5,214",776,143,73,241,42,11,68,26,12,505,"1,686",844,787
2020년07월_계_20~29세,"7,390","1,943",257,120,375,67,33,91,31,25,760,"1,905","1,000",783
2020년07월_계_30~39세,"5,968",589,228,100,280,73,26,94,28,45,619,"2,110",990,786
2020년07월_계_40~49세,"9,062","1,131",402,191,478,151,61,203,78,76,964,"2,557","1,545","1,225"
2020년07월_계_50~59세,"11,474","1,705",638,357,"1,013",301,149,350,139,131,"1,495","2,266","1,542","1,388"
2020년07월_계_60~69세,"10,870","1,812",671,364,"1,152",361,173,417,170,153,"1,563","1,374","1,286","1,374"
2020년07월_계_70~79세,"7,245","1,258",530,300,871,186,144,331,124,126,"1,022",683,835,835
2020년07월_계_80~89세,"3,899",574,332,156,607,111,96,224,79,82,480,321,388,449
2020년07월_계_90~99세,570,67,49,26,100,16,19,37,9,7,59,57,66,58
2020년07월_계_100세 이상,50,15,8,0,7,0,0,1,1,1,2,5,8,2
2020년07월_남_총인구수,"33,287","5,095","1,749",860,"2,683",725,391,969,350,374,"3,836","7,473","4,696","4,086"
2020년07월_남_연령구간인구수,"33,287","5,095","1,749",860,"2,683",725,391,969,350,374,"3,836","7,473","4,696","4,086"
2020년07월_남_0~9세,"2,009",162,53,20,53,16,3,26,10,12,165,859,349,281
2020년07월_남_10~19세,"2,724",369,72,42,158,24,6,44,12,5,267,858,463,404
2020년07월_남_20~29세,"4,165","1,039",173,67,239,34,22,60,19,14,422,"1,091",551,434
2020년07월_남_30~39세,"3,222",309,141,65,167,50,15,52,13,26,351,"1,085",522,426
2020년07월_남_40~49세,"5,025",645,270,119,320,109,44,147,52,59,513,"1,265",828,654
2020년07월_남_50~59세,"6,094",910,370,183,579,155,95,201,77,81,726,"1,173",857,687
2020년07월_남_60~69세,"5,428",915,342,187,589,202,102,217,81,88,738,691,622,654
2020년07월_남_70~79세,"3,185",546,219,114,365,84,64,152,56,58,470,310,365,382
2020년07월_남_80~89세,"1,315",175,100,58,201,48,34,65,29,30,173,125,124,153
2020년07월_남_90~99세,108,20,6,5,11,3,6,5,1,1,11,15,14,10
2020년07월_남_100세 이상,12,5,3,0,1,0,0,0,0,0,0,1,1,1
2020년07월_여_총인구수,"32,411","5,120","1,604",865,"2,542",612,328,893,349,305,"3,933","7,201","4,493","4,166"
2020년07월_여_연령구간인구수,"32,411","5,120","1,604",865,"2,542",612,328,893,349,305,"3,933","7,201","4,493","4,166"
2020년07월_여_0~9세,"1,947",183,42,18,48,13,4,20,4,9,135,851,336,284
2020년07월_여_10~19세,"2,490",407,71,31,83,18,5,24,14,7,238,828,381,383
2020년07월_여_20~29세,"3,225",904,84,53,136,33,11,31,12,11,338,814,449,349
2020년07월_여_30~39세,"2,746",280,87,35,113,23,11,42,15,19,268,"1,025",468,360
2020년07월_여_40~49세,"4,037",486,132,72,158,42,17,56,26,17,451,"1,292",717,571
2020년07월_여_50~59세,"5,380",795,268,174,434,146,54,149,62,50,769,"1,093",685,701
2020년07월_여_60~69세,"5,442",897,329,177,563,159,71,200,89,65,825,683,664,720
2020년07월_여_70~79세,"4,060",712,311,186,506,102,80,179,68,68,552,373,470,453
2020년07월_여_80~89세,"2,584",399,232,98,406,63,62,159,50,52,307,196,264,296
2020년07월_여_90~99세,462,47,43,21,89,13,13,32,8,6,48,42,52,48
2020년07월_여_100세 이상,38,10,5,0,6,0,0,1,1,1,2,4,7,1
2020년08월_계_총인구수,"65,708","10,305","3,358","1,728","5,197","1,338",724,"1,864",700,679,"7,752","14,654","9,173","8,236"
2020년08월_계_연령구간인구수,"65,708","10,305","3,358","1,728","5,197","1,338",724,"1,864",700,679,"7,752","14,654","9,173","8,236"
2020년08월_계_0~9세,"3,929",346,94,38,100,28,8,44,14,21,297,"1,709",674,556
2020년08월_계_10~19세,"5,265",859,142,69,240,42,11,70,26,12,494,"1,676",844,780
