카테고리,충청남도 천안시,충청남도 천안시 동남구,충청남도 천안시 동남구 목천읍,충청남도 천안시 동남구 풍세면,충청남도 천안시 동남구 광덕면,충청남도 천안시 동남구 북면,충청남도 천안시 동남구 성남면,충청남도 천안시 동남구 수신면,충청남도 천안시 동남구 병천면,충청남도 천안시 동남구 동면,충청남도 천안시 동남구 중앙동,충청남도 천안시 동남구 문성동,충청남도 천안시 동남구 원성1동,충청남도 천안시 동남구 원성2동,충청남도 천안시 동남구 봉명동,충청남도 천안시 동남구 일봉동,충청남도 천안시 동남구 신방동,충청남도 천안시 동남구 청룡동,충청남도 천안시 동남구 신안동,충청남도 천안시 서북구,충청남도 천안시 서북구 성환읍,충청남도 천안시 서북구 성거읍,충청남도 천안시 서북구 직산읍,충청남도 천안시 서북구 입장면,충청남도 천안시 서북구 성정1동,충청남도 천안시 서북구 성정2동,충청남도 천안시 서북구 쌍용1동,충청남도 천안시 서북구 쌍용2동,충청남도 천안시 서북구 쌍용3동,충청남도 천안시 서북구 백석동,충청남도 천안시 서북구 불당동,충청남도 천안시 서북구 부성1동,충청남도 천안시 서북구 부성2동,충청남도 천안시 서북구 불당1동,충청남도 천안시 서북구 불당2동
2020년08월_남_연령구간인구수,"335,724","131,244","12,393","2,240","2,196","2,239","1,723","1,265","3,238","1,151","2,928","1,936","4,594","4,899","9,261","12,251","23,035","28,019","17,876","204,480","12,809","11,561","10,534","4,637","8,557","13,730","6,994","18,781","9,299","20,443","35,096","22,351","29,688",,
2020년08월_남_0~9세,"32,276","10,775",908,82,61,73,47,27,123,18,89,48,236,153,574,"1,154","2,571","3,181","1,430","21,501",669,969,721,156,419,513,486,"1,791",742,"2,965","5,437","1,891","4,742",,
2020년08월_남_10~19세,"35,683","13,773","1,485",127,119,131,91,51,183,53,165,85,412,390,772,"1,690","3,084","3,586","1,349","21,910","1,233","1,237","1,008",313,519,714,650,"2,657","1,303","2,914","4,748","2,070","2,544",,
2020년08월_남_20~29세,"50,454","18,833","1,537",242,205,224,140,117,516,83,294,263,623,664,"1,495","1,650","3,378","3,789","3,613","31,621","1,625","1,435","1,424",559,"1,339","3,277","1,271","3,137","1,428","2,695","4,379","4,836","4,216",,
2020년08월_남_30~39세,"56,604","17,757","1,342",199,160,200,128,115,346,55,297,242,498,569,"1,389","1,278","3,693","4,344","2,902","38,847","1,245","1,630","1,595",464,"1,318","3,422","1,031","2,609","1,217","3,436","7,498","4,734","8,648",,
2020년08월_남_40~49세,"57,779","22,259","2,372",277,252,280,216,165,436,127,395,285,670,720,"1,535","2,287","4,580","5,082","2,580","35,520","2,139","2,259","2,012",677,"1,353","2,128",976,"3,198","1,527","3,919","6,797","3,583","4,952",,
2020년08월_남_50~59세,"52,807","22,532","2,353",444,478,484,367,271,616,265,642,388,917,996,"1,706","2,131","3,430","4,188","2,856","30,275","2,344","2,022","1,879",996,"1,722","1,909","1,198","3,173","1,685","2,803","4,399","3,166","2,979",,
2020년08월_남_60~69세,"31,053","15,225","1,393",493,521,465,403,268,580,269,581,383,703,746,"1,173","1,274","1,551","2,464","1,958","15,828","1,924","1,237","1,147",809,"1,158","1,212",920,"1,508",928,"1,184","1,299","1,322","1,180",,
2020년08월_남_70~79세,"13,434","7,047",668,254,260,248,230,148,271,176,326,168,388,452,467,578,540,999,874,"6,387","1,119",541,502,437,540,420,332,503,331,404,397,539,322,,
2020년08월_남_80~89세,"5,099","2,759",305,110,122,124,94,98,148,96,122,63,132,193,135,189,184,349,295,"2,340",464,211,229,194,170,121,114,186,126,107,125,195,98,,
2020년08월_남_90~99세,489,261,30,12,18,10,6,5,18,8,13,11,13,14,12,16,23,34,18,228,38,20,17,30,16,14,16,16,11,15,16,12,7,,
2020년08월_남_100세 이상,46,23,0,0,0,0,1,0,1,1,4,0,2,2,3,4,1,3,1,23,9,0,0,2,3,0,0,3,1,1,1,3,0,,
2020년08월_여_총인구수,"322,488","127,698","11,814","1,914","2,145","2,108","1,572","1,068","2,881",995,"2,618","1,734","4,270","4,595","8,855","12,268","22,160","27,979","18,722","194,790","11,896","10,551","8,853","4,020","7,685","11,940","7,202","19,451","9,880","20,399","34,923","21,004","26,986",,
2020년08월_여_연령구간인구수,"322,488","127,698","11,814","1,914","2,145","2,108","1,572","1,068","2,881",995,"2,618","1,734","4,270","4,595","8,855","12,268","22,160","27,979","18,722","194,790","11,896","10,551","8,853","4,020","7,685","11,940","7,202","19,451","9,880","20,399","34,923","21,004","26,986",,
2020년08월_여_0~9세,"30,983","10,164",861,67,56,74,44,29,137,11,82,43,194,149,519,"1,117","2,366","3,027","1,388","20,819",640,992,673,159,387,499,436,"1,774",756,"2,910","5,191","1,802","4,600",,
2020년08월_여_10~19세,"33,181","12,771","1,335",119,82,119,91,41,165,31,141,93,295,322,683,"1,606","2,823","3,425","1,400","20,410","1,095","1,189",884,256,562,671,625,"2,396","1,096","2,713","4,557","1,942","2,424",,
2020년08월_여_20~29세,"45,691","16,641","1,227",145,167,153,107,81,259,53,252,240,489,503,"1,374","1,323","2,886","3,437","3,945","29,050","1,227","1,132",956,363,"1,103","3,211","1,236","2,871","1,306","2,458","4,452","4,670","4,065",,
2020년08월_여_30~39세,"49,955","16,070","1,231",129,132,136,79,58,219,40,205,160,405,357,"1,113","1,439","3,326","4,317","2,724","33,885","1,017","1,407","1,070",271,934,"2,211",881,"2,652","1,224","3,733","7,598","3,698","7,189",,
2020년08월_여_40~49세,"54,241","20,993","2,204",177,211,243,133,75,313,58,291,198,595,653,"1,433","2,303","4,475","5,129","2,502","33,248","1,738","1,940","1,519",467,"1,109","1,645",989,"3,644","1,704","3,841","7,099","3,440","4,113",,
2020년08월_여_50~59세,"49,956","21,501","2,022",357,418,393,286,191,583,190,463,311,848,935,"1,633","2,077","3,345","4,201","3,248","28,455","1,965","1,681","1,576",809,"1,461","1,657","1,409","3,493","1,864","2,774","4,028","3,045","2,693",,
2020년08월_여_60~69세,"30,505","15,055","1,386",404,459,453,341,231,521,225,585,328,731,790,"1,171","1,255","1,625","2,471","2,079","15,450","1,938","1,130","1,063",777,"1,125","1,166",954,"1,517",960,"1,168","1,203","1,333","1,116",,
2020년08월_여_70~79세,"16,476","8,406",855,256,310,266,252,183,357,193,375,223,419,539,589,708,773,"1,202",906,"8,070","1,358",640,654,517,652,541,418,662,555,478,474,662,459,,
2020년08월_여_80~89세,"9,716","5,137",602,225,260,225,202,157,266,156,190,122,245,301,279,375,468,629,435,"4,579",777,375,400,335,306,274,209,390,346,275,260,351,281,,
2020년08월_여_90~99세,"1,658",897,91,35,48,45,35,20,54,35,27,14,42,43,54,63,71,132,88,761,119,63,54,53,40,59,44,50,68,48,59,59,45,,
2020년08월_여_100세 이상,126,63,0,0,2,1,2,2,7,3,7,2,7,3,7,2,2,9,7,63,22,2,4,13,6,6,1,2,1,1,2,2,1,,
2020년09월_계_총인구수,"658,670","258,685","24,240","4,153","4,331","4,341","3,274","2,323","6,134","2,132","5,547","3,635","8,854","9,489","18,167","24,485","45,121","55,926","36,533","399,985","24,671","21,991","19,346","8,639","16,143","25,524","14,164","38,139","19,120","40,850","70,001","44,614","56,783",,
2020년09월_계_연령구간인구수,"658,670","258,685","24,240","4,153","4,331","4,341","3,274","2,323","6,134","2,132","5,547","3,635","8,854","9,489","18,167","24,485","45,121","55,926","36,533","399,985","24,671","21,991","19,346","8,639","16,143","25,524","14,164","38,139","19,120","40,850","70,001","44,614","56,783",,
2020년09월_계_0~9세,"63,008","20,830","1,760",147,115,135,87,56,259,28,170,93,430,296,"1,100","2,270","4,897","6,172","2,815","42,178","1,285","1,929","1,367",307,789,983,929,"3,541","1,488","5,826","10,556","3,797","9,381",,
2020년09월_계_10~19세,"68,747","26,425","2,809",245,200,250,181,91,345,82,297,175,699,709,"1,451","3,285","5,895","7,004","2,707","42,322","2,330","2,412","1,891",568,"1,063","1,359","1,254","5,044","2,392","5,661","9,355","4,044","4,949",,
2020년09월_계_20~29세,"96,272","35,437","2,780",388,369,382,241,197,785,133,548,497,"1,115","1,167","2,875","2,960","6,250","7,195","7,555","60,835","2,839","2,547","2,370",914,"2,421","6,462","2,496","6,020","2,710","5,163","8,821","9,820","8,252",,
2020년09월_계_30~39세,"106,398","33,627","2,569",330,289,330,203,170,562,94,502,400,888,918,"2,510","2,720","6,943","8,597","5,602","72,771","2,243","2,986","2,643",732,"2,217","5,581","1,895","5,212","2,431","7,117","14,994","8,829","15,891",,
2020년09월_계_40~49세,"111,977","43,137","4,568",447,460,516,344,239,742,181,687,467,"1,257","1,371","2,973","4,566","9,058","10,189","5,072","68,840","3,863","4,179","3,535","1,125","2,435","3,777","1,966","6,804","3,208","7,769","13,936","7,172","9,071",,
2020년09월_계_50~59세,"102,997","44,033","4,384",802,902,882,655,453,"1,203",450,"1,100",691,"1,780","1,917","3,330","4,198","6,798","8,418","6,070","58,964","4,316","3,695","3,462","1,818","3,169","3,529","2,611","6,676","3,545","5,600","8,472","6,385","5,686",,
2020년09월_계_60~69세,"62,069","30,538","2,814",903,980,926,740,503,"1,110",496,"1,179",709,"1,444","1,560","2,364","2,548","3,213","4,987","4,062","31,531","3,869","2,387","2,217","1,584","2,306","2,391","1,881","3,040","1,906","2,383","2,525","2,717","2,325",,
2020년09월_계_70~79세,"29,945","15,474","1,521",509,568,515,481,331,632,369,702,391,805,991,"1,069","1,285","1,317","2,196","1,792","14,471","2,475","1,178","1,146",963,"1,194",962,749,"1,161",889,882,867,"1,215",790,,
2020년09월_계_80~89세,"14,897","7,923",913,336,381,346,295,255,417,254,312,182,372,496,419,565,652,986,742,"6,974","1,256",592,635,529,481,403,324,567,471,385,392,555,384,,
2020년09월_계_90~99세,"2,186","1,173",122,46,65,58,44,26,71,41,39,28,55,59,65,81,95,170,108,"1,013",164,84,76,84,59,71,58,69,78,62,80,75,53,,
2020년09월_계_100세 이상,174,88,0,0,2,1,3,2,8,4,11,2,9,5,11,7,3,12,8,86,31,2,4,15,9,6,1,5,2,2,3,5,1,,
2020년09월_남_총인구수,"336,024","131,081","12,403","2,245","2,189","2,237","1,711","1,262","3,247","1,144","2,920","1,910","4,591","4,885","9,285","12,232","23,005","27,982","17,833","204,943","12,813","11,499","10,515","4,626","8,517","13,662","6,987","18,731","9,265","20,465","35,080","23,019","29,764",,
2020년09월_남_연령구간인구수,"336,024","131,081","12,403","2,245","2,189","2,237","1,711","1,262","3,247","1,144","2,920","1,910","4,591","4,885","9,285","12,232","23,005","27,982","17,833","204,943","12,813","11,499","10,515","4,626","8,517","13,662","6,987","18,731","9,265","20,465","35,080","23,019","29,764",,
2020년09월_남_0~9세,"32,155","10,727",910,80,57,68,45,27,121,16,90,48,238,150,584,"1,144","2,555","3,157","1,437","21,428",658,950,715,151,412,500,489,"1,780",730,"2,948","5,396","1,936","4,763",,
2020년09월_남_10~19세,"35,637","13,695","1,471",127,120,132,92,51,182,52,159,83,408,389,770,"1,684","3,076","3,577","1,322","21,942","1,240","1,233","1,005",313,511,702,638,"2,650","1,297","2,922","4,781","2,102","2,548",,
2020년09월_남_20~29세,"50,561","18,804","1,539",244,204,227,136,119,519,80,294,258,623,662,"1,488","1,641","3,385","3,772","3,613","31,757","1,622","1,424","1,420",552,"1,330","3,265","1,273","3,148","1,422","2,706","4,395","5,007","4,193",,
2020년09월_남_30~39세,"56,513","17,637","1,334",201,157,194,125,114,343,55,298,237,492,565,"1,386","1,281","3,647","4,327","2,881","38,876","1,238","1,599","1,583",465,"1,306","3,385","1,023","2,578","1,220","3,417","7,423","4,961","8,678",,
2020년09월_남_40~49세,"57,816","22,235","2,375",273,254,277,213,164,436,126,392,278,663,714,"1,550","2,284","4,583","5,072","2,581","35,581","2,134","2,254","2,012",663,"1,337","2,135",978,"3,180","1,508","3,928","6,833","3,655","4,964",,
2020년09월_남_50~59세,"52,890","22,511","2,358",445,479,486,372,271,618,261,637,380,924,988,"1,694","2,130","3,445","4,199","2,824","30,379","2,350","2,022","1,886","1,000","1,715","1,894","1,203","3,182","1,679","2,813","4,409","3,241","2,985",,
2020년09월_남_60~69세,"31,315","15,356","1,413",497,521,469,396,265,584,272,587,381,712,758,"1,185","1,283","1,568","2,488","1,977","15,959","1,926","1,246","1,152",814,"1,171","1,220",919,"1,514",937,"1,201","1,301","1,362","1,196",,
2020년09월_남_70~79세,"13,457","7,050",664,255,260,251,231,148,276,178,322,171,386,448,476,574,538,994,878,"6,407","1,122",537,496,443,541,427,335,499,335,405,397,540,330,,
2020년09월_남_80~89세,"5,130","2,774",308,111,120,122,94,98,150,96,124,61,131,195,136,189,182,357,300,"2,356",471,214,229,192,174,121,113,180,125,109,128,200,100,,
2020년09월_남_90~99세,504,269,31,12,17,11,6,5,17,7,13,13,12,14,13,18,25,36,19,235,43,20,17,31,17,13,16,17,11,15,16,12,7,,
2020년09월_남_100세 이상,46,23,0,0,0,0,1,0,1,1,4,0,2,2,3,4,1,3,1,23,9,0,0,2,3,0,0,3,1,1,1,3,0,,
2020년09월_여_총인구수,"322,646","127,604","11,837","1,908","2,142","2,104","1,563","1,061","2,887",988,"2,627","1,725","4,263","4,604","8,882","12,253","22,116","27,944","18,700","195,042","11,858","10,492","8,831","4,013","7,626","11,862","7,177","19,408","9,855","20,385","34,921","21,595","27,019",,
2020년09월_여_연령구간인구수,"322,646","127,604","11,837","1,908","2,142","2,104","1,563","1,061","2,887",988,"2,627","1,725","4,263","4,604","8,882","12,253","22,116","27,944","18,700","195,042","11,858","10,492","8,831","4,013","7,626","11,862","7,177","19,408","9,855","20,385","34,921","21,595","27,019",,
2020년09월_여_0~9세,"30,853","10,103",850,67,58,67,42,29,138,12,80,45,192,146,516,"1,126","2,342","3,015","1,378","20,750",627,979,652,156,377,483,440,"1,761",758,"2,878","5,160","1,861","4,618",,
2020년09월_여_10~19세,"33,110","12,730","1,338",118,80,118,89,40,163,30,138,92,291,320,681,"1,601","2,819","3,427","1,385","20,380","1,090","1,179",886,255,552,657,616,"2,394","1,095","2,739","4,574","1,942","2,401",,
2020년09월_여_20~29세,"45,711","16,633","1,241",144,165,155,105,78,266,53,254,239,492,505,"1,387","1,319","2,865","3,423","3,942","29,078","1,217","1,123",950,362,"1,091","3,197","1,223","2,872","1,288","2,457","4,426","4,813","4,059",,
2020년09월_여_30~39세,"49,885","15,990","1,235",129,132,136,78,56,219,39,204,163,396,353,"1,124","1,439","3,296","4,270","2,721","33,895","1,005","1,387","1,060",267,911,"2,196",872,"2,634","1,211","3,700","7,571","3,868","7,213",,
2020년09월_여_40~49세,"54,161","20,902","2,193",174,206,239,131,75,306,55,295,189,594,657,"1,423","2,282","4,475","5,117","2,491","33,259","1,729","1,925","1,523",462,"1,098","1,642",988,"3,624","1,700","3,841","7,103","3,517","4,107",,
2020년09월_여_50~59세,"50,107","21,522","2,026",357,423,396,283,182,585,189,463,311,856,929,"1,636","2,068","3,353","4,219","3,246","28,585","1,966","1,673","1,576",818,"1,454","1,635","1,408","3,494","1,866","2,787","4,063","3,144","2,701",,
2020년09월_여_60~69세,"30,754","15,182","1,401",406,459,457,344,238,526,224,592,328,732,802,"1,179","1,265","1,645","2,499","2,085","15,572","1,943","1,141","1,065",770,"1,135","1,171",962,"1,526",969,"1,182","1,224","1,355","1,129",,
2020년09월_여_70~79세,"16,488","8,424",857,254,308,264,250,183,356,191,380,220,419,543,593,711,779,"1,202",914,"8,064","1,353",641,650,520,653,535,414,662,554,477,470,675,460,,
2020년09월_여_80~89세,"9,767","5,149",605,225,261,224,201,157,267,158,188,121,241,301,283,376,470,629,442,"4,618",785,378,406,337,307,282,211,387,346,276,264,355,284,,
2020년09월_여_90~99세,"1,682",904,91,34,48,47,38,21,54,34,26,15,43,45,52,63,70,134,89,778,121,64,59,53,42,58,42,52,67,47,64,63,46,,
2020년09월_여_100세 이상,128,65,0,0,2,1,2,2,7,3,7,2,7,3,8,3,2,9,7,63,22,2,4,13,6,6,1,2,1,1,2,2,1,,
2020년10월_계_총인구수,"658,911","258,556","24,233","4,156","4,343","4,339","3,249","2,327","6,124","2,123","5,531","3,615","8,832","9,471","18,175","24,423","45,168","55,913","36,534","400,355","24,542","21,965","19,485","8,591","16,092","25,539","14,131","38,105","19,095","40,889","70,048","45,053","56,820",,
2020년10월_계_연령구간인구수,"658,911","258,556","24,233","4,156","4,343","4,339","3,249","2,327","6,124","2,123","5,531","3,615","8,832","9,471","18,175","24,423","45,168","55,913","36,534","400,355","24,542","21,965","19,485","8,591","16,092","25,539","14,131","38,105","19,095","40,889","70,048","45,053","56,820",,
2020년10월_계_0~9세,"62,635","20,685","1,737",152,113,131,84,55,253,27,163,92,423,294,"1,109","2,258","4,875","6,116","2,803","41,950","1,267","1,902","1,386",292,770,982,905,"3,520","1,473","5,789","10,521","3,808","9,335",,
2020년10월_계_10~19세,"68,654","26,353","2,775",238,199,247,177,89,346,81,291,176,693,703,"1,442","3,271","5,923","6,997","2,705","42,301","2,279","2,402","1,884",571,"1,053","1,345","1,243","5,029","2,406","5,696","9,368","4,057","4,968",,
2020년10월_계_20~29세,"96,365","35,411","2,798",390,378,387,240,198,782,132,551,494,"1,109","1,162","2,881","2,950","6,245","7,183","7,531","60,954","2,830","2,546","2,389",899,"2,412","6,466","2,494","6,022","2,699","5,169","8,855","9,920","8,253",,
2020년10월_계_30~39세,"106,056","33,526","2,548",335,282,333,196,176,559,91,501,397,879,904,"2,524","2,718","6,916","8,555","5,612","72,530","2,217","2,948","2,655",734,"2,206","5,571","1,892","5,186","2,392","7,054","14,889","8,947","15,839",,
2020년10월_계_40~49세,"111,999","43,016","4,541",439,463,511,333,243,744,185,684,470,"1,249","1,368","2,971","4,536","9,049","10,168","5,062","68,983","3,813","4,190","3,578","1,106","2,426","3,779","1,941","6,766","3,210","7,816","13,989","7,236","9,133",,
2020년10월_계_50~59세,"103,176","44,067","4,399",795,896,874,656,450,"1,200",444,"1,098",682,"1,771","1,912","3,318","4,208","6,837","8,465","6,062","59,109","4,328","3,701","3,465","1,802","3,154","3,530","2,611","6,688","3,547","5,601","8,517","6,449","5,716",,
2020년10월_계_60~69세,"62,658","30,792","2,857",910,992,937,744,502,"1,110",499,"1,185",703,"1,465","1,578","2,368","2,549","3,247","5,049","4,097","31,866","3,876","2,422","2,263","1,596","2,310","2,411","1,905","3,082","1,921","2,424","2,552","2,763","2,341",,
2020년10월_계_70~79세,"30,008","15,472","1,530",513,570,515,471,334,637,362,697,388,804,992,"1,064","1,283","1,320","2,199","1,793","14,536","2,475","1,177","1,152",963,"1,204",971,750,"1,165",892,885,881,"1,225",796,,
2020년10월_계_80~89세,"14,992","7,961",922,339,379,341,298,253,414,259,311,182,375,496,424,564,656,999,749,"7,031","1,262",592,635,533,489,405,329,570,476,391,397,567,385,,
2020년10월_계_90~99세,"2,193","1,185",126,45,69,62,47,25,72,39,39,29,55,57,63,79,97,170,111,"1,008",164,83,74,81,58,73,60,72,77,61,76,76,53,,
2020년10월_계_100세 이상,175,88,0,0,2,1,3,2,7,4,11,2,9,5,11,7,3,12,9,87,31,2,4,14,10,6,1,5,2,3,3,5,1,,
2020년10월_남_총인구수,"336,138","130,986","12,383","2,252","2,193","2,237","1,706","1,270","3,247","1,140","2,908","1,902","4,577","4,886","9,281","12,198","23,011","27,973","17,822","205,152","12,743","11,492","10,596","4,608","8,492","13,643","6,971","18,710","9,258","20,507","35,119","23,215","29,798",,
2020년10월_남_연령구간인구수,"336,138","130,986","12,383","2,252","2,193","2,237","1,706","1,270","3,247","1,140","2,908","1,902","4,577","4,886","9,281","12,198","23,011","27,973","17,822","205,152","12,743","11,492","10,596","4,608","8,492","13,643","6,971","18,710","9,258","20,507","35,119","23,215","29,798",,
2020년10월_남_0~9세,"31,992","10,648",896,83,56,68,44,26,116,15,85,47,233,151,588,"1,139","2,536","3,139","1,426","21,344",644,937,735,146,403,499,484,"1,773",722,"2,936","5,378","1,943","4,744",,
2020년10월_남_10~19세,"35,608","13,692","1,447",125,120,131,90,50,182,51,154,87,399,387,769,"1,681","3,102","3,572","1,345","21,916","1,220","1,220","1,001",310,510,698,623,"2,634","1,305","2,937","4,794","2,102","2,562",,
2020년10월_남_20~29세,"50,622","18,770","1,555",245,207,225,140,122,526,80,295,255,620,661,"1,486","1,624","3,377","3,764","3,588","31,852","1,606","1,431","1,437",545,"1,320","3,255","1,278","3,143","1,417","2,720","4,435","5,052","4,213",,
2020년10월_남_30~39세,"56,296","17,565","1,319",203,152,194,121,120,341,53,303,234,489,554,"1,390","1,283","3,631","4,298","2,880","38,731","1,236","1,579","1,583",463,"1,307","3,369","1,027","2,568","1,205","3,380","7,349","5,031","8,634",,
2020년10월_남_40~49세,"57,790","22,146","2,354",271,253,280,207,166,437,129,383,282,663,711,"1,547","2,268","4,574","5,061","2,560","35,644","2,102","2,263","2,036",657,"1,337","2,132",963,"3,168","1,509","3,956","6,859","3,661","5,001",,
2020년10월_남_50~59세,"52,974","22,524","2,363",442,480,478,374,270,619,258,633,377,917,986,"1,690","2,128","3,455","4,222","2,832","30,450","2,357","2,027","1,885",996,"1,701","1,896","1,202","3,182","1,681","2,819","4,444","3,274","2,986",,
2020년10월_남_60~69세,"31,636","15,491","1,435",501,526,475,398,266,581,272,592,372,722,773,"1,182","1,287","1,589","2,522","1,998","16,145","1,930","1,266","1,173",824,"1,175","1,231",926,"1,540",941,"1,225","1,315","1,384","1,215",,
2020년10월_남_70~79세,"13,509","7,064",670,258,263,253,225,149,278,179,322,171,387,450,478,576,536,999,870,"6,445","1,123",536,501,442,545,430,337,501,339,407,401,547,336,,
2020년10월_남_80~89세,"5,160","2,789",312,112,118,120,99,96,149,96,124,64,132,198,136,191,184,357,301,"2,371",475,212,228,194,175,119,115,181,127,111,129,205,100,,
2020년10월_남_90~99세,505,274,32,12,18,13,7,5,17,6,13,13,13,13,12,17,26,36,21,231,41,21,17,29,16,14,16,17,11,15,14,13,7,,
2020년10월_남_100세 이상,46,23,0,0,0,0,1,0,1,1,4,0,2,2,3,4,1,3,1,23,9,0,0,2,3,0,0,3,1,1,1,3,0,,
2020년10월_여_총인구수,"322,773","127,570","11,850","1,904","2,150","2,102","1,543","1,057","2,877",983,"2,623","1,713","4,255","4,585","8,894","12,225","22,157","27,940","18,712","195,203","11,799","10,473","8,889","3,983","7,600","11,896","7,160","19,395","9,837","20,382","34,929","21,838","27,022",,
2020년10월_여_연령구간인구수,"322,773","127,570","11,850","1,904","2,150","2,102","1,543","1,057","2,877",983,"2,623","1,713","4,255","4,585","8,894","12,225","22,157","27,940","18,712","195,203","11,799","10,473","8,889","3,983","7,600","11,896","7,160","19,395","9,837","20,382","34,929","21,838","27,022",,
2020년10월_여_0~9세,"30,643","10,037",841,69,57,63,40,29,137,12,78,45,190,143,521,"1,119","2,339","2,977","1,377","20,606",623,965,651,146,367,483,421,"1,747",751,"2,853","5,143","1,865","4,591",,
2020년10월_여_10~19세,"33,046","12,661","1,328",113,79,116,87,39,164,30,137,89,294,316,673,"1,590","2,821","3,425","1,360","20,385","1,059","1,182",883,261,543,647,620,"2,395","1,101","2,759","4,574","1,955","2,406",,
2020년10월_여_20~29세,"45,743","16,641","1,243",145,171,162,100,76,256,52,256,239,489,501,"1,395","1,326","2,868","3,419","3,943","29,102","1,224","1,115",952,354,"1,092","3,211","1,216","2,879","1,282","2,449","4,420","4,868","4,040",,
2020년10월_여_30~39세,"49,760","15,961","1,229",132,130,139,75,56,218,38,198,163,390,350,"1,134","1,435","3,285","4,257","2,732","33,799",981,"1,369","1,072",271,899,"2,202",865,"2,618","1,187","3,674","7,540","3,916","7,205",,
2020년10월_여_40~49세,"54,209","20,870","2,187",168,210,231,126,77,307,56,301,188,586,657,"1,424","2,268","4,475","5,107","2,502","33,339","1,711","1,927","1,542",449,"1,089","1,647",978,"3,598","1,701","3,860","7,130","3,575","4,132",,
2020년10월_여_50~59세,"50,202","21,543","2,036",353,416,396,282,180,581,186,465,305,854,926,"1,628","2,080","3,382","4,243","3,230","28,659","1,971","1,674","1,580",806,"1,453","1,634","1,409","3,506","1,866","2,782","4,073","3,175","2,730",,
2020년10월_여_60~69세,"31,022","15,301","1,422",409,466,462,346,236,529,227,593,331,743,805,"1,186","1,262","1,658","2,527","2,099","15,721","1,946","1,156","1,090",772,"1,135","1,180",979,"1,542",980,"1,199","1,237","1,379","1,126",,
2020년10월_여_70~79세,"16,499","8,408",860,255,307,262,246,185,359,183,375,217,417,542,586,707,784,"1,200",923,"8,091","1,352",641,651,521,659,541,413,664,553,478,480,678,460,,
2020년10월_여_80~89세,"9,832","5,172",610,227,261,221,199,157,265,163,187,118,243,298,288,373,472,642,448,"4,660",787,380,407,339,314,286,214,389,349,280,268,362,285,,
2020년10월_여_90~99세,"1,688",911,94,33,51,49,40,20,55,33,26,16,42,44,51,62,71,134,90,777,123,62,57,52,42,59,44,55,66,46,62,63,46,,
2020년10월_여_100세 이상,129,65,0,0,2,1,2,2,6,3,7,2,7,3,8,3,2,9,8,64,22,2,4,12,7,6,1,2,1,2,2,2,1,,
2020년11월_계_총인구수,"658,977","258,269","24,240","4,145","4,328","4,329","3,258","2,324","6,123","2,126","5,515","3,594","8,820","9,469","18,171","24,210","45,173","55,946","36,498","400,708","24,440","21,945","19,635","8,568","16,087","25,527","14,080","38,085","19,093","40,842","69,980","45,531","56,895",,
2020년11월_계_연령구간인구수,"658,977","258,269","24,240","4,145","4,328","4,329","3,258","2,324","6,123","2,126","5,515","3,594","8,820","9,469","18,171","24,210","45,173","55,946","36,498","400,708","24,440","21,945","19,635","8,568","16,087","25,527","14,080","38,085","19,093","40,842","69,980","45,531","56,895",,
2020년11월_계_0~9세,"62,331","20,480","1,726",150,109,128,84,55,254,27,167,87,424,291,"1,099","2,210","4,842","6,076","2,751","41,851","1,236","1,883","1,406",290,766,964,889,"3,491","1,476","5,749","10,498","3,874","9,329",,
2020년11월_계_10~19세,"68,602","26,326","2,766",240,190,249,177,87,343,75,285,176,676,704,"1,439","3,275","5,930","7,017","2,697","42,276","2,261","2,407","1,885",567,"1,052","1,325","1,226","5,018","2,395","5,724","9,381","4,068","4,967",,
2020년11월_계_20~29세,"96,383","35,352","2,787",386,379,379,243,192,782,133,554,497,"1,109","1,162","2,882","2,912","6,247","7,157","7,551","61,031","2,826","2,553","2,412",888,"2,395","6,446","2,502","6,056","2,705","5,124","8,825","10,039","8,260",,
2020년11월_계_30~39세,"105,760","33,369","2,536",336,278,333,194,175,554,92,498,395,885,885,"2,508","2,686","6,885","8,544","5,585","72,391","2,191","2,912","2,692",727,"2,208","5,572","1,868","5,133","2,397","7,010","14,815","9,055","15,811",,
2020년11월_계_40~49세,"112,012","42,959","4,549",436,453,511,335,247,745,184,678,469,"1,234","1,381","2,971","4,499","9,041","10,156","5,070","69,053","3,768","4,179","3,606","1,111","2,425","3,802","1,941","6,745","3,185","7,848","13,979","7,275","9,189",,
2020년11월_계_50~59세,"103,238","43,992","4,405",784,897,863,652,445,"1,199",439,"1,087",674,"1,766","1,906","3,310","4,175","6,852","8,494","6,044","59,246","4,329","3,713","3,464","1,790","3,154","3,530","2,591","6,719","3,543","5,605","8,551","6,518","5,739",,
2020년11월_계_60~69세,"63,131","31,020","2,883",917,"1,003",946,753,502,"1,115",508,"1,186",705,"1,475","1,590","2,390","2,532","3,282","5,099","4,134","32,111","3,883","2,444","2,294","1,603","2,319","2,424","1,918","3,096","1,936","2,437","2,584","2,806","2,367",,
2020년11월_계_70~79세,"30,101","15,509","1,546",513,566,513,472,339,638,364,701,384,803,990,"1,071","1,274","1,330","2,215","1,790","14,592","2,489","1,175","1,161",966,"1,213",977,754,"1,172",898,884,870,"1,241",792,,
