카테고리,경상남도 의령군,경상남도 의령군 의령읍,경상남도 의령군 가례면,경상남도 의령군 칠곡면,경상남도 의령군 대의면,경상남도 의령군 화정면,경상남도 의령군 용덕면,경상남도 의령군 정곡면,경상남도 의령군 지정면,경상남도 의령군 낙서면,경상남도 의령군 부림면,경상남도 의령군 봉수면,경상남도 의령군 궁류면,경상남도 의령군 유곡면
2020년08월_여_연령구간인구수,"13,730","4,822",861,599,544,791,810,749,914,400,"1,500",493,620,627
2020년08월_여_0~9세,547,343,17,12,20,13,21,20,20,7,47,8,7,12
2020년08월_여_10~19세,718,423,25,16,8,31,33,24,32,9,79,12,13,13
2020년08월_여_20~29세,892,449,46,30,29,50,48,40,50,13,80,22,8,27
2020년08월_여_30~39세,840,512,40,21,19,36,36,18,42,12,52,16,23,13
2020년08월_여_40~49세,"1,235",706,49,30,28,57,58,45,56,14,121,19,23,29
2020년08월_여_50~59세,"2,095",734,142,109,79,119,130,112,148,59,235,60,88,80
2020년08월_여_60~69세,"2,521",724,169,131,107,156,154,152,197,96,290,94,117,134
2020년08월_여_70~79세,"2,400",506,172,120,117,161,151,166,194,95,314,123,143,138
2020년08월_여_80~89세,"2,129",373,171,110,118,147,154,152,151,82,234,117,167,153
2020년08월_여_90~99세,347,49,29,20,19,21,25,20,24,12,48,22,31,27
2020년08월_여_100세 이상,6,3,1,0,0,0,0,0,0,1,0,0,0,1
2020년09월_계_총인구수,"26,839","9,487","1,711","1,175","1,038","1,542","1,586","1,454","1,856",758,"2,871","1,009","1,161","1,191"
2020년09월_계_연령구간인구수,"26,839","9,487","1,711","1,175","1,038","1,542","1,586","1,454","1,856",758,"2,871","1,009","1,161","1,191"
2020년09월_계_0~9세,"1,110",714,36,22,31,29,36,38,40,20,87,24,13,20
2020년09월_계_10~19세,"1,548",896,57,39,26,62,66,44,64,26,170,37,33,28
2020년09월_계_20~29세,"2,039",969,108,73,70,132,92,83,124,32,212,46,40,58
2020년09월_계_30~39세,"1,768",961,91,54,50,68,102,48,91,30,139,50,40,44
2020년09월_계_40~49세,"2,924","1,504",138,86,73,134,138,122,156,51,302,79,60,81
2020년09월_계_50~59세,"4,641","1,579",317,222,176,274,295,272,322,123,517,135,198,211
2020년09월_계_60~69세,"5,320","1,399",407,288,233,339,365,322,446,199,552,234,264,272
2020년09월_계_70~79세,"4,037",877,283,202,198,262,248,280,358,145,524,202,237,221
2020년09월_계_80~89세,"3,007",518,236,163,157,216,212,215,222,116,314,175,243,220
2020년09월_계_90~99세,436,66,37,26,24,26,32,30,32,15,54,27,33,34
2020년09월_계_100세 이상,9,4,1,0,0,0,0,0,1,1,0,0,0,2
2020년09월_남_총인구수,"13,129","4,671",852,579,494,757,772,705,941,357,"1,371",520,545,565
2020년09월_남_연령구간인구수,"13,129","4,671",852,579,494,757,772,705,941,357,"1,371",520,545,565
2020년09월_남_0~9세,569,373,18,12,11,16,16,18,21,13,41,16,7,7
2020년09월_남_10~19세,829,474,33,23,18,31,29,20,32,17,92,25,20,15
2020년09월_남_20~29세,"1,146",517,61,44,43,85,45,42,73,19,130,24,32,31
2020년09월_남_30~39세,931,450,53,35,30,32,64,32,49,17,86,36,17,30
2020년09월_남_40~49세,"1,691",797,88,55,44,78,83,76,100,37,182,60,39,52
2020년09월_남_50~59세,"2,558",851,177,115,100,155,162,159,172,65,279,78,113,132
2020년09월_남_60~69세,"2,791",673,236,153,123,184,211,174,252,102,262,141,143,137
2020년09월_남_70~79세,"1,651",376,114,84,80,102,100,112,164,50,211,79,94,85
2020년09월_남_80~89세,871,143,62,51,40,70,56,62,70,35,83,56,77,66
2020년09월_남_90~99세,90,17,10,7,5,4,6,10,7,2,5,5,3,9
2020년09월_남_100세 이상,2,0,0,0,0,0,0,0,1,0,0,0,0,1
2020년09월_여_총인구수,"13,710","4,816",859,596,544,785,814,749,915,401,"1,500",489,616,626
2020년09월_여_연령구간인구수,"13,710","4,816",859,596,544,785,814,749,915,401,"1,500",489,616,626
2020년09월_여_0~9세,541,341,18,10,20,13,20,20,19,7,46,8,6,13
2020년09월_여_10~19세,719,422,24,16,8,31,37,24,32,9,78,12,13,13
2020년09월_여_20~29세,893,452,47,29,27,47,47,41,51,13,82,22,8,27
2020년09월_여_30~39세,837,511,38,19,20,36,38,16,42,13,53,14,23,14
2020년09월_여_40~49세,"1,233",707,50,31,29,56,55,46,56,14,120,19,21,29
2020년09월_여_50~59세,"2,083",728,140,107,76,119,133,113,150,58,238,57,85,79
2020년09월_여_60~69세,"2,529",726,171,135,110,155,154,148,194,97,290,93,121,135
2020년09월_여_70~79세,"2,386",501,169,118,118,160,148,168,194,95,313,123,143,136
2020년09월_여_80~89세,"2,136",375,174,112,117,146,156,153,152,81,231,119,166,154
2020년09월_여_90~99세,346,49,27,19,19,22,26,20,25,13,49,22,30,25
2020년09월_여_100세 이상,7,4,1,0,0,0,0,0,0,1,0,0,0,1
2020년10월_계_총인구수,"26,864","9,534","1,708","1,172","1,034","1,543","1,583","1,447","1,860",758,"2,868","1,005","1,159","1,193"
2020년10월_계_연령구간인구수,"26,864","9,534","1,708","1,172","1,034","1,543","1,583","1,447","1,860",758,"2,868","1,005","1,159","1,193"
2020년10월_계_0~9세,"1,107",712,34,22,31,28,35,41,40,20,89,24,11,20
2020년10월_계_10~19세,"1,544",902,57,37,27,61,65,41,62,26,170,37,33,26
2020년10월_계_20~29세,"2,049",979,110,75,68,134,92,82,126,31,207,48,41,56
2020년10월_계_30~39세,"1,767",960,90,54,48,69,102,49,91,30,137,51,40,46
2020년10월_계_40~49세,"2,900","1,496",137,86,73,135,134,119,153,52,303,76,55,81
2020년10월_계_50~59세,"4,650","1,591",325,220,176,271,298,266,323,121,516,131,203,209
2020년10월_계_60~69세,"5,352","1,414",407,291,234,342,363,327,447,202,551,235,266,273
2020년10월_계_70~79세,"4,033",887,278,200,198,263,250,278,358,143,519,200,235,224
2020년10월_계_80~89세,"3,016",522,232,159,156,214,213,214,228,118,321,177,241,221
2020년10월_계_90~99세,437,68,36,28,23,26,31,30,31,14,55,26,34,35
2020년10월_계_100세 이상,9,3,2,0,0,0,0,0,1,1,0,0,0,2
2020년10월_남_총인구수,"13,157","4,698",852,580,494,757,771,705,945,358,"1,367",522,544,564
2020년10월_남_연령구간인구수,"13,157","4,698",852,580,494,757,771,705,945,358,"1,367",522,544,564
2020년10월_남_0~9세,570,372,18,13,12,16,16,19,21,13,41,16,6,7
2020년10월_남_10~19세,831,483,33,22,18,31,28,20,31,17,90,25,19,14
2020년10월_남_20~29세,"1,153",521,62,45,42,86,45,42,75,18,128,26,33,30
2020년10월_남_30~39세,930,450,53,36,28,31,64,33,49,18,82,37,17,32
2020년10월_남_40~49세,"1,677",791,88,54,45,80,80,75,97,37,183,59,36,52
2020년10월_남_50~59세,"2,577",862,182,115,101,153,165,158,175,64,282,75,116,129
2020년10월_남_60~69세,"2,802",678,235,154,124,185,211,176,252,103,261,142,144,137
2020년10월_남_70~79세,"1,653",378,112,84,80,101,101,112,164,52,210,80,93,86
2020년10월_남_80~89세,871,146,59,49,39,70,56,60,73,35,85,57,76,66
2020년10월_남_90~99세,91,17,10,8,5,4,5,10,7,1,5,5,4,10
2020년10월_남_100세 이상,2,0,0,0,0,0,0,0,1,0,0,0,0,1
2020년10월_여_총인구수,"13,707","4,836",856,592,540,786,812,742,915,400,"1,501",483,615,629
2020년10월_여_연령구간인구수,"13,707","4,836",856,592,540,786,812,742,915,400,"1,501",483,615,629
2020년10월_여_0~9세,537,340,16,9,19,12,19,22,19,7,48,8,5,13
2020년10월_여_10~19세,713,419,24,15,9,30,37,21,31,9,80,12,14,12
2020년10월_여_20~29세,896,458,48,30,26,48,47,40,51,13,79,22,8,26
2020년10월_여_30~39세,837,510,37,18,20,38,38,16,42,12,55,14,23,14
2020년10월_여_40~49세,"1,223",705,49,32,28,55,54,44,56,15,120,17,19,29
2020년10월_여_50~59세,"2,073",729,143,105,75,118,133,108,148,57,234,56,87,80
2020년10월_여_60~69세,"2,550",736,172,137,110,157,152,151,195,99,290,93,122,136
2020년10월_여_70~79세,"2,380",509,166,116,118,162,149,166,194,91,309,120,142,138
2020년10월_여_80~89세,"2,145",376,173,110,117,144,157,154,155,83,236,120,165,155
2020년10월_여_90~99세,346,51,26,20,18,22,26,20,24,13,50,21,30,25
2020년10월_여_100세 이상,7,3,2,0,0,0,0,0,0,1,0,0,0,1
2020년11월_계_총인구수,"26,818","9,526","1,704","1,173","1,032","1,529","1,577","1,446","1,863",756,"2,863","1,011","1,154","1,184"
2020년11월_계_연령구간인구수,"26,818","9,526","1,704","1,173","1,032","1,529","1,577","1,446","1,863",756,"2,863","1,011","1,154","1,184"
2020년11월_계_0~9세,"1,090",700,33,20,28,26,36,41,43,20,89,24,11,19
2020년11월_계_10~19세,"1,539",901,57,37,30,54,68,39,62,27,168,37,33,26
2020년11월_계_20~29세,"2,053",993,110,74,66,134,91,89,121,30,204,48,39,54
2020년11월_계_30~39세,"1,747",947,89,55,49,63,101,50,89,31,134,53,40,46
2020년11월_계_40~49세,"2,882","1,499",137,84,70,136,130,115,155,52,300,75,52,77
2020년11월_계_50~59세,"4,641","1,586",322,222,181,276,297,263,325,117,514,133,203,202
2020년11월_계_60~69세,"5,366","1,421",403,292,233,337,359,330,449,202,555,239,265,281
2020년11월_계_70~79세,"4,040",890,283,202,198,264,248,273,359,145,520,198,237,223
2020년11월_계_80~89세,"3,022",521,234,158,155,214,216,217,229,117,323,179,240,219
2020년11월_계_90~99세,429,65,34,29,22,25,31,29,30,14,56,25,34,35
2020년11월_계_100세 이상,9,3,2,0,0,0,0,0,1,1,0,0,0,2
2020년11월_남_총인구수,"13,146","4,694",849,580,494,750,769,701,949,358,"1,371",529,541,561
2020년11월_남_연령구간인구수,"13,146","4,694",849,580,494,750,769,701,949,358,"1,371",529,541,561
2020년11월_남_0~9세,563,367,18,12,10,15,17,19,23,13,40,16,6,7
2020년11월_남_10~19세,831,484,33,22,20,28,29,18,31,18,90,25,19,14
2020년11월_남_20~29세,"1,153",526,62,45,42,86,43,45,74,18,126,25,32,29
2020년11월_남_30~39세,924,446,53,36,28,29,64,33,48,19,81,38,17,32
2020년11월_남_40~49세,"1,665",793,88,53,44,78,77,73,98,37,182,59,33,50
2020년11월_남_50~59세,"2,568",856,179,116,103,156,167,154,175,60,282,78,118,124
2020년11월_남_60~69세,"2,818",682,233,154,124,184,209,178,254,104,265,145,142,144
2020년11월_남_70~79세,"1,659",377,116,86,81,100,99,109,165,53,215,79,94,85
2020년11월_남_80~89세,875,147,59,47,38,70,59,62,73,35,85,59,76,65
2020년11월_남_90~99세,88,16,8,9,4,4,5,10,7,1,5,5,4,10
2020년11월_남_100세 이상,2,0,0,0,0,0,0,0,1,0,0,0,0,1
2020년11월_여_총인구수,"13,672","4,832",855,593,538,779,808,745,914,398,"1,492",482,613,623
2020년11월_여_연령구간인구수,"13,672","4,832",855,593,538,779,808,745,914,398,"1,492",482,613,623
2020년11월_여_0~9세,527,333,15,8,18,11,19,22,20,7,49,8,5,12
2020년11월_여_10~19세,708,417,24,15,10,26,39,21,31,9,78,12,14,12
2020년11월_여_20~29세,900,467,48,29,24,48,48,44,47,12,78,23,7,25
2020년11월_여_30~39세,823,501,36,19,21,34,37,17,41,12,53,15,23,14
2020년11월_여_40~49세,"1,217",706,49,31,26,58,53,42,57,15,118,16,19,27
2020년11월_여_50~59세,"2,073",730,143,106,78,120,130,109,150,57,232,55,85,78
2020년11월_여_60~69세,"2,548",739,170,138,109,153,150,152,195,98,290,94,123,137
2020년11월_여_70~79세,"2,381",513,167,116,117,164,149,164,194,92,305,119,143,138
2020년11월_여_80~89세,"2,147",374,175,111,117,144,157,155,156,82,238,120,164,154
2020년11월_여_90~99세,341,49,26,20,18,21,26,19,23,13,51,20,30,25
2020년11월_여_100세 이상,7,3,2,0,0,0,0,0,0,1,0,0,0,1
2020년12월_계_총인구수,"26,800","9,543","1,701","1,199","1,041","1,532","1,563","1,431","1,854",756,"2,844","1,006","1,156","1,174"
2020년12월_계_연령구간인구수,"26,800","9,543","1,701","1,199","1,041","1,532","1,563","1,431","1,854",756,"2,844","1,006","1,156","1,174"
2020년12월_계_0~9세,"1,074",694,31,22,26,25,35,39,42,19,89,24,10,18
2020년12월_계_10~19세,"1,522",906,54,36,29,53,62,36,59,29,163,36,34,25
2020년12월_계_20~29세,"2,064","1,000",111,79,67,137,91,91,121,30,200,46,39,52
2020년12월_계_30~39세,"1,744",952,87,59,51,62,99,48,83,29,137,53,40,44
2020년12월_계_40~49세,"2,869","1,488",137,87,71,132,131,108,155,55,297,74,55,79
2020년12월_계_50~59세,"4,657","1,604",319,223,184,279,295,259,327,114,518,134,204,197
2020년12월_계_60~69세,"5,381","1,424",405,300,234,342,359,331,450,203,546,237,266,284
2020년12월_계_70~79세,"4,006",883,281,201,198,263,246,271,350,141,518,200,234,220
2020년12월_계_80~89세,"3,046",525,241,162,159,214,213,219,236,121,320,178,240,218
2020년12월_계_90~99세,428,64,33,30,22,25,32,29,30,14,56,24,34,35
2020년12월_계_100세 이상,9,3,2,0,0,0,0,0,1,1,0,0,0,2
2020년12월_남_총인구수,"13,140","4,692",852,592,499,756,762,700,947,357,"1,360",525,541,557
2020년12월_남_연령구간인구수,"13,140","4,692",852,592,499,756,762,700,947,357,"1,360",525,541,557
2020년12월_남_0~9세,548,359,18,14,8,14,15,18,22,12,40,16,5,7
2020년12월_남_10~19세,819,482,31,22,19,27,27,15,30,19,89,24,20,14
2020년12월_남_20~29세,"1,167",529,62,50,45,90,45,49,75,18,121,25,31,27
2020년12월_남_30~39세,925,448,53,37,29,29,61,32,46,19,85,36,18,32
2020년12월_남_40~49세,"1,647",783,88,53,45,77,77,68,97,38,178,58,34,51
2020년12월_남_50~59세,"2,577",865,178,116,104,158,165,154,176,59,284,79,119,120
2020년12월_남_60~69세,"2,834",687,237,158,124,189,208,182,256,103,258,143,142,147
2020년12월_남_70~79세,"1,647",377,115,84,82,99,98,107,161,52,215,80,93,84
2020년12월_남_80~89세,884,146,62,49,39,69,61,63,76,36,85,59,75,64
2020년12월_남_90~99세,90,16,8,9,4,4,5,12,7,1,5,5,4,10
2020년12월_남_100세 이상,2,0,0,0,0,0,0,0,1,0,0,0,0,1
2020년12월_여_총인구수,"13,660","4,851",849,607,542,776,801,731,907,399,"1,484",481,615,617
2020년12월_여_연령구간인구수,"13,660","4,851",849,607,542,776,801,731,907,399,"1,484",481,615,617
2020년12월_여_0~9세,526,335,13,8,18,11,20,21,20,7,49,8,5,11
2020년12월_여_10~19세,703,424,23,14,10,26,35,21,29,10,74,12,14,11
2020년12월_여_20~29세,897,471,49,29,22,47,46,42,46,12,79,21,8,25
2020년12월_여_30~39세,819,504,34,22,22,33,38,16,37,10,52,17,22,12
2020년12월_여_40~49세,"1,222",705,49,34,26,55,54,40,58,17,119,16,21,28
2020년12월_여_50~59세,"2,080",739,141,107,80,121,130,105,151,55,234,55,85,77
2020년12월_여_60~69세,"2,547",737,168,142,110,153,151,149,194,100,288,94,124,137
2020년12월_여_70~79세,"2,359",506,166,117,116,164,148,164,189,89,303,120,141,136
2020년12월_여_80~89세,"2,162",379,179,113,120,145,152,156,160,85,235,119,165,154
2020년12월_여_90~99세,338,48,25,21,18,21,27,17,23,13,51,19,30,25
2020년12월_여_100세 이상,7,3,2,0,0,0,0,0,0,1,0,0,0,1
2021년01월_계_총인구수,"26,778","9,574","1,696","1,188","1,042","1,524","1,555","1,436","1,850",764,"2,827",996,"1,154","1,172"
2021년01월_계_연령구간인구수,"26,778","9,574","1,696","1,188","1,042","1,524","1,555","1,436","1,850",764,"2,827",996,"1,154","1,172"
2021년01월_계_0~9세,"1,060",683,33,19,27,25,35,40,40,19,87,24,10,18
2021년01월_계_10~19세,"1,505",911,52,33,28,51,60,36,60,29,155,33,32,25
2021년01월_계_20~29세,"2,037",993,106,79,68,132,91,87,119,29,202,45,39,47
2021년01월_계_30~39세,"1,736",947,86,57,49,62,100,48,82,32,136,51,40,46
2021년01월_계_40~49세,"2,869","1,504",136,86,70,125,132,110,151,55,294,74,54,78
2021년01월_계_50~59세,"4,622","1,603",315,221,189,278,291,256,320,108,511,132,202,196
2021년01월_계_60~69세,"5,460","1,453",409,303,233,349,359,338,462,214,553,236,265,286
2021년01월_계_70~79세,"3,985",889,280,202,196,258,243,270,347,142,512,200,230,216
2021년01월_계_80~89세,"3,051",526,241,156,161,217,212,218,239,119,320,174,245,223
2021년01월_계_90~99세,445,63,36,32,21,27,32,33,29,16,57,27,37,35
2021년01월_계_100세 이상,8,2,2,0,0,0,0,0,1,1,0,0,0,2
2021년01월_남_총인구수,"13,146","4,724",847,589,498,751,763,700,943,363,"1,349",520,540,559
2021년01월_남_연령구간인구수,"13,146","4,724",847,589,498,751,763,700,943,363,"1,349",520,540,559
2021년01월_남_0~9세,543,355,20,12,8,14,15,18,22,12,40,16,4,7
2021년01월_남_10~19세,803,485,29,19,19,26,26,15,30,19,81,21,19,14
2021년01월_남_20~29세,"1,155",528,57,51,45,88,45,46,73,17,123,26,31,25
2021년01월_남_30~39세,921,447,51,38,27,29,62,31,43,22,85,35,18,33
2021년01월_남_40~49세,"1,651",796,88,51,45,75,78,69,95,38,174,59,33,50
2021년01월_남_50~59세,"2,567",865,178,117,107,158,164,152,172,57,281,77,119,120
2021년01월_남_60~69세,"2,875",705,238,159,122,189,208,187,264,108,263,142,140,150
2021년01월_남_70~79세,"1,642",379,114,84,83,96,99,107,159,53,211,80,92,85
2021년01월_남_80~89세,893,148,63,49,39,72,61,63,77,35,85,59,78,64
2021년01월_남_90~99세,94,16,9,9,3,4,5,12,7,2,6,5,6,10
2021년01월_남_100세 이상,2,0,0,0,0,0,0,0,1,0,0,0,0,1
2021년01월_여_총인구수,"13,632","4,850",849,599,544,773,792,736,907,401,"1,478",476,614,613
2021년01월_여_연령구간인구수,"13,632","4,850",849,599,544,773,792,736,907,401,"1,478",476,614,613
2021년01월_여_0~9세,517,328,13,7,19,11,20,22,18,7,47,8,6,11
2021년01월_여_10~19세,702,426,23,14,9,25,34,21,30,10,74,12,13,11
2021년01월_여_20~29세,882,465,49,28,23,44,46,41,46,12,79,19,8,22
2021년01월_여_30~39세,815,500,35,19,22,33,38,17,39,10,51,16,22,13
2021년01월_여_40~49세,"1,218",708,48,35,25,50,54,41,56,17,120,15,21,28
2021년01월_여_50~59세,"2,055",738,137,104,82,120,127,104,148,51,230,55,83,76
2021년01월_여_60~69세,"2,585",748,171,144,111,160,151,151,198,106,290,94,125,136
2021년01월_여_70~79세,"2,343",510,166,118,113,162,144,163,188,89,301,120,138,131
2021년01월_여_80~89세,"2,158",378,178,107,122,145,151,155,162,84,235,115,167,159
2021년01월_여_90~99세,351,47,27,23,18,23,27,21,22,14,51,22,31,25
2021년01월_여_100세 이상,6,2,2,0,0,0,0,0,0,1,0,0,0,1
2021년02월_계_총인구수,"26,757","9,557","1,686","1,187","1,044","1,524","1,551","1,449","1,848",760,"2,829",995,"1,151","1,176"
2021년02월_계_연령구간인구수,"26,757","9,557","1,686","1,187","1,044","1,524","1,551","1,449","1,848",760,"2,829",995,"1,151","1,176"
2021년02월_계_0~9세,"1,056",679,31,20,28,26,35,41,38,19,86,24,11,18
2021년02월_계_10~19세,"1,499",910,50,32,26,53,57,40,58,28,156,32,31,26
2021년02월_계_20~29세,"2,008",986,102,77,69,126,90,87,116,29,199,44,38,45
2021년02월_계_30~39세,"1,732",946,87,57,50,63,100,50,80,31,135,52,38,43
2021년02월_계_40~49세,"2,862","1,485",134,86,70,132,131,114,150,56,296,73,55,80
2021년02월_계_50~59세,"4,603","1,613",311,217,187,275,288,257,315,106,508,132,201,193
2021년02월_계_60~69세,"5,504","1,460",412,307,237,351,360,340,474,214,557,234,267,291
2021년02월_계_70~79세,"3,963",880,278,204,192,252,245,266,346,141,511,200,228,220
2021년02월_계_80~89세,"3,075",535,242,155,162,219,212,222,241,120,323,177,246,221
2021년02월_계_90~99세,448,62,37,32,23,27,33,32,29,15,58,27,36,37
2021년02월_계_100세 이상,7,1,2,0,0,0,0,0,1,1,0,0,0,2
2021년02월_남_총인구수,"13,141","4,711",841,590,500,755,764,706,942,362,"1,349",521,540,560
2021년02월_남_연령구간인구수,"13,141","4,711",841,590,500,755,764,706,942,362,"1,349",521,540,560
2021년02월_남_0~9세,541,352,18,14,9,14,16,19,21,12,39,16,4,7
2021년02월_남_10~19세,798,486,26,18,17,26,24,17,30,18,82,21,19,14
2021년02월_남_20~29세,"1,140",524,55,50,46,85,46,46,70,18,120,27,30,23
2021년02월_남_30~39세,918,445,52,37,27,29,63,31,43,21,86,36,17,31
2021년02월_남_40~49세,"1,649",786,87,53,46,81,77,70,94,39,174,58,34,50
2021년02월_남_50~59세,"2,560",871,176,114,108,157,162,155,171,56,280,76,117,117
2021년02월_남_60~69세,"2,894",705,240,161,122,191,206,185,269,107,266,143,144,155
2021년02월_남_70~79세,"1,640",376,114,86,81,92,102,106,158,55,211,80,90,89
2021년02월_남_80~89세,906,151,63,48,40,76,63,66,79,35,85,59,79,62
2021년02월_남_90~99세,93,15,10,9,4,4,5,11,6,1,6,5,6,11
2021년02월_남_100세 이상,2,0,0,0,0,0,0,0,1,0,0,0,0,1
2021년02월_여_총인구수,"13,616","4,846",845,597,544,769,787,743,906,398,"1,480",474,611,616
2021년02월_여_연령구간인구수,"13,616","4,846",845,597,544,769,787,743,906,398,"1,480",474,611,616
2021년02월_여_0~9세,515,327,13,6,19,12,19,22,17,7,47,8,7,11
2021년02월_여_10~19세,701,424,24,14,9,27,33,23,28,10,74,11,12,12
2021년02월_여_20~29세,868,462,47,27,23,41,44,41,46,11,79,17,8,22
2021년02월_여_30~39세,814,501,35,20,23,34,37,19,37,10,49,16,21,12
2021년02월_여_40~49세,"1,213",699,47,33,24,51,54,44,56,17,122,15,21,30
2021년02월_여_50~59세,"2,043",742,135,103,79,118,126,102,144,50,228,56,84,76
2021년02월_여_60~69세,"2,610",755,172,146,115,160,154,155,205,107,291,91,123,136
2021년02월_여_70~79세,"2,323",504,164,118,111,160,143,160,188,86,300,120,138,131
2021년02월_여_80~89세,"2,169",384,179,107,122,143,149,156,162,85,238,118,167,159
2021년02월_여_90~99세,355,47,27,23,19,23,28,21,23,14,52,22,30,26
2021년02월_여_100세 이상,5,1,2,0,0,0,0,0,0,1,0,0,0,1
2021년03월_계_총인구수,"26,669","9,538","1,686","1,187","1,034","1,527","1,543","1,451","1,846",751,"2,814",985,"1,142","1,165"
2021년03월_계_연령구간인구수,"26,669","9,538","1,686","1,187","1,034","1,527","1,543","1,451","1,846",751,"2,814",985,"1,142","1,165"
2021년03월_계_0~9세,"1,053",677,31,21,28,27,35,43,38,17,83,24,11,18
2021년03월_계_10~19세,"1,490",908,51,30,24,53,53,41,58,30,153,31,32,26
2021년03월_계_20~29세,"1,992",989,101,78,68,123,89,84,110,28,198,44,37,43
2021년03월_계_30~39세,"1,720",942,83,57,52,61,98,51,79,31,138,50,36,42
2021년03월_계_40~49세,"2,822","1,474",129,83,68,135,127,116,151,52,282,72,54,79
2021년03월_계_50~59세,"4,548","1,611",306,216,175,268,282,255,308,102,515,127,196,187
2021년03월_계_60~69세,"5,543","1,459",424,307,243,358,362,340,481,215,560,233,269,292
2021년03월_계_70~79세,"3,961",882,279,206,189,253,249,266,347,140,504,202,226,218
2021년03월_계_80~89세,"3,079",530,243,158,162,221,212,223,244,120,325,174,245,222
2021년03월_계_90~99세,454,65,37,31,25,28,36,32,30,15,56,28,35,36
2021년03월_계_100세 이상,7,1,2,0,0,0,0,0,0,1,0,0,1,2
2021년03월_남_총인구수,"13,111","4,719",836,586,493,754,760,704,941,355,"1,354",516,536,557
2021년03월_남_연령구간인구수,"13,111","4,719",836,586,493,754,760,704,941,355,"1,354",516,536,557
2021년03월_남_0~9세,536,352,18,13,9,13,16,19,21,11,37,16,4,7
2021년03월_남_10~19세,796,484,27,17,16,27,23,18,30,19,82,20,19,14
2021년03월_남_20~29세,"1,133",525,55,51,44,83,46,44,65,17,122,29,29,23
2021년03월_남_30~39세,908,444,48,37,28,27,61,32,42,21,90,33,15,30
2021년03월_남_40~49세,"1,632",783,84,52,44,83,75,71,93,36,169,59,34,49
2021년03월_남_50~59세,"2,546",879,173,113,106,153,161,153,168,54,283,73,116,114
2021년03월_남_60~69세,"2,916",706,247,160,124,194,204,183,276,107,270,143,145,157
2021년03월_남_70~79세,"1,644",377,113,86,78,93,106,106,160,54,211,80,90,90
2021년03월_남_80~89세,903,152,61,49,40,76,62,67,80,35,85,57,78,61
2021년03월_남_90~99세,96,17,10,8,4,5,6,11,6,1,5,6,6,11
2021년03월_남_100세 이상,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2021년03월_여_총인구수,"13,558","4,819",850,601,541,773,783,747,905,396,"1,460",469,606,608
2021년03월_여_연령구간인구수,"13,558","4,819",850,601,541,773,783,747,905,396,"1,460",469,606,608
2021년03월_여_0~9세,517,325,13,8,19,14,19,24,17,6,46,8,7,11
2021년03월_여_10~19세,694,424,24,13,8,26,30,23,28,11,71,11,13,12
2021년03월_여_20~29세,859,464,46,27,24,40,43,40,45,11,76,15,8,20
2021년03월_여_30~39세,812,498,35,20,24,34,37,19,37,10,48,17,21,12
2021년03월_여_40~49세,"1,190",691,45,31,24,52,52,45,58,16,113,13,20,30
2021년03월_여_50~59세,"2,002",732,133,103,69,115,121,102,140,48,232,54,80,73
2021년03월_여_60~69세,"2,627",753,177,147,119,164,158,157,205,108,290,90,124,135
2021년03월_여_70~79세,"2,317",505,166,120,111,160,143,160,187,86,293,122,136,128
2021년03월_여_80~89세,"2,176",378,182,109,122,145,150,156,164,85,240,117,167,161
2021년03월_여_90~99세,358,48,27,23,21,23,30,21,24,14,51,22,29,25
2021년03월_여_100세 이상,6,1,2,0,0,0,0,0,0,1,0,0,1,1
2021년04월_계_총인구수,"26,624","9,540","1,695","1,182","1,030","1,517","1,540","1,435","1,846",752,"2,807",990,"1,126","1,164"
2021년04월_계_연령구간인구수,"26,624","9,540","1,695","1,182","1,030","1,517","1,540","1,435","1,846",752,"2,807",990,"1,126","1,164"
2021년04월_계_0~9세,"1,043",672,30,18,29,25,35,43,39,17,80,25,12,18
2021년04월_계_10~19세,"1,482",909,51,28,23,51,54,38,56,29,154,31,32,26
2021년04월_계_20~29세,"1,990",989,100,78,68,119,87,85,113,28,199,45,37,42
2021년04월_계_30~39세,"1,713",940,83,57,49,62,99,52,80,29,134,50,35,43
2021년04월_계_40~49세,"2,800","1,470",127,81,67,132,126,110,150,53,277,73,55,79
2021년04월_계_50~59세,"4,533","1,616",308,214,176,266,281,249,303,100,514,127,194,185
2021년04월_계_60~69세,"5,567","1,467",433,310,244,360,363,342,481,221,563,231,262,290
2021년04월_계_70~79세,"3,946",878,281,208,188,255,245,260,340,138,505,205,223,220
2021년04월_계_80~89세,"3,078",530,241,156,159,218,214,222,255,121,325,175,239,223
2021년04월_계_90~99세,466,68,39,32,27,29,36,34,29,15,56,28,37,36
2021년04월_계_100세 이상,6,1,2,0,0,0,0,0,0,1,0,0,0,2
2021년04월_남_총인구수,"13,069","4,711",844,579,492,744,760,692,938,356,"1,351",520,526,556
2021년04월_남_연령구간인구수,"13,069","4,711",844,579,492,744,760,692,938,356,"1,351",520,526,556
2021년04월_남_0~9세,529,348,17,12,10,11,16,19,21,11,36,16,5,7
2021년04월_남_10~19세,795,487,27,16,16,25,24,18,29,19,81,20,19,14
2021년04월_남_20~29세,"1,127",519,55,50,44,80,46,44,67,17,123,30,28,24
2021년04월_남_30~39세,908,450,48,37,27,28,61,32,42,20,86,33,14,30
2021년04월_남_40~49세,"1,616",778,84,49,43,82,74,68,92,37,166,60,34,49
