카테고리,경상북도 칠곡군,경상북도 칠곡군 왜관읍,경상북도 칠곡군 북삼읍,경상북도 칠곡군 석적읍,경상북도 칠곡군 지천면,경상북도 칠곡군 동명면,경상북도 칠곡군 가산면,경상북도 칠곡군 약목면,경상북도 칠곡군 기산면
2020년06월_계_40~49세,"20,603","5,603","5,056","6,734",396,524,361,"1,493",436
2020년06월_계_50~59세,"19,418","6,290","4,553","2,890",859,"1,186",762,"2,291",587
2020년06월_계_60~69세,"13,185","4,261","2,063","1,501","1,000","1,298",830,"1,640",592
2020년06월_계_70~79세,"7,585","2,412","1,031",736,709,765,519,"1,022",391
2020년06월_계_80~89세,"4,306","1,452",514,346,463,458,255,564,254
2020년06월_계_90~99세,605,191,62,45,62,86,52,70,37
2020년06월_계_100세 이상,40,20,1,5,4,0,3,4,3
2020년06월_남_총인구수,"60,161","16,871","12,358","16,953","2,317","2,802","1,909","5,224","1,727"
2020년06월_남_연령구간인구수,"60,161","16,871","12,358","16,953","2,317","2,802","1,909","5,224","1,727"
2020년06월_남_0~9세,"5,115","1,247",995,"2,406",44,75,33,183,132
2020년06월_남_10~19세,"6,137","1,783","1,653","1,953",73,96,69,401,109
2020년06월_남_20~29세,"6,904","2,258","1,644","1,556",192,272,171,667,144
2020년06월_남_30~39세,"8,640","1,913","1,264","4,288",178,221,150,455,171
2020년06월_남_40~49세,"11,150","2,845","2,561","3,866",266,330,226,795,261
2020년06월_남_50~59세,"10,562","3,213","2,527","1,715",518,601,445,"1,227",316
2020년06월_남_60~69세,"6,829","2,117","1,086",731,565,695,454,857,324
2020년06월_남_70~79세,"3,263",967,442,321,307,368,254,432,172
2020년06월_남_80~89세,"1,416",475,170,104,163,136,89,191,88
2020년06월_남_90~99세,138,50,16,12,11,8,17,15,9
2020년06월_남_100세 이상,7,3,0,1,0,0,1,1,1
2020년06월_여_총인구수,"55,184","16,789","11,239","14,498","2,006","2,650","1,570","4,861","1,571"
2020년06월_여_연령구간인구수,"55,184","16,789","11,239","14,498","2,006","2,650","1,570","4,861","1,571"
2020년06월_여_0~9세,"4,801","1,185",904,"2,271",45,71,38,182,105
2020년06월_여_10~19세,"5,483","1,665","1,468","1,734",61,75,68,339,73
2020년06월_여_20~29세,"5,417","1,698","1,191","1,585",125,172,91,458,97
2020년06월_여_30~39세,"7,106","1,682","1,198","3,401",112,153,77,316,167
2020년06월_여_40~49세,"9,453","2,758","2,495","2,868",130,194,135,698,175
2020년06월_여_50~59세,"8,856","3,077","2,026","1,175",341,585,317,"1,064",271
2020년06월_여_60~69세,"6,356","2,144",977,770,435,603,376,783,268
2020년06월_여_70~79세,"4,322","1,445",589,415,402,397,265,590,219
2020년06월_여_80~89세,"2,890",977,344,242,300,322,166,373,166
2020년06월_여_90~99세,467,141,46,33,51,78,35,55,28
2020년06월_여_100세 이상,33,17,1,4,4,0,2,3,2
2020년07월_계_총인구수,"115,177","33,652","23,485","31,469","4,312","5,421","3,481","10,070","3,287"
2020년07월_계_연령구간인구수,"115,177","33,652","23,485","31,469","4,312","5,421","3,481","10,070","3,287"
2020년07월_계_0~9세,"9,855","2,425","1,864","4,660",89,144,73,364,236
2020년07월_계_10~19세,"11,598","3,449","3,107","3,693",133,169,140,731,176
2020년07월_계_20~29세,"12,253","3,967","2,797","3,121",318,436,255,"1,123",236
2020년07월_계_30~39세,"15,617","3,582","2,406","7,629",290,366,228,775,341
2020년07월_계_40~49세,"20,608","5,563","5,072","6,789",390,524,359,"1,476",435
2020년07월_계_50~59세,"19,454","6,315","4,545","2,917",861,"1,181",763,"2,294",578
2020년07월_계_60~69세,"13,219","4,260","2,078","1,516",994,"1,298",830,"1,646",597
2020년07월_계_70~79세,"7,612","2,422","1,037",747,707,765,519,"1,022",393
2020년07월_계_80~89세,"4,318","1,457",516,348,465,453,258,565,256
2020년07월_계_90~99세,603,192,62,44,61,85,53,70,36
2020년07월_계_100세 이상,40,20,1,5,4,0,3,4,3
2020년07월_남_총인구수,"60,050","16,846","12,296","16,953","2,316","2,781","1,917","5,217","1,724"
2020년07월_남_연령구간인구수,"60,050","16,846","12,296","16,953","2,316","2,781","1,917","5,217","1,724"
2020년07월_남_0~9세,"5,079","1,246",978,"2,394",46,73,33,180,129
2020년07월_남_10~19세,"6,124","1,784","1,639","1,962",71,95,71,396,106
2020년07월_남_20~29세,"6,881","2,259","1,629","1,548",192,271,174,666,142
2020년07월_남_30~39세,"8,555","1,900","1,235","4,247",178,213,148,460,174
2020년07월_남_40~49세,"11,153","2,831","2,563","3,896",263,328,224,787,261
2020년07월_남_50~59세,"10,573","3,210","2,527","1,727",522,597,449,"1,230",311
2020년07월_남_60~69세,"6,843","2,110","1,095",737,561,694,454,862,330
2020년07월_남_70~79세,"3,274",975,445,324,309,369,253,427,172
2020년07월_남_80~89세,"1,418",475,169,105,162,133,92,193,89
2020년07월_남_90~99세,143,53,16,12,12,8,18,15,9
2020년07월_남_100세 이상,7,3,0,1,0,0,1,1,1
2020년07월_여_총인구수,"55,127","16,806","11,189","14,516","1,996","2,640","1,564","4,853","1,563"
2020년07월_여_연령구간인구수,"55,127","16,806","11,189","14,516","1,996","2,640","1,564","4,853","1,563"
2020년07월_여_0~9세,"4,776","1,179",886,"2,266",43,71,40,184,107
2020년07월_여_10~19세,"5,474","1,665","1,468","1,731",62,74,69,335,70
2020년07월_여_20~29세,"5,372","1,708","1,168","1,573",126,165,81,457,94
2020년07월_여_30~39세,"7,062","1,682","1,171","3,382",112,153,80,315,167
2020년07월_여_40~49세,"9,455","2,732","2,509","2,893",127,196,135,689,174
2020년07월_여_50~59세,"8,881","3,105","2,018","1,190",339,584,314,"1,064",267
2020년07월_여_60~69세,"6,376","2,150",983,779,433,604,376,784,267
2020년07월_여_70~79세,"4,338","1,447",592,423,398,396,266,595,221
2020년07월_여_80~89세,"2,900",982,347,243,303,320,166,372,167
2020년07월_여_90~99세,460,139,46,32,49,77,35,55,27
2020년07월_여_100세 이상,33,17,1,4,4,0,2,3,2
2020년08월_계_총인구수,"114,889","33,606","23,449","31,378","4,281","5,381","3,466","10,061","3,267"
2020년08월_계_연령구간인구수,"114,889","33,606","23,449","31,378","4,281","5,381","3,466","10,061","3,267"
2020년08월_계_0~9세,"9,772","2,397","1,854","4,633",89,134,71,360,234
2020년08월_계_10~19세,"11,569","3,436","3,094","3,692",131,166,142,730,178
2020년08월_계_20~29세,"12,162","3,954","2,772","3,090",310,433,254,"1,122",227
2020년08월_계_30~39세,"15,450","3,550","2,381","7,547",285,356,222,769,340
2020년08월_계_40~49세,"20,578","5,558","5,076","6,797",380,516,358,"1,468",425
2020년08월_계_50~59세,"19,468","6,317","4,557","2,950",851,"1,169",757,"2,292",575
2020년08월_계_60~69세,"13,293","4,286","2,099","1,532","1,000","1,299",826,"1,649",602
2020년08월_계_70~79세,"7,617","2,427","1,033",742,703,771,518,"1,031",392
2020년08월_계_80~89세,"4,327","1,467",521,345,466,449,260,563,256
2020년08월_계_90~99세,613,194,61,45,62,88,55,73,35
2020년08월_계_100세 이상,40,20,1,5,4,0,3,4,3
2020년08월_남_총인구수,"59,903","16,825","12,270","16,900","2,294","2,764","1,911","5,225","1,714"
2020년08월_남_연령구간인구수,"59,903","16,825","12,270","16,900","2,294","2,764","1,911","5,225","1,714"
2020년08월_남_0~9세,"5,045","1,230",976,"2,384",45,69,34,178,129
2020년08월_남_10~19세,"6,109","1,780","1,634","1,961",69,93,72,394,106
2020년08월_남_20~29세,"6,852","2,257","1,619","1,533",188,270,175,672,138
2020년08월_남_30~39세,"8,463","1,888","1,224","4,187",176,211,142,458,177
2020년08월_남_40~49세,"11,125","2,826","2,550","3,909",255,324,225,782,254
2020년08월_남_50~59세,"10,562","3,204","2,528","1,743",517,590,444,"1,228",308
2020년08월_남_60~69세,"6,888","2,124","1,108",746,563,694,451,870,332
2020년08월_남_70~79세,"3,284",984,441,320,308,370,255,435,171
2020년08월_남_80~89세,"1,426",477,174,104,162,135,94,191,89
2020년08월_남_90~99세,142,52,16,12,11,8,18,16,9
2020년08월_남_100세 이상,7,3,0,1,0,0,1,1,1
2020년08월_여_총인구수,"54,986","16,781","11,179","14,478","1,987","2,617","1,555","4,836","1,553"
2020년08월_여_연령구간인구수,"54,986","16,781","11,179","14,478","1,987","2,617","1,555","4,836","1,553"
2020년08월_여_0~9세,"4,727","1,167",878,"2,249",44,65,37,182,105
2020년08월_여_10~19세,"5,460","1,656","1,460","1,731",62,73,70,336,72
2020년08월_여_20~29세,"5,310","1,697","1,153","1,557",122,163,79,450,89
2020년08월_여_30~39세,"6,987","1,662","1,157","3,360",109,145,80,311,163
2020년08월_여_40~49세,"9,453","2,732","2,526","2,888",125,192,133,686,171
2020년08월_여_50~59세,"8,906","3,113","2,029","1,207",334,579,313,"1,064",267
2020년08월_여_60~69세,"6,405","2,162",991,786,437,605,375,779,270
2020년08월_여_70~79세,"4,333","1,443",592,422,395,401,263,596,221
2020년08월_여_80~89세,"2,901",990,347,241,304,314,166,372,167
2020년08월_여_90~99세,471,142,45,33,51,80,37,57,26
2020년08월_여_100세 이상,33,17,1,4,4,0,2,3,2
2020년09월_계_총인구수,"114,719","33,529","23,567","31,259","4,271","5,359","3,464","10,012","3,258"
2020년09월_계_연령구간인구수,"114,719","33,529","23,567","31,259","4,271","5,359","3,464","10,012","3,258"
2020년09월_계_0~9세,"9,696","2,382","1,855","4,589",88,128,71,350,233
2020년09월_계_10~19세,"11,544","3,416","3,091","3,700",129,168,140,723,177
2020년09월_계_20~29세,"12,106","3,924","2,804","3,053",304,426,253,"1,115",227
2020년09월_계_30~39세,"15,319","3,528","2,388","7,469",283,354,218,745,334
2020년09월_계_40~49세,"20,525","5,534","5,070","6,792",374,510,361,"1,458",426
2020년09월_계_50~59세,"19,507","6,316","4,613","2,972",849,"1,165",751,"2,271",570
2020년09월_계_60~69세,"13,404","4,323","2,122","1,543","1,005","1,303",833,"1,672",603
2020년09월_계_70~79세,"7,626","2,424","1,040",746,704,767,519,"1,037",389
2020년09월_계_80~89세,"4,343","1,472",522,345,469,449,262,566,258
2020년09월_계_90~99세,609,190,61,45,62,89,53,71,38
2020년09월_계_100세 이상,40,20,1,5,4,0,3,4,3
2020년09월_남_총인구수,"59,823","16,798","12,324","16,840","2,290","2,757","1,908","5,196","1,710"
2020년09월_남_연령구간인구수,"59,823","16,798","12,324","16,840","2,290","2,757","1,908","5,196","1,710"
2020년09월_남_0~9세,"4,998","1,218",975,"2,361",43,66,36,170,129
2020년09월_남_10~19세,"6,102","1,780","1,632","1,963",68,93,71,390,105
2020년09월_남_20~29세,"6,837","2,241","1,634","1,529",184,268,173,669,139
2020년09월_남_30~39세,"8,386","1,880","1,227","4,139",176,212,139,441,172
2020년09월_남_40~49세,"11,082","2,809","2,543","3,901",252,318,227,780,252
2020년09월_남_50~59세,"10,591","3,213","2,556","1,752",517,590,440,"1,216",307
2020년09월_남_60~69세,"6,944","2,140","1,119",752,565,698,455,881,334
2020년09월_남_70~79세,"3,302",984,446,325,311,367,255,442,172
2020년09월_남_80~89세,"1,434",479,176,105,163,137,93,191,90
2020년09월_남_90~99세,140,51,16,12,11,8,18,15,9
2020년09월_남_100세 이상,7,3,0,1,0,0,1,1,1
2020년09월_여_총인구수,"54,896","16,731","11,243","14,419","1,981","2,602","1,556","4,816","1,548"
2020년09월_여_연령구간인구수,"54,896","16,731","11,243","14,419","1,981","2,602","1,556","4,816","1,548"
2020년09월_여_0~9세,"4,698","1,164",880,"2,228",45,62,35,180,104
2020년09월_여_10~19세,"5,442","1,636","1,459","1,737",61,75,69,333,72
2020년09월_여_20~29세,"5,269","1,683","1,170","1,524",120,158,80,446,88
2020년09월_여_30~39세,"6,933","1,648","1,161","3,330",107,142,79,304,162
2020년09월_여_40~49세,"9,443","2,725","2,527","2,891",122,192,134,678,174
2020년09월_여_50~59세,"8,916","3,103","2,057","1,220",332,575,311,"1,055",263
2020년09월_여_60~69세,"6,460","2,183","1,003",791,440,605,378,791,269
2020년09월_여_70~79세,"4,324","1,440",594,421,393,400,264,595,217
2020년09월_여_80~89세,"2,909",993,346,240,306,312,169,375,168
2020년09월_여_90~99세,469,139,45,33,51,81,35,56,29
2020년09월_여_100세 이상,33,17,1,4,4,0,2,3,2
2020년10월_계_총인구수,"114,780","33,500","23,844","31,202","4,262","5,345","3,475","9,913","3,239"
2020년10월_계_연령구간인구수,"114,780","33,500","23,844","31,202","4,262","5,345","3,475","9,913","3,239"
2020년10월_계_0~9세,"9,609","2,361","1,869","4,534",83,125,70,332,235
2020년10월_계_10~19세,"11,542","3,413","3,107","3,709",129,171,144,703,166
2020년10월_계_20~29세,"12,144","3,918","2,861","3,058",306,417,251,"1,105",228
2020년10월_계_30~39세,"15,174","3,489","2,427","7,358",275,348,217,725,335
2020년10월_계_40~49세,"20,533","5,527","5,089","6,834",364,516,358,"1,426",419
2020년10월_계_50~59세,"19,579","6,304","4,699","2,999",848,"1,147",751,"2,261",570
2020년10월_계_60~69세,"13,547","4,371","2,157","1,563","1,017","1,310",845,"1,679",605
2020년10월_계_70~79세,"7,637","2,425","1,048",748,704,769,519,"1,040",384
2020년10월_계_80~89세,"4,359","1,481",526,348,468,449,264,565,258
2020년10월_계_90~99세,616,191,60,46,64,93,53,73,36
2020년10월_계_100세 이상,40,20,1,5,4,0,3,4,3
2020년10월_남_총인구수,"59,858","16,790","12,458","16,830","2,287","2,743","1,909","5,141","1,700"
2020년10월_남_연령구간인구수,"59,858","16,790","12,458","16,830","2,287","2,743","1,909","5,141","1,700"
2020년10월_남_0~9세,"4,950","1,207",972,"2,337",42,66,35,163,128
2020년10월_남_10~19세,"6,100","1,775","1,638","1,976",68,94,73,378,98
2020년10월_남_20~29세,"6,881","2,248","1,669","1,537",185,264,171,667,140
2020년10월_남_30~39세,"8,303","1,865","1,236","4,084",173,207,137,430,171
2020년10월_남_40~49세,"11,087","2,803","2,557","3,924",243,321,226,763,250
2020년10월_남_50~59세,"10,618","3,200","2,601","1,766",519,581,439,"1,203",309
2020년10월_남_60~69세,"7,018","2,171","1,139",758,572,697,460,886,335
2020년10월_남_70~79세,"3,316",987,452,329,311,369,254,445,169
2020년10월_남_80~89세,"1,432",479,177,105,161,135,95,190,90
2020년10월_남_90~99세,146,52,17,13,13,9,18,15,9
2020년10월_남_100세 이상,7,3,0,1,0,0,1,1,1
2020년10월_여_총인구수,"54,922","16,710","11,386","14,372","1,975","2,602","1,566","4,772","1,539"
2020년10월_여_연령구간인구수,"54,922","16,710","11,386","14,372","1,975","2,602","1,566","4,772","1,539"
2020년10월_여_0~9세,"4,659","1,154",897,"2,197",41,59,35,169,107
2020년10월_여_10~19세,"5,442","1,638","1,469","1,733",61,77,71,325,68
2020년10월_여_20~29세,"5,263","1,670","1,192","1,521",121,153,80,438,88
2020년10월_여_30~39세,"6,871","1,624","1,191","3,274",102,141,80,295,164
2020년10월_여_40~49세,"9,446","2,724","2,532","2,910",121,195,132,663,169
2020년10월_여_50~59세,"8,961","3,104","2,098","1,233",329,566,312,"1,058",261
2020년10월_여_60~69세,"6,529","2,200","1,018",805,445,613,385,793,270
2020년10월_여_70~79세,"4,321","1,438",596,419,393,400,265,595,215
2020년10월_여_80~89세,"2,927","1,002",349,243,307,314,169,375,168
2020년10월_여_90~99세,470,139,43,33,51,84,35,58,27
2020년10월_여_100세 이상,33,17,1,4,4,0,2,3,2
2020년11월_계_총인구수,"114,951","33,464","24,090","31,192","4,239","5,313","3,532","9,871","3,250"
2020년11월_계_연령구간인구수,"114,951","33,464","24,090","31,192","4,239","5,313","3,532","9,871","3,250"
2020년11월_계_0~9세,"9,565","2,338","1,876","4,493",78,125,89,329,237
2020년11월_계_10~19세,"11,541","3,406","3,123","3,718",124,169,145,692,164
2020년11월_계_20~29세,"12,149","3,905","2,899","3,047",308,415,250,"1,096",229
2020년11월_계_30~39세,"15,061","3,450","2,438","7,287",276,338,227,710,335
2020년11월_계_40~49세,"20,635","5,511","5,140","6,893",365,507,367,"1,424",428
2020년11월_계_50~59세,"19,644","6,313","4,769","3,018",839,"1,135",752,"2,243",575
2020년11월_계_60~69세,"13,671","4,411","2,205","1,583","1,011","1,307",857,"1,691",606
2020년11월_계_70~79세,"7,649","2,433","1,050",753,699,773,522,"1,037",382
2020년11월_계_80~89세,"4,383","1,488",529,348,471,451,267,573,256
2020년11월_계_90~99세,612,189,60,47,64,93,52,72,35
2020년11월_계_100세 이상,41,20,1,5,4,0,4,4,3
2020년11월_남_총인구수,"59,955","16,772","12,577","16,843","2,287","2,722","1,929","5,121","1,704"
2020년11월_남_연령구간인구수,"59,955","16,772","12,577","16,843","2,287","2,722","1,929","5,121","1,704"
2020년11월_남_0~9세,"4,925","1,191",973,"2,321",41,64,45,160,130
2020년11월_남_10~19세,"6,102","1,771","1,648","1,980",66,93,74,373,97
2020년11월_남_20~29세,"6,907","2,248","1,694","1,544",189,260,166,662,144
2020년11월_남_30~39세,"8,234","1,842","1,247","4,041",173,200,137,424,170
2020년11월_남_40~49세,"11,128","2,790","2,571","3,959",244,319,228,762,255
2020년11월_남_50~59세,"10,659","3,208","2,637","1,779",514,578,438,"1,196",309
2020년11월_남_60~69세,"7,084","2,196","1,160",772,570,692,468,891,335
2020년11월_남_70~79세,"3,334",991,457,329,313,372,258,447,167
2020년11월_남_80~89세,"1,434",483,174,105,164,134,96,190,88
2020년11월_남_90~99세,140,49,16,12,13,10,17,15,8
2020년11월_남_100세 이상,8,3,0,1,0,0,2,1,1
