카테고리,대구광역시 북구,대구광역시 북구 고성동,대구광역시 북구 칠성동,대구광역시 북구 침산1동,대구광역시 북구 침산2동,대구광역시 북구 침산3동,대구광역시 북구 산격1동,대구광역시 북구 산격2동,대구광역시 북구 산격3동,대구광역시 북구 산격4동,대구광역시 북구 대현동,대구광역시 북구 복현1동,대구광역시 북구 복현2동,대구광역시 북구 검단동,대구광역시 북구 무태조야동,대구광역시 북구 관문동,대구광역시 북구 태전1동,대구광역시 북구 태전2동,대구광역시 북구 구암동,대구광역시 북구 관음동,대구광역시 북구 읍내동,대구광역시 북구 동천동,대구광역시 북구 노원동,대구광역시 북구 국우동
2020년09월_여_50~59세,"39,339",387,"1,679",448,"1,413","1,775",950,"1,219",649,790,"1,513",617,"2,655",668,"2,814","3,098","2,196","2,495","3,601","1,811","2,873","2,573","1,150","1,965"
2020년09월_여_60~69세,"27,134",459,"1,373",409,"1,009","1,248","1,055",883,651,831,"1,452",516,"1,775",670,"1,984","2,080","1,500","1,737","1,555","1,277","1,688",945,"1,108",929
2020년09월_여_70~79세,"16,062",281,938,234,590,833,806,498,435,499,"1,040",279,848,396,"1,033","1,078",831,941,942,634,906,717,658,645
2020년09월_여_80~89세,"7,825",142,491,105,265,424,391,240,214,220,518,122,435,188,427,456,446,381,509,374,529,387,215,346
2020년09월_여_90~99세,"1,069",22,80,19,34,45,36,30,23,31,82,16,91,22,61,66,66,61,75,46,58,28,27,50
2020년09월_여_100세 이상,73,3,9,1,4,5,3,2,3,0,11,0,6,1,1,3,2,2,1,3,5,0,6,2
2020년10월_계_총인구수,"440,832","5,021","23,553","4,270","19,512","20,473","9,625","11,218","9,095","8,631","18,634","7,612","28,674","6,782","36,267","37,536","22,431","25,159","36,645","17,203","27,025","29,172","12,179","24,115"
2020년10월_계_연령구간인구수,"440,832","5,021","23,553","4,270","19,512","20,473","9,625","11,218","9,095","8,631","18,634","7,612","28,674","6,782","36,267","37,536","22,431","25,159","36,645","17,203","27,025","29,172","12,179","24,115"
2020년10월_계_0~9세,"34,439",341,"2,409",176,"2,291","1,780",270,602,297,305,"1,248",184,"2,247",316,"3,554","4,609","1,397","1,660","2,748",980,"1,728","2,405",652,"2,240"
2020년10월_계_10~19세,"43,712",368,"2,063",220,"2,266","2,288",486,919,480,490,"1,183",369,"3,045",441,"3,953","3,158","1,783","2,557","5,122","1,614","2,546","4,500",633,"3,228"
2020년10월_계_20~29세,"62,064",568,"2,860",492,"2,153","2,447","1,042","1,703","2,483","1,278","2,899","2,298","4,127",751,"4,121","4,030","3,821","3,767","5,435","2,473","4,325","4,180","1,386","3,425"
2020년10월_계_30~39세,"54,476",685,"3,691",462,"2,865","2,422",749,"1,200","1,127","1,038","2,230","1,011","3,588",829,"4,875","6,552","2,681","2,794","3,525","1,658","3,104","2,933","1,604","2,853"
2020년10월_계_40~49세,"72,994",725,"4,064",489,"3,726","3,506","1,168","1,503","1,086","1,038","2,676",826,"4,666",911,"7,008","6,435","3,223","4,041","6,922","2,573","3,888","6,133","1,633","4,754"
2020년10월_계_50~59세,"78,172",803,"3,284",931,"2,792","3,490","1,958","2,305","1,293","1,585","2,982","1,206","5,101","1,262","6,056","5,946","4,246","4,739","7,203","3,578","5,467","5,355","2,431","4,159"
2020년10월_계_60~69세,"53,299",796,"2,662",882,"1,890","2,365","1,991","1,689","1,205","1,569","2,724","1,018","3,570","1,262","4,009","4,166","3,015","3,266","3,229","2,570","3,493","1,919","2,199","1,810"
2020년10월_계_70~79세,"28,181",501,"1,616",424,"1,037","1,472","1,319",889,753,925,"1,771",481,"1,533",691,"1,952","1,888","1,480","1,655","1,613","1,144","1,598","1,122","1,241","1,076"
2020년10월_계_80~89세,"12,042",202,781,163,435,642,594,362,333,368,800,198,686,292,662,669,698,602,755,557,796,586,354,507
2020년10월_계_90~99세,"1,357",27,111,29,52,56,43,44,35,35,105,20,104,26,75,79,85,76,91,53,74,38,38,61
2020년10월_계_100세 이상,96,5,12,2,5,5,5,2,3,0,16,1,7,1,2,4,2,2,2,3,6,1,8,2
2020년10월_남_총인구수,"219,603","2,439","11,335","2,285","9,428","9,910","4,774","5,520","4,710","4,502","9,415","4,168","14,195","3,383","18,496","18,733","11,267","12,325","18,123","8,623","13,477","14,189","6,351","11,955"
2020년10월_남_연령구간인구수,"219,603","2,439","11,335","2,285","9,428","9,910","4,774","5,520","4,710","4,502","9,415","4,168","14,195","3,383","18,496","18,733","11,267","12,325","18,123","8,623","13,477","14,189","6,351","11,955"
2020년10월_남_0~9세,"17,633",166,"1,181",94,"1,154",929,139,304,150,162,617,98,"1,150",168,"1,875","2,366",701,862,"1,376",494,904,"1,249",326,"1,168"
2020년10월_남_10~19세,"22,700",178,"1,031",131,"1,152","1,159",258,471,250,273,601,192,"1,581",229,"2,032","1,604",970,"1,349","2,709",828,"1,380","2,322",319,"1,681"
2020년10월_남_20~29세,"33,758",291,"1,384",285,"1,107","1,309",610,957,"1,353",744,"1,754","1,407","2,307",440,"2,192","2,169","2,039","1,975","2,928","1,383","2,349","2,234",770,"1,771"
2020년10월_남_30~39세,"28,459",360,"1,822",268,"1,341","1,196",447,658,686,637,"1,251",628,"1,839",468,"2,488","3,334","1,483","1,475","1,771",925,"1,669","1,388",920,"1,405"
2020년10월_남_40~49세,"35,806",394,"2,025",289,"1,794","1,630",657,716,627,580,"1,399",465,"2,201",487,"3,584","3,315","1,605","1,967","3,175","1,238","1,794","2,677",914,"2,273"
2020년10월_남_50~59세,"38,750",422,"1,611",485,"1,374","1,710",998,"1,081",645,809,"1,480",592,"2,418",603,"3,178","2,849","2,054","2,249","3,576","1,775","2,624","2,747","1,286","2,184"
2020년10월_남_60~69세,"25,946",341,"1,282",473,876,"1,115",943,810,556,722,"1,270",501,"1,761",587,"1,995","2,063","1,501","1,508","1,663","1,283","1,781",963,"1,082",870
2020년10월_남_70~79세,"12,068",218,681,196,443,631,510,390,312,423,739,205,679,292,905,814,638,710,661,510,687,403,583,438
2020년10월_남_80~89세,"4,184",61,288,53,168,219,202,118,121,148,279,75,247,105,234,209,258,217,245,177,272,197,138,153
2020년10월_남_90~99세,279,6,28,10,19,12,8,15,10,4,20,4,11,4,12,9,18,13,19,10,16,8,11,12
2020년10월_남_100세 이상,20,2,2,1,0,0,2,0,0,0,5,1,1,0,1,1,0,0,0,0,1,1,2,0
2020년10월_여_총인구수,"221,229","2,582","12,218","1,985","10,084","10,563","4,851","5,698","4,385","4,129","9,219","3,444","14,479","3,399","17,771","18,803","11,164","12,834","18,522","8,580","13,548","14,983","5,828","12,160"
2020년10월_여_연령구간인구수,"221,229","2,582","12,218","1,985","10,084","10,563","4,851","5,698","4,385","4,129","9,219","3,444","14,479","3,399","17,771","18,803","11,164","12,834","18,522","8,580","13,548","14,983","5,828","12,160"
2020년10월_여_0~9세,"16,806",175,"1,228",82,"1,137",851,131,298,147,143,631,86,"1,097",148,"1,679","2,243",696,798,"1,372",486,824,"1,156",326,"1,072"
2020년10월_여_10~19세,"21,012",190,"1,032",89,"1,114","1,129",228,448,230,217,582,177,"1,464",212,"1,921","1,554",813,"1,208","2,413",786,"1,166","2,178",314,"1,547"
2020년10월_여_20~29세,"28,306",277,"1,476",207,"1,046","1,138",432,746,"1,130",534,"1,145",891,"1,820",311,"1,929","1,861","1,782","1,792","2,507","1,090","1,976","1,946",616,"1,654"
2020년10월_여_30~39세,"26,017",325,"1,869",194,"1,524","1,226",302,542,441,401,979,383,"1,749",361,"2,387","3,218","1,198","1,319","1,754",733,"1,435","1,545",684,"1,448"
2020년10월_여_40~49세,"37,188",331,"2,039",200,"1,932","1,876",511,787,459,458,"1,277",361,"2,465",424,"3,424","3,120","1,618","2,074","3,747","1,335","2,094","3,456",719,"2,481"
2020년10월_여_50~59세,"39,422",381,"1,673",446,"1,418","1,780",960,"1,224",648,776,"1,502",614,"2,683",659,"2,878","3,097","2,192","2,490","3,627","1,803","2,843","2,608","1,145","1,975"
2020년10월_여_60~69세,"27,353",455,"1,380",409,"1,014","1,250","1,048",879,649,847,"1,454",517,"1,809",675,"2,014","2,103","1,514","1,758","1,566","1,287","1,712",956,"1,117",940
2020년10월_여_70~79세,"16,113",283,935,228,594,841,809,499,441,502,"1,032",276,854,399,"1,047","1,074",842,945,952,634,911,719,658,638
2020년10월_여_80~89세,"7,858",141,493,110,267,423,392,244,212,220,521,123,439,187,428,460,440,385,510,380,524,389,216,354
2020년10월_여_90~99세,"1,078",21,83,19,33,44,35,29,25,31,85,16,93,22,63,70,67,63,72,43,58,30,27,49
2020년10월_여_100세 이상,76,3,10,1,5,5,3,2,3,0,11,0,6,1,1,3,2,2,2,3,5,0,6,2
2020년11월_계_총인구수,"440,736","4,989","23,540","4,264","19,456","20,455","9,597","11,190","9,081","8,612","18,622","7,631","28,840","6,756","36,508","37,454","22,399","25,182","36,577","17,196","26,991","29,149","12,152","24,095"
2020년11월_계_연령구간인구수,"440,736","4,989","23,540","4,264","19,456","20,455","9,597","11,190","9,081","8,612","18,622","7,631","28,840","6,756","36,508","37,454","22,399","25,182","36,577","17,196","26,991","29,149","12,152","24,095"
2020년11월_계_0~9세,"34,189",343,"2,385",173,"2,268","1,755",264,607,296,305,"1,236",179,"2,256",312,"3,550","4,587","1,376","1,650","2,702",979,"1,719","2,381",636,"2,230"
2020년11월_계_10~19세,"43,547",365,"2,062",217,"2,266","2,288",483,912,462,491,"1,182",362,"3,052",429,"3,954","3,159","1,785","2,547","5,090","1,606","2,518","4,472",638,"3,207"
2020년11월_계_20~29세,"62,209",568,"2,861",490,"2,151","2,449","1,039","1,677","2,491","1,268","2,916","2,329","4,170",743,"4,189","3,992","3,828","3,768","5,446","2,468","4,335","4,203","1,386","3,442"
2020년11월_계_30~39세,"54,195",675,"3,677",458,"2,831","2,411",749,"1,201","1,143","1,031","2,214","1,016","3,580",821,"4,875","6,503","2,656","2,802","3,507","1,640","3,099","2,891","1,581","2,834"
2020년11월_계_40~49세,"72,884",723,"4,070",494,"3,715","3,502","1,154","1,499","1,061","1,029","2,673",825,"4,695",908,"7,015","6,448","3,208","4,036","6,909","2,579","3,843","6,117","1,642","4,739"
2020년11월_계_50~59세,"78,259",798,"3,285",922,"2,810","3,499","1,950","2,292","1,293","1,582","2,970","1,201","5,138","1,252","6,149","5,913","4,247","4,759","7,196","3,574","5,476","5,376","2,418","4,159"
2020년11월_계_60~69세,"53,609",790,"2,669",885,"1,883","2,373","1,988","1,701","1,207","1,574","2,737","1,013","3,607","1,268","4,058","4,214","3,021","3,276","3,262","2,589","3,515","1,946","2,198","1,835"
2020년11월_계_70~79세,"28,253",498,"1,619",424,"1,040","1,472","1,324",887,754,923,"1,769",485,"1,548",700,"1,964","1,882","1,488","1,654","1,618","1,137","1,606","1,131","1,249","1,081"
2020년11월_계_80~89세,"12,115",196,788,169,435,643,597,372,333,371,799,198,689,295,668,671,704,606,754,569,800,595,357,506
2020년11월_계_90~99세,"1,379",28,112,30,52,58,44,41,38,38,109,22,99,27,84,80,84,81,91,52,74,36,39,60
2020년11월_계_100세 이상,97,5,12,2,5,5,5,1,3,0,17,1,6,1,2,5,2,3,2,3,6,1,8,2
2020년11월_남_총인구수,"219,512","2,416","11,346","2,278","9,408","9,899","4,761","5,511","4,693","4,488","9,393","4,177","14,270","3,376","18,606","18,701","11,246","12,352","18,071","8,621","13,447","14,185","6,336","11,931"
2020년11월_남_연령구간인구수,"219,512","2,416","11,346","2,278","9,408","9,899","4,761","5,511","4,693","4,488","9,393","4,177","14,270","3,376","18,606","18,701","11,246","12,352","18,071","8,621","13,447","14,185","6,336","11,931"
2020년11월_남_0~9세,"17,496",167,"1,172",92,"1,143",911,136,313,150,163,608,96,"1,154",168,"1,870","2,352",696,857,"1,344",496,884,"1,241",317,"1,166"
2020년11월_남_10~19세,"22,633",175,"1,036",127,"1,153","1,165",257,466,239,273,602,188,"1,592",222,"2,028","1,602",966,"1,353","2,682",832,"1,371","2,313",322,"1,669"
2020년11월_남_20~29세,"33,791",289,"1,388",285,"1,113","1,307",612,937,"1,354",734,"1,752","1,418","2,316",435,"2,228","2,155","2,036","1,971","2,939","1,379","2,354","2,251",765,"1,773"
2020년11월_남_30~39세,"28,348",354,"1,832",268,"1,325","1,189",443,660,694,633,"1,242",630,"1,834",466,"2,491","3,311","1,467","1,484","1,768",912,"1,666","1,375",912,"1,392"
2020년11월_남_40~49세,"35,752",394,"2,021",289,"1,793","1,631",649,721,608,572,"1,397",467,"2,222",489,"3,579","3,332","1,598","1,967","3,158","1,246","1,779","2,658",916,"2,266"
2020년11월_남_50~59세,"38,779",416,"1,609",481,"1,375","1,716",993,"1,076",646,813,"1,476",592,"2,427",599,"3,222","2,835","2,056","2,267","3,578","1,764","2,622","2,757","1,281","2,178"
2020년11월_남_60~69세,"26,087",338,"1,287",473,868,"1,112",949,819,557,724,"1,275",500,"1,775",588,"2,024","2,079","1,504","1,511","1,678","1,296","1,787",974,"1,088",881
2020년11월_남_70~79세,"12,114",216,681,198,450,633,506,384,313,423,733,206,690,299,909,818,645,712,664,506,697,408,582,441
2020년11월_남_80~89세,"4,208",59,291,54,169,223,206,122,121,149,280,75,250,105,241,207,259,216,241,180,269,198,139,154
2020년11월_남_90~99세,283,6,27,10,19,12,8,13,11,4,22,4,9,5,13,9,19,14,19,10,17,9,12,11
2020년11월_남_100세 이상,21,2,2,1,0,0,2,0,0,0,6,1,1,0,1,1,0,0,0,0,1,1,2,0
2020년11월_여_총인구수,"221,224","2,573","12,194","1,986","10,048","10,556","4,836","5,679","4,388","4,124","9,229","3,454","14,570","3,380","17,902","18,753","11,153","12,830","18,506","8,575","13,544","14,964","5,816","12,164"
2020년11월_여_연령구간인구수,"221,224","2,573","12,194","1,986","10,048","10,556","4,836","5,679","4,388","4,124","9,229","3,454","14,570","3,380","17,902","18,753","11,153","12,830","18,506","8,575","13,544","14,964","5,816","12,164"
2020년11월_여_0~9세,"16,693",176,"1,213",81,"1,125",844,128,294,146,142,628,83,"1,102",144,"1,680","2,235",680,793,"1,358",483,835,"1,140",319,"1,064"
2020년11월_여_10~19세,"20,914",190,"1,026",90,"1,113","1,123",226,446,223,218,580,174,"1,460",207,"1,926","1,557",819,"1,194","2,408",774,"1,147","2,159",316,"1,538"
2020년11월_여_20~29세,"28,418",279,"1,473",205,"1,038","1,142",427,740,"1,137",534,"1,164",911,"1,854",308,"1,961","1,837","1,792","1,797","2,507","1,089","1,981","1,952",621,"1,669"
2020년11월_여_30~39세,"25,847",321,"1,845",190,"1,506","1,222",306,541,449,398,972,386,"1,746",355,"2,384","3,192","1,189","1,318","1,739",728,"1,433","1,516",669,"1,442"
2020년11월_여_40~49세,"37,132",329,"2,049",205,"1,922","1,871",505,778,453,457,"1,276",358,"2,473",419,"3,436","3,116","1,610","2,069","3,751","1,333","2,064","3,459",726,"2,473"
2020년11월_여_50~59세,"39,480",382,"1,676",441,"1,435","1,783",957,"1,216",647,769,"1,494",609,"2,711",653,"2,927","3,078","2,191","2,492","3,618","1,810","2,854","2,619","1,137","1,981"
2020년11월_여_60~69세,"27,522",452,"1,382",412,"1,015","1,261","1,039",882,650,850,"1,462",513,"1,832",680,"2,034","2,135","1,517","1,765","1,584","1,293","1,728",972,"1,110",954
2020년11월_여_70~79세,"16,139",282,938,226,590,839,818,503,441,500,"1,036",279,858,401,"1,055","1,064",843,942,954,631,909,723,667,640
2020년11월_여_80~89세,"7,907",137,497,115,266,420,391,250,212,222,519,123,439,190,427,464,445,390,513,389,531,397,218,352
2020년11월_여_90~99세,"1,096",22,85,20,33,46,36,28,27,34,87,18,90,22,71,71,65,67,72,42,57,27,27,49
2020년11월_여_100세 이상,76,3,10,1,5,5,3,1,3,0,11,0,5,1,1,4,2,3,2,3,5,0,6,2
2020년12월_계_총인구수,"440,263","4,971","23,524","4,256","19,399","20,393","9,572","11,140","9,175","8,649","18,533","7,667","28,772","6,761","36,690","37,371","22,376","25,104","36,509","17,166","26,950","29,099","12,100","24,086"
2020년12월_계_연령구간인구수,"440,263","4,971","23,524","4,256","19,399","20,393","9,572","11,140","9,175","8,649","18,533","7,667","28,772","6,761","36,690","37,371","22,376","25,104","36,509","17,166","26,950","29,099","12,100","24,086"
2020년12월_계_0~9세,"34,031",341,"2,384",174,"2,244","1,735",257,611,294,314,"1,210",178,"2,261",319,"3,537","4,565","1,377","1,639","2,700",970,"1,714","2,365",625,"2,217"
2020년12월_계_10~19세,"43,304",362,"2,055",216,"2,265","2,280",476,909,457,491,"1,176",352,"3,032",428,"3,963","3,161","1,773","2,511","5,047","1,605","2,485","4,463",628,"3,169"
2020년12월_계_20~29세,"62,136",562,"2,870",482,"2,142","2,434","1,033","1,657","2,559","1,284","2,908","2,364","4,143",750,"4,202","3,955","3,812","3,735","5,410","2,457","4,341","4,179","1,381","3,476"
2020년12월_계_30~39세,"54,010",677,"3,688",462,"2,805","2,374",749,"1,186","1,160","1,043","2,183","1,029","3,586",821,"4,873","6,461","2,647","2,784","3,489","1,644","3,094","2,863","1,579","2,813"
2020년12월_계_40~49세,"72,657",718,"4,057",489,"3,719","3,507","1,155","1,480","1,054","1,030","2,672",824,"4,687",912,"7,036","6,442","3,182","4,012","6,875","2,561","3,811","6,092","1,625","4,717"
2020년12월_계_50~59세,"78,202",798,"3,264",921,"2,806","3,493","1,930","2,295","1,297","1,578","2,965","1,202","5,112","1,245","6,219","5,914","4,229","4,753","7,201","3,551","5,450","5,393","2,409","4,177"
2020년12월_계_60~69세,"53,923",785,"2,670",886,"1,883","2,368","2,001","1,699","1,218","1,575","2,726","1,017","3,611","1,263","4,120","4,231","3,060","3,306","3,314","2,611","3,566","1,969","2,194","1,850"
2020년12월_계_70~79세,"28,316",500,"1,623",429,"1,040","1,489","1,325",889,757,922,"1,762",483,"1,543",698,"1,972","1,883","1,501","1,657","1,629","1,135","1,595","1,141","1,250","1,093"
2020년12월_계_80~89세,"12,187",193,790,166,440,647,598,370,337,373,804,194,689,300,676,673,708,621,751,576,812,597,362,510
2020년12월_계_90~99세,"1,403",30,111,30,50,61,43,43,39,39,110,23,103,24,90,81,85,84,91,53,76,36,39,62
2020년12월_계_100세 이상,94,5,12,1,5,5,5,1,3,0,17,1,5,1,2,5,2,2,2,3,6,1,8,2
2020년12월_남_총인구수,"219,197","2,401","11,338","2,273","9,383","9,881","4,747","5,488","4,733","4,503","9,347","4,200","14,246","3,377","18,705","18,639","11,218","12,299","18,035","8,615","13,418","14,151","6,293","11,907"
2020년12월_남_연령구간인구수,"219,197","2,401","11,338","2,273","9,383","9,881","4,747","5,488","4,733","4,503","9,347","4,200","14,246","3,377","18,705","18,639","11,218","12,299","18,035","8,615","13,418","14,151","6,293","11,907"
2020년12월_남_0~9세,"17,393",164,"1,167",90,"1,127",906,131,315,152,167,592,98,"1,163",168,"1,860","2,333",700,853,"1,341",495,887,"1,229",305,"1,150"
2020년12월_남_10~19세,"22,530",174,"1,038",128,"1,154","1,160",250,465,238,274,598,182,"1,582",222,"2,039","1,608",956,"1,330","2,660",836,"1,353","2,315",317,"1,651"
2020년12월_남_20~29세,"33,686",288,"1,391",278,"1,108","1,303",607,930,"1,379",734,"1,746","1,438","2,301",438,"2,231","2,133","2,016","1,952","2,914","1,374","2,359","2,223",760,"1,783"
2020년12월_남_30~39세,"28,245",353,"1,837",269,"1,317","1,173",443,653,710,638,"1,225",631,"1,845",467,"2,493","3,276","1,458","1,478","1,760",913,"1,655","1,354",910,"1,387"
2020년12월_남_40~49세,"35,656",388,"2,008",288,"1,792","1,638",651,712,597,576,"1,406",471,"2,215",493,"3,588","3,325","1,585","1,949","3,150","1,242","1,771","2,657",907,"2,247"
2020년12월_남_50~59세,"38,749",415,"1,601",476,"1,372","1,710",988,"1,076",648,815,"1,470",592,"2,422",596,"3,269","2,848","2,044","2,260","3,586","1,745","2,596","2,764","1,271","2,185"
2020년12월_남_60~69세,"26,209",336,"1,287",478,872,"1,111",957,817,563,717,"1,268",503,"1,770",584,"2,048","2,080","1,523","1,524","1,694","1,309","1,808",985,"1,082",893
2020년12월_남_70~79세,"12,160",218,683,202,449,639,504,387,315,427,733,206,688,297,916,816,651,713,669,506,694,412,589,446
2020년12월_남_80~89세,"4,256",56,296,53,173,229,206,120,119,149,280,74,248,108,246,210,265,226,242,185,277,202,138,154
2020년12월_남_90~99세,292,7,28,10,19,12,8,13,12,6,23,4,11,4,14,9,20,14,19,10,17,9,12,11
2020년12월_남_100세 이상,21,2,2,1,0,0,2,0,0,0,6,1,1,0,1,1,0,0,0,0,1,1,2,0
2020년12월_여_총인구수,"221,066","2,570","12,186","1,983","10,016","10,512","4,825","5,652","4,442","4,146","9,186","3,467","14,526","3,384","17,985","18,732","11,158","12,805","18,474","8,551","13,532","14,948","5,807","12,179"
2020년12월_여_연령구간인구수,"221,066","2,570","12,186","1,983","10,016","10,512","4,825","5,652","4,442","4,146","9,186","3,467","14,526","3,384","17,985","18,732","11,158","12,805","18,474","8,551","13,532","14,948","5,807","12,179"
2020년12월_여_0~9세,"16,638",177,"1,217",84,"1,117",829,126,296,142,147,618,80,"1,098",151,"1,677","2,232",677,786,"1,359",475,827,"1,136",320,"1,067"
2020년12월_여_10~19세,"20,774",188,"1,017",88,"1,111","1,120",226,444,219,217,578,170,"1,450",206,"1,924","1,553",817,"1,181","2,387",769,"1,132","2,148",311,"1,518"
2020년12월_여_20~29세,"28,450",274,"1,479",204,"1,034","1,131",426,727,"1,180",550,"1,162",926,"1,842",312,"1,971","1,822","1,796","1,783","2,496","1,083","1,982","1,956",621,"1,693"
2020년12월_여_30~39세,"25,765",324,"1,851",193,"1,488","1,201",306,533,450,405,958,398,"1,741",354,"2,380","3,185","1,189","1,306","1,729",731,"1,439","1,509",669,"1,426"
2020년12월_여_40~49세,"37,001",330,"2,049",201,"1,927","1,869",504,768,457,454,"1,266",353,"2,472",419,"3,448","3,117","1,597","2,063","3,725","1,319","2,040","3,435",718,"2,470"
2020년12월_여_50~59세,"39,453",383,"1,663",445,"1,434","1,783",942,"1,219",649,763,"1,495",610,"2,690",649,"2,950","3,066","2,185","2,493","3,615","1,806","2,854","2,629","1,138","1,992"
2020년12월_여_60~69세,"27,714",449,"1,383",408,"1,011","1,257","1,044",882,655,858,"1,458",514,"1,841",679,"2,072","2,151","1,537","1,782","1,620","1,302","1,758",984,"1,112",957
2020년12월_여_70~79세,"16,156",282,940,227,591,850,821,502,442,495,"1,029",277,855,401,"1,056","1,067",850,944,960,629,901,729,661,647
2020년12월_여_80~89세,"7,931",137,494,113,267,418,392,250,218,224,524,120,441,192,430,463,443,395,509,391,535,395,224,356
2020년12월_여_90~99세,"1,111",23,83,20,31,49,35,30,27,33,87,19,92,20,76,72,65,70,72,43,59,27,27,51
2020년12월_여_100세 이상,73,3,10,0,5,5,3,1,3,0,11,0,4,1,1,4,2,2,2,3,5,0,6,2
2021년01월_계_총인구수,"439,906","4,960","23,516","4,240","19,373","20,318","9,568","11,106","9,144","8,637","18,483","7,668","28,849","6,742","36,791","37,340","22,316","25,060","36,448","17,098","26,962","29,078","12,098","24,111"
2021년01월_계_연령구간인구수,"439,906","4,960","23,516","4,240","19,373","20,318","9,568","11,106","9,144","8,637","18,483","7,668","28,849","6,742","36,791","37,340","22,316","25,060","36,448","17,098","26,962","29,078","12,098","24,111"
2021년01월_계_0~9세,"33,711",345,"2,358",173,"2,224","1,713",255,608,288,305,"1,187",179,"2,265",314,"3,535","4,526","1,359","1,619","2,680",942,"1,698","2,324",619,"2,195"
2021년01월_계_10~19세,"43,117",357,"2,056",209,"2,267","2,269",467,904,439,484,"1,170",350,"3,022",423,"3,951","3,155","1,753","2,489","5,026","1,607","2,489","4,450",628,"3,152"
2021년01월_계_20~29세,"62,073",567,"2,872",483,"2,156","2,419","1,025","1,649","2,568","1,279","2,899","2,349","4,140",747,"4,235","3,948","3,774","3,727","5,409","2,442","4,321","4,176","1,376","3,512"
2021년01월_계_30~39세,"53,822",676,"3,679",464,"2,773","2,351",754,"1,177","1,157","1,044","2,152","1,036","3,602",826,"4,861","6,404","2,654","2,762","3,483","1,626","3,103","2,854","1,573","2,811"
2021년01월_계_40~49세,"72,340",711,"4,055",483,"3,708","3,482","1,139","1,471","1,039","1,029","2,672",820,"4,681",899,"7,030","6,469","3,155","4,002","6,818","2,542","3,798","6,036","1,619","4,682"
2021년01월_계_50~59세,"78,296",792,"3,264",911,"2,820","3,497","1,933","2,267","1,283","1,578","2,961","1,213","5,106","1,233","6,261","5,919","4,214","4,748","7,227","3,545","5,460","5,455","2,404","4,205"
2021년01월_계_60~69세,"54,352",782,"2,679",891,"1,888","2,389","2,013","1,726","1,226","1,580","2,731","1,016","3,677","1,267","4,151","4,254","3,105","3,333","3,334","2,630","3,606","1,997","2,201","1,876"
2021년01월_계_70~79세,"28,364",499,"1,622",426,"1,032","1,481","1,329",884,763,921,"1,762",489,"1,565",705,"1,974","1,896","1,505","1,666","1,630","1,132","1,587","1,141","1,260","1,095"
2021년01월_계_80~89세,"12,307",196,798,170,450,648,602,376,339,376,823,192,680,303,698,680,712,629,747,577,816,607,369,519
2021년01월_계_90~99세,"1,427",30,121,29,50,63,45,43,39,41,109,23,106,24,93,84,83,83,92,52,78,36,41,62
2021년01월_계_100세 이상,97,5,12,1,5,6,6,1,3,0,17,1,5,1,2,5,2,2,2,3,6,2,8,2
2021년01월_남_총인구수,"218,975","2,393","11,339","2,268","9,379","9,850","4,738","5,469","4,704","4,502","9,317","4,194","14,267","3,365","18,750","18,619","11,198","12,269","17,980","8,592","13,436","14,144","6,294","11,908"
2021년01월_남_연령구간인구수,"218,975","2,393","11,339","2,268","9,379","9,850","4,738","5,469","4,704","4,502","9,317","4,194","14,267","3,365","18,750","18,619","11,198","12,269","17,980","8,592","13,436","14,144","6,294","11,908"
2021년01월_남_0~9세,"17,220",163,"1,151",90,"1,117",898,129,312,148,162,582,98,"1,156",165,"1,859","2,312",694,842,"1,336",478,884,"1,205",303,"1,136"
2021년01월_남_10~19세,"22,437",170,"1,047",124,"1,164","1,158",248,465,231,273,594,181,"1,567",222,"2,029","1,609",945,"1,314","2,640",835,"1,353","2,312",316,"1,640"
2021년01월_남_20~29세,"33,564",291,"1,386",282,"1,110","1,296",594,921,"1,371",727,"1,740","1,417","2,292",435,"2,254","2,120","1,996","1,949","2,897","1,366","2,343","2,226",757,"1,794"
2021년01월_남_30~39세,"28,204",353,"1,834",273,"1,299","1,156",445,647,706,648,"1,203",642,"1,866",472,"2,488","3,247","1,464","1,463","1,762",910,"1,675","1,352",912,"1,387"
2021년01월_남_40~49세,"35,489",387,"2,014",281,"1,792","1,627",640,713,590,578,"1,401",469,"2,211",481,"3,585","3,337","1,565","1,946","3,114","1,237","1,761","2,626",902,"2,232"
2021년01월_남_50~59세,"38,813",410,"1,602",474,"1,381","1,710",996,"1,064",638,808,"1,469",595,"2,429",592,"3,294","2,854","2,038","2,246","3,604","1,747","2,603","2,790","1,272","2,197"
2021년01월_남_60~69세,"26,430",336,"1,286",479,877,"1,121",960,826,570,720,"1,275",501,"1,789",585,"2,055","2,094","1,553","1,549","1,701","1,317","1,836","1,007","1,085",908
2021년01월_남_70~79세,"12,185",216,684,202,443,639,503,384,316,430,734,212,700,301,919,821,656,716,668,509,681,412,590,449
2021년01월_남_80~89세,"4,314",58,303,53,177,232,212,124,122,150,290,73,245,108,253,214,269,229,239,184,281,203,141,154
2021년01월_남_90~99세,298,7,30,9,19,13,9,13,12,6,23,5,11,4,13,10,18,15,19,9,18,10,14,11
2021년01월_남_100세 이상,21,2,2,1,0,0,2,0,0,0,6,1,1,0,1,1,0,0,0,0,1,1,2,0
