카테고리,충청남도,충청남도 천안시,충청남도 천안시 동남구,충청남도 천안시 서북구,충청남도 공주시,충청남도 보령시,충청남도 아산시,충청남도 서산시,충청남도 논산시,충청남도 계룡시,충청남도 당진시,충청남도 금산군,충청남도 부여군,충청남도 서천군,충청남도 청양군,충청남도 홍성군,충청남도 예산군,충청남도 태안군
2020년04월_여_80~89세,"64,251","9,618","5,078","4,540","4,589","4,037","6,181","5,272","5,265",729,"5,061","2,794","4,078","3,349","2,112","4,111","4,170","2,885"
2020년04월_여_90~99세,"10,472","1,627",879,748,712,684,962,931,855,134,818,410,721,600,317,609,625,467
2020년04월_여_100세 이상,691,123,64,59,47,46,81,54,64,10,54,21,49,33,16,41,32,20
2020년05월_계_총인구수,"2,118,510","655,192","258,857","396,335","105,611","100,602","313,761","174,801","117,812","42,696","166,098","51,746","66,086","52,247","31,034","100,013","78,618","62,193"
2020년05월_계_연령구간인구수,"2,118,510","655,192","258,857","396,335","105,611","100,602","313,761","174,801","117,812","42,696","166,098","51,746","66,086","52,247","31,034","100,013","78,618","62,193"
2020년05월_계_0~9세,"178,041","63,588","21,265","42,323","6,095","6,378","34,131","15,728","7,510","4,037","16,113","2,711","3,075","2,414","1,332","7,959","3,787","3,183"
2020년05월_계_10~19세,"204,790","69,274","26,774","42,500","8,489","8,486","34,192","17,419","10,030","6,456","15,667","4,400","4,845","3,548","2,043","9,644","5,806","4,491"
2020년05월_계_20~29세,"242,676","95,552","35,457","60,095","11,508","9,618","35,915","19,181","11,666","4,846","16,266","4,040","5,549","4,007","2,697","9,722","6,975","5,134"
2020년05월_계_30~39세,"273,689","106,271","34,034","72,237","9,884","9,719","49,427","22,434","11,099","4,701","23,443","3,984","4,584","3,599","2,145","10,760","6,328","5,311"
2020년05월_계_40~49세,"328,422","111,527","43,292","68,235","13,613","14,166","55,450","27,795","15,792","8,436","26,491","6,359","7,438","6,009","3,215","14,607","9,743","7,781"
2020년05월_계_50~59세,"340,033","102,401","44,099","58,302","18,775","17,338","45,546","28,158","20,093","6,850","25,754","9,241","11,160","8,624","5,358","15,930","13,936","10,869"
2020년05월_계_60~69세,"268,081","60,133","29,672","30,461","17,719","16,565","30,406","21,073","19,434","4,166","20,260","9,435","12,681","9,985","5,973","14,256","14,298","11,697"
2020년05월_계_70~79세,"169,133","29,487","15,244","14,243","11,416","11,138","17,782","13,686","12,885","1,957","13,038","6,804","9,439","7,983","4,532","9,941","10,383","8,662"
2020년05월_계_80~89세,"98,993","14,674","7,800","6,874","7,076","6,249","9,537","8,097","8,057","1,068","7,902","4,214","6,296","5,250","3,294","6,311","6,516","4,452"
2020년05월_계_90~99세,"13,753","2,119","1,137",982,976,886,"1,260","1,167","1,158",169,"1,096",527,962,785,426,824,809,589
2020년05월_계_100세 이상,899,166,83,83,60,59,115,63,88,10,68,31,57,43,19,59,37,24
2020년05월_남_총인구수,"1,080,425","333,991","131,186","202,805","52,952","50,917","162,712","90,756","58,911","21,272","87,974","26,057","32,746","25,843","15,712","49,731","39,497","31,354"
2020년05월_남_연령구간인구수,"1,080,425","333,991","131,186","202,805","52,952","50,917","162,712","90,756","58,911","21,272","87,974","26,057","32,746","25,843","15,712","49,731","39,497","31,354"
2020년05월_남_0~9세,"91,181","32,412","10,914","21,498","3,174","3,215","17,551","8,096","3,860","2,053","8,238","1,380","1,646","1,210",678,"4,142","1,955","1,571"
2020년05월_남_10~19세,"106,302","35,945","13,918","22,027","4,390","4,403","17,562","9,241","5,181","3,382","8,205","2,305","2,547","1,835","1,074","4,914","2,986","2,332"
2020년05월_남_20~29세,"133,793","49,989","18,808","31,181","6,388","5,605","19,965","11,282","6,572","2,710","9,508","2,320","3,205","2,342","1,554","5,370","3,967","3,016"
2020년05월_남_30~39세,"146,984","56,405","17,852","38,553","5,308","5,243","26,363","12,352","5,816","2,316","13,276","2,089","2,491","2,013","1,230","5,559","3,553","2,970"
2020년05월_남_40~49세,"175,047","57,507","22,266","35,241","7,174","7,762","30,145","14,844","8,426","4,087","14,894","3,543","4,064","3,311","1,874","7,646","5,355","4,415"
2020년05월_남_50~59세,"179,246","52,623","22,578","30,045","9,742","9,227","24,532","14,999","10,511","3,454","14,414","5,060","5,786","4,638","2,921","8,277","7,367","5,695"
2020년05월_남_60~69세,"133,578","30,301","14,890","15,411","8,838","8,090","15,081","10,508","9,779","2,017","10,247","4,770","6,332","4,898","3,066","6,971","7,064","5,616"
2020년05월_남_70~79세,"76,267","13,259","6,976","6,283","5,200","4,963","7,844","6,360","5,664",879,"6,096","3,041","4,214","3,521","2,024","4,433","4,719","4,050"
2020년05월_남_80~89세,"34,588","5,023","2,706","2,317","2,463","2,205","3,350","2,830","2,781",337,"2,811","1,414","2,215","1,885","1,176","2,195","2,344","1,559"
2020년05월_남_90~99세,"3,233",483,257,226,262,192,285,235,297,37,271,126,239,180,112,206,182,126
2020년05월_남_100세 이상,206,44,21,23,13,12,34,9,24,0,14,9,7,10,3,18,5,4
2020년05월_여_총인구수,"1,038,085","321,201","127,671","193,530","52,659","49,685","151,049","84,045","58,901","21,424","78,124","25,689","33,340","26,404","15,322","50,282","39,121","30,839"
2020년05월_여_연령구간인구수,"1,038,085","321,201","127,671","193,530","52,659","49,685","151,049","84,045","58,901","21,424","78,124","25,689","33,340","26,404","15,322","50,282","39,121","30,839"
2020년05월_여_0~9세,"86,860","31,176","10,351","20,825","2,921","3,163","16,580","7,632","3,650","1,984","7,875","1,331","1,429","1,204",654,"3,817","1,832","1,612"
2020년05월_여_10~19세,"98,488","33,329","12,856","20,473","4,099","4,083","16,630","8,178","4,849","3,074","7,462","2,095","2,298","1,713",969,"4,730","2,820","2,159"
2020년05월_여_20~29세,"108,883","45,563","16,649","28,914","5,120","4,013","15,950","7,899","5,094","2,136","6,758","1,720","2,344","1,665","1,143","4,352","3,008","2,118"
2020년05월_여_30~39세,"126,705","49,866","16,182","33,684","4,576","4,476","23,064","10,082","5,283","2,385","10,167","1,895","2,093","1,586",915,"5,201","2,775","2,341"
2020년05월_여_40~49세,"153,375","54,020","21,026","32,994","6,439","6,404","25,305","12,951","7,366","4,349","11,597","2,816","3,374","2,698","1,341","6,961","4,388","3,366"
2020년05월_여_50~59세,"160,787","49,778","21,521","28,257","9,033","8,111","21,014","13,159","9,582","3,396","11,340","4,181","5,374","3,986","2,437","7,653","6,569","5,174"
2020년05월_여_60~69세,"134,503","29,832","14,782","15,050","8,881","8,475","15,325","10,565","9,655","2,149","10,013","4,665","6,349","5,087","2,907","7,285","7,234","6,081"
2020년05월_여_70~79세,"92,866","16,228","8,268","7,960","6,216","6,175","9,938","7,326","7,221","1,078","6,942","3,763","5,225","4,462","2,508","5,508","5,664","4,612"
2020년05월_여_80~89세,"64,405","9,651","5,094","4,557","4,613","4,044","6,187","5,267","5,276",731,"5,091","2,800","4,081","3,365","2,118","4,116","4,172","2,893"
2020년05월_여_90~99세,"10,520","1,636",880,756,714,694,975,932,861,132,825,401,723,605,314,618,627,463
2020년05월_여_100세 이상,693,122,62,60,47,47,81,54,64,10,54,22,50,33,16,41,32,20
2020년06월_계_총인구수,"2,119,771","657,514","258,996","398,518","105,440","100,647","313,054","174,884","117,696","42,803","166,084","51,665","65,919","52,209","30,994","99,980","78,610","62,272"
2020년06월_계_연령구간인구수,"2,119,771","657,514","258,996","398,518","105,440","100,647","313,054","174,884","117,696","42,803","166,084","51,665","65,919","52,209","30,994","99,980","78,610","62,272"
2020년06월_계_0~9세,"177,486","63,586","21,160","42,426","6,069","6,364","33,901","15,673","7,470","4,033","16,030","2,696","3,056","2,397","1,330","7,944","3,755","3,182"
2020년06월_계_10~19세,"204,588","69,219","26,700","42,519","8,446","8,489","34,191","17,403","9,998","6,443","15,673","4,372","4,809","3,537","2,036","9,642","5,808","4,522"
2020년06월_계_20~29세,"242,601","95,959","35,475","60,484","11,475","9,616","35,778","19,164","11,594","4,852","16,219","4,021","5,517","3,979","2,675","9,679","6,935","5,138"
2020년06월_계_30~39세,"273,346","106,884","34,057","72,827","9,806","9,667","48,954","22,381","11,097","4,724","23,344","3,930","4,542","3,593","2,131","10,707","6,320","5,266"
2020년06월_계_40~49세,"328,774","111,950","43,316","68,634","13,590","14,185","55,388","27,839","15,741","8,446","26,571","6,342","7,383","5,980","3,197","14,631","9,732","7,799"
2020년06월_계_50~59세,"339,822","102,586","44,075","58,511","18,700","17,332","45,478","28,169","20,035","6,871","25,756","9,197","11,105","8,610","5,342","15,882","13,913","10,846"
2020년06월_계_60~69세,"269,787","60,665","29,844","30,821","17,815","16,623","30,586","21,221","19,553","4,206","20,369","9,515","12,728","10,053","6,015","14,318","14,366","11,754"
2020년06월_계_70~79세,"169,700","29,644","15,309","14,335","11,430","11,187","17,859","13,732","12,904","1,983","13,051","6,822","9,479","8,004","4,527","9,979","10,409","8,690"
2020년06월_계_80~89세,"98,983","14,727","7,831","6,896","7,075","6,234","9,546","8,062","8,051","1,070","7,900","4,211","6,287","5,231","3,298","6,310","6,522","4,459"
2020년06월_계_90~99세,"13,779","2,125","1,144",981,973,890,"1,259","1,178","1,166",165,"1,102",527,957,781,424,828,812,592
2020년06월_계_100세 이상,905,169,85,84,61,60,114,62,87,10,69,32,56,44,19,60,38,24
2020년06월_남_총인구수,"1,081,224","335,230","131,239","203,991","52,838","50,987","162,398","90,822","58,862","21,319","88,015","26,034","32,648","25,829","15,678","49,711","39,464","31,389"
2020년06월_남_연령구간인구수,"1,081,224","335,230","131,239","203,991","52,838","50,987","162,398","90,822","58,862","21,319","88,015","26,034","32,648","25,829","15,678","49,711","39,464","31,389"
2020년06월_남_0~9세,"90,891","32,455","10,877","21,578","3,155","3,207","17,404","8,065","3,839","2,051","8,190","1,378","1,637","1,193",676,"4,137","1,936","1,568"
2020년06월_남_10~19세,"106,178","35,867","13,843","22,024","4,362","4,412","17,590","9,228","5,163","3,375","8,211","2,287","2,527","1,829","1,075","4,912","2,984","2,356"
2020년06월_남_20~29세,"133,872","50,266","18,816","31,450","6,390","5,626","19,918","11,272","6,526","2,708","9,494","2,307","3,197","2,330","1,533","5,337","3,944","3,024"
2020년06월_남_30~39세,"146,796","56,719","17,838","38,881","5,252","5,214","26,100","12,338","5,844","2,330","13,231","2,067","2,468","2,010","1,223","5,528","3,534","2,938"
2020년06월_남_40~49세,"175,281","57,776","22,319","35,457","7,164","7,780","30,111","14,873","8,379","4,096","14,945","3,532","4,021","3,294","1,862","7,659","5,368","4,421"
2020년06월_남_50~59세,"179,227","52,713","22,571","30,142","9,676","9,241","24,533","15,006","10,493","3,466","14,433","5,042","5,775","4,639","2,904","8,261","7,358","5,687"
2020년06월_남_60~69세,"134,421","30,543","14,970","15,573","8,893","8,114","15,187","10,591","9,833","2,030","10,317","4,819","6,346","4,928","3,099","7,000","7,086","5,635"
2020년06월_남_70~79세,"76,524","13,312","6,999","6,313","5,207","4,987","7,881","6,385","5,680",885,"6,102","3,057","4,232","3,534","2,019","4,450","4,724","4,069"
2020년06월_남_80~89세,"34,596","5,047","2,723","2,324","2,466","2,198","3,359","2,818","2,783",341,"2,803","1,411","2,207","1,880","1,173","2,202","2,345","1,563"
2020년06월_남_90~99세,"3,232",487,261,226,260,195,280,238,300,37,275,125,231,182,111,207,180,124
2020년06월_남_100세 이상,206,45,22,23,13,13,35,8,22,0,14,9,7,10,3,18,5,4
2020년06월_여_총인구수,"1,038,547","322,284","127,757","194,527","52,602","49,660","150,656","84,062","58,834","21,484","78,069","25,631","33,271","26,380","15,316","50,269","39,146","30,883"
2020년06월_여_연령구간인구수,"1,038,547","322,284","127,757","194,527","52,602","49,660","150,656","84,062","58,834","21,484","78,069","25,631","33,271","26,380","15,316","50,269","39,146","30,883"
2020년06월_여_0~9세,"86,595","31,131","10,283","20,848","2,914","3,157","16,497","7,608","3,631","1,982","7,840","1,318","1,419","1,204",654,"3,807","1,819","1,614"
2020년06월_여_10~19세,"98,410","33,352","12,857","20,495","4,084","4,077","16,601","8,175","4,835","3,068","7,462","2,085","2,282","1,708",961,"4,730","2,824","2,166"
2020년06월_여_20~29세,"108,729","45,693","16,659","29,034","5,085","3,990","15,860","7,892","5,068","2,144","6,725","1,714","2,320","1,649","1,142","4,342","2,991","2,114"
2020년06월_여_30~39세,"126,550","50,165","16,219","33,946","4,554","4,453","22,854","10,043","5,253","2,394","10,113","1,863","2,074","1,583",908,"5,179","2,786","2,328"
2020년06월_여_40~49세,"153,493","54,174","20,997","33,177","6,426","6,405","25,277","12,966","7,362","4,350","11,626","2,810","3,362","2,686","1,335","6,972","4,364","3,378"
2020년06월_여_50~59세,"160,595","49,873","21,504","28,369","9,024","8,091","20,945","13,163","9,542","3,405","11,323","4,155","5,330","3,971","2,438","7,621","6,555","5,159"
2020년06월_여_60~69세,"135,366","30,122","14,874","15,248","8,922","8,509","15,399","10,630","9,720","2,176","10,052","4,696","6,382","5,125","2,916","7,318","7,280","6,119"
2020년06월_여_70~79세,"93,176","16,332","8,310","8,022","6,223","6,200","9,978","7,347","7,224","1,098","6,949","3,765","5,247","4,470","2,508","5,529","5,685","4,621"
2020년06월_여_80~89세,"64,387","9,680","5,108","4,572","4,609","4,036","6,187","5,244","5,268",729,"5,097","2,800","4,080","3,351","2,125","4,108","4,177","2,896"
2020년06월_여_90~99세,"10,547","1,638",883,755,713,695,979,940,866,128,827,402,726,599,313,621,632,468
2020년06월_여_100세 이상,699,124,63,61,48,47,79,54,65,10,55,23,49,34,16,42,33,20
2020년07월_계_총인구수,"2,120,692","658,280","259,219","399,061","105,396","100,601","313,319","175,124","117,520","42,772","166,057","51,696","65,844","52,223","30,950","100,020","78,609","62,281"
2020년07월_계_연령구간인구수,"2,120,692","658,280","259,219","399,061","105,396","100,601","313,319","175,124","117,520","42,772","166,057","51,696","65,844","52,223","30,950","100,020","78,609","62,281"
2020년07월_계_0~9세,"176,871","63,446","21,082","42,364","6,025","6,344","33,717","15,669","7,430","4,004","15,979","2,691","3,035","2,393","1,317","7,917","3,747","3,157"
2020년07월_계_10~19세,"204,294","69,069","26,635","42,434","8,439","8,454","34,235","17,352","9,974","6,424","15,664","4,362","4,787","3,537","2,028","9,654","5,779","4,536"
2020년07월_계_20~29세,"242,524","96,063","35,500","60,563","11,444","9,598","35,896","19,178","11,550","4,859","16,153","4,018","5,480","3,950","2,662","9,669","6,923","5,081"
2020년07월_계_30~39세,"272,657","106,891","34,003","72,888","9,733","9,657","48,723","22,345","11,043","4,691","23,227","3,917","4,533","3,549","2,115","10,671","6,313","5,249"
2020년07월_계_40~49세,"328,943","112,094","43,350","68,744","13,577","14,127","55,563","27,876","15,692","8,442","26,605","6,325","7,358","5,987","3,192","14,617","9,697","7,791"
2020년07월_계_50~59세,"340,013","102,687","44,052","58,635","18,683","17,328","45,581","28,243","19,978","6,876","25,743","9,217","11,069","8,624","5,328","15,883","13,885","10,888"
2020년07월_계_60~69세,"271,111","61,103","30,063","31,040","17,911","16,669","30,760","21,349","19,591","4,234","20,478","9,565","12,768","10,076","6,024","14,359","14,451","11,773"
