카테고리,전라북도,전라북도 전주시,전라북도 전주시 완산구,전라북도 전주시 덕진구,전라북도 군산시,전라북도 익산시,전라북도 정읍시,전라북도 남원시,전라북도 김제시,전라북도 완주군,전라북도 진안군,전라북도 무주군,전라북도 장수군,전라북도 임실군,전라북도 순창군,전라북도 고창군,전라북도 부안군
2020년03월_계_50~59세,"302,523","105,664","56,997","48,667","44,109","49,791","18,804","13,896","14,170","15,472","4,665","4,255","3,785","4,856","4,652","9,273","9,131"
2020년03월_계_60~69세,"246,072","73,555","40,599","32,956","36,059","38,833","16,338","12,523","14,218","13,239","4,672","4,236","4,085","4,862","4,623","9,398","9,431"
2020년03월_계_70~79세,"165,942","42,376","22,906","19,470","22,020","23,673","13,275","9,691","11,119","8,972","3,782","3,398","3,117","4,303","4,200","8,384","7,632"
2020년03월_계_80~89세,"89,805","19,041","10,426","8,615","9,856","12,323","8,063","6,008","7,194","5,186","2,400","2,268","2,064","2,919","2,690","5,168","4,625"
2020년03월_계_90~99세,"12,902","2,624","1,507","1,117","1,454","1,838","1,119",908,"1,109",745,365,328,278,425,365,765,579
2020년03월_계_100세 이상,822,163,84,79,113,106,105,42,64,38,26,17,22,23,29,36,38
2020년03월_남_총인구수,"901,252","322,755","165,361","157,394","135,745","142,205","54,501","39,814","41,441","47,328","12,931","12,017","11,096","14,293","13,671","27,238","26,217"
2020년03월_남_연령구간인구수,"901,252","322,755","165,361","157,394","135,745","142,205","54,501","39,814","41,441","47,328","12,931","12,017","11,096","14,293","13,671","27,238","26,217"
2020년03월_남_0~9세,"68,995","28,517","13,138","15,379","11,204","10,397","3,474","2,785","2,377","3,763",687,677,626,750,840,"1,494","1,404"
2020년03월_남_10~19세,"93,186","37,982","19,444","18,538","14,228","14,858","5,326","3,892","3,299","4,431",891,919,847,966,"1,162","2,344","2,041"
2020년03월_남_20~29세,"114,357","48,494","25,525","22,969","16,119","19,900","5,931","4,238","4,084","4,989","1,141","1,045",967,"1,327","1,174","2,504","2,444"
2020년03월_남_30~39세,"100,439","41,642","20,380","21,262","16,677","15,656","4,926","3,390","3,730","5,120",865,960,870,"1,160","1,038","2,184","2,221"
2020년03월_남_40~49세,"141,379","52,995","26,081","26,914","23,175","22,004","8,101","5,726","5,855","7,610","1,675","1,655","1,526","1,843","1,942","3,708","3,564"
2020년03월_남_50~59세,"156,052","51,779","27,392","24,387","23,034","25,226","10,053","7,336","7,670","8,603","2,636","2,344","2,128","2,742","2,535","5,037","4,929"
2020년03월_남_60~69세,"121,274","35,073","19,204","15,869","17,817","19,257","8,097","6,253","7,094","6,823","2,449","2,142","2,048","2,557","2,331","4,625","4,708"
2020년03월_남_70~79세,"72,676","18,843","10,190","8,653","9,834","10,460","5,708","4,040","4,817","4,094","1,716","1,415","1,337","1,872","1,684","3,557","3,299"
2020년03월_남_80~89세,"29,843","6,802","3,663","3,139","3,330","3,993","2,613","1,933","2,249","1,731",766,782,680,974,865,"1,646","1,479"
2020년03월_남_90~99세,"2,884",599,328,271,293,431,252,211,255,157,96,73,63,95,99,137,123
2020년03월_남_100세 이상,167,29,16,13,34,23,20,10,11,7,9,5,4,7,1,2,5
2020년03월_여_총인구수,"911,684","332,764","173,930","158,834","133,021","143,226","55,450","41,443","42,129","44,807","12,690","12,161","11,181","13,780","14,484","27,952","26,596"
2020년03월_여_연령구간인구수,"911,684","332,764","173,930","158,834","133,021","143,226","55,450","41,443","42,129","44,807","12,690","12,161","11,181","13,780","14,484","27,952","26,596"
2020년03월_여_0~9세,"65,589","27,204","12,333","14,871","10,806","10,027","3,281","2,464","2,210","3,678",674,594,582,674,779,"1,332","1,284"
2020년03월_여_10~19세,"86,470","35,476","18,036","17,440","13,189","14,029","4,704","3,653","3,119","3,998",803,894,834,848,"1,118","1,996","1,809"
2020년03월_여_20~29세,"97,865","43,682","23,525","20,157","13,492","16,751","4,894","3,403","3,296","3,999",874,835,748,970,980,"1,955","1,986"
2020년03월_여_30~39세,"94,444","40,869","19,821","21,048","15,236","14,243","4,376","3,309","3,246","4,847",912,810,799,967,"1,089","1,883","1,858"
2020년03월_여_40~49세,"132,146","55,235","28,489","26,746","21,029","21,002","7,234","5,329","4,480","6,048","1,189","1,287","1,127","1,180","1,474","2,766","2,766"
2020년03월_여_50~59세,"146,471","53,885","29,605","24,280","21,075","24,565","8,751","6,560","6,500","6,869","2,029","1,911","1,657","2,114","2,117","4,236","4,202"
2020년03월_여_60~69세,"124,798","38,482","21,395","17,087","18,242","19,576","8,241","6,270","7,124","6,416","2,223","2,094","2,037","2,305","2,292","4,773","4,723"
2020년03월_여_70~79세,"93,266","23,533","12,716","10,817","12,186","13,213","7,567","5,651","6,302","4,878","2,066","1,983","1,780","2,431","2,516","4,827","4,333"
2020년03월_여_80~89세,"59,962","12,239","6,763","5,476","6,526","8,330","5,450","4,075","4,945","3,455","1,634","1,486","1,384","1,945","1,825","3,522","3,146"
2020년03월_여_90~99세,"10,018","2,025","1,179",846,"1,161","1,407",867,697,854,588,269,255,215,330,266,628,456
2020년03월_여_100세 이상,655,134,68,66,79,83,85,32,53,31,17,12,18,16,28,34,33
2020년04월_계_총인구수,"1,811,619","655,713","338,965","316,748","268,667","285,255","109,763","81,170","83,391","91,976","25,548","24,127","22,277","27,895","28,124","55,021","52,692"
2020년04월_계_연령구간인구수,"1,811,619","655,713","338,965","316,748","268,667","285,255","109,763","81,170","83,391","91,976","25,548","24,127","22,277","27,895","28,124","55,021","52,692"
2020년04월_계_0~9세,"133,951","55,480","25,268","30,212","21,913","20,345","6,737","5,214","4,554","7,389","1,361","1,267","1,205","1,407","1,601","2,805","2,673"
2020년04월_계_10~19세,"178,989","73,314","37,316","35,998","27,302","28,759","9,981","7,533","6,392","8,372","1,676","1,810","1,677","1,779","2,275","4,284","3,835"
2020년04월_계_20~29세,"212,153","92,311","49,122","43,189","29,681","36,688","10,768","7,613","7,355","8,966","1,994","1,861","1,711","2,253","2,137","4,426","4,389"
2020년04월_계_30~39세,"194,215","82,469","40,093","42,376","31,788","29,738","9,248","6,674","6,927","9,901","1,756","1,765","1,655","2,089","2,122","4,036","4,047"
2020년04월_계_40~49세,"272,813","108,083","54,330","53,753","44,101","42,872","15,267","11,007","10,277","13,627","2,840","2,941","2,645","2,997","3,403","6,440","6,313"
2020년04월_계_50~59세,"302,242","105,704","56,990","48,714","44,103","49,730","18,797","13,901","14,135","15,426","4,642","4,243","3,764","4,820","4,636","9,239","9,102"
2020년04월_계_60~69세,"246,819","73,797","40,735","33,062","36,188","39,040","16,357","12,555","14,214","13,304","4,685","4,225","4,116","4,856","4,637","9,410","9,435"
2020년04월_계_70~79세,"166,423","42,590","23,042","19,548","22,116","23,746","13,266","9,685","11,157","8,998","3,793","3,404","3,114","4,319","4,208","8,383","7,644"
2020년04월_계_80~89세,"90,207","19,152","10,471","8,681","9,900","12,384","8,101","6,040","7,197","5,211","2,409","2,262","2,090","2,929","2,713","5,189","4,630"
2020년04월_계_90~99세,"12,982","2,648","1,515","1,133","1,459","1,847","1,136",910,"1,117",744,366,333,278,423,362,773,586
2020년04월_계_100세 이상,825,165,83,82,116,106,105,38,66,38,26,16,22,23,30,36,38
2020년04월_남_총인구수,"900,628","322,894","165,196","157,698","135,704","142,088","54,410","39,786","41,337","47,244","12,888","11,995","11,103","14,219","13,648","27,155","26,157"
2020년04월_남_연령구간인구수,"900,628","322,894","165,196","157,698","135,704","142,088","54,410","39,786","41,337","47,244","12,888","11,995","11,103","14,219","13,648","27,155","26,157"
2020년04월_남_0~9세,"68,693","28,425","13,046","15,379","11,153","10,366","3,462","2,757","2,350","3,746",685,677,625,737,832,"1,482","1,396"
2020년04월_남_10~19세,"92,828","37,912","19,367","18,545","14,151","14,773","5,314","3,900","3,292","4,393",883,915,845,948,"1,163","2,305","2,034"
2020년04월_남_20~29세,"114,373","48,537","25,511","23,026","16,181","19,935","5,911","4,229","4,073","4,971","1,132","1,039",966,"1,321","1,164","2,490","2,424"
2020년04월_남_30~39세,"100,093","41,642","20,343","21,299","16,604","15,552","4,898","3,388","3,707","5,073",846,964,868,"1,147","1,035","2,170","2,199"
2020년04월_남_40~49세,"140,939","52,923","25,977","26,946","23,123","21,923","8,057","5,682","5,807","7,598","1,662","1,650","1,519","1,821","1,938","3,685","3,551"
2020년04월_남_50~59세,"156,080","51,865","27,409","24,456","23,045","25,225","10,062","7,367","7,662","8,587","2,620","2,335","2,121","2,722","2,519","5,027","4,923"
2020년04월_남_60~69세,"121,621","35,189","19,275","15,914","17,880","19,346","8,093","6,257","7,091","6,858","2,458","2,139","2,063","2,554","2,341","4,638","4,714"
2020년04월_남_70~79세,"72,933","18,936","10,256","8,680","9,889","10,499","5,705","4,037","4,830","4,114","1,725","1,410","1,339","1,894","1,687","3,562","3,306"
2020년04월_남_80~89세,"29,991","6,826","3,659","3,167","3,347","4,007","2,634","1,948","2,256","1,739",774,789,690,972,871,"1,656","1,482"
2020년04월_남_90~99세,"2,908",609,337,272,296,440,254,211,257,157,94,73,63,96,97,138,123
2020년04월_남_100세 이상,169,30,16,14,35,22,20,10,12,8,9,4,4,7,1,2,5
2020년04월_여_총인구수,"910,991","332,819","173,769","159,050","132,963","143,167","55,353","41,384","42,054","44,732","12,660","12,132","11,174","13,676","14,476","27,866","26,535"
2020년04월_여_연령구간인구수,"910,991","332,819","173,769","159,050","132,963","143,167","55,353","41,384","42,054","44,732","12,660","12,132","11,174","13,676","14,476","27,866","26,535"
2020년04월_여_0~9세,"65,258","27,055","12,222","14,833","10,760","9,979","3,275","2,457","2,204","3,643",676,590,580,670,769,"1,323","1,277"
2020년04월_여_10~19세,"86,161","35,402","17,949","17,453","13,151","13,986","4,667","3,633","3,100","3,979",793,895,832,831,"1,112","1,979","1,801"
2020년04월_여_20~29세,"97,780","43,774","23,611","20,163","13,500","16,753","4,857","3,384","3,282","3,995",862,822,745,932,973,"1,936","1,965"
2020년04월_여_30~39세,"94,122","40,827","19,750","21,077","15,184","14,186","4,350","3,286","3,220","4,828",910,801,787,942,"1,087","1,866","1,848"
2020년04월_여_40~49세,"131,874","55,160","28,353","26,807","20,978","20,949","7,210","5,325","4,470","6,029","1,178","1,291","1,126","1,176","1,465","2,755","2,762"
2020년04월_여_50~59세,"146,162","53,839","29,581","24,258","21,058","24,505","8,735","6,534","6,473","6,839","2,022","1,908","1,643","2,098","2,117","4,212","4,179"
2020년04월_여_60~69세,"125,198","38,608","21,460","17,148","18,308","19,694","8,264","6,298","7,123","6,446","2,227","2,086","2,053","2,302","2,296","4,772","4,721"
2020년04월_여_70~79세,"93,490","23,654","12,786","10,868","12,227","13,247","7,561","5,648","6,327","4,884","2,068","1,994","1,775","2,425","2,521","4,821","4,338"
2020년04월_여_80~89세,"60,216","12,326","6,812","5,514","6,553","8,377","5,467","4,092","4,941","3,472","1,635","1,473","1,400","1,957","1,842","3,533","3,148"
2020년04월_여_90~99세,"10,074","2,039","1,178",861,"1,163","1,407",882,699,860,587,272,260,215,327,265,635,463
2020년04월_여_100세 이상,656,135,67,68,81,84,85,28,54,30,17,12,18,16,29,34,33
2020년05월_계_총인구수,"1,810,097","655,607","338,482","317,125","268,558","284,746","109,646","81,067","83,384","91,835","25,514","24,089","22,230","27,807","28,040","54,950","52,624"
2020년05월_계_연령구간인구수,"1,810,097","655,607","338,482","317,125","268,558","284,746","109,646","81,067","83,384","91,835","25,514","24,089","22,230","27,807","28,040","54,950","52,624"
2020년05월_계_0~9세,"133,311","55,268","25,100","30,168","21,821","20,198","6,699","5,201","4,528","7,326","1,355","1,266","1,207","1,399","1,582","2,793","2,668"
2020년05월_계_10~19세,"178,351","73,030","37,037","35,993","27,242","28,641","9,931","7,487","6,377","8,360","1,674","1,810","1,663","1,777","2,260","4,263","3,836"
2020년05월_계_20~29세,"211,775","92,289","49,133","43,156","29,659","36,562","10,749","7,605","7,353","8,942","1,991","1,828","1,697","2,209","2,135","4,391","4,365"
2020년05월_계_30~39세,"193,615","82,442","40,026","42,416","31,664","29,551","9,201","6,646","6,901","9,819","1,750","1,761","1,641","2,073","2,105","4,032","4,029"
2020년05월_계_40~49세,"272,051","107,814","54,083","53,731","44,011","42,722","15,227","10,983","10,247","13,587","2,819","2,923","2,630","2,982","3,397","6,396","6,313"
2020년05월_계_50~59세,"302,137","105,932","57,059","48,873","44,090","49,660","18,767","13,852","14,147","15,398","4,619","4,236","3,731","4,812","4,594","9,253","9,046"
2020년05월_계_60~69세,"247,433","73,990","40,769","33,221","36,294","39,145","16,376","12,592","14,207","13,347","4,703","4,244","4,147","4,866","4,647","9,436","9,439"
2020년05월_계_70~79세,"167,140","42,825","23,175","19,650","22,269","23,903","13,314","9,700","11,235","9,037","3,800","3,398","3,113","4,313","4,204","8,380","7,649"
2020년05월_계_80~89세,"90,416","19,193","10,500","8,693","9,925","12,399","8,145","6,053","7,191","5,222","2,416","2,276","2,099","2,933","2,726","5,191","4,647"
2020년05월_계_90~99세,"13,032","2,662","1,520","1,142","1,466","1,858","1,130",909,"1,130",756,360,331,280,420,360,779,591
2020년05월_계_100세 이상,836,162,80,82,117,107,107,39,68,41,27,16,22,23,30,36,41
2020년05월_남_총인구수,"899,894","322,832","164,941","157,891","135,674","141,842","54,361","39,729","41,319","47,142","12,877","11,976","11,078","14,184","13,613","27,135","26,132"
2020년05월_남_연령구간인구수,"899,894","322,832","164,941","157,891","135,674","141,842","54,361","39,729","41,319","47,142","12,877","11,976","11,078","14,184","13,613","27,135","26,132"
2020년05월_남_0~9세,"68,392","28,320","12,952","15,368","11,112","10,298","3,430","2,756","2,342","3,715",684,678,627,727,825,"1,483","1,395"
2020년05월_남_10~19세,"92,432","37,730","19,201","18,529","14,120","14,691","5,295","3,870","3,274","4,383",880,911,836,952,"1,154","2,299","2,037"
2020년05월_남_20~29세,"114,250","48,541","25,553","22,988","16,183","19,882","5,897","4,234","4,074","4,960","1,130","1,024",962,"1,295","1,174","2,474","2,420"
2020년05월_남_30~39세,"99,777","41,601","20,275","21,326","16,537","15,481","4,881","3,378","3,691","5,023",847,961,861,"1,136","1,026","2,166","2,188"
2020년05월_남_40~49세,"140,513","52,810","25,870","26,940","23,082","21,834","8,033","5,655","5,780","7,570","1,652","1,637","1,505","1,814","1,937","3,655","3,549"
