카테고리,경상남도 김해시,경상남도 김해시 진영읍,경상남도 김해시 주촌면,경상남도 김해시 진례면,경상남도 김해시 한림면,경상남도 김해시 생림면,경상남도 김해시 상동면,경상남도 김해시 대동면,경상남도 김해시 동상동,경상남도 김해시 회현동,경상남도 김해시 부원동,경상남도 김해시 내외동,경상남도 김해시 북부동,경상남도 김해시 칠산서부동,경상남도 김해시 활천동,경상남도 김해시 삼안동,경상남도 김해시 불암동,경상남도 김해시 장유1동,경상남도 김해시 장유2동,경상남도 김해시 장유3동
2020년07월_남_30~39세,"36,606","4,711","2,144",313,387,153,154,266,750,654,692,"4,357","4,864",565,"2,483","1,755",441,"3,484","2,493","5,940"
2020년07월_남_40~49세,"49,332","5,753","1,459",530,492,217,215,345,724,683,759,"5,703","7,430",746,"3,331","2,564",637,"5,864","3,829","8,051"
2020년07월_남_50~59세,"49,394","4,244","1,372",877,952,479,423,625,"1,035",901,"1,080","8,011","7,408","1,087","4,412","3,877",799,"4,679","3,103","4,030"
2020년07월_남_60~69세,"28,564","2,842",769,718,990,484,430,903,789,784,767,"3,807","3,616",842,"2,601","2,338",566,"2,082","1,361","1,875"
2020년07월_남_70~79세,"11,222","1,191",220,327,473,282,193,447,326,373,323,"1,217","1,243",329,966,791,220,957,546,798
2020년07월_남_80~89세,"3,470",365,74,140,171,84,48,139,87,122,98,392,393,110,255,266,69,320,150,187
2020년07월_남_90~99세,266,25,9,9,11,8,8,17,5,8,6,35,32,3,19,15,6,23,15,12
2020년07월_남_100세 이상,23,2,0,0,0,0,1,1,3,1,1,3,0,0,5,1,2,3,0,0
2020년07월_여_총인구수,"268,173","27,017","8,826","3,053","3,544","1,807","1,452","3,023","4,903","4,730","4,961","37,325","40,186","4,545","20,221","16,622","3,889","28,109","18,319","35,641"
2020년07월_여_연령구간인구수,"268,173","27,017","8,826","3,053","3,544","1,807","1,452","3,023","4,903","4,730","4,961","37,325","40,186","4,545","20,221","16,622","3,889","28,109","18,319","35,641"
2020년07월_여_0~9세,"24,835","3,243","1,370",98,94,26,34,97,283,311,284,"2,383","3,714",277,"1,337",816,271,"2,789","1,920","5,488"
2020년07월_여_10~19세,"29,596","2,833",626,158,149,59,75,94,360,270,316,"3,851","5,049",339,"1,853","1,541",404,"3,922","2,541","5,156"
2020년07월_여_20~29세,"31,625","2,443","1,113",256,238,129,118,182,584,509,674,"5,744","4,968",580,"2,908","2,557",471,"3,125","2,012","3,014"
2020년07월_여_30~39세,"34,594","4,402","1,970",247,219,103,100,182,554,605,567,"4,047","4,876",419,"2,089","1,382",387,"3,536","2,397","6,512"
2020년07월_여_40~49세,"49,923","4,942","1,351",316,268,138,140,258,694,604,721,"6,556","8,212",633,"3,327","2,680",655,"6,185","4,056","8,187"
2020년07월_여_50~59세,"46,443","3,963","1,332",644,725,386,314,550,"1,001",906,"1,045","8,153","7,062",932,"4,315","3,780",752,"4,221","2,743","3,619"
2020년07월_여_60~69세,"27,507","2,843",598,610,817,425,355,805,767,775,770,"3,479","3,519",713,"2,445","2,094",535,"2,300","1,462","2,195"
2020년07월_여_70~79세,"14,791","1,431",246,427,550,317,188,501,412,498,387,"1,926","1,756",409,"1,268","1,110",274,"1,314",789,988
2020년07월_여_80~89세,"7,715",781,195,244,423,199,100,301,217,218,166,"1,045",903,214,603,587,123,636,349,411
2020년07월_여_90~99세,"1,090",129,25,52,60,24,26,52,29,30,26,135,121,28,70,72,14,78,50,69
2020년07월_여_100세 이상,54,7,0,1,1,1,2,1,2,4,5,6,6,1,6,3,3,3,0,2
2020년08월_계_총인구수,"542,538","55,709","18,124","6,664","7,759","3,820","3,236","6,236","10,010","9,528","10,139","74,178","80,520","9,601","41,009","34,007","7,841","56,319","36,676","71,162"
2020년08월_계_연령구간인구수,"542,538","55,709","18,124","6,664","7,759","3,820","3,236","6,236","10,010","9,528","10,139","74,178","80,520","9,601","41,009","34,007","7,841","56,319","36,676","71,162"
2020년08월_계_0~9세,"50,425","6,610","2,779",230,213,78,90,176,584,653,626,"4,928","7,518",556,"2,688","1,661",571,"5,587","3,801","11,076"
2020년08월_계_10~19세,"61,758","5,967","1,273",348,364,125,160,220,718,587,676,"7,983","10,673",713,"3,933","3,252",790,"8,106","5,229","10,641"
2020년08월_계_20~29세,"69,067","5,440","2,237",629,657,322,278,474,"1,311","1,148","1,459","12,399","10,866","1,281","6,246","5,821","1,011","6,806","4,345","6,337"
2020년08월_계_30~39세,"70,947","9,072","4,132",561,605,250,244,440,"1,303","1,260","1,250","8,382","9,677",998,"4,524","3,107",817,"7,048","4,829","12,448"
2020년08월_계_40~49세,"99,055","10,698","2,816",833,748,351,352,605,"1,418","1,279","1,464","12,197","15,623","1,367","6,628","5,199","1,286","12,032","7,866","16,293"
2020년08월_계_50~59세,"96,050","8,243","2,696","1,519","1,665",860,751,"1,166","2,036","1,784","2,117","16,160","14,506","2,023","8,724","7,636","1,551","8,970","5,878","7,765"
2020년08월_계_60~69세,"56,522","5,755","1,420","1,339","1,807",921,792,"1,691","1,563","1,564","1,544","7,361","7,190","1,566","5,071","4,474","1,104","4,428","2,816","4,116"
2020년08월_계_70~79세,"26,059","2,608",468,756,"1,035",594,382,954,731,875,702,"3,138","3,023",740,"2,232","1,904",493,"2,278","1,339","1,807"
2020년08월_계_80~89세,"11,201","1,152",268,382,594,284,149,436,306,333,265,"1,447","1,289",325,862,861,193,953,507,595
2020년08월_계_90~99세,"1,375",154,35,66,70,34,34,72,35,40,30,174,149,31,90,88,20,105,66,82
2020년08월_계_100세 이상,79,10,0,1,1,1,4,2,5,5,6,9,6,1,11,4,5,6,0,2
2020년08월_남_총인구수,"274,363","28,668","9,253","3,620","4,222","2,023","1,778","3,225","5,109","4,806","5,199","36,959","40,355","5,054","20,823","17,419","3,969","28,086","18,410","35,385"
2020년08월_남_연령구간인구수,"274,363","28,668","9,253","3,620","4,222","2,023","1,778","3,225","5,109","4,806","5,199","36,959","40,355","5,054","20,823","17,419","3,969","28,086","18,410","35,385"
2020년08월_남_0~9세,"25,706","3,394","1,395",135,117,51,54,80,300,343,347,"2,573","3,831",282,"1,358",862,302,"2,784","1,903","5,595"
2020년08월_남_10~19세,"32,191","3,122",653,189,216,66,87,125,361,319,357,"4,149","5,636",379,"2,085","1,713",386,"4,177","2,700","5,471"
2020년08월_남_20~29세,"37,460","2,992","1,128",378,418,195,161,293,730,642,790,"6,690","5,891",706,"3,341","3,265",548,"3,649","2,334","3,309"
2020년08월_남_30~39세,"36,486","4,684","2,152",314,388,153,146,257,743,656,685,"4,370","4,832",569,"2,454","1,740",437,"3,501","2,467","5,938"
2020년08월_남_40~49세,"49,200","5,748","1,461",523,484,214,214,348,724,677,749,"5,663","7,415",738,"3,320","2,538",631,"5,853","3,819","8,081"
2020년08월_남_50~59세,"49,521","4,266","1,370",880,953,476,434,621,"1,035",888,"1,074","8,015","7,431","1,093","4,404","3,865",800,"4,708","3,116","4,092"
2020년08월_남_60~69세,"28,783","2,881",792,721,984,495,430,892,797,778,775,"3,846","3,641",848,"2,617","2,360",566,"2,110","1,355","1,895"
2020년08월_남_70~79세,"11,246","1,186",220,329,480,280,195,452,322,373,317,"1,218","1,255",327,964,791,222,962,547,806
2020년08월_남_80~89세,"3,477",366,73,140,171,85,48,139,89,121,99,396,391,109,256,270,69,315,154,186
2020년08월_남_90~99세,270,27,9,11,11,8,8,17,5,8,5,36,32,3,19,14,6,24,15,12
2020년08월_남_100세 이상,23,2,0,0,0,0,1,1,3,1,1,3,0,0,5,1,2,3,0,0
2020년08월_여_총인구수,"268,175","27,041","8,871","3,044","3,537","1,797","1,458","3,011","4,901","4,722","4,940","37,219","40,165","4,547","20,186","16,588","3,872","28,233","18,266","35,777"
2020년08월_여_연령구간인구수,"268,175","27,041","8,871","3,044","3,537","1,797","1,458","3,011","4,901","4,722","4,940","37,219","40,165","4,547","20,186","16,588","3,872","28,233","18,266","35,777"
2020년08월_여_0~9세,"24,719","3,216","1,384",95,96,27,36,96,284,310,279,"2,355","3,687",274,"1,330",799,269,"2,803","1,898","5,481"
2020년08월_여_10~19세,"29,567","2,845",620,159,148,59,73,95,357,268,319,"3,834","5,037",334,"1,848","1,539",404,"3,929","2,529","5,170"
2020년08월_여_20~29세,"31,607","2,448","1,109",251,239,127,117,181,581,506,669,"5,709","4,975",575,"2,905","2,556",463,"3,157","2,011","3,028"
2020년08월_여_30~39세,"34,461","4,388","1,980",247,217,97,98,183,560,604,565,"4,012","4,845",429,"2,070","1,367",380,"3,547","2,362","6,510"
2020년08월_여_40~49세,"49,855","4,950","1,355",310,264,137,138,257,694,602,715,"6,534","8,208",629,"3,308","2,661",655,"6,179","4,047","8,212"
2020년08월_여_50~59세,"46,529","3,977","1,326",639,712,384,317,545,"1,001",896,"1,043","8,145","7,075",930,"4,320","3,771",751,"4,262","2,762","3,673"
2020년08월_여_60~69세,"27,739","2,874",628,618,823,426,362,799,766,786,769,"3,515","3,549",718,"2,454","2,114",538,"2,318","1,461","2,221"
2020년08월_여_70~79세,"14,813","1,422",248,427,555,314,187,502,409,502,385,"1,920","1,768",413,"1,268","1,113",271,"1,316",792,"1,001"
2020년08월_여_80~89세,"7,724",786,195,242,423,199,101,297,217,212,166,"1,051",898,216,606,591,124,638,353,409
2020년08월_여_90~99세,"1,105",127,26,55,59,26,26,55,30,32,25,138,117,28,71,74,14,81,51,70
2020년08월_여_100세 이상,56,8,0,1,1,1,3,1,2,4,5,6,6,1,6,3,3,3,0,2
2020년09월_계_총인구수,"542,435","55,816","18,164","6,638","7,749","3,826","3,252","6,221","9,984","9,493","10,115","74,074","80,450","9,593","40,966","33,937","7,830","56,462","36,557","71,308"
2020년09월_계_연령구간인구수,"542,435","55,816","18,164","6,638","7,749","3,826","3,252","6,221","9,984","9,493","10,115","74,074","80,450","9,593","40,966","33,937","7,830","56,462","36,557","71,308"
2020년09월_계_0~9세,"50,136","6,586","2,793",227,210,78,89,181,585,645,615,"4,896","7,441",553,"2,673","1,660",560,"5,542","3,751","11,051"
2020년09월_계_10~19세,"61,675","6,003","1,261",340,361,125,161,219,710,586,679,"7,925","10,666",718,"3,922","3,221",786,"8,111","5,210","10,671"
2020년09월_계_20~29세,"68,980","5,414","2,234",621,660,320,283,466,"1,318","1,137","1,450","12,398","10,856","1,269","6,224","5,798","1,019","6,844","4,336","6,333"
2020년09월_계_30~39세,"70,518","9,027","4,110",556,603,252,243,441,"1,286","1,245","1,237","8,333","9,621",998,"4,498","3,080",809,"7,033","4,748","12,398"
2020년09월_계_40~49세,"98,936","10,744","2,848",830,743,351,356,601,"1,407","1,278","1,458","12,126","15,555","1,348","6,590","5,157","1,279","12,057","7,833","16,375"
2020년09월_계_50~59세,"96,275","8,279","2,705","1,513","1,647",854,741,"1,155","2,026","1,778","2,116","16,166","14,567","2,029","8,739","7,659","1,549","9,021","5,907","7,824"
2020년09월_계_60~69세,"57,028","5,811","1,441","1,347","1,820",929,800,"1,689","1,578","1,565","1,555","7,443","7,250","1,577","5,123","4,494","1,114","4,501","2,836","4,155"
2020년09월_계_70~79세,"26,146","2,620",464,753,"1,029",592,391,957,727,873,703,"3,149","3,053",745,"2,235","1,913",496,"2,282","1,356","1,808"
2020년09월_계_80~89세,"11,271","1,171",271,381,603,290,150,438,305,339,268,"1,456","1,279",324,861,864,193,960,511,607
2020년09월_계_90~99세,"1,388",150,37,69,72,34,34,72,37,42,28,172,156,31,91,86,20,104,69,84
2020년09월_계_100세 이상,82,11,0,1,1,1,4,2,5,5,6,10,6,1,10,5,5,7,0,2
2020년09월_남_총인구수,"274,295","28,724","9,269","3,609","4,221","2,032","1,787","3,217","5,099","4,785","5,185","36,919","40,313","5,046","20,809","17,367","3,974","28,145","18,329","35,465"
2020년09월_남_연령구간인구수,"274,295","28,724","9,269","3,609","4,221","2,032","1,787","3,217","5,099","4,785","5,185","36,919","40,313","5,046","20,809","17,367","3,974","28,145","18,329","35,465"
2020년09월_남_0~9세,"25,557","3,384","1,400",133,115,51,55,82,302,342,338,"2,567","3,790",280,"1,350",855,299,"2,753","1,877","5,584"
2020년09월_남_10~19세,"32,139","3,140",641,183,217,66,86,124,354,315,357,"4,134","5,629",380,"2,075","1,699",385,"4,183","2,683","5,488"
2020년09월_남_20~29세,"37,414","2,977","1,134",378,420,196,164,291,734,634,788,"6,684","5,880",695,"3,337","3,249",555,"3,664","2,330","3,304"
2020년09월_남_30~39세,"36,306","4,666","2,132",314,385,154,146,259,733,648,681,"4,355","4,812",570,"2,444","1,724",435,"3,505","2,431","5,912"
2020년09월_남_40~49세,"49,133","5,766","1,480",519,480,215,214,342,720,675,749,"5,627","7,390",725,"3,308","2,523",629,"5,855","3,792","8,124"
2020년09월_남_50~59세,"49,576","4,295","1,372",873,943,473,427,615,"1,028",887,"1,064","7,991","7,458","1,101","4,397","3,862",800,"4,734","3,131","4,125"
2020년09월_남_60~69세,"29,061","2,901",806,729,998,502,438,891,807,776,788,"3,891","3,664",853,"2,652","2,374",570,"2,147","1,359","1,915"
2020년09월_남_70~79세,"11,307","1,190",219,330,478,278,199,456,322,373,316,"1,231","1,267",332,965,799,224,961,554,813
2020년09월_남_80~89세,"3,511",376,76,139,174,89,49,139,91,126,99,401,392,107,255,268,69,315,158,188
2020년09월_남_90~99세,267,27,9,11,11,8,8,17,5,8,4,35,31,3,21,13,6,24,14,12
2020년09월_남_100세 이상,24,2,0,0,0,0,1,1,3,1,1,3,0,0,5,1,2,4,0,0
2020년09월_여_총인구수,"268,140","27,092","8,895","3,029","3,528","1,794","1,465","3,004","4,885","4,708","4,930","37,155","40,137","4,547","20,157","16,570","3,856","28,317","18,228","35,843"
2020년09월_여_연령구간인구수,"268,140","27,092","8,895","3,029","3,528","1,794","1,465","3,004","4,885","4,708","4,930","37,155","40,137","4,547","20,157","16,570","3,856","28,317","18,228","35,843"
2020년09월_여_0~9세,"24,579","3,202","1,393",94,95,27,34,99,283,303,277,"2,329","3,651",273,"1,323",805,261,"2,789","1,874","5,467"
2020년09월_여_10~19세,"29,536","2,863",620,157,144,59,75,95,356,271,322,"3,791","5,037",338,"1,847","1,522",401,"3,928","2,527","5,183"
2020년09월_여_20~29세,"31,566","2,437","1,100",243,240,124,119,175,584,503,662,"5,714","4,976",574,"2,887","2,549",464,"3,180","2,006","3,029"
2020년09월_여_30~39세,"34,212","4,361","1,978",242,218,98,97,182,553,597,556,"3,978","4,809",428,"2,054","1,356",374,"3,528","2,317","6,486"
2020년09월_여_40~49세,"49,803","4,978","1,368",311,263,136,142,259,687,603,709,"6,499","8,165",623,"3,282","2,634",650,"6,202","4,041","8,251"
2020년09월_여_50~59세,"46,699","3,984","1,333",640,704,381,314,540,998,891,"1,052","8,175","7,109",928,"4,342","3,797",749,"4,287","2,776","3,699"
2020년09월_여_60~69세,"27,967","2,910",635,618,822,427,362,798,771,789,767,"3,552","3,586",724,"2,471","2,120",544,"2,354","1,477","2,240"
2020년09월_여_70~79세,"14,839","1,430",245,423,551,314,192,501,405,500,387,"1,918","1,786",413,"1,270","1,114",272,"1,321",802,995
2020년09월_여_80~89세,"7,760",795,195,242,429,201,101,299,214,213,169,"1,055",887,217,606,596,124,645,353,419
2020년09월_여_90~99세,"1,121",123,28,58,61,26,26,55,32,34,24,137,125,28,70,73,14,80,55,72
2020년09월_여_100세 이상,58,9,0,1,1,1,3,1,2,4,5,7,6,1,5,4,3,3,0,2
2020년10월_계_총인구수,"542,376","55,860","18,208","6,630","7,731","3,818","3,230","6,204","9,919","9,432","10,125","74,004","80,471","9,592","40,961","33,833","7,833","56,527","36,566","71,432"
2020년10월_계_연령구간인구수,"542,376","55,860","18,208","6,630","7,731","3,818","3,230","6,204","9,919","9,432","10,125","74,004","80,471","9,592","40,961","33,833","7,833","56,527","36,566","71,432"
2020년10월_계_0~9세,"49,757","6,561","2,810",233,200,75,84,178,571,642,611,"4,852","7,386",550,"2,654","1,636",558,"5,477","3,706","10,973"
2020년10월_계_10~19세,"61,594","6,011","1,263",328,368,124,155,215,691,575,675,"7,874","10,613",720,"3,920","3,195",777,"8,123","5,222","10,745"
2020년10월_계_20~29세,"69,089","5,406","2,220",625,647,320,285,465,"1,327","1,129","1,465","12,392","10,937","1,266","6,216","5,780","1,031","6,885","4,366","6,327"
2020년10월_계_30~39세,"70,112","8,980","4,090",555,590,252,238,441,"1,263","1,231","1,239","8,358","9,550",996,"4,475","3,048",802,"6,981","4,681","12,342"
2020년10월_계_40~49세,"98,787","10,778","2,868",823,749,354,350,585,"1,391","1,272","1,454","12,010","15,537","1,345","6,562","5,141","1,271","12,053","7,824","16,420"
2020년10월_계_50~59세,"96,576","8,310","2,712","1,510","1,641",847,739,"1,149","2,015","1,763","2,116","16,206","14,620","2,021","8,747","7,643","1,552","9,095","5,972","7,918"
2020년10월_계_60~69세,"57,430","5,843","1,470","1,351","1,822",927,801,"1,686","1,586","1,566","1,561","7,513","7,307","1,588","5,180","4,511","1,125","4,543","2,854","4,196"
2020년10월_계_70~79세,"26,216","2,626",467,755,"1,032",594,390,966,728,870,701,"3,151","3,070",749,"2,237","1,916",499,"2,291","1,358","1,816"
2020년10월_계_80~89세,"11,331","1,183",272,381,607,290,150,444,303,335,270,"1,469","1,279",323,866,875,193,968,512,611
2020년10월_계_90~99세,"1,398",151,36,67,74,34,34,73,37,44,27,169,165,33,94,83,20,104,71,82
2020년10월_계_100세 이상,86,11,0,2,1,1,4,2,7,5,6,10,7,1,10,5,5,7,0,2
2020년10월_남_총인구수,"274,251","28,751","9,293","3,606","4,213","2,034","1,774","3,207","5,057","4,757","5,196","36,877","40,306","5,041","20,826","17,322","3,969","28,179","18,310","35,533"
2020년10월_남_연령구간인구수,"274,251","28,751","9,293","3,606","4,213","2,034","1,774","3,207","5,057","4,757","5,196","36,877","40,306","5,041","20,826","17,322","3,969","28,179","18,310","35,533"
2020년10월_남_0~9세,"25,364","3,376","1,410",134,107,49,51,82,293,338,341,"2,542","3,759",277,"1,348",838,295,"2,725","1,851","5,548"
2020년10월_남_10~19세,"32,094","3,143",648,176,221,65,84,119,341,309,356,"4,109","5,602",383,"2,067","1,681",379,"4,178","2,699","5,534"
2020년10월_남_20~29세,"37,479","2,975","1,120",383,414,199,163,289,738,632,796,"6,670","5,915",691,"3,346","3,250",561,"3,687","2,348","3,302"
2020년10월_남_30~39세,"36,090","4,643","2,120",311,378,154,144,259,718,638,685,"4,367","4,780",567,"2,437","1,701",429,"3,482","2,390","5,887"
2020년10월_남_40~49세,"49,055","5,782","1,491",518,483,217,212,335,710,671,746,"5,585","7,364",724,"3,298","2,527",626,"5,851","3,784","8,131"
2020년10월_남_50~59세,"49,688","4,306","1,371",871,944,471,423,611,"1,024",885,"1,060","7,989","7,483","1,092","4,400","3,852",801,"4,777","3,157","4,171"
2020년10월_남_60~69세,"29,277","2,921",828,733,996,501,438,890,811,776,792,"3,943","3,697",858,"2,677","2,381",576,"2,169","1,354","1,936"
2020년10월_남_70~79세,"11,372","1,195",220,330,484,280,199,460,320,371,315,"1,230","1,281",337,973,806,225,969,556,821
2020년10월_남_80~89세,"3,540",380,77,139,175,90,51,144,94,128,100,404,391,109,253,271,69,315,158,192
2020년10월_남_90~99세,267,28,8,10,11,8,8,17,5,8,4,35,34,3,22,14,6,22,13,11
2020년10월_남_100세 이상,25,2,0,1,0,0,1,1,3,1,1,3,0,0,5,1,2,4,0,0
2020년10월_여_총인구수,"268,125","27,109","8,915","3,024","3,518","1,784","1,456","2,997","4,862","4,675","4,929","37,127","40,165","4,551","20,135","16,511","3,864","28,348","18,256","35,899"
2020년10월_여_연령구간인구수,"268,125","27,109","8,915","3,024","3,518","1,784","1,456","2,997","4,862","4,675","4,929","37,127","40,165","4,551","20,135","16,511","3,864","28,348","18,256","35,899"
2020년10월_여_0~9세,"24,393","3,185","1,400",99,93,26,33,96,278,304,270,"2,310","3,627",273,"1,306",798,263,"2,752","1,855","5,425"
2020년10월_여_10~19세,"29,500","2,868",615,152,147,59,71,96,350,266,319,"3,765","5,011",337,"1,853","1,514",398,"3,945","2,523","5,211"
2020년10월_여_20~29세,"31,610","2,431","1,100",242,233,121,122,176,589,497,669,"5,722","5,022",575,"2,870","2,530",470,"3,198","2,018","3,025"
2020년10월_여_30~39세,"34,022","4,337","1,970",244,212,98,94,182,545,593,554,"3,991","4,770",429,"2,038","1,347",373,"3,499","2,291","6,455"
2020년10월_여_40~49세,"49,732","4,996","1,377",305,266,137,138,250,681,601,708,"6,425","8,173",621,"3,264","2,614",645,"6,202","4,040","8,289"
2020년10월_여_50~59세,"46,888","4,004","1,341",639,697,376,316,538,991,878,"1,056","8,217","7,137",929,"4,347","3,791",751,"4,318","2,815","3,747"
2020년10월_여_60~69세,"28,153","2,922",642,618,826,426,363,796,775,790,769,"3,570","3,610",730,"2,503","2,130",549,"2,374","1,500","2,260"
2020년10월_여_70~79세,"14,844","1,431",247,425,548,314,191,506,408,499,386,"1,921","1,789",412,"1,264","1,110",274,"1,322",802,995
2020년10월_여_80~89세,"7,791",803,195,242,432,200,99,300,209,207,170,"1,065",888,214,613,604,124,653,354,419
2020년10월_여_90~99세,"1,131",123,28,57,63,26,26,56,32,36,23,134,131,30,72,69,14,82,58,71
2020년10월_여_100세 이상,61,9,0,1,1,1,3,1,4,4,5,7,7,1,5,4,3,3,0,2
2020년11월_계_총인구수,"542,350","55,903","18,201","6,604","7,709","3,823","3,216","6,139","9,912","9,391","10,093","73,948","80,533","9,598","40,888","33,724","7,833","56,633","36,502","71,700"
2020년11월_계_연령구간인구수,"542,350","55,903","18,201","6,604","7,709","3,823","3,216","6,139","9,912","9,391","10,093","73,948","80,533","9,598","40,888","33,724","7,833","56,633","36,502","71,700"
2020년11월_계_0~9세,"49,497","6,529","2,802",226,204,72,82,169,572,630,610,"4,827","7,346",547,"2,630","1,619",546,"5,452","3,671","10,963"
2020년11월_계_10~19세,"61,489","6,032","1,262",328,355,124,153,209,689,577,661,"7,816","10,578",723,"3,915","3,157",782,"8,121","5,218","10,789"
2020년11월_계_20~29세,"69,128","5,412","2,210",623,630,316,285,451,"1,325","1,120","1,444","12,390","10,977","1,264","6,226","5,768","1,030","6,911","4,363","6,383"
2020년11월_계_30~39세,"69,794","8,944","4,073",551,592,257,235,433,"1,266","1,219","1,234","8,350","9,518",998,"4,433","3,009",799,"6,971","4,602","12,310"
2020년11월_계_40~49세,"98,639","10,821","2,882",816,742,356,346,574,"1,388","1,258","1,453","11,931","15,518","1,337","6,502","5,097","1,261","12,051","7,829","16,477"
2020년11월_계_50~59세,"96,842","8,283","2,712","1,500","1,642",844,734,"1,139","2,011","1,747","2,122","16,257","14,684","2,022","8,757","7,633","1,567","9,172","5,994","8,022"
2020년11월_계_60~69세,"57,807","5,908","1,478","1,351","1,821",933,804,"1,674","1,588","1,575","1,559","7,581","7,370","1,602","5,218","4,546","1,129","4,564","2,872","4,234"
2020년11월_계_70~79세,"26,278","2,627",472,757,"1,037",594,386,973,729,877,707,"3,148","3,082",748,"2,225","1,919",501,"2,304","1,369","1,823"
2020년11월_계_80~89세,"11,383","1,185",275,383,613,292,153,441,299,338,268,"1,475","1,288",324,877,886,194,971,511,610
2020년11월_계_90~99세,"1,406",150,35,67,72,34,34,73,38,45,29,163,166,32,95,85,19,109,73,87
2020년11월_계_100세 이상,87,12,0,2,1,1,4,3,7,5,6,10,6,1,10,5,5,7,0,2
2020년11월_남_총인구수,"274,299","28,797","9,282","3,594","4,198","2,035","1,771","3,178","5,054","4,731","5,180","36,890","40,358","5,044","20,765","17,269","3,973","28,225","18,269","35,686"
2020년11월_남_연령구간인구수,"274,299","28,797","9,282","3,594","4,198","2,035","1,771","3,178","5,054","4,731","5,180","36,890","40,358","5,044","20,765","17,269","3,973","28,225","18,269","35,686"
2020년11월_남_0~9세,"25,247","3,367","1,413",128,111,48,49,80,295,330,335,"2,544","3,745",273,"1,342",821,287,"2,714","1,818","5,547"
2020년11월_남_10~19세,"32,013","3,155",646,177,216,65,83,114,334,312,347,"4,063","5,570",387,"2,065","1,662",384,"4,172","2,707","5,554"
2020년11월_남_20~29세,"37,579","2,978","1,114",386,402,194,166,283,740,624,789,"6,698","5,965",688,"3,342","3,241",564,"3,714","2,347","3,344"
2020년11월_남_30~39세,"35,961","4,639","2,102",311,379,159,143,257,716,635,688,"4,380","4,771",570,"2,408","1,687",424,"3,464","2,352","5,876"
2020년11월_남_40~49세,"48,990","5,809","1,507",512,475,217,212,328,714,663,753,"5,549","7,341",723,"3,275","2,513",625,"5,851","3,777","8,146"
2020년11월_남_50~59세,"49,793","4,296","1,366",860,944,472,424,606,"1,024",875,"1,056","7,997","7,522","1,087","4,393","3,845",806,"4,804","3,166","4,250"
2020년11월_남_60~69세,"29,476","2,950",825,737,999,501,436,889,810,778,790,"3,986","3,733",866,"2,694","2,398",582,"2,188","1,369","1,945"
2020년11월_남_70~79세,"11,391","1,194",223,331,487,275,198,460,319,376,319,"1,235","1,283",336,962,811,225,972,560,825
2020년11월_남_80~89세,"3,550",379,78,141,175,96,51,144,94,128,97,400,395,111,256,274,69,317,159,186
2020년11월_남_90~99세,274,28,8,10,10,8,8,16,5,9,5,35,33,3,23,16,5,25,14,13
2020년11월_남_100세 이상,25,2,0,1,0,0,1,1,3,1,1,3,0,0,5,1,2,4,0,0
2020년11월_여_총인구수,"268,051","27,106","8,919","3,010","3,511","1,788","1,445","2,961","4,858","4,660","4,913","37,058","40,175","4,554","20,123","16,455","3,860","28,408","18,233","36,014"
2020년11월_여_연령구간인구수,"268,051","27,106","8,919","3,010","3,511","1,788","1,445","2,961","4,858","4,660","4,913","37,058","40,175","4,554","20,123","16,455","3,860","28,408","18,233","36,014"
2020년11월_여_0~9세,"24,250","3,162","1,389",98,93,24,33,89,277,300,275,"2,283","3,601",274,"1,288",798,259,"2,738","1,853","5,416"
2020년11월_여_10~19세,"29,476","2,877",616,151,139,59,70,95,355,265,314,"3,753","5,008",336,"1,850","1,495",398,"3,949","2,511","5,235"
2020년11월_여_20~29세,"31,549","2,434","1,096",237,228,122,119,168,585,496,655,"5,692","5,012",576,"2,884","2,527",466,"3,197","2,016","3,039"
2020년11월_여_30~39세,"33,833","4,305","1,971",240,213,98,92,176,550,584,546,"3,970","4,747",428,"2,025","1,322",375,"3,507","2,250","6,434"
2020년11월_여_40~49세,"49,649","5,012","1,375",304,267,139,134,246,674,595,700,"6,382","8,177",614,"3,227","2,584",636,"6,200","4,052","8,331"
2020년11월_여_50~59세,"47,049","3,987","1,346",640,698,372,310,533,987,872,"1,066","8,260","7,162",935,"4,364","3,788",761,"4,368","2,828","3,772"
2020년11월_여_60~69세,"28,331","2,958",653,614,822,432,368,785,778,797,769,"3,595","3,637",736,"2,524","2,148",547,"2,376","1,503","2,289"
2020년11월_여_70~79세,"14,887","1,433",249,426,550,319,188,513,410,501,388,"1,913","1,799",412,"1,263","1,108",276,"1,332",809,998
2020년11월_여_80~89세,"7,833",806,197,242,438,196,102,297,205,210,171,"1,075",893,213,621,612,125,654,352,424
2020년11월_여_90~99세,"1,132",122,27,57,62,26,26,57,33,36,24,128,133,29,72,69,14,84,59,74
2020년11월_여_100세 이상,62,10,0,1,1,1,3,2,4,4,5,7,6,1,5,4,3,3,0,2
2020년12월_계_총인구수,"542,338","55,932","18,209","6,587","7,656","3,841","3,223","6,122","9,912","9,372","10,029","73,919","80,742","9,601","40,744","33,588","7,782","56,598","36,500","71,981"
2020년12월_계_연령구간인구수,"542,338","55,932","18,209","6,587","7,656","3,841","3,223","6,122","9,912","9,372","10,029","73,919","80,742","9,601","40,744","33,588","7,782","56,598","36,500","71,981"
2020년12월_계_0~9세,"49,309","6,508","2,798",223,198,84,82,170,574,623,597,"4,782","7,353",549,"2,610","1,578",538,"5,396","3,669","10,977"
