카테고리,충청북도 영동군,충청북도 영동군 영동읍,충청북도 영동군 용산면,충청북도 영동군 황간면,충청북도 영동군 추풍령면,충청북도 영동군 매곡면,충청북도 영동군 상촌면,충청북도 영동군 양강면,충청북도 영동군 용화면,충청북도 영동군 학산면,충청북도 영동군 양산면,충청북도 영동군 심천면
2020년03월_여_40~49세,"2,526","1,521",154,191,83,59,80,131,29,75,80,123
2020년03월_여_50~59세,"4,108","1,759",313,384,219,172,193,295,81,246,155,291
2020년03월_여_60~69세,"4,351","1,455",351,448,251,220,288,330,105,339,194,370
2020년03월_여_70~79세,"3,628","1,118",267,392,221,195,258,281,109,269,199,319
2020년03월_여_80~89세,"2,535",628,236,244,161,170,190,214,84,228,148,232
2020년03월_여_90~99세,423,101,42,35,34,21,42,25,12,45,32,34
2020년03월_여_100세 이상,24,9,3,4,0,1,1,1,1,3,0,1
2020년04월_계_총인구수,"47,963","21,274","3,395","4,356","2,278","1,940","2,393","3,296",981,"2,848","1,871","3,331"
2020년04월_계_연령구간인구수,"47,963","21,274","3,395","4,356","2,278","1,940","2,393","3,296",981,"2,848","1,871","3,331"
2020년04월_계_0~9세,"2,480","1,606",118,178,44,57,73,111,35,97,48,113
2020년04월_계_10~19세,"3,549","2,227",166,264,122,95,111,189,53,101,85,136
2020년04월_계_20~29세,"4,554","2,759",234,318,154,119,112,352,48,161,97,200
2020년04월_계_30~39세,"3,493","2,074",188,282,111,85,116,181,41,135,82,198
2020년04월_계_40~49세,"5,544","3,085",342,454,207,156,203,291,73,220,195,318
2020년04월_계_50~59세,"8,620","3,582",685,821,458,361,417,648,184,530,332,602
2020년04월_계_60~69세,"8,798","2,891",746,928,494,456,566,659,219,671,402,766
2020년04월_계_70~79세,"6,480","1,956",507,690,392,323,460,500,188,512,360,592
2020년04월_계_80~89세,"3,864",961,351,373,253,260,282,329,122,355,224,354
2020년04월_계_90~99세,546,119,53,43,42,27,51,35,17,62,46,51
2020년04월_계_100세 이상,35,14,5,5,1,1,2,1,1,4,0,1
2020년04월_남_총인구수,"23,828","10,512","1,718","2,193","1,122",947,"1,160","1,668",484,"1,435",935,"1,654"
2020년04월_남_연령구간인구수,"23,828","10,512","1,718","2,193","1,122",947,"1,160","1,668",484,"1,435",935,"1,654"
2020년04월_남_0~9세,"1,283",824,64,101,21,29,31,47,19,60,29,58
2020년04월_남_10~19세,"1,810","1,108",83,134,61,52,69,107,32,51,42,71
2020년04월_남_20~29세,"2,566","1,499",132,193,95,67,63,220,24,98,62,113
2020년04월_남_30~39세,"1,844","1,052",112,145,61,51,62,108,26,75,51,101
2020년04월_남_40~49세,"3,033","1,568",191,265,124,97,124,166,44,144,114,196
2020년04월_남_50~59세,"4,539","1,836",374,440,242,191,226,350,103,286,177,314
2020년04월_남_60~69세,"4,457","1,443",392,480,244,237,282,330,115,334,211,389
2020년04월_남_70~79세,"2,826",825,240,294,172,126,200,215,79,241,161,273
2020년04월_남_80~89세,"1,332",330,118,131,92,91,92,117,37,128,74,122
2020년04월_남_90~99세,128,22,11,9,9,6,10,8,5,17,14,17
2020년04월_남_100세 이상,10,5,1,1,1,0,1,0,0,1,0,0
2020년04월_여_총인구수,"24,135","10,762","1,677","2,163","1,156",993,"1,233","1,628",497,"1,413",936,"1,677"
2020년04월_여_연령구간인구수,"24,135","10,762","1,677","2,163","1,156",993,"1,233","1,628",497,"1,413",936,"1,677"
2020년04월_여_0~9세,"1,197",782,54,77,23,28,42,64,16,37,19,55
2020년04월_여_10~19세,"1,739","1,119",83,130,61,43,42,82,21,50,43,65
2020년04월_여_20~29세,"1,988","1,260",102,125,59,52,49,132,24,63,35,87
2020년04월_여_30~39세,"1,649","1,022",76,137,50,34,54,73,15,60,31,97
2020년04월_여_40~49세,"2,511","1,517",151,189,83,59,79,125,29,76,81,122
2020년04월_여_50~59세,"4,081","1,746",311,381,216,170,191,298,81,244,155,288
2020년04월_여_60~69세,"4,341","1,448",354,448,250,219,284,329,104,337,191,377
2020년04월_여_70~79세,"3,654","1,131",267,396,220,197,260,285,109,271,199,319
2020년04월_여_80~89세,"2,532",631,233,242,161,169,190,212,85,227,150,232
2020년04월_여_90~99세,418,97,42,34,33,21,41,27,12,45,32,34
2020년04월_여_100세 이상,25,9,4,4,0,1,1,1,1,3,0,1
2020년05월_계_총인구수,"47,832","21,222","3,386","4,348","2,272","1,935","2,393","3,263",971,"2,840","1,883","3,319"
2020년05월_계_연령구간인구수,"47,832","21,222","3,386","4,348","2,272","1,935","2,393","3,263",971,"2,840","1,883","3,319"
2020년05월_계_0~9세,"2,468","1,598",116,177,44,56,74,111,34,97,49,112
2020년05월_계_10~19세,"3,519","2,200",169,266,120,96,110,187,50,99,86,136
2020년05월_계_20~29세,"4,512","2,755",235,312,152,114,113,334,49,157,99,192
2020년05월_계_30~39세,"3,464","2,057",186,284,112,82,114,180,39,133,80,197
2020년05월_계_40~49세,"5,530","3,094",339,449,203,157,198,288,73,214,195,320
2020년05월_계_50~59세,"8,578","3,557",681,821,454,359,418,645,181,531,335,596
2020년05월_계_60~69세,"8,829","2,904",747,931,499,461,569,657,221,672,406,762
2020년05월_계_70~79세,"6,486","1,958",504,684,394,322,461,502,186,512,362,601
2020년05월_계_80~89세,"3,865",969,351,376,251,260,282,322,122,357,224,351
2020년05월_계_90~99세,546,117,53,43,42,27,51,36,15,64,47,51
2020년05월_계_100세 이상,35,13,5,5,1,1,3,1,1,4,0,1
2020년05월_남_총인구수,"23,762","10,472","1,714","2,182","1,121",948,"1,161","1,651",483,"1,434",942,"1,654"
2020년05월_남_연령구간인구수,"23,762","10,472","1,714","2,182","1,121",948,"1,161","1,651",483,"1,434",942,"1,654"
2020년05월_남_0~9세,"1,275",816,62,101,21,28,31,49,19,61,30,57
2020년05월_남_10~19세,"1,788","1,090",84,136,58,52,68,105,30,50,45,70
2020년05월_남_20~29세,"2,541","1,492",133,188,95,66,65,210,25,96,62,109
2020년05월_남_30~39세,"1,826","1,048",110,144,62,49,60,105,24,74,48,102
2020년05월_남_40~49세,"3,018","1,568",189,260,121,98,119,166,45,143,112,197
2020년05월_남_50~59세,"4,533","1,824",374,441,241,192,229,351,102,285,180,314
2020년05월_남_60~69세,"4,476","1,452",394,478,247,240,283,329,117,333,215,388
2020년05월_남_70~79세,"2,829",826,238,291,174,126,202,214,78,242,162,276
2020년05월_남_80~89세,"1,336",329,118,133,92,91,93,114,38,132,73,123
2020년05월_남_90~99세,130,22,11,9,9,6,10,8,5,17,15,18
2020년05월_남_100세 이상,10,5,1,1,1,0,1,0,0,1,0,0
2020년05월_여_총인구수,"24,070","10,750","1,672","2,166","1,151",987,"1,232","1,612",488,"1,406",941,"1,665"
2020년05월_여_연령구간인구수,"24,070","10,750","1,672","2,166","1,151",987,"1,232","1,612",488,"1,406",941,"1,665"
2020년05월_여_0~9세,"1,193",782,54,76,23,28,43,62,15,36,19,55
2020년05월_여_10~19세,"1,731","1,110",85,130,62,44,42,82,20,49,41,66
2020년05월_여_20~29세,"1,971","1,263",102,124,57,48,48,124,24,61,37,83
2020년05월_여_30~39세,"1,638","1,009",76,140,50,33,54,75,15,59,32,95
2020년05월_여_40~49세,"2,512","1,526",150,189,82,59,79,122,28,71,83,123
2020년05월_여_50~59세,"4,045","1,733",307,380,213,167,189,294,79,246,155,282
2020년05월_여_60~69세,"4,353","1,452",353,453,252,221,286,328,104,339,191,374
2020년05월_여_70~79세,"3,657","1,132",266,393,220,196,259,288,108,270,200,325
2020년05월_여_80~89세,"2,529",640,233,243,159,169,189,208,84,225,151,228
2020년05월_여_90~99세,416,95,42,34,33,21,41,28,10,47,32,33
2020년05월_여_100세 이상,25,8,4,4,0,1,2,1,1,3,0,1
2020년06월_계_총인구수,"47,736","21,148","3,376","4,345","2,266","1,941","2,395","3,273",966,"2,840","1,887","3,299"
2020년06월_계_연령구간인구수,"47,736","21,148","3,376","4,345","2,266","1,941","2,395","3,273",966,"2,840","1,887","3,299"
2020년06월_계_0~9세,"2,457","1,585",116,178,46,57,75,114,35,95,49,107
2020년06월_계_10~19세,"3,495","2,179",163,266,121,97,109,190,49,101,85,135
2020년06월_계_20~29세,"4,487","2,722",237,311,151,116,114,343,47,157,100,189
2020년06월_계_30~39세,"3,436","2,050",186,284,108,76,112,179,35,134,81,191
2020년06월_계_40~49세,"5,488","3,083",333,442,207,158,195,283,71,212,191,313
2020년06월_계_50~59세,"8,550","3,551",674,819,447,361,416,646,183,530,338,585
2020년06월_계_60~69세,"8,901","2,920",760,938,504,467,571,662,223,677,406,773
2020년06월_계_70~79세,"6,480","1,956",499,684,392,323,466,502,187,508,364,599
2020년06월_계_80~89세,"3,865",973,350,377,251,257,283,314,118,361,226,355
2020년06월_계_90~99세,541,115,53,41,38,28,51,39,17,61,47,51
2020년06월_계_100세 이상,36,14,5,5,1,1,3,1,1,4,0,1
2020년06월_남_총인구수,"23,723","10,433","1,712","2,185","1,119",952,"1,160","1,659",479,"1,432",945,"1,647"
2020년06월_남_연령구간인구수,"23,723","10,433","1,712","2,185","1,119",952,"1,160","1,659",479,"1,432",945,"1,647"
2020년06월_남_0~9세,"1,279",813,64,102,23,28,32,52,20,60,30,55
2020년06월_남_10~19세,"1,773","1,075",82,136,58,54,67,106,30,50,45,70
2020년06월_남_20~29세,"2,531","1,473",134,188,96,69,65,216,24,96,63,107
2020년06월_남_30~39세,"1,817","1,048",109,146,60,45,60,102,22,74,49,102
2020년06월_남_40~49세,"2,994","1,560",186,257,121,98,114,165,45,144,111,193
2020년06월_남_50~59세,"4,515","1,820",373,439,236,190,230,352,100,283,183,309
2020년06월_남_60~69세,"4,525","1,461",401,486,251,244,285,332,118,336,216,395
2020년06월_남_70~79세,"2,819",827,235,290,173,128,203,213,78,238,161,273
2020년06월_남_80~89세,"1,335",329,116,133,92,90,93,113,37,135,72,125
2020년06월_남_90~99세,125,22,11,7,8,6,10,8,5,15,15,18
2020년06월_남_100세 이상,10,5,1,1,1,0,1,0,0,1,0,0
2020년06월_여_총인구수,"24,013","10,715","1,664","2,160","1,147",989,"1,235","1,614",487,"1,408",942,"1,652"
2020년06월_여_연령구간인구수,"24,013","10,715","1,664","2,160","1,147",989,"1,235","1,614",487,"1,408",942,"1,652"
2020년06월_여_0~9세,"1,178",772,52,76,23,29,43,62,15,35,19,52
2020년06월_여_10~19세,"1,722","1,104",81,130,63,43,42,84,19,51,40,65
2020년06월_여_20~29세,"1,956","1,249",103,123,55,47,49,127,23,61,37,82
2020년06월_여_30~39세,"1,619","1,002",77,138,48,31,52,77,13,60,32,89
2020년06월_여_40~49세,"2,494","1,523",147,185,86,60,81,118,26,68,80,120
2020년06월_여_50~59세,"4,035","1,731",301,380,211,171,186,294,83,247,155,276
2020년06월_여_60~69세,"4,376","1,459",359,452,253,223,286,330,105,341,190,378
2020년06월_여_70~79세,"3,661","1,129",264,394,219,195,263,289,109,270,203,326
2020년06월_여_80~89세,"2,530",644,234,244,159,167,190,201,81,226,154,230
2020년06월_여_90~99세,416,93,42,34,30,22,41,31,12,46,32,33
2020년06월_여_100세 이상,26,9,4,4,0,1,2,1,1,3,0,1
2020년07월_계_총인구수,"47,702","21,159","3,367","4,336","2,260","1,945","2,402","3,243",962,"2,847","1,888","3,293"
2020년07월_계_연령구간인구수,"47,702","21,159","3,367","4,336","2,260","1,945","2,402","3,243",962,"2,847","1,888","3,293"
2020년07월_계_0~9세,"2,436","1,577",114,174,48,57,75,110,35,93,49,104
2020년07월_계_10~19세,"3,475","2,169",161,267,118,98,110,183,46,105,82,136
2020년07월_계_20~29세,"4,484","2,732",239,305,146,118,112,335,46,155,102,194
2020년07월_계_30~39세,"3,394","2,028",182,275,106,75,110,178,36,135,81,188
2020년07월_계_40~49세,"5,479","3,091",328,444,204,158,194,276,70,215,189,310
2020년07월_계_50~59세,"8,548","3,557",673,823,447,362,419,641,182,525,338,581
2020년07월_계_60~69세,"8,940","2,933",767,938,506,467,580,663,221,685,409,771
2020년07월_계_70~79세,"6,506","1,967",497,683,398,323,464,505,191,509,363,606
2020년07월_계_80~89세,"3,867",975,351,380,250,256,284,313,116,361,228,353
2020년07월_계_90~99세,537,116,50,42,36,30,51,38,18,60,47,49
2020년07월_계_100세 이상,36,14,5,5,1,1,3,1,1,4,0,1
2020년07월_남_총인구수,"23,689","10,429","1,705","2,177","1,113",953,"1,164","1,645",477,"1,436",944,"1,646"
2020년07월_남_연령구간인구수,"23,689","10,429","1,705","2,177","1,113",953,"1,164","1,645",477,"1,436",944,"1,646"
2020년07월_남_0~9세,"1,258",801,62,98,25,28,32,50,20,59,30,53
2020년07월_남_10~19세,"1,770","1,081",79,136,57,56,68,103,27,51,42,70
2020년07월_남_20~29세,"2,512","1,465",136,183,90,68,63,212,25,96,64,110
2020년07월_남_30~39세,"1,793","1,039",106,141,59,43,58,102,22,72,49,102
2020년07월_남_40~49세,"2,984","1,563",182,255,118,97,115,162,45,146,110,191
2020년07월_남_50~59세,"4,515","1,827",370,446,238,192,229,348,98,281,181,305
2020년07월_남_60~69세,"4,543","1,461",406,485,249,242,294,331,119,341,220,395
2020년07월_남_70~79세,"2,843",833,238,289,176,130,202,217,79,240,160,279
2020년07월_남_80~89세,"1,336",332,114,136,92,89,92,112,37,135,73,124
2020년07월_남_90~99세,125,22,11,7,8,8,10,8,5,14,15,17
2020년07월_남_100세 이상,10,5,1,1,1,0,1,0,0,1,0,0
2020년07월_여_총인구수,"24,013","10,730","1,662","2,159","1,147",992,"1,238","1,598",485,"1,411",944,"1,647"
2020년07월_여_연령구간인구수,"24,013","10,730","1,662","2,159","1,147",992,"1,238","1,598",485,"1,411",944,"1,647"
2020년07월_여_0~9세,"1,178",776,52,76,23,29,43,60,15,34,19,51
2020년07월_여_10~19세,"1,705","1,088",82,131,61,42,42,80,19,54,40,66
2020년07월_여_20~29세,"1,972","1,267",103,122,56,50,49,123,21,59,38,84
2020년07월_여_30~39세,"1,601",989,76,134,47,32,52,76,14,63,32,86
2020년07월_여_40~49세,"2,495","1,528",146,189,86,61,79,114,25,69,79,119
2020년07월_여_50~59세,"4,033","1,730",303,377,209,170,190,293,84,244,157,276
2020년07월_여_60~69세,"4,397","1,472",361,453,257,225,286,332,102,344,189,376
2020년07월_여_70~79세,"3,663","1,134",259,394,222,193,262,288,112,269,203,327
2020년07월_여_80~89세,"2,531",643,237,244,158,167,192,201,79,226,155,229
2020년07월_여_90~99세,412,94,39,35,28,22,41,30,13,46,32,32
2020년07월_여_100세 이상,26,9,4,4,0,1,2,1,1,3,0,1
2020년08월_계_총인구수,"47,706","21,155","3,368","4,324","2,260","1,943","2,403","3,261",962,"2,848","1,891","3,291"
2020년08월_계_연령구간인구수,"47,706","21,155","3,368","4,324","2,260","1,943","2,403","3,261",962,"2,848","1,891","3,291"
2020년08월_계_0~9세,"2,433","1,580",111,174,48,57,73,113,33,90,50,104
2020년08월_계_10~19세,"3,447","2,134",162,267,117,98,113,182,48,111,80,135
2020년08월_계_20~29세,"4,492","2,738",236,300,148,119,114,343,45,155,102,192
2020년08월_계_30~39세,"3,383","2,027",182,269,106,74,107,179,38,132,80,189
2020년08월_계_40~49세,"5,463","3,093",325,439,205,157,192,282,69,212,186,303
2020년08월_계_50~59세,"8,552","3,559",669,824,448,362,422,635,184,522,338,589
2020년08월_계_60~69세,"8,989","2,941",780,944,510,466,579,670,221,690,417,771
2020년08월_계_70~79세,"6,507","1,970",498,681,393,322,466,503,191,513,365,605
2020년08월_계_80~89세,"3,871",986,352,381,247,257,282,317,114,357,226,352
2020년08월_계_90~99세,531,113,47,40,37,30,52,36,18,62,47,49
2020년08월_계_100세 이상,38,14,6,5,1,1,3,1,1,4,0,2
2020년08월_남_총인구수,"23,689","10,423","1,702","2,173","1,111",953,"1,164","1,662",476,"1,434",942,"1,649"
2020년08월_남_연령구간인구수,"23,689","10,423","1,702","2,173","1,111",953,"1,164","1,662",476,"1,434",942,"1,649"
2020년08월_남_0~9세,"1,253",800,61,97,25,29,30,52,19,57,29,54
2020년08월_남_10~19세,"1,764","1,073",80,137,56,56,70,101,28,52,41,70
2020년08월_남_20~29세,"2,516","1,461",133,180,91,68,64,225,24,96,63,111
2020년08월_남_30~39세,"1,786","1,031",106,139,61,42,58,103,23,71,49,103
2020년08월_남_40~49세,"2,978","1,572",180,253,116,97,112,166,44,143,108,187
2020년08월_남_50~59세,"4,510","1,823",367,445,241,194,230,343,100,280,180,307
2020년08월_남_60~69세,"4,571","1,470",409,490,247,239,295,335,118,346,224,398
2020년08월_남_70~79세,"2,841",830,241,289,174,130,204,216,79,239,162,277
2020년08월_남_80~89세,"1,334",336,113,135,91,90,89,113,36,135,71,125
2020년08월_남_90~99세,125,22,11,7,8,8,11,8,5,14,15,16
2020년08월_남_100세 이상,11,5,1,1,1,0,1,0,0,1,0,1
2020년08월_여_총인구수,"24,017","10,732","1,666","2,151","1,149",990,"1,239","1,599",486,"1,414",949,"1,642"
2020년08월_여_연령구간인구수,"24,017","10,732","1,666","2,151","1,149",990,"1,239","1,599",486,"1,414",949,"1,642"
2020년08월_여_0~9세,"1,180",780,50,77,23,28,43,61,14,33,21,50
2020년08월_여_10~19세,"1,683","1,061",82,130,61,42,43,81,20,59,39,65
2020년08월_여_20~29세,"1,976","1,277",103,120,57,51,50,118,21,59,39,81
2020년08월_여_30~39세,"1,597",996,76,130,45,32,49,76,15,61,31,86
2020년08월_여_40~49세,"2,485","1,521",145,186,89,60,80,116,25,69,78,116
2020년08월_여_50~59세,"4,042","1,736",302,379,207,168,192,292,84,242,158,282
2020년08월_여_60~69세,"4,418","1,471",371,454,263,227,284,335,103,344,193,373
2020년08월_여_70~79세,"3,666","1,140",257,392,219,192,262,287,112,274,203,328
2020년08월_여_80~89세,"2,537",650,239,246,156,167,193,204,78,222,155,227
2020년08월_여_90~99세,406,91,36,33,29,22,41,28,13,48,32,33
2020년08월_여_100세 이상,27,9,5,4,0,1,2,1,1,3,0,1
2020년09월_계_총인구수,"47,679","21,117","3,360","4,360","2,261","1,948","2,395","3,257",961,"2,855","1,889","3,276"
2020년09월_계_연령구간인구수,"47,679","21,117","3,360","4,360","2,261","1,948","2,395","3,257",961,"2,855","1,889","3,276"
2020년09월_계_0~9세,"2,427","1,577",109,173,49,58,74,111,33,88,51,104
2020년09월_계_10~19세,"3,465","2,114",160,309,118,97,112,181,47,114,79,134
2020년09월_계_20~29세,"4,474","2,738",239,296,147,116,109,334,45,159,105,186
2020년09월_계_30~39세,"3,348","2,002",179,271,105,75,109,179,37,125,80,186
2020년09월_계_40~49세,"5,444","3,090",320,433,205,157,187,280,69,222,183,298
2020년09월_계_50~59세,"8,524","3,552",660,814,446,367,420,634,185,518,342,586
2020년09월_계_60~69세,"9,039","2,959",789,960,512,466,578,673,221,695,414,772
2020년09월_계_70~79세,"6,521","1,970",500,680,395,326,469,508,190,516,362,605
2020년09월_계_80~89세,"3,870",990,352,380,246,256,283,318,114,352,225,354
2020년09월_계_90~99세,529,111,46,39,37,29,51,38,19,62,48,49
2020년09월_계_100세 이상,38,14,6,5,1,1,3,1,1,4,0,2
2020년09월_남_총인구수,"23,694","10,415","1,702","2,194","1,110",956,"1,159","1,661",477,"1,438",943,"1,639"
2020년09월_남_연령구간인구수,"23,694","10,415","1,702","2,194","1,110",956,"1,159","1,661",477,"1,438",943,"1,639"
2020년09월_남_0~9세,"1,254",808,60,96,25,29,31,50,19,54,28,54
2020년09월_남_10~19세,"1,780","1,058",80,164,58,55,69,103,27,54,41,71
2020년09월_남_20~29세,"2,509","1,460",136,177,91,68,64,221,24,98,65,105
2020년09월_남_30~39세,"1,763","1,017",104,140,58,41,58,102,23,69,50,101
2020년09월_남_40~49세,"2,959","1,573",177,247,115,96,109,163,44,150,105,180
2020년09월_남_50~59세,"4,510","1,825",363,443,239,197,226,344,101,279,183,310
2020년09월_남_60~69세,"4,591","1,476",415,496,249,239,296,336,119,347,222,396
2020년09월_남_70~79세,"2,855",831,243,291,175,133,204,219,78,240,162,279
2020년09월_남_80~89세,"1,333",340,112,132,90,90,90,114,36,132,71,126
2020년09월_남_90~99세,129,22,11,7,9,8,11,9,6,14,16,16
2020년09월_남_100세 이상,11,5,1,1,1,0,1,0,0,1,0,1
2020년09월_여_총인구수,"23,985","10,702","1,658","2,166","1,151",992,"1,236","1,596",484,"1,417",946,"1,637"
2020년09월_여_연령구간인구수,"23,985","10,702","1,658","2,166","1,151",992,"1,236","1,596",484,"1,417",946,"1,637"
2020년09월_여_0~9세,"1,173",769,49,77,24,29,43,61,14,34,23,50
2020년09월_여_10~19세,"1,685","1,056",80,145,60,42,43,78,20,60,38,63
2020년09월_여_20~29세,"1,965","1,278",103,119,56,48,45,113,21,61,40,81
2020년09월_여_30~39세,"1,585",985,75,131,47,34,51,77,14,56,30,85
2020년09월_여_40~49세,"2,485","1,517",143,186,90,61,78,117,25,72,78,118
2020년09월_여_50~59세,"4,014","1,727",297,371,207,170,194,290,84,239,159,276
2020년09월_여_60~69세,"4,448","1,483",374,464,263,227,282,337,102,348,192,376
2020년09월_여_70~79세,"3,666","1,139",257,389,220,193,265,289,112,276,200,326
2020년09월_여_80~89세,"2,537",650,240,248,156,166,193,204,78,220,154,228
2020년09월_여_90~99세,400,89,35,32,28,21,40,29,13,48,32,33
2020년09월_여_100세 이상,27,9,5,4,0,1,2,1,1,3,0,1
2020년10월_계_총인구수,"47,603","21,049","3,341","4,369","2,263","1,949","2,400","3,253",959,"2,855","1,877","3,288"
2020년10월_계_연령구간인구수,"47,603","21,049","3,341","4,369","2,263","1,949","2,400","3,253",959,"2,855","1,877","3,288"
2020년10월_계_0~9세,"2,397","1,551",108,173,49,57,74,110,31,87,51,106
2020년10월_계_10~19세,"3,436","2,096",151,310,120,94,109,181,48,113,77,137
2020년10월_계_20~29세,"4,483","2,742",239,295,146,119,112,330,46,158,104,192
2020년10월_계_30~39세,"3,309","1,976",169,269,102,76,110,183,39,125,75,185
2020년10월_계_40~49세,"5,411","3,078",316,430,206,155,187,275,69,220,180,295
2020년10월_계_50~59세,"8,518","3,547",663,816,447,366,416,629,182,518,344,590
2020년10월_계_60~69세,"9,091","2,971",791,970,509,471,580,680,221,705,416,777
2020년10월_계_70~79세,"6,519","1,974",498,680,397,322,476,511,185,514,357,605
2020년10월_계_80~89세,"3,870",987,353,382,249,259,281,316,118,350,224,351
2020년10월_계_90~99세,531,113,47,39,37,29,52,37,19,61,49,48
2020년10월_계_100세 이상,38,14,6,5,1,1,3,1,1,4,0,2
2020년10월_남_총인구수,"23,662","10,387","1,697","2,197","1,111",959,"1,165","1,657",472,"1,438",935,"1,644"
2020년10월_남_연령구간인구수,"23,662","10,387","1,697","2,197","1,111",959,"1,165","1,657",472,"1,438",935,"1,644"
2020년10월_남_0~9세,"1,234",789,59,97,23,30,31,49,18,53,29,56
2020년10월_남_10~19세,"1,772","1,064",74,163,59,53,67,103,27,53,39,70
2020년10월_남_20~29세,"2,517","1,460",140,177,92,69,66,217,23,98,65,110
2020년10월_남_30~39세,"1,749","1,004",101,140,56,42,60,105,24,70,47,100
2020년10월_남_40~49세,"2,938","1,570",174,245,114,96,109,160,43,147,103,177
2020년10월_남_50~59세,"4,506","1,814",368,443,240,197,224,339,101,282,185,313
2020년10월_남_60~69세,"4,623","1,488",412,503,249,241,299,342,116,352,222,399
2020년10월_남_70~79세,"2,858",834,247,289,178,133,208,219,77,237,159,277
2020년10월_남_80~89세,"1,325",336,110,132,90,90,89,114,37,131,69,127
2020년10월_남_90~99세,129,23,11,7,9,8,11,9,6,14,17,14
2020년10월_남_100세 이상,11,5,1,1,1,0,1,0,0,1,0,1
2020년10월_여_총인구수,"23,941","10,662","1,644","2,172","1,152",990,"1,235","1,596",487,"1,417",942,"1,644"
2020년10월_여_연령구간인구수,"23,941","10,662","1,644","2,172","1,152",990,"1,235","1,596",487,"1,417",942,"1,644"
2020년10월_여_0~9세,"1,163",762,49,76,26,27,43,61,13,34,22,50
2020년10월_여_10~19세,"1,664","1,032",77,147,61,41,42,78,21,60,38,67
2020년10월_여_20~29세,"1,966","1,282",99,118,54,50,46,113,23,60,39,82
2020년10월_여_30~39세,"1,560",972,68,129,46,34,50,78,15,55,28,85
2020년10월_여_40~49세,"2,473","1,508",142,185,92,59,78,115,26,73,77,118
2020년10월_여_50~59세,"4,012","1,733",295,373,207,169,192,290,81,236,159,277
2020년10월_여_60~69세,"4,468","1,483",379,467,260,230,281,338,105,353,194,378
2020년10월_여_70~79세,"3,661","1,140",251,391,219,189,268,292,108,277,198,328
