카테고리,충청북도,충청북도 청주시,충청북도 청주시 상당구,충청북도 청주시 서원구,충청북도 청주시 흥덕구,충청북도 청주시 청원구,충청북도 충주시,충청북도 제천시,충청북도 보은군,충청북도 옥천군,충청북도 영동군,충청북도 증평군,충청북도 진천군,충청북도 괴산군,충청북도 음성군,충청북도 단양군
2020년03월_남_60~69세,"105,743","44,908","10,908","11,696","12,792","9,512","15,005","10,794","3,352","4,839","4,444","2,386","4,938","4,284","7,653","3,140"
2020년03월_남_70~79세,"53,330","20,660","5,276","5,443","5,369","4,572","7,679","5,564","2,027","2,824","2,818","1,180","2,476","2,498","3,865","1,739"
2020년03월_남_80~89세,"21,724","7,654","2,030","2,044","1,869","1,711","3,246","2,175","1,041","1,260","1,319",478,"1,140","1,134","1,547",730
2020년03월_남_90~99세,"1,974",653,218,158,142,135,314,174,116,132,129,42,84,96,168,66
2020년03월_남_100세 이상,152,49,10,16,7,16,16,23,1,7,9,3,5,6,25,8
2020년03월_여_총인구수,"788,270","417,289","91,081","101,099","130,111","94,998","104,003","66,754","16,260","25,195","24,279","17,996","38,805","18,531","44,570","14,588"
2020년03월_여_연령구간인구수,"788,270","417,289","91,081","101,099","130,111","94,998","104,003","66,754","16,260","25,195","24,279","17,996","38,805","18,531","44,570","14,588"
2020년03월_여_0~9세,"62,552","37,478","7,556","7,486","12,124","10,312","7,486","4,528",737,"1,290","1,215","1,714","3,731",655,"3,104",614
2020년03월_여_10~19세,"73,011","41,958","9,302","10,270","12,946","9,440","9,272","5,826","1,027","1,910","1,755","1,674","3,749","1,055","3,807",978
2020년03월_여_20~29세,"88,390","54,117","10,605","13,314","18,697","11,501","10,472","6,666","1,041","1,923","2,037","1,930","3,784","1,289","4,138",993
2020년03월_여_30~39세,"93,479","57,297","10,544","11,860","19,606","15,287","11,037","6,491","1,035","1,959","1,677","2,203","5,139","1,110","4,538",993
2020년03월_여_40~49세,"117,103","67,721","14,725","16,392","21,382","15,222","15,283","9,143","1,519","2,920","2,526","2,632","5,947","1,662","6,201","1,549"
2020년03월_여_50~59세,"132,973","68,318","15,755","17,859","21,243","13,461","18,455","11,902","2,715","4,280","4,108","2,916","6,110","3,442","7,987","2,740"
2020년03월_여_60~69세,"105,627","46,695","11,106","12,487","13,172","9,930","15,022","10,936","3,205","4,606","4,351","2,342","4,742","3,920","6,853","2,955"
2020년03월_여_70~79세,"65,813","25,752","6,719","6,853","6,459","5,721","9,739","6,750","2,560","3,387","3,628","1,487","2,988","2,947","4,393","2,182"
2020년03월_여_80~89세,"42,142","15,253","4,027","3,874","3,832","3,520","6,299","3,844","2,034","2,483","2,535",969,"2,247","2,096","3,011","1,371"
2020년03월_여_90~99세,"6,788","2,560",697,668,619,576,886,619,363,417,423,121,355,335,511,198
2020년03월_여_100세 이상,392,140,45,36,31,28,52,49,24,20,24,8,13,20,27,15
2020년04월_계_총인구수,"1,596,613","840,938","182,086","200,275","264,170","194,407","210,188","133,638","32,699","50,778","47,963","37,320","81,483","37,694","94,461","29,451"
2020년04월_계_연령구간인구수,"1,596,613","840,938","182,086","200,275","264,170","194,407","210,188","133,638","32,699","50,778","47,963","37,320","81,483","37,694","94,461","29,451"
2020년04월_계_0~9세,"127,232","76,165","15,432","15,104","24,646","20,983","15,035","9,151","1,529","2,727","2,480","3,486","7,670","1,311","6,410","1,268"
2020년04월_계_10~19세,"151,945","87,385","19,434","21,395","26,954","19,602","19,344","12,027","2,184","3,987","3,549","3,466","7,897","2,117","7,937","2,052"
2020년04월_계_20~29세,"198,362","119,022","23,266","29,026","40,873","25,857","24,305","14,909","2,449","4,464","4,554","4,560","8,935","3,028","9,768","2,368"
2020년04월_계_30~39세,"197,615","119,492","21,559","24,104","41,190","32,639","23,795","13,451","2,325","4,033","3,493","4,888","11,282","2,519","10,219","2,118"
2020년04월_계_40~49세,"242,620","136,692","29,352","32,090","43,299","31,951","31,388","18,791","3,418","6,401","5,544","5,729","13,163","3,935","14,119","3,440"
2020년04월_계_50~59세,"273,650","137,097","31,763","35,097","42,685","27,552","37,858","24,253","6,051","9,084","8,620","6,130","13,484","7,420","17,873","5,780"
2020년04월_계_60~69세,"212,481","92,175","22,218","24,275","26,149","19,533","30,167","21,837","6,571","9,521","8,798","4,761","9,735","8,236","14,571","6,109"
2020년04월_계_70~79세,"119,208","46,447","12,002","12,342","11,828","10,275","17,433","12,318","4,584","6,220","6,480","2,667","5,456","5,429","8,256","3,918"
2020년04월_계_80~89세,"64,143","23,030","6,068","5,962","5,743","5,257","9,598","6,034","3,080","3,761","3,864","1,457","3,401","3,239","4,570","2,109"
2020년04월_계_90~99세,"8,804","3,245",937,828,765,715,"1,197",793,482,551,546,164,442,434,684,266
2020년04월_계_100세 이상,553,188,55,52,38,43,68,74,26,29,35,12,18,26,54,23
2020년04월_남_총인구수,"809,005","423,544","90,664","99,428","133,876","99,576","106,310","67,030","16,465","25,608","23,828","19,357","42,652","19,271","50,020","14,920"
2020년04월_남_연령구간인구수,"809,005","423,544","90,664","99,428","133,876","99,576","106,310","67,030","16,465","25,608","23,828","19,357","42,652","19,271","50,020","14,920"
2020년04월_남_0~9세,"65,034","38,839","7,854","7,673","12,539","10,773","7,623","4,663",793,"1,445","1,283","1,784","3,951",663,"3,329",661
2020년04월_남_10~19세,"79,157","45,544","10,131","11,206","14,037","10,170","10,075","6,232","1,166","2,088","1,810","1,797","4,138","1,073","4,146","1,088"
2020년04월_남_20~29세,"110,190","64,823","12,631","15,732","22,108","14,352","13,884","8,290","1,421","2,553","2,566","2,636","5,173","1,785","5,680","1,379"
2020년04월_남_30~39세,"104,389","62,274","10,921","12,310","21,596","17,447","12,798","6,993","1,287","2,090","1,844","2,693","6,152","1,428","5,698","1,132"
2020년04월_남_40~49세,"125,793","69,115","14,625","15,799","21,942","16,749","16,144","9,678","1,911","3,470","3,033","3,104","7,206","2,271","7,952","1,909"
2020년04월_남_50~59세,"140,703","68,652","15,949","17,264","21,369","14,070","19,415","12,378","3,335","4,839","4,539","3,220","7,364","4,004","9,896","3,061"
2020년04월_남_60~69세,"106,334","45,194","11,002","11,734","12,874","9,584","15,074","10,844","3,367","4,875","4,457","2,414","4,964","4,305","7,698","3,142"
2020년04월_남_70~79세,"53,434","20,684","5,284","5,471","5,373","4,556","7,709","5,578","2,027","2,836","2,826","1,181","2,475","2,502","3,879","1,737"
2020년04월_남_80~89세,"21,835","7,711","2,034","2,064","1,889","1,724","3,257","2,175","1,043","1,269","1,332",483,"1,138","1,136","1,553",738
2020년04월_남_90~99세,"1,981",659,223,159,142,135,315,174,114,136,128,42,86,98,164,65
2020년04월_남_100세 이상,155,49,10,16,7,16,16,25,1,7,10,3,5,6,25,8
2020년04월_여_총인구수,"787,608","417,394","91,422","100,847","130,294","94,831","103,878","66,608","16,234","25,170","24,135","17,963","38,831","18,423","44,441","14,531"
2020년04월_여_연령구간인구수,"787,608","417,394","91,422","100,847","130,294","94,831","103,878","66,608","16,234","25,170","24,135","17,963","38,831","18,423","44,441","14,531"
2020년04월_여_0~9세,"62,198","37,326","7,578","7,431","12,107","10,210","7,412","4,488",736,"1,282","1,197","1,702","3,719",648,"3,081",607
2020년04월_여_10~19세,"72,788","41,841","9,303","10,189","12,917","9,432","9,269","5,795","1,018","1,899","1,739","1,669","3,759","1,044","3,791",964
2020년04월_여_20~29세,"88,172","54,199","10,635","13,294","18,765","11,505","10,421","6,619","1,028","1,911","1,988","1,924","3,762","1,243","4,088",989
2020년04월_여_30~39세,"93,226","57,218","10,638","11,794","19,594","15,192","10,997","6,458","1,038","1,943","1,649","2,195","5,130","1,091","4,521",986
2020년04월_여_40~49세,"116,827","67,577","14,727","16,291","21,357","15,202","15,244","9,113","1,507","2,931","2,511","2,625","5,957","1,664","6,167","1,531"
2020년04월_여_50~59세,"132,947","68,445","15,814","17,833","21,316","13,482","18,443","11,875","2,716","4,245","4,081","2,910","6,120","3,416","7,977","2,719"
2020년04월_여_60~69세,"106,147","46,981","11,216","12,541","13,275","9,949","15,093","10,993","3,204","4,646","4,341","2,347","4,771","3,931","6,873","2,967"
2020년04월_여_70~79세,"65,774","25,763","6,718","6,871","6,455","5,719","9,724","6,740","2,557","3,384","3,654","1,486","2,981","2,927","4,377","2,181"
2020년04월_여_80~89세,"42,308","15,319","4,034","3,898","3,854","3,533","6,341","3,859","2,037","2,492","2,532",974,"2,263","2,103","3,017","1,371"
2020년04월_여_90~99세,"6,823","2,586",714,669,623,580,882,619,368,415,418,122,356,336,520,201
2020년04월_여_100세 이상,398,139,45,36,31,27,52,49,25,22,25,9,13,20,29,15
2020년05월_계_총인구수,"1,596,710","841,540","182,516","199,866","264,709","194,449","210,190","133,513","32,653","50,802","47,832","37,302","81,584","37,566","94,336","29,392"
2020년05월_계_연령구간인구수,"1,596,710","841,540","182,516","199,866","264,709","194,449","210,190","133,513","32,653","50,802","47,832","37,302","81,584","37,566","94,336","29,392"
2020년05월_계_0~9세,"126,863","75,999","15,462","14,990","24,614","20,933","14,989","9,110","1,532","2,718","2,468","3,471","7,665","1,296","6,368","1,247"
2020년05월_계_10~19세,"151,372","87,099","19,383","21,267","26,891","19,558","19,252","11,977","2,167","3,961","3,519","3,461","7,895","2,086","7,906","2,049"
2020년05월_계_20~29세,"198,370","119,323","23,367","28,964","41,083","25,909","24,266","14,860","2,443","4,458","4,512","4,560","8,964","2,963","9,682","2,339"
2020년05월_계_30~39세,"197,266","119,369","21,619","23,989","41,226","32,535","23,823","13,388","2,307","4,032","3,464","4,850","11,250","2,490","10,197","2,096"
2020년05월_계_40~49세,"242,139","136,581","29,365","31,945","43,314","31,957","31,278","18,720","3,393","6,355","5,530","5,728","13,147","3,914","14,068","3,425"
2020년05월_계_50~59세,"274,160","137,507","31,895","35,149","42,846","27,617","37,935","24,265","6,046","9,111","8,578","6,134","13,530","7,403","17,883","5,768"
2020년05월_계_60~69세,"213,335","92,570","22,317","24,348","26,306","19,599","30,274","21,917","6,579","9,564","8,829","4,785","9,781","8,263","14,626","6,147"
2020년05월_계_70~79세,"119,441","46,565","12,031","12,356","11,874","10,304","17,461","12,342","4,572","6,248","6,486","2,676","5,480","5,437","8,258","3,916"
2020년05월_계_80~89세,"64,343","23,071","6,075","5,983","5,741","5,272","9,640","6,067","3,099","3,769","3,865","1,459","3,404","3,250","4,603","2,116"
2020년05월_계_90~99세,"8,864","3,266",946,824,775,721,"1,203",793,488,557,546,167,450,436,691,267
2020년05월_계_100세 이상,557,190,56,51,39,44,69,74,27,29,35,11,18,28,54,22
2020년05월_남_총인구수,"809,114","423,859","90,910","99,211","134,149","99,589","106,327","66,966","16,454","25,618","23,762","19,353","42,709","19,207","49,965","14,894"
2020년05월_남_연령구간인구수,"809,114","423,859","90,910","99,211","134,149","99,589","106,327","66,966","16,454","25,618","23,762","19,353","42,709","19,207","49,965","14,894"
2020년05월_남_0~9세,"64,830","38,740","7,859","7,612","12,518","10,751","7,602","4,653",799,"1,433","1,275","1,774","3,942",658,"3,305",649
2020년05월_남_10~19세,"78,834","45,377","10,100","11,120","14,002","10,155","10,017","6,199","1,154","2,077","1,788","1,801","4,138","1,063","4,135","1,085"
2020년05월_남_20~29세,"110,253","65,000","12,707","15,721","22,204","14,368","13,899","8,264","1,423","2,552","2,541","2,639","5,177","1,752","5,645","1,361"
2020년05월_남_30~39세,"104,224","62,224","10,971","12,259","21,613","17,381","12,808","6,964","1,278","2,089","1,826","2,676","6,134","1,409","5,694","1,122"
2020년05월_남_40~49세,"125,534","69,077","14,633","15,731","21,949","16,764","16,094","9,642","1,905","3,440","3,018","3,101","7,208","2,249","7,904","1,896"
2020년05월_남_50~59세,"141,029","68,890","15,997","17,296","21,486","14,111","19,437","12,389","3,326","4,862","4,533","3,224","7,394","4,002","9,909","3,063"
2020년05월_남_60~69세,"106,787","45,375","11,056","11,771","12,942","9,606","15,153","10,888","3,372","4,897","4,476","2,418","4,984","4,318","7,742","3,164"
2020년05월_남_70~79세,"53,560","20,750","5,311","5,468","5,394","4,577","7,719","5,576","2,027","2,854","2,829","1,184","2,495","2,517","3,871","1,738"
2020년05월_남_80~89세,"21,920","7,713","2,040","2,062","1,890","1,721","3,272","2,193","1,054","1,271","1,336",490,"1,144","1,135","1,570",742
2020년05월_남_90~99세,"1,985",663,225,156,144,138,309,173,115,136,130,43,88,97,165,66
2020년05월_남_100세 이상,158,50,11,15,7,17,17,25,1,7,10,3,5,7,25,8
2020년05월_여_총인구수,"787,596","417,681","91,606","100,655","130,560","94,860","103,863","66,547","16,199","25,184","24,070","17,949","38,875","18,359","44,371","14,498"
2020년05월_여_연령구간인구수,"787,596","417,681","91,606","100,655","130,560","94,860","103,863","66,547","16,199","25,184","24,070","17,949","38,875","18,359","44,371","14,498"
2020년05월_여_0~9세,"62,033","37,259","7,603","7,378","12,096","10,182","7,387","4,457",733,"1,285","1,193","1,697","3,723",638,"3,063",598
2020년05월_여_10~19세,"72,538","41,722","9,283","10,147","12,889","9,403","9,235","5,778","1,013","1,884","1,731","1,660","3,757","1,023","3,771",964
2020년05월_여_20~29세,"88,117","54,323","10,660","13,243","18,879","11,541","10,367","6,596","1,020","1,906","1,971","1,921","3,787","1,211","4,037",978
2020년05월_여_30~39세,"93,042","57,145","10,648","11,730","19,613","15,154","11,015","6,424","1,029","1,943","1,638","2,174","5,116","1,081","4,503",974
2020년05월_여_40~49세,"116,605","67,504","14,732","16,214","21,365","15,193","15,184","9,078","1,488","2,915","2,512","2,627","5,939","1,665","6,164","1,529"
2020년05월_여_50~59세,"133,131","68,617","15,898","17,853","21,360","13,506","18,498","11,876","2,720","4,249","4,045","2,910","6,136","3,401","7,974","2,705"
2020년05월_여_60~69세,"106,548","47,195","11,261","12,577","13,364","9,993","15,121","11,029","3,207","4,667","4,353","2,367","4,797","3,945","6,884","2,983"
2020년05월_여_70~79세,"65,881","25,815","6,720","6,888","6,480","5,727","9,742","6,766","2,545","3,394","3,657","1,492","2,985","2,920","4,387","2,178"
2020년05월_여_80~89세,"42,423","15,358","4,035","3,921","3,851","3,551","6,368","3,874","2,045","2,498","2,529",969,"2,260","2,115","3,033","1,374"
2020년05월_여_90~99세,"6,879","2,603",721,668,631,583,894,620,373,421,416,124,362,339,526,201
2020년05월_여_100세 이상,399,140,45,36,32,27,52,49,26,22,25,8,13,21,29,14
2020년06월_계_총인구수,"1,597,593","842,821","184,165","198,950","265,681","194,025","210,173","133,395","32,578","50,802","47,736","37,178","81,742","37,493","94,288","29,387"
2020년06월_계_연령구간인구수,"1,597,593","842,821","184,165","198,950","265,681","194,025","210,173","133,395","32,578","50,802","47,736","37,178","81,742","37,493","94,288","29,387"
2020년06월_계_0~9세,"126,469","75,842","15,646","14,810","24,616","20,770","14,964","9,047","1,519","2,704","2,457","3,437","7,630","1,294","6,329","1,246"
2020년06월_계_10~19세,"151,063","86,890","19,439","21,092","26,870","19,489","19,178","11,947","2,146","3,945","3,495","3,429","8,004","2,072","7,915","2,042"
2020년06월_계_20~29세,"198,496","119,617","23,730","28,823","41,245","25,819","24,287","14,798","2,433","4,475","4,487","4,541","8,969","2,924","9,643","2,322"
2020년06월_계_30~39세,"197,029","119,435","21,952","23,786","41,356","32,341","23,715","13,336","2,287","4,012","3,436","4,841","11,221","2,492","10,165","2,089"
2020년06월_계_40~49세,"242,150","136,783","29,592","31,776","43,467","31,948","31,253","18,682","3,392","6,348","5,488","5,700","13,173","3,876","14,049","3,406"
2020년06월_계_50~59세,"273,957","137,656","32,088","34,990","43,037","27,541","37,844","24,201","6,003","9,101","8,550","6,095","13,521","7,375","17,843","5,768"
2020년06월_계_60~69세,"214,966","93,314","22,553","24,450","26,563","19,748","30,520","22,070","6,610","9,633","8,901","4,836","9,842","8,322","14,732","6,186"
2020년06월_계_70~79세,"119,630","46,746","12,081","12,386","11,966","10,313","17,473","12,356","4,572","6,230","6,480","2,664","5,509","5,424","8,254","3,922"
2020년06월_계_80~89세,"64,406","23,082","6,074","5,972","5,745","5,291","9,663","6,084","3,104","3,766","3,865","1,458","3,403","3,250","4,614","2,117"
2020년06월_계_90~99세,"8,869","3,265",952,815,780,718,"1,207",800,485,559,541,166,452,436,690,268
2020년06월_계_100세 이상,558,191,58,50,36,47,69,74,27,29,36,11,18,28,54,21
2020년06월_남_총인구수,"809,657","424,561","91,750","98,807","134,660","99,344","106,312","66,925","16,406","25,585","23,723","19,285","42,813","19,202","49,951","14,894"
2020년06월_남_연령구간인구수,"809,657","424,561","91,750","98,807","134,660","99,344","106,312","66,925","16,406","25,585","23,723","19,285","42,813","19,202","49,951","14,894"
2020년06월_남_0~9세,"64,673","38,681","7,959","7,532","12,534","10,656","7,593","4,622",791,"1,416","1,279","1,755","3,938",660,"3,291",647
2020년06월_남_10~19세,"78,661","45,266","10,136","11,017","13,991","10,122","9,981","6,176","1,148","2,063","1,773","1,780","4,195","1,064","4,130","1,085"
2020년06월_남_20~29세,"110,346","65,184","12,902","15,674","22,282","14,326","13,917","8,235","1,421","2,547","2,531","2,624","5,178","1,736","5,627","1,346"
2020년06월_남_30~39세,"104,196","62,317","11,165","12,174","21,705","17,273","12,765","6,949","1,266","2,082","1,817","2,670","6,125","1,407","5,682","1,116"
2020년06월_남_40~49세,"125,516","69,165","14,725","15,651","22,016","16,773","16,058","9,630","1,900","3,437","2,994","3,090","7,228","2,229","7,900","1,885"
2020년06월_남_50~59세,"140,932","68,962","16,080","17,241","21,578","14,063","19,401","12,353","3,299","4,853","4,515","3,210","7,384","3,989","9,895","3,071"
2020년06월_남_60~69세,"107,578","45,708","11,169","11,799","13,072","9,668","15,271","10,967","3,386","4,930","4,525","2,443","5,022","4,358","7,787","3,181"
2020년06월_남_70~79세,"53,670","20,846","5,340","5,493","5,434","4,579","7,719","5,594","2,024","2,845","2,819","1,177","2,505","2,515","3,882","1,744"
2020년06월_남_80~89세,"21,942","7,714","2,037","2,055","1,894","1,728","3,283","2,195","1,061","1,269","1,335",489,"1,148","1,140","1,564",744
2020년06월_남_90~99세,"1,988",669,226,156,148,139,308,179,109,136,125,44,86,97,168,67
2020년06월_남_100세 이상,155,49,11,15,6,17,16,25,1,7,10,3,4,7,25,8
2020년06월_여_총인구수,"787,936","418,260","92,415","100,143","131,021","94,681","103,861","66,470","16,172","25,217","24,013","17,893","38,929","18,291","44,337","14,493"
2020년06월_여_연령구간인구수,"787,936","418,260","92,415","100,143","131,021","94,681","103,861","66,470","16,172","25,217","24,013","17,893","38,929","18,291","44,337","14,493"
2020년06월_여_0~9세,"61,796","37,161","7,687","7,278","12,082","10,114","7,371","4,425",728,"1,288","1,178","1,682","3,692",634,"3,038",599
2020년06월_여_10~19세,"72,402","41,624","9,303","10,075","12,879","9,367","9,197","5,771",998,"1,882","1,722","1,649","3,809","1,008","3,785",957
2020년06월_여_20~29세,"88,150","54,433","10,828","13,149","18,963","11,493","10,370","6,563","1,012","1,928","1,956","1,917","3,791","1,188","4,016",976
2020년06월_여_30~39세,"92,833","57,118","10,787","11,612","19,651","15,068","10,950","6,387","1,021","1,930","1,619","2,171","5,096","1,085","4,483",973
2020년06월_여_40~49세,"116,634","67,618","14,867","16,125","21,451","15,175","15,195","9,052","1,492","2,911","2,494","2,610","5,945","1,647","6,149","1,521"
2020년06월_여_50~59세,"133,025","68,694","16,008","17,749","21,459","13,478","18,443","11,848","2,704","4,248","4,035","2,885","6,137","3,386","7,948","2,697"
2020년06월_여_60~69세,"107,388","47,606","11,384","12,651","13,491","10,080","15,249","11,103","3,224","4,703","4,376","2,393","4,820","3,964","6,945","3,005"
2020년06월_여_70~79세,"65,960","25,900","6,741","6,893","6,532","5,734","9,754","6,762","2,548","3,385","3,661","1,487","3,004","2,909","4,372","2,178"
2020년06월_여_80~89세,"42,464","15,368","4,037","3,917","3,851","3,563","6,380","3,889","2,043","2,497","2,530",969,"2,255","2,110","3,050","1,373"
2020년06월_여_90~99세,"6,881","2,596",726,659,632,579,899,621,376,423,416,122,366,339,522,201
2020년06월_여_100세 이상,403,142,47,35,30,30,53,49,26,22,26,8,14,21,29,13
2020년07월_계_총인구수,"1,597,936","843,399","185,256","198,543","265,720","193,880","210,228","133,277","32,522","50,768","47,702","37,166","81,865","37,357","94,315","29,337"
2020년07월_계_연령구간인구수,"1,597,936","843,399","185,256","198,543","265,720","193,880","210,228","133,277","32,522","50,768","47,702","37,166","81,865","37,357","94,315","29,337"
2020년07월_계_0~9세,"126,082","75,672","15,765","14,690","24,538","20,679","14,949","9,003","1,507","2,692","2,436","3,424","7,613","1,276","6,281","1,229"
2020년07월_계_10~19세,"150,750","86,726","19,486","21,010","26,818","19,412","19,142","11,889","2,142","3,944","3,475","3,415","8,024","2,061","7,891","2,041"
2020년07월_계_20~29세,"198,376","119,621","23,890","28,743","41,155","25,833","24,288","14,779","2,404","4,455","4,484","4,526","8,976","2,896","9,645","2,302"
2020년07월_계_30~39세,"196,691","119,386","22,113","23,691","41,387","32,195","23,639","13,296","2,270","3,987","3,394","4,842","11,200","2,447","10,157","2,073"
2020년07월_계_40~49세,"242,162","136,944","29,783","31,670","43,496","31,995","31,194","18,612","3,379","6,336","5,479","5,709","13,184","3,873","14,064","3,388"
2020년07월_계_50~59세,"274,049","137,753","32,238","34,900","43,040","27,575","37,899","24,181","5,978","9,118","8,548","6,072","13,552","7,324","17,856","5,768"
2020년07월_계_60~69세,"215,906","93,792","22,730","24,569","26,699","19,794","30,652","22,160","6,643","9,641","8,940","4,871","9,915","8,333","14,768","6,191"
2020년07월_계_70~79세,"120,020","46,942","12,155","12,448","12,023","10,316","17,499","12,388","4,592","6,254","6,506","2,668","5,511","5,429","8,295","3,936"
2020년07월_계_80~89세,"64,438","23,107","6,089","5,956","5,743","5,319","9,673","6,089","3,089","3,752","3,867","1,463","3,419","3,250","4,612","2,117"
2020년07월_계_90~99세,"8,906","3,265",951,816,783,715,"1,222",809,492,561,537,165,452,439,693,271
2020년07월_계_100세 이상,556,191,56,50,38,47,71,71,26,28,36,11,19,29,53,21
2020년07월_남_총인구수,"809,841","424,881","92,284","98,625","134,700","99,272","106,297","66,851","16,373","25,574","23,689","19,301","42,880","19,143","49,995","14,857"
2020년07월_남_연령구간인구수,"809,841","424,881","92,284","98,625","134,700","99,272","106,297","66,851","16,373","25,574","23,689","19,301","42,880","19,143","49,995","14,857"
2020년07월_남_0~9세,"64,429","38,562","8,011","7,458","12,500","10,593","7,573","4,603",784,"1,405","1,258","1,752","3,930",650,"3,274",638
2020년07월_남_10~19세,"78,485","45,156","10,172","10,966","13,938","10,080","9,959","6,142","1,145","2,077","1,770","1,772","4,197","1,065","4,115","1,087"
2020년07월_남_20~29세,"110,262","65,192","12,969","15,637","22,252","14,334","13,922","8,211","1,402","2,528","2,512","2,624","5,182","1,723","5,634","1,332"
2020년07월_남_30~39세,"104,100","62,357","11,269","12,160","21,747","17,181","12,731","6,925","1,253","2,072","1,793","2,679","6,120","1,381","5,682","1,107"
2020년07월_남_40~49세,"125,500","69,281","14,795","15,611","22,060","16,815","16,018","9,588","1,895","3,413","2,984","3,100","7,230","2,227","7,896","1,868"
2020년07월_남_50~59세,"141,025","68,979","16,143","17,172","21,573","14,091","19,410","12,375","3,289","4,872","4,515","3,201","7,421","3,970","9,916","3,077"
2020년07월_남_60~69세,"108,024","45,950","11,265","11,875","13,119","9,691","15,335","11,000","3,402","4,924","4,543","2,451","5,051","4,363","7,823","3,182"
2020년07월_남_70~79세,"53,893","20,943","5,381","5,519","5,455","4,588","7,728","5,608","2,039","2,873","2,843","1,182","2,499","2,523","3,903","1,752"
2020년07월_남_80~89세,"21,970","7,741","2,043","2,054","1,902","1,742","3,296","2,197","1,053","1,261","1,336",492,"1,161","1,135","1,559",739
2020년07월_남_90~99세,"2,000",671,225,158,148,140,309,179,110,142,125,45,85,99,168,67
2020년07월_남_100세 이상,153,49,11,15,6,17,16,23,1,7,10,3,4,7,25,8
2020년07월_여_총인구수,"788,095","418,518","92,972","99,918","131,020","94,608","103,931","66,426","16,149","25,194","24,013","17,865","38,985","18,214","44,320","14,480"
2020년07월_여_연령구간인구수,"788,095","418,518","92,972","99,918","131,020","94,608","103,931","66,426","16,149","25,194","24,013","17,865","38,985","18,214","44,320","14,480"
