카테고리,충청남도 예산군,충청남도 예산군 예산읍,충청남도 예산군 삽교읍,충청남도 예산군 대술면,충청남도 예산군 신양면,충청남도 예산군 광시면,충청남도 예산군 대흥면,충청남도 예산군 응봉면,충청남도 예산군 덕산면,충청남도 예산군 봉산면,충청남도 예산군 고덕면,충청남도 예산군 신암면,충청남도 예산군 오가면
2020년01월_여_총인구수,"39,405","17,213","4,681","1,216","1,555","1,661",893,"1,236","3,434","1,258","2,276","1,801","2,181"
2020년01월_여_연령구간인구수,"39,405","17,213","4,681","1,216","1,555","1,661",893,"1,236","3,434","1,258","2,276","1,801","2,181"
2020년01월_여_0~9세,"1,881","1,102",264,27,35,45,20,35,128,47,74,46,58
2020년01월_여_10~19세,"2,880","1,721",315,47,72,71,34,60,199,77,128,62,94
2020년01월_여_20~29세,"3,122","1,693",439,67,62,101,39,86,231,53,119,107,125
2020년01월_여_30~39세,"2,861","1,549",433,61,81,61,40,54,229,56,96,98,103
2020년01월_여_40~49세,"4,454","2,550",488,69,120,128,60,86,361,102,172,134,184
2020년01월_여_50~59세,"6,716","3,001",747,199,232,242,151,233,683,189,369,287,383
2020년01월_여_60~69세,"7,111","2,657",790,278,348,317,200,259,687,265,466,374,470
2020년01월_여_70~79세,"5,609","1,711",615,254,313,336,175,217,495,240,456,373,424
2020년01월_여_80~89세,"4,119","1,065",508,181,250,324,145,174,355,189,350,284,294
2020년01월_여_90~99세,621,155,75,31,40,35,28,32,61,39,44,36,45
2020년01월_여_100세 이상,31,9,7,2,2,1,1,0,5,1,2,0,1
2020년02월_계_총인구수,"78,915","34,108","9,417","2,542","3,155","3,266","1,775","2,538","6,784","2,546","4,608","3,637","4,539"
2020년02월_계_연령구간인구수,"78,915","34,108","9,417","2,542","3,155","3,266","1,775","2,538","6,784","2,546","4,608","3,637","4,539"
2020년02월_계_0~9세,"3,864","2,275",525,53,79,94,43,66,278,85,142,104,120
2020년02월_계_10~19세,"5,909","3,463",653,99,163,149,62,147,413,144,257,139,220
2020년02월_계_20~29세,"7,087","3,721","1,013",148,172,205,88,203,514,143,296,266,318
2020년02월_계_30~39세,"6,427","3,235","1,001",167,200,151,95,141,496,162,262,235,282
2020년02월_계_40~49세,"9,896","5,184","1,109",249,294,305,162,248,800,244,455,359,487
2020년02월_계_50~59세,"14,022","6,083","1,552",450,506,560,296,469,"1,376",440,810,621,859
2020년02월_계_60~69세,"14,174","5,132","1,536",575,703,676,453,537,"1,356",517,936,778,975
2020년02월_계_70~79세,"10,229","3,159","1,116",465,580,575,328,395,905,450,852,651,753
2020년02월_계_80~89세,"6,465","1,644",808,298,407,498,216,287,563,307,542,435,460
2020년02월_계_90~99세,807,201,97,35,49,52,32,44,78,52,54,49,64
2020년02월_계_100세 이상,35,11,7,3,2,1,0,1,5,2,2,0,1
2020년02월_남_총인구수,"39,603","16,960","4,718","1,327","1,601","1,603",882,"1,310","3,351","1,290","2,346","1,844","2,371"
2020년02월_남_연령구간인구수,"39,603","16,960","4,718","1,327","1,601","1,603",882,"1,310","3,351","1,290","2,346","1,844","2,371"
2020년02월_남_0~9세,"1,996","1,185",260,23,44,50,22,33,147,42,70,57,63
2020년02월_남_10~19세,"3,056","1,765",339,53,93,76,29,85,212,67,131,80,126
2020년02월_남_20~29세,"3,996","2,032",571,87,110,107,49,120,286,91,184,159,200
2020년02월_남_30~39세,"3,580","1,706",563,104,119,86,56,90,268,104,163,141,180
2020년02월_남_40~49세,"5,450","2,635",617,178,175,179,103,165,444,143,283,223,305
2020년02월_남_50~59세,"7,375","3,102",813,255,274,321,149,239,698,249,451,342,482
2020년02월_남_60~69세,"7,010","2,455",738,295,353,353,248,276,663,258,470,401,500
2020년02월_남_70~79세,"4,626","1,444",507,212,265,245,154,177,411,208,391,283,329
2020년02월_남_80~89세,"2,325",585,290,115,160,170,70,112,204,112,194,147,166
2020년02월_남_90~99세,184,49,20,4,8,16,2,12,18,15,9,11,20
2020년02월_남_100세 이상,5,2,0,1,0,0,0,1,0,1,0,0,0
2020년02월_여_총인구수,"39,312","17,148","4,699","1,215","1,554","1,663",893,"1,228","3,433","1,256","2,262","1,793","2,168"
2020년02월_여_연령구간인구수,"39,312","17,148","4,699","1,215","1,554","1,663",893,"1,228","3,433","1,256","2,262","1,793","2,168"
2020년02월_여_0~9세,"1,868","1,090",265,30,35,44,21,33,131,43,72,47,57
2020년02월_여_10~19세,"2,853","1,698",314,46,70,73,33,62,201,77,126,59,94
2020년02월_여_20~29세,"3,091","1,689",442,61,62,98,39,83,228,52,112,107,118
2020년02월_여_30~39세,"2,847","1,529",438,63,81,65,39,51,228,58,99,94,102
2020년02월_여_40~49세,"4,446","2,549",492,71,119,126,59,83,356,101,172,136,182
2020년02월_여_50~59세,"6,647","2,981",739,195,232,239,147,230,678,191,359,279,377
2020년02월_여_60~69세,"7,164","2,677",798,280,350,323,205,261,693,259,466,377,475
2020년02월_여_70~79세,"5,603","1,715",609,253,315,330,174,218,494,242,461,368,424
2020년02월_여_80~89세,"4,140","1,059",518,183,247,328,146,175,359,195,348,288,294
2020년02월_여_90~99세,623,152,77,31,41,36,30,32,60,37,45,38,44
2020년02월_여_100세 이상,30,9,7,2,2,1,0,0,5,1,2,0,1
2020년03월_계_총인구수,"78,881","34,012","9,571","2,537","3,144","3,229","1,767","2,545","6,749","2,539","4,619","3,619","4,550"
2020년03월_계_연령구간인구수,"78,881","34,012","9,571","2,537","3,144","3,229","1,767","2,545","6,749","2,539","4,619","3,619","4,550"
2020년03월_계_0~9세,"3,845","2,266",531,53,80,89,41,61,275,83,141,105,120
2020년03월_계_10~19세,"5,860","3,422",654,99,161,145,62,146,413,146,257,134,221
2020년03월_계_20~29세,"7,071","3,697","1,047",146,166,200,87,201,507,141,298,257,324
2020년03월_계_30~39세,"6,396","3,202","1,035",164,202,144,90,142,486,163,259,233,276
2020년03월_계_40~49세,"9,846","5,154","1,115",246,287,298,161,250,785,244,462,356,488
2020년03월_계_50~59세,"13,969","6,058","1,586",444,500,557,293,470,"1,352",436,806,612,855
2020년03월_계_60~69세,"14,255","5,164","1,548",580,703,672,454,543,"1,366",517,941,789,978
2020년03월_계_70~79세,"10,288","3,179","1,129",466,584,580,327,399,916,445,856,646,761
2020년03월_계_80~89세,"6,507","1,657",825,300,410,493,219,288,565,307,544,437,462
2020년03월_계_90~99세,807,201,94,36,49,50,33,44,79,54,53,50,64
2020년03월_계_100세 이상,37,12,7,3,2,1,0,1,5,3,2,0,1
2020년03월_남_총인구수,"39,587","16,896","4,797","1,320","1,596","1,592",879,"1,317","3,342","1,288","2,353","1,834","2,373"
2020년03월_남_연령구간인구수,"39,587","16,896","4,797","1,320","1,596","1,592",879,"1,317","3,342","1,288","2,353","1,834","2,373"
2020년03월_남_0~9세,"1,983","1,180",260,24,45,48,21,31,145,41,68,57,63
2020년03월_남_10~19세,"3,025","1,739",339,53,93,73,29,84,213,68,130,77,127
2020년03월_남_20~29세,"3,981","2,018",581,84,106,109,47,118,285,91,188,155,199
2020년03월_남_30~39세,"3,576","1,690",589,100,121,82,54,91,264,106,163,138,178
2020년03월_남_40~49세,"5,420","2,624",615,176,169,178,103,166,435,144,286,221,303
2020년03월_남_50~59세,"7,368","3,088",834,250,269,321,149,241,692,246,453,339,486
2020년03월_남_60~69세,"7,044","2,464",751,300,356,349,247,280,670,258,464,406,499
2020년03월_남_70~79세,"4,654","1,447",510,213,268,248,155,181,414,205,397,283,333
2020년03월_남_80~89세,"2,350",596,299,114,162,168,72,112,206,113,195,147,166
2020년03월_남_90~99세,181,48,19,5,7,16,2,12,18,15,9,11,19
2020년03월_남_100세 이상,5,2,0,1,0,0,0,1,0,1,0,0,0
2020년03월_여_총인구수,"39,294","17,116","4,774","1,217","1,548","1,637",888,"1,228","3,407","1,251","2,266","1,785","2,177"
2020년03월_여_연령구간인구수,"39,294","17,116","4,774","1,217","1,548","1,637",888,"1,228","3,407","1,251","2,266","1,785","2,177"
2020년03월_여_0~9세,"1,862","1,086",271,29,35,41,20,30,130,42,73,48,57
2020년03월_여_10~19세,"2,835","1,683",315,46,68,72,33,62,200,78,127,57,94
2020년03월_여_20~29세,"3,090","1,679",466,62,60,91,40,83,222,50,110,102,125
2020년03월_여_30~39세,"2,820","1,512",446,64,81,62,36,51,222,57,96,95,98
2020년03월_여_40~49세,"4,426","2,530",500,70,118,120,58,84,350,100,176,135,185
2020년03월_여_50~59세,"6,601","2,970",752,194,231,236,144,229,660,190,353,273,369
2020년03월_여_60~69세,"7,211","2,700",797,280,347,323,207,263,696,259,477,383,479
2020년03월_여_70~79세,"5,634","1,732",619,253,316,332,172,218,502,240,459,363,428
2020년03월_여_80~89세,"4,157","1,061",526,186,248,325,147,176,359,194,349,290,296
2020년03월_여_90~99세,626,153,75,31,42,34,31,32,61,39,44,39,45
2020년03월_여_100세 이상,32,10,7,2,2,1,0,0,5,2,2,0,1
2020년04월_계_총인구수,"78,726","33,868","9,616","2,541","3,135","3,231","1,762","2,542","6,735","2,540","4,601","3,614","4,541"
2020년04월_계_연령구간인구수,"78,726","33,868","9,616","2,541","3,135","3,231","1,762","2,542","6,735","2,540","4,601","3,614","4,541"
2020년04월_계_0~9세,"3,807","2,233",537,55,78,88,32,61,270,88,134,108,123
2020년04월_계_10~19세,"5,833","3,411",652,96,161,145,64,144,411,145,253,132,219
2020년04월_계_20~29세,"7,029","3,654","1,054",148,167,200,85,199,504,138,295,260,325
2020년04월_계_30~39세,"6,370","3,169","1,063",161,198,142,89,145,487,161,251,232,272
2020년04월_계_40~49세,"9,794","5,120","1,119",244,287,300,159,247,780,244,455,351,488
2020년04월_계_50~59세,"13,912","6,036","1,575",442,488,553,291,472,"1,348",432,811,612,852
2020년04월_계_60~69세,"14,288","5,183","1,556",588,708,678,455,539,"1,364",522,939,780,976
2020년04월_계_70~79세,"10,333","3,200","1,139",469,582,582,336,400,915,445,861,646,758
2020년04월_계_80~89세,"6,515","1,648",821,299,414,491,218,292,572,308,547,443,462
2020년04월_계_90~99세,808,202,93,36,50,51,33,42,79,54,53,50,65
2020년04월_계_100세 이상,37,12,7,3,2,1,0,1,5,3,2,0,1
2020년04월_남_총인구수,"39,524","16,826","4,829","1,319","1,594","1,590",881,"1,315","3,341","1,287","2,340","1,830","2,372"
2020년04월_남_연령구간인구수,"39,524","16,826","4,829","1,319","1,594","1,590",881,"1,315","3,341","1,287","2,340","1,830","2,372"
2020년04월_남_0~9세,"1,959","1,157",267,25,43,47,18,31,139,44,66,58,64
2020년04월_남_10~19세,"3,011","1,732",335,50,94,72,32,83,214,69,128,77,125
2020년04월_남_20~29세,"3,971","2,002",588,87,106,110,48,115,285,90,184,154,202
2020년04월_남_30~39세,"3,571","1,684",606,96,121,80,53,93,265,103,157,139,174
2020년04월_남_40~49세,"5,383","2,598",624,175,169,176,101,164,428,144,281,217,306
2020년04월_남_50~59세,"7,359","3,088",823,248,263,320,149,243,698,246,455,341,485
2020년04월_남_60~69세,"7,050","2,468",753,304,359,356,244,278,672,259,462,400,495
2020년04월_남_70~79세,"4,687","1,455",518,214,268,248,163,181,413,203,403,284,337
2020년04월_남_80~89세,"2,345",591,297,114,164,165,71,114,208,112,195,149,165
2020년04월_남_90~99세,183,49,18,5,7,16,2,12,19,16,9,11,19
2020년04월_남_100세 이상,5,2,0,1,0,0,0,1,0,1,0,0,0
2020년04월_여_총인구수,"39,202","17,042","4,787","1,222","1,541","1,641",881,"1,227","3,394","1,253","2,261","1,784","2,169"
2020년04월_여_연령구간인구수,"39,202","17,042","4,787","1,222","1,541","1,641",881,"1,227","3,394","1,253","2,261","1,784","2,169"
2020년04월_여_0~9세,"1,848","1,076",270,30,35,41,14,30,131,44,68,50,59
2020년04월_여_10~19세,"2,822","1,679",317,46,67,73,32,61,197,76,125,55,94
2020년04월_여_20~29세,"3,058","1,652",466,61,61,90,37,84,219,48,111,106,123
2020년04월_여_30~39세,"2,799","1,485",457,65,77,62,36,52,222,58,94,93,98
2020년04월_여_40~49세,"4,411","2,522",495,69,118,124,58,83,352,100,174,134,182
2020년04월_여_50~59세,"6,553","2,948",752,194,225,233,142,229,650,186,356,271,367
2020년04월_여_60~69세,"7,238","2,715",803,284,349,322,211,261,692,263,477,380,481
2020년04월_여_70~79세,"5,646","1,745",621,255,314,334,173,219,502,242,458,362,421
2020년04월_여_80~89세,"4,170","1,057",524,185,250,326,147,178,364,196,352,294,297
2020년04월_여_90~99세,625,153,75,31,43,35,31,30,60,38,44,39,46
2020년04월_여_100세 이상,32,10,7,2,2,1,0,0,5,2,2,0,1
2020년05월_계_총인구수,"78,618","33,795","9,638","2,551","3,118","3,224","1,756","2,537","6,726","2,554","4,592","3,608","4,519"
2020년05월_계_연령구간인구수,"78,618","33,795","9,638","2,551","3,118","3,224","1,756","2,537","6,726","2,554","4,592","3,608","4,519"
2020년05월_계_0~9세,"3,787","2,219",535,59,74,87,32,59,273,87,136,106,120
2020년05월_계_10~19세,"5,806","3,394",651,97,163,145,63,141,412,145,251,130,214
2020년05월_계_20~29세,"6,975","3,625","1,046",146,159,192,84,204,502,145,285,260,327
2020년05월_계_30~39세,"6,328","3,146","1,063",160,192,144,88,141,482,161,252,233,266
2020년05월_계_40~49세,"9,743","5,098","1,120",242,290,297,154,248,775,240,452,344,483
2020년05월_계_50~59세,"13,936","6,052","1,582",449,487,554,287,471,"1,348",436,811,616,843
2020년05월_계_60~69세,"14,298","5,180","1,567",589,713,676,459,543,"1,357",523,933,786,972
2020년05월_계_70~79세,"10,383","3,220","1,150",466,580,580,338,400,919,452,869,644,765
2020년05월_계_80~89세,"6,516","1,648",821,304,412,494,218,289,573,308,547,440,462
2020년05월_계_90~99세,809,201,96,36,46,54,33,40,80,54,54,49,66
2020년05월_계_100세 이상,37,12,7,3,2,1,0,1,5,3,2,0,1
2020년05월_남_총인구수,"39,497","16,806","4,847","1,323","1,593","1,583",879,"1,319","3,335","1,292","2,329","1,830","2,361"
2020년05월_남_연령구간인구수,"39,497","16,806","4,847","1,323","1,593","1,583",879,"1,319","3,335","1,292","2,329","1,830","2,361"
2020년05월_남_0~9세,"1,955","1,156",264,28,40,45,18,32,141,44,67,57,63
2020년05월_남_10~19세,"2,986","1,716",335,51,96,73,31,79,215,67,127,75,121
2020년05월_남_20~29세,"3,967","2,001",591,85,103,103,47,119,287,95,176,155,205
2020년05월_남_30~39세,"3,553","1,672",602,96,118,82,52,93,264,104,157,142,171
2020년05월_남_40~49세,"5,355","2,593",624,172,172,174,100,164,422,142,279,209,304
2020년05월_남_50~59세,"7,367","3,090",830,252,264,319,147,243,696,246,453,345,482
2020년05월_남_60~69세,"7,064","2,476",763,306,361,354,244,283,668,256,461,405,487
2020년05월_남_70~79세,"4,719","1,464",523,210,269,248,165,180,417,210,405,282,346
2020년05월_남_80~89세,"2,344",587,297,117,164,168,73,114,205,111,195,149,164
2020년05월_남_90~99세,182,49,18,5,6,17,2,11,20,16,9,11,18
2020년05월_남_100세 이상,5,2,0,1,0,0,0,1,0,1,0,0,0
2020년05월_여_총인구수,"39,121","16,989","4,791","1,228","1,525","1,641",877,"1,218","3,391","1,262","2,263","1,778","2,158"
2020년05월_여_연령구간인구수,"39,121","16,989","4,791","1,228","1,525","1,641",877,"1,218","3,391","1,262","2,263","1,778","2,158"
2020년05월_여_0~9세,"1,832","1,063",271,31,34,42,14,27,132,43,69,49,57
2020년05월_여_10~19세,"2,820","1,678",316,46,67,72,32,62,197,78,124,55,93
2020년05월_여_20~29세,"3,008","1,624",455,61,56,89,37,85,215,50,109,105,122
2020년05월_여_30~39세,"2,775","1,474",461,64,74,62,36,48,218,57,95,91,95
2020년05월_여_40~49세,"4,388","2,505",496,70,118,123,54,84,353,98,173,135,179
2020년05월_여_50~59세,"6,569","2,962",752,197,223,235,140,228,652,190,358,271,361
2020년05월_여_60~69세,"7,234","2,704",804,283,352,322,215,260,689,267,472,381,485
2020년05월_여_70~79세,"5,664","1,756",627,256,311,332,173,220,502,242,464,362,419
2020년05월_여_80~89세,"4,172","1,061",524,187,248,326,145,175,368,197,352,291,298
2020년05월_여_90~99세,627,152,78,31,40,37,31,29,60,38,45,38,48
2020년05월_여_100세 이상,32,10,7,2,2,1,0,0,5,2,2,0,1
2020년06월_계_총인구수,"78,610","33,695","9,781","2,543","3,122","3,217","1,758","2,532","6,699","2,550","4,579","3,596","4,538"
2020년06월_계_연령구간인구수,"78,610","33,695","9,781","2,543","3,122","3,217","1,758","2,532","6,699","2,550","4,579","3,596","4,538"
2020년06월_계_0~9세,"3,755","2,193",534,59,72,86,32,60,269,87,132,105,126
2020년06월_계_10~19세,"5,808","3,385",660,99,167,140,61,140,415,143,254,130,214
2020년06월_계_20~29세,"6,935","3,592","1,083",139,158,184,85,197,495,145,279,258,320
2020년06월_계_30~39세,"6,320","3,118","1,096",159,194,145,88,145,479,157,245,226,268
2020년06월_계_40~49세,"9,732","5,077","1,139",242,285,294,152,249,772,239,450,346,487
2020년06월_계_50~59세,"13,913","6,042","1,598",446,488,551,284,469,"1,331",440,810,613,841
2020년06월_계_60~69세,"14,366","5,205","1,577",588,715,683,460,544,"1,362",527,936,788,981
2020년06월_계_70~79세,"10,409","3,229","1,164",462,582,582,343,399,922,448,870,643,765
2020년06월_계_80~89세,"6,522","1,638",827,310,411,496,217,287,570,309,547,441,469
2020년06월_계_90~99세,812,204,96,36,48,55,35,41,79,52,54,46,66
2020년06월_계_100세 이상,38,12,7,3,2,1,1,1,5,3,2,0,1
2020년06월_남_총인구수,"39,464","16,744","4,915","1,317","1,591","1,579",880,"1,314","3,327","1,290","2,320","1,823","2,364"
2020년06월_남_연령구간인구수,"39,464","16,744","4,915","1,317","1,591","1,579",880,"1,314","3,327","1,290","2,320","1,823","2,364"
2020년06월_남_0~9세,"1,936","1,141",264,28,39,46,18,33,138,44,65,55,65
2020년06월_남_10~19세,"2,984","1,711",339,51,98,70,31,77,218,66,129,77,117
2020년06월_남_20~29세,"3,944","1,985",611,80,101,100,47,114,285,95,170,154,202
2020년06월_남_30~39세,"3,534","1,655",614,95,119,81,52,97,264,101,152,135,169
2020년06월_남_40~49세,"5,368","2,591",637,171,169,175,99,164,424,143,279,210,306
2020년06월_남_50~59세,"7,358","3,079",838,252,265,315,148,243,690,248,455,345,480
2020년06월_남_60~69세,"7,086","2,490",766,305,362,357,242,280,669,257,460,405,493
2020년06월_남_70~79세,"4,724","1,460",530,210,267,250,168,182,416,208,405,282,346
2020년06월_남_80~89세,"2,345",582,298,119,164,169,73,112,203,111,196,149,169
2020년06월_남_90~99세,180,48,18,5,7,16,2,11,20,16,9,11,17
2020년06월_남_100세 이상,5,2,0,1,0,0,0,1,0,1,0,0,0
2020년06월_여_총인구수,"39,146","16,951","4,866","1,226","1,531","1,638",878,"1,218","3,372","1,260","2,259","1,773","2,174"
2020년06월_여_연령구간인구수,"39,146","16,951","4,866","1,226","1,531","1,638",878,"1,218","3,372","1,260","2,259","1,773","2,174"
2020년06월_여_0~9세,"1,819","1,052",270,31,33,40,14,27,131,43,67,50,61
2020년06월_여_10~19세,"2,824","1,674",321,48,69,70,30,63,197,77,125,53,97
2020년06월_여_20~29세,"2,991","1,607",472,59,57,84,38,83,210,50,109,104,118
2020년06월_여_30~39세,"2,786","1,463",482,64,75,64,36,48,215,56,93,91,99
2020년06월_여_40~49세,"4,364","2,486",502,71,116,119,53,85,348,96,171,136,181
2020년06월_여_50~59세,"6,555","2,963",760,194,223,236,136,226,641,192,355,268,361
2020년06월_여_60~69세,"7,280","2,715",811,283,353,326,218,264,693,270,476,383,488
2020년06월_여_70~79세,"5,685","1,769",634,252,315,332,175,217,506,240,465,361,419
2020년06월_여_80~89세,"4,177","1,056",529,191,247,327,144,175,367,198,351,292,300
2020년06월_여_90~99세,632,156,78,31,41,39,33,30,59,36,45,35,49
2020년06월_여_100세 이상,33,10,7,2,2,1,1,0,5,2,2,0,1
2020년07월_계_총인구수,"78,609","33,659","9,837","2,540","3,109","3,210","1,774","2,540","6,716","2,539","4,573","3,601","4,511"
2020년07월_계_연령구간인구수,"78,609","33,659","9,837","2,540","3,109","3,210","1,774","2,540","6,716","2,539","4,573","3,601","4,511"
2020년07월_계_0~9세,"3,747","2,178",544,60,71,85,33,60,274,85,131,103,123
2020년07월_계_10~19세,"5,779","3,374",653,96,163,140,63,142,411,143,252,131,211
2020년07월_계_20~29세,"6,923","3,576","1,100",137,158,178,88,196,488,143,279,263,317
2020년07월_계_30~39세,"6,313","3,106","1,111",158,187,144,89,145,478,157,252,219,267
2020년07월_계_40~49세,"9,697","5,056","1,151",235,285,292,153,248,771,242,439,346,479
2020년07월_계_50~59세,"13,885","6,027","1,596",445,488,552,286,468,"1,335",434,807,614,833
2020년07월_계_60~69세,"14,451","5,246","1,587",592,712,685,464,554,"1,372",525,933,794,987
2020년07월_계_70~79세,"10,458","3,246","1,170",467,584,582,343,399,930,450,878,645,764
2020년07월_계_80~89세,"6,510","1,635",823,310,413,497,219,288,570,308,545,441,461
2020년07월_계_90~99세,808,204,95,37,45,54,35,39,82,49,55,45,68
2020년07월_계_100세 이상,38,11,7,3,3,1,1,1,5,3,2,0,1
2020년07월_남_총인구수,"39,465","16,726","4,937","1,312","1,585","1,582",886,"1,318","3,335","1,285","2,326","1,826","2,347"
2020년07월_남_연령구간인구수,"39,465","16,726","4,937","1,312","1,585","1,582",886,"1,318","3,335","1,285","2,326","1,826","2,347"
2020년07월_남_0~9세,"1,933","1,134",270,29,38,45,18,32,141,43,65,54,64
2020년07월_남_10~19세,"2,973","1,708",337,50,97,69,31,79,215,67,127,78,115
2020년07월_남_20~29세,"3,928","1,970",612,78,101,96,50,117,282,94,171,155,202
2020년07월_남_30~39세,"3,518","1,643",618,93,114,82,53,94,262,99,157,132,171
2020년07월_남_40~49세,"5,347","2,579",644,165,171,176,98,164,426,145,272,208,299
2020년07월_남_50~59세,"7,354","3,074",835,253,266,318,148,241,693,245,458,349,474
2020년07월_남_60~69세,"7,144","2,515",774,306,360,360,245,285,675,259,462,406,497
2020년07월_남_70~79세,"4,746","1,471",534,214,266,250,168,183,418,205,410,284,343
2020년07월_남_80~89세,"2,338",582,295,118,165,170,73,112,202,112,195,149,165
2020년07월_남_90~99세,179,48,18,5,7,16,2,10,21,15,9,11,17
2020년07월_남_100세 이상,5,2,0,1,0,0,0,1,0,1,0,0,0
2020년07월_여_총인구수,"39,144","16,933","4,900","1,228","1,524","1,628",888,"1,222","3,381","1,254","2,247","1,775","2,164"
2020년07월_여_연령구간인구수,"39,144","16,933","4,900","1,228","1,524","1,628",888,"1,222","3,381","1,254","2,247","1,775","2,164"
2020년07월_여_0~9세,"1,814","1,044",274,31,33,40,15,28,133,42,66,49,59
2020년07월_여_10~19세,"2,806","1,666",316,46,66,71,32,63,196,76,125,53,96
2020년07월_여_20~29세,"2,995","1,606",488,59,57,82,38,79,206,49,108,108,115
2020년07월_여_30~39세,"2,795","1,463",493,65,73,62,36,51,216,58,95,87,96
2020년07월_여_40~49세,"4,350","2,477",507,70,114,116,55,84,345,97,167,138,180
2020년07월_여_50~59세,"6,531","2,953",761,192,222,234,138,227,642,189,349,265,359
2020년07월_여_60~69세,"7,307","2,731",813,286,352,325,219,269,697,266,471,388,490
2020년07월_여_70~79세,"5,712","1,775",636,253,318,332,175,216,512,245,468,361,421
2020년07월_여_80~89세,"4,172","1,053",528,192,248,327,146,176,368,196,350,292,296
2020년07월_여_90~99세,629,156,77,32,38,38,33,29,61,34,46,34,51
2020년07월_여_100세 이상,33,9,7,2,3,1,1,0,5,2,2,0,1
2020년08월_계_총인구수,"78,420","33,570","9,834","2,537","3,093","3,199","1,783","2,528","6,711","2,530","4,568","3,587","4,480"
2020년08월_계_연령구간인구수,"78,420","33,570","9,834","2,537","3,093","3,199","1,783","2,528","6,711","2,530","4,568","3,587","4,480"
2020년08월_계_0~9세,"3,730","2,169",542,62,68,85,35,60,273,79,132,104,121
2020년08월_계_10~19세,"5,745","3,357",645,92,162,137,62,144,413,148,253,127,205
2020년08월_계_20~29세,"6,877","3,557","1,101",135,157,176,91,189,485,139,274,260,313
2020년08월_계_30~39세,"6,256","3,068","1,117",160,185,141,90,145,464,150,250,218,268
2020년08월_계_40~49세,"9,651","5,051","1,144",235,276,288,153,249,766,244,437,341,467
2020년08월_계_50~59세,"13,830","5,985","1,597",436,490,556,280,465,"1,339",429,805,615,833
2020년08월_계_60~69세,"14,525","5,285","1,600",596,710,686,470,559,"1,385",528,932,792,982
2020년08월_계_70~79세,"10,442","3,247","1,164",473,582,579,346,397,925,446,883,640,760
2020년08월_계_80~89세,"6,515","1,635",822,307,417,495,219,281,574,312,546,445,462
2020년08월_계_90~99세,811,204,95,38,44,55,36,38,82,52,54,45,68
2020년08월_계_100세 이상,38,12,7,3,2,1,1,1,5,3,2,0,1
2020년08월_남_총인구수,"39,353","16,685","4,940","1,310","1,569","1,577",888,"1,316","3,324","1,276","2,322","1,813","2,333"
