년도,월,나이,부산광역시 부산진구,부산광역시 부산진구 부전제1동,부산광역시 부산진구 부전제2동,부산광역시 부산진구 연지동,부산광역시 부산진구 초읍동,부산광역시 부산진구 양정제1동,부산광역시 부산진구 양정제2동,부산광역시 부산진구 전포제1동,부산광역시 부산진구 전포제2동,부산광역시 부산진구 부암제1동,부산광역시 부산진구 부암제3동,부산광역시 부산진구 당감제1동,부산광역시 부산진구 당감제2동,부산광역시 부산진구 당감제4동,부산광역시 부산진구 가야제1동,부산광역시 부산진구 가야제2동,부산광역시 부산진구 개금제1동,부산광역시 부산진구 개금제2동,부산광역시 부산진구 개금제3동,부산광역시 부산진구 범천제1동,부산광역시 부산진구 범천제2동
2021,4,60,"56,480","2,381","1,312","3,494","4,040","3,080","1,612","2,458","3,347","3,279","2,779","4,172","1,657","1,934","3,367","3,013","2,156","1,959","5,149","1,657","3,634"
2021,4,70,"31,441","1,244",546,"2,088","2,674","1,708",999,"1,442","2,132","1,904","1,475","2,151",916,"1,052","1,929","1,719","1,203","1,137","2,244",884,"1,994"
2021,4,80,"13,126",520,223,834,"1,083",802,434,676,911,694,552,975,376,426,716,641,489,475,"1,032",419,848
2021,4,90,"1,459",56,41,110,118,85,49,77,78,76,66,136,34,42,68,78,49,42,114,50,90
2021,4,100,61,1,1,2,5,2,1,3,2,3,4,2,0,0,0,6,0,0,3,2,24
2021,5,총,"356,706","15,707","9,852","20,837","22,214","20,283","12,696","22,267","20,954","22,888","17,725","23,342","10,345","11,453","19,379","17,000","16,901","11,157","29,188","11,989","20,529"
2021,5,0,"20,831",653,624,"1,425","1,296","1,161",530,"1,418",944,"1,950","1,116","1,146",744,653,861,"1,002","1,225",593,"1,795",483,"1,212"
2021,5,10,"24,452",541,462,"1,841","1,552","1,508",561,"1,294","1,146","1,876","1,873","1,897",689,893,"1,179","1,369",993,833,"2,440",470,"1,035"
2021,5,20,"52,524","3,523","1,909","2,095","2,254","2,891","2,990","4,722","3,444","2,547","1,994","2,880","1,330","1,265","3,131","2,115","3,198","1,542","3,613","2,527","2,554"
2021,5,30,"47,638","2,514","1,724","2,286","2,426","2,473","2,231","4,340","2,951","3,038","1,673","2,317","1,641","1,265","2,236","1,824","2,705","1,162","3,383","2,287","3,162"
2021,5,40,"50,924","1,795","1,487","3,353","3,128","2,950","1,720","3,093","2,942","3,759","2,839","3,334","1,477","1,710","2,596","2,402","2,390","1,505","4,147","1,527","2,770"
2021,5,50,"57,442","2,450","1,516","3,290","3,627","3,585","1,600","2,760","3,033","3,735","3,315","4,326","1,472","2,193","3,262","2,830","2,488","1,907","5,220","1,666","3,167"
2021,5,60,"56,661","2,396","1,316","3,510","4,039","3,099","1,598","2,448","3,366","3,298","2,801","4,172","1,659","1,949","3,392","3,004","2,164","1,951","5,171","1,666","3,662"
2021,5,70,"31,489","1,251",552,"2,085","2,673","1,712",987,"1,440","2,126","1,907","1,484","2,156",926,"1,056","1,934","1,727","1,196","1,137","2,267",884,"1,989"
2021,5,80,"13,217",528,222,839,"1,096",814,427,673,919,700,560,976,373,426,720,643,493,484,"1,036",424,864
2021,5,90,"1,466",55,39,111,118,88,51,76,81,74,66,136,34,43,68,78,49,43,113,53,90
2021,5,100,62,1,1,2,5,2,1,3,2,4,4,2,0,0,0,6,0,0,3,2,24
2021,6,총,"356,091","15,781","9,854","20,800","22,163","20,256","12,539","22,155","20,987","22,852","17,690","23,337","10,312","11,427","19,349","16,983","16,847","11,148","29,112","11,990","20,509"
2021,6,0,"20,716",648,615,"1,416","1,287","1,159",524,"1,421",934,"1,935","1,103","1,143",741,655,850,996,"1,212",591,"1,787",490,"1,209"
2021,6,10,"24,425",543,467,"1,840","1,558","1,502",548,"1,286","1,146","1,874","1,874","1,890",691,885,"1,180","1,372",991,839,"2,440",460,"1,039"
2021,6,20,"52,287","3,539","1,908","2,098","2,214","2,870","2,982","4,670","3,482","2,549","1,977","2,879","1,320","1,250","3,108","2,102","3,176","1,541","3,577","2,504","2,541"
2021,6,30,"47,464","2,519","1,721","2,265","2,422","2,468","2,215","4,338","2,962","3,016","1,652","2,312","1,641","1,270","2,222","1,817","2,683","1,146","3,350","2,299","3,146"
2021,6,40,"50,855","1,792","1,497","3,337","3,119","2,955","1,686","3,103","2,943","3,765","2,834","3,336","1,468","1,697","2,598","2,397","2,385","1,490","4,146","1,532","2,775"
2021,6,50,"57,168","2,453","1,506","3,286","3,610","3,570","1,586","2,725","3,012","3,726","3,292","4,296","1,459","2,175","3,242","2,821","2,485","1,908","5,199","1,664","3,153"
2021,6,60,"56,858","2,408","1,323","3,522","4,041","3,097","1,563","2,442","3,382","3,312","2,839","4,197","1,657","1,964","3,415","3,017","2,179","1,958","5,190","1,673","3,679"
2021,6,70,"31,513","1,274",556,"2,083","2,682","1,727",963,"1,428","2,122","1,896","1,486","2,159",925,"1,060","1,941","1,730","1,188","1,147","2,273",889,"1,984"
2021,6,80,"13,275",549,220,846,"1,104",815,423,664,920,705,563,986,376,425,724,647,499,485,"1,034",422,868
2021,6,90,"1,465",55,40,105,120,91,46,75,82,70,66,137,34,46,69,78,49,43,113,55,91
2021,6,100,65,1,1,2,6,2,3,3,2,4,4,2,0,0,0,6,0,0,3,2,24
2021,7,총,"355,589","15,898","9,870","20,779","22,109","20,253","12,349","22,063","20,973","22,870","17,667","23,266","10,315","11,397","19,319","16,943","16,830","11,128","29,033","12,026","20,501"
2021,7,0,"20,605",649,613,"1,415","1,272","1,153",525,"1,421",926,"1,931","1,104","1,134",729,641,839,983,"1,196",591,"1,777",490,"1,216"
2021,7,10,"24,394",566,460,"1,823","1,562","1,496",539,"1,294","1,143","1,884","1,857","1,884",695,886,"1,181","1,375",981,836,"2,438",463,"1,031"
2021,7,20,"52,034","3,538","1,935","2,097","2,187","2,857","2,953","4,662","3,469","2,532","1,972","2,844","1,311","1,242","3,091","2,087","3,150","1,526","3,547","2,506","2,528"
2021,7,30,"47,385","2,569","1,716","2,261","2,394","2,469","2,197","4,318","2,964","3,031","1,634","2,314","1,632","1,253","2,197","1,807","2,694","1,140","3,336","2,311","3,148"
2021,7,40,"50,708","1,787","1,495","3,319","3,108","2,947","1,668","3,092","2,928","3,752","2,828","3,304","1,474","1,684","2,618","2,378","2,380","1,482","4,134","1,549","2,781"
2021,7,50,"57,041","2,485","1,504","3,282","3,608","3,555","1,537","2,711","3,017","3,749","3,289","4,294","1,457","2,183","3,224","2,814","2,485","1,902","5,165","1,656","3,124"
2021,7,60,"57,018","2,409","1,329","3,536","4,055","3,128","1,528","2,419","3,393","3,313","2,852","4,209","1,671","1,978","3,424","3,021","2,190","1,971","5,213","1,677","3,702"
2021,7,70,"31,527","1,291",556,"2,089","2,685","1,729",932,"1,411","2,122","1,901","1,497","2,149",931,"1,052","1,949","1,739","1,196","1,144","2,273",892,"1,989"
2021,7,80,"13,345",550,220,849,"1,110",826,420,659,927,702,565,993,383,432,726,655,508,493,"1,034",424,869
2021,7,90,"1,468",53,41,106,122,91,47,73,83,71,65,139,32,46,70,78,50,43,113,56,89
2021,7,100,64,1,1,2,6,2,3,3,1,4,4,2,0,0,0,6,0,0,3,2,24
2021,8,총,"355,138","15,942","9,872","20,707","22,165","20,215","12,216","21,989","20,898","22,912","17,660","23,229","10,339","11,375","19,290","16,906","16,829","11,120","28,970","12,019","20,485"
2021,8,0,"20,487",638,625,"1,399","1,270","1,150",516,"1,410",909,"1,923","1,110","1,133",728,634,828,972,"1,177",593,"1,760",501,"1,211"
2021,8,10,"24,296",572,465,"1,809","1,563","1,476",548,"1,294","1,142","1,879","1,845","1,869",682,874,"1,178","1,368",998,830,"2,421",453,"1,030"
2021,8,20,"51,877","3,560","1,927","2,083","2,192","2,849","2,938","4,638","3,449","2,554","1,955","2,826","1,318","1,239","3,064","2,081","3,156","1,520","3,535","2,477","2,516"
2021,8,30,"47,354","2,559","1,715","2,256","2,403","2,468","2,189","4,302","2,952","3,037","1,636","2,315","1,641","1,246","2,200","1,813","2,668","1,136","3,327","2,339","3,152"
2021,8,40,"50,542","1,791","1,493","3,291","3,114","2,929","1,651","3,084","2,895","3,747","2,823","3,286","1,476","1,685","2,615","2,351","2,394","1,472","4,128","1,539","2,778"
2021,8,50,"56,939","2,481","1,495","3,269","3,616","3,536","1,518","2,713","3,019","3,754","3,276","4,280","1,470","2,183","3,208","2,813","2,493","1,915","5,133","1,653","3,114"
2021,8,60,"57,161","2,433","1,336","3,538","4,071","3,156","1,498","2,400","3,390","3,330","2,874","4,236","1,675","1,978","3,443","3,011","2,190","1,964","5,240","1,684","3,714"
2021,8,70,"31,502","1,295",553,"2,096","2,693","1,730",899,"1,413","2,118","1,904","1,494","2,148",928,"1,050","1,946","1,756","1,193","1,150","2,273",885,"1,978"
2021,8,80,"13,432",559,221,858,"1,113",825,412,656,940,708,576,997,388,438,739,655,511,496,"1,034",428,878
2021,8,90,"1,486",54,41,106,124,94,44,76,83,72,67,137,33,48,69,80,49,44,117,58,90
2021,8,100,62,0,1,2,6,2,3,3,1,4,4,2,0,0,0,6,0,0,2,2,24
2021,9,총,"354,924","15,960","9,897","20,664","22,203","20,214","12,136","21,899","20,953","22,958","17,605","23,178","10,320","11,366","19,309","16,904","16,826","11,081","28,943","12,043","20,465"
2021,9,0,"20,409",641,624,"1,401","1,273","1,148",504,"1,404",903,"1,908","1,104","1,122",725,638,818,963,"1,172",589,"1,757",507,"1,208"
2021,9,10,"24,280",577,476,"1,790","1,575","1,474",536,"1,300","1,140","1,882","1,839","1,875",678,866,"1,192","1,364",998,824,"2,411",453,"1,030"
2021,9,20,"51,768","3,556","1,932","2,076","2,181","2,842","2,931","4,598","3,470","2,568","1,941","2,803","1,304","1,245","3,081","2,065","3,140","1,520","3,532","2,491","2,492"
2021,9,30,"47,325","2,579","1,708","2,246","2,398","2,479","2,176","4,305","2,952","3,030","1,627","2,319","1,639","1,242","2,199","1,819","2,680","1,127","3,319","2,348","3,133"
2021,9,40,"50,377","1,785","1,509","3,281","3,113","2,912","1,635","3,068","2,897","3,753","2,807","3,259","1,469","1,672","2,615","2,340","2,391","1,448","4,104","1,535","2,784"
2021,9,50,"56,913","2,469","1,498","3,251","3,627","3,522","1,514","2,705","3,028","3,762","3,267","4,283","1,463","2,170","3,200","2,827","2,498","1,921","5,132","1,660","3,116"
2021,9,60,"57,198","2,437","1,336","3,545","4,070","3,176","1,477","2,385","3,404","3,349","2,873","4,229","1,688","1,983","3,438","3,018","2,186","1,958","5,241","1,686","3,719"
2021,9,70,"31,563","1,299",552,"2,104","2,711","1,734",896,"1,400","2,129","1,913","1,496","2,144",934,"1,052","1,953","1,759","1,194","1,150","2,286",875,"1,982"
2021,9,80,"13,534",562,218,861,"1,123",830,420,654,946,717,585,"1,004",386,452,742,659,515,500,"1,043",429,888
2021,9,90,"1,496",55,43,107,126,94,45,77,83,72,63,138,34,46,71,84,52,44,116,57,89
2021,9,100,61,0,1,2,6,3,2,3,1,4,3,2,0,0,0,6,0,0,2,2,24
2021,10,총,"354,428","15,944","9,887","20,670","22,185","20,162","12,070","21,916","20,942","22,967","17,539","23,145","10,277","11,356","19,285","16,887","16,798","11,017","28,907","12,043","20,431"
2021,10,0,"20,311",636,621,"1,412","1,273","1,127",500,"1,409",895,"1,893","1,084","1,101",718,638,818,958,"1,156",589,"1,757",515,"1,211"
2021,10,10,"24,193",572,470,"1,785","1,564","1,467",522,"1,300","1,147","1,875","1,846","1,873",678,866,"1,189","1,366",999,799,"2,406",443,"1,026"
2021,10,20,"51,484","3,540","1,943","2,063","2,180","2,801","2,934","4,589","3,436","2,571","1,910","2,782","1,283","1,234","3,059","2,070","3,123","1,513","3,509","2,485","2,459"
2021,10,30,"47,232","2,586","1,702","2,250","2,384","2,474","2,177","4,321","2,945","3,032","1,622","2,324","1,612","1,227","2,197","1,802","2,669","1,109","3,306","2,361","3,132"
2021,10,40,"50,268","1,787","1,500","3,287","3,109","2,898","1,619","3,082","2,890","3,750","2,794","3,230","1,475","1,671","2,613","2,333","2,389","1,443","4,071","1,540","2,787"
2021,10,50,"56,889","2,458","1,508","3,242","3,629","3,529","1,512","2,699","3,042","3,771","3,251","4,294","1,459","2,170","3,184","2,826","2,492","1,912","5,146","1,653","3,112"
2021,10,60,"57,240","2,440","1,332","3,543","4,066","3,183","1,447","2,387","3,404","3,356","2,876","4,242","1,696","1,997","3,447","3,021","2,203","1,950","5,257","1,686","3,707"
2021,10,70,"31,638","1,299",554,"2,112","2,716","1,749",892,"1,392","2,145","1,926","1,503","2,148",935,"1,050","1,955","1,760","1,194","1,154","2,294",873,"1,987"
2021,10,80,"13,604",571,212,868,"1,131",835,419,655,955,717,589,"1,010",387,457,751,661,522,507,"1,036",427,894
2021,10,90,"1,511",55,44,106,129,95,46,79,82,72,61,139,34,46,72,85,51,41,123,58,93
2021,10,100,58,0,1,2,4,4,2,3,1,4,3,2,0,0,0,5,0,0,2,2,23
2021,11,총,"353,769","15,923","9,897","20,638","22,154","20,073","12,007","21,834","20,925","22,991","17,498","23,088","10,292","11,329","19,273","16,874","16,748","10,993","28,912","11,981","20,339"
2021,11,0,"20,198",625,635,"1,413","1,269","1,120",488,"1,408",881,"1,888","1,065","1,088",720,636,809,953,"1,160",580,"1,758",506,"1,196"
2021,11,10,"24,130",567,464,"1,782","1,566","1,456",522,"1,289","1,144","1,885","1,840","1,874",680,862,"1,191","1,358",980,806,"2,400",442,"1,022"
2021,11,20,"51,150","3,542","1,907","2,056","2,158","2,760","2,932","4,549","3,433","2,570","1,888","2,769","1,287","1,233","3,042","2,065","3,108","1,498","3,489","2,430","2,434"
2021,11,30,"47,129","2,586","1,722","2,246","2,368","2,471","2,148","4,331","2,935","3,035","1,603","2,306","1,607","1,224","2,183","1,805","2,652","1,110","3,310","2,366","3,121"
2021,11,40,"50,227","1,782","1,509","3,279","3,119","2,872","1,629","3,071","2,874","3,756","2,792","3,222","1,485","1,670","2,617","2,328","2,388","1,442","4,069","1,546","2,777"
2021,11,50,"56,739","2,441","1,502","3,232","3,614","3,512","1,498","2,694","3,053","3,775","3,253","4,276","1,465","2,154","3,197","2,814","2,486","1,906","5,138","1,644","3,085"
2021,11,60,"57,299","2,452","1,345","3,545","4,070","3,197","1,426","2,365","3,410","3,360","2,890","4,235","1,696","1,988","3,446","3,037","2,209","1,946","5,282","1,684","3,716"
2021,11,70,"31,707","1,298",560,"2,111","2,714","1,753",896,"1,400","2,151","1,928","1,513","2,166",935,"1,054","1,956","1,763","1,186","1,154","2,301",881,"1,987"
2021,11,80,"13,631",573,207,871,"1,143",831,419,645,959,716,590,"1,010",385,460,761,662,528,508,"1,039",424,900
2021,11,90,"1,533",57,45,102,130,99,47,81,84,74,61,140,32,48,71,88,51,43,124,58,98
2021,11,100,26,0,1,1,3,2,2,1,1,4,3,2,0,0,0,1,0,0,2,0,3
2021,12,총,"353,159","15,902","9,930","20,607","22,133","20,028","11,985","21,776","20,853","22,999","17,437","23,065","10,274","11,323","19,224","16,844","16,724","10,948","28,813","11,965","20,329"
2021,12,0,"20,097",626,632,"1,408","1,272","1,110",476,"1,412",866,"1,861","1,056","1,087",713,641,811,963,"1,156",569,"1,739",511,"1,188"
2021,12,10,"24,034",546,469,"1,771","1,559","1,453",524,"1,284","1,143","1,894","1,835","1,857",678,854,"1,191","1,342",974,799,"2,393",444,"1,024"
2021,12,20,"50,989","3,572","1,945","2,050","2,156","2,746","2,936","4,504","3,413","2,577","1,874","2,765","1,283","1,227","3,007","2,054","3,093","1,495","3,463","2,399","2,430"
2021,12,30,"47,020","2,591","1,707","2,248","2,359","2,469","2,155","4,328","2,934","3,016","1,589","2,297","1,592","1,233","2,163","1,790","2,639","1,106","3,297","2,389","3,118"
2021,12,40,"50,121","1,777","1,516","3,261","3,120","2,855","1,610","3,075","2,850","3,773","2,791","3,215","1,485","1,654","2,616","2,324","2,388","1,439","4,043","1,548","2,781"
2021,12,50,"56,616","2,432","1,497","3,240","3,611","3,522","1,493","2,684","3,039","3,771","3,231","4,275","1,467","2,151","3,194","2,808","2,486","1,895","5,100","1,637","3,083"
2021,12,60,"57,250","2,435","1,350","3,534","4,064","3,186","1,433","2,369","3,394","3,363","2,901","4,230","1,703","1,989","3,442","3,030","2,212","1,941","5,304","1,666","3,704"
2021,12,70,"31,720","1,291",560,"2,124","2,705","1,752",890,"1,382","2,161","1,935","1,505","2,169",936,"1,064","1,956","1,775","1,193","1,155","2,302",879,"1,986"
2021,12,80,"13,738",575,209,873,"1,154",834,416,656,963,726,594,"1,028",382,463,777,667,529,505,"1,042",433,912
2021,12,90,"1,549",57,44,98,130,99,50,81,89,79,60,140,35,47,67,90,53,44,128,59,99
2021,12,100,25,0,1,0,3,2,2,1,1,4,1,2,0,0,0,1,1,0,2,0,4
