년도,월,나이,경기도 평택시,경기도 평택시 팽성읍,경기도 평택시 안중읍,경기도 평택시 포승읍,경기도 평택시 청북읍,경기도 평택시 진위면,경기도 평택시 서탄면,경기도 평택시 고덕면,경기도 평택시 오성면,경기도 평택시 현덕면,경기도 평택시 중앙동,경기도 평택시 서정동,경기도 평택시 송탄동,경기도 평택시 지산동,경기도 평택시 송북동,경기도 평택시 신장1동,경기도 평택시 신장2동,경기도 평택시 신평동,경기도 평택시 원평동,경기도 평택시 통복동,경기도 평택시 비전1동,경기도 평택시 비전2동,경기도 평택시 용이동,경기도 평택시 세교동,경기도 평택시 동삭동,경기도 평택시 고덕동
2021,1,40,"94,298","3,959","8,611","4,619","5,439","1,690",474,"3,738",889,623,"7,599","4,122","3,645","2,114","3,719","1,213",784,"3,461","1,598",514,"16,456","9,490","5,121","4,420",,
2021,1,50,"87,462","5,135","6,936","3,897","2,961","2,146",675,"3,395","1,308",978,"8,171","4,845","3,207","1,977","4,074","1,150","1,008","4,264","1,903",811,"11,672","8,650","3,191","5,108",,
2021,1,60,"55,895","4,756","3,803","2,643","2,182","1,814",743,"1,999","1,168","1,140","4,522","3,268","1,748","1,238","2,752",867,"1,001","2,989","1,528",741,"5,829","4,913","1,481","2,770",,
2021,1,70,"28,675","2,880","1,930","1,323","1,101","1,023",460,996,710,782,"2,220","1,838",718,702,"1,390",512,705,"1,586",883,458,"2,407","2,219",545,"1,287",,
2021,1,80,"14,213","1,543",999,639,560,488,271,516,458,460,"1,033",874,357,305,659,250,353,749,417,186,"1,081","1,096",248,671,,
2021,1,90,"2,023",210,148,104,112,63,24,82,68,76,140,118,60,44,106,44,62,86,59,26,140,132,32,87,,
2021,1,100,237,50,9,4,7,4,2,5,2,3,18,17,6,5,14,11,23,11,15,4,8,14,0,5,,
2021,2,총,"544,085","28,037","43,594","24,125","27,020","11,377","3,661","23,710","6,723","5,288","44,108","25,467","20,052","12,758","22,105","7,440","5,751","22,802","10,719","4,129","87,105","54,082","25,321","28,711",,
2021,2,0,"49,434","1,569","3,926","1,885","4,059",492,115,"2,715",315,152,"2,897","1,308","2,345",711,"1,603",571,163,"1,032",520,122,"11,237","5,765","3,383","2,549",,
2021,2,10,"53,665","1,750","5,785","1,953","3,207",811,206,"1,897",488,292,"4,896","2,310","1,841",901,"2,214",492,293,"1,731",650,209,"9,491","6,246","3,135","2,867",,
2021,2,20,"74,400","3,015","5,804","3,107","2,401","1,469",343,"3,643",695,438,"7,176","3,656","2,636","2,474","2,914","1,050",722,"3,969","1,640",616,"11,560","7,322","3,437","4,313",,
2021,2,30,"81,889","3,058","5,583","3,921","4,882","1,364",346,"4,611",611,340,"5,353","3,088","3,401","2,230","2,622","1,256",629,"2,911","1,490",436,"16,835","8,088","4,672","4,162",,
2021,2,40,"94,829","3,987","8,543","4,612","5,492","1,688",468,"3,768",903,630,"7,623","4,117","3,680","2,149","3,723","1,218",778,"3,444","1,590",516,"16,613","9,529","5,163","4,595",,
2021,2,50,"87,962","5,158","7,000","3,911","2,999","2,140",679,"3,423","1,292",967,"8,184","4,844","3,229","1,990","4,075","1,151","1,008","4,260","1,905",805,"11,790","8,678","3,204","5,270",,
2021,2,60,"56,548","4,800","3,853","2,667","2,198","1,834",739,"2,044","1,184","1,140","4,562","3,292","1,774","1,240","2,784",876,"1,012","2,999","1,542",749,"5,919","4,980","1,494","2,866",,
2021,2,70,"28,724","2,870","1,936","1,322","1,092","1,020",469,992,705,792,"2,221","1,825",722,709,"1,387",517,702,"1,603",887,453,"2,426","2,218",550,"1,306",,
2021,2,80,"14,348","1,569","1,004",634,571,491,268,526,458,456,"1,038",889,358,307,666,255,359,756,422,192,"1,085","1,107",249,688,,
2021,2,90,"2,048",211,149,109,113,64,26,86,70,78,140,121,60,42,103,42,62,86,59,27,141,135,34,90,,
2021,2,100,238,50,11,4,6,4,2,5,2,3,18,17,6,5,14,12,23,11,14,4,8,14,0,5,,
2021,3,총,"544,368","27,418","43,530","24,071","27,057","11,263","3,637","24,709","6,684","5,238","44,019","25,299","20,103","12,720","22,003","7,341","5,741","22,683","10,583","4,095","87,450","54,075","25,472","29,177",,
2021,3,0,"49,471","1,588","3,895","1,861","4,025",490,112,"2,823",311,148,"2,869","1,284","2,373",697,"1,603",575,165,"1,024",518,127,"11,251","5,746","3,394","2,592",,
2021,3,10,"53,668","1,779","5,761","1,922","3,245",812,203,"1,964",479,291,"4,853","2,300","1,836",894,"2,196",495,285,"1,722",648,209,"9,492","6,216","3,161","2,905",,
2021,3,20,"74,995","3,057","5,828","3,132","2,391","1,469",342,"3,800",697,432,"7,241","3,659","2,644","2,534","2,918","1,045",714,"3,951","1,647",618,"11,650","7,362","3,462","4,402",,
2021,3,30,"82,252","3,056","5,580","3,901","4,878","1,357",333,"4,804",613,341,"5,349","3,043","3,420","2,258","2,612","1,244",636,"2,915","1,479",430,"16,914","8,070","4,715","4,304",,
2021,3,40,"94,681","3,946","8,506","4,587","5,506","1,655",465,"3,960",887,604,"7,560","4,082","3,676","2,109","3,704","1,208",775,"3,416","1,549",507,"16,660","9,497","5,171","4,651",,
2021,3,50,"87,790","5,006","6,983","3,900","3,010","2,091",674,"3,572","1,283",965,"8,168","4,823","3,220","1,967","4,043","1,123","1,002","4,218","1,882",799,"11,817","8,706","3,224","5,314",,
2021,3,60,"56,705","4,524","3,894","2,701","2,227","1,816",746,"2,145","1,192","1,139","4,582","3,304","1,788","1,222","2,770",844,"1,017","3,035","1,532",744,"5,999","5,027","1,519","2,938",,
2021,3,70,"28,458","2,735","1,932","1,321","1,091","1,020",470,"1,019",700,783,"2,208","1,812",731,697,"1,377",508,697,"1,577",862,445,"2,424","2,205",544,"1,300",,
2021,3,80,"14,300","1,535","1,009",631,568,490,264,534,453,458,"1,052",877,356,304,665,248,364,742,417,190,"1,094","1,114",248,687,,
2021,3,90,"1,951",182,139,111,113,62,28,87,67,74,133,112,58,36,103,44,63,81,48,25,145,124,34,82,,
2021,3,100,97,10,3,4,3,1,0,1,2,3,4,3,1,2,12,7,23,2,1,1,4,8,0,2,,
2021,4,총,"546,154","27,593","43,580","24,062","27,051","11,303","3,661","25,848","6,684","5,230","43,979","25,341","20,094","12,711","22,044","7,015","5,708","22,697","10,508","4,095","87,854","54,123","25,552","29,421",,
2021,4,0,"49,475","1,596","3,872","1,841","4,006",483,116,"2,912",306,143,"2,828","1,277","2,354",695,"1,602",581,165,"1,014",515,127,"11,278","5,758","3,397","2,609",,
2021,4,10,"53,687","1,787","5,771","1,925","3,248",819,202,"2,022",481,288,"4,830","2,287","1,833",885,"2,192",489,275,"1,719",639,215,"9,525","6,200","3,155","2,900",,
2021,4,20,"75,437","3,081","5,866","3,144","2,408","1,479",348,"4,000",697,433,"7,246","3,697","2,641","2,523","2,914","1,026",708,"3,966","1,627",613,"11,694","7,360","3,517","4,449",,
2021,4,30,"82,548","3,080","5,559","3,864","4,844","1,363",339,"5,038",620,341,"5,373","3,058","3,401","2,273","2,621","1,234",642,"2,914","1,460",426,"16,948","8,091","4,724","4,335",,
2021,4,40,"94,930","4,001","8,503","4,583","5,528","1,653",470,"4,152",883,602,"7,512","4,079","3,677","2,111","3,716","1,155",773,"3,413","1,546",519,"16,731","9,470","5,179","4,674",,
2021,4,50,"87,997","5,008","6,996","3,913","2,984","2,097",668,"3,758","1,273",962,"8,142","4,826","3,236","1,953","4,039","1,061",991,"4,211","1,856",791,"11,909","8,717","3,246","5,360",,
2021,4,60,"57,217","4,572","3,916","2,719","2,256","1,830",754,"2,276","1,203","1,139","4,628","3,321","1,804","1,226","2,806",744,"1,010","3,061","1,534",744,"6,084","5,059","1,516","3,015",,
2021,4,70,"28,435","2,729","1,941","1,316","1,093","1,020",468,"1,054",698,783,"2,218","1,805",724,699,"1,373",456,691,"1,574",860,445,"2,434","2,211",539,"1,304",,
2021,4,80,"14,393","1,547","1,014",639,568,496,266,539,458,464,"1,067",877,364,309,668,235,367,743,422,188,"1,103","1,126",244,689,,
2021,4,90,"1,944",182,139,114,112,62,30,96,64,72,131,110,59,35,101,33,63,80,48,26,144,123,35,85,,
2021,4,100,91,10,3,4,4,1,0,1,1,3,4,4,1,2,12,1,23,2,1,1,4,8,0,1,,
2021,5,총,"548,131","27,818","43,643","24,107","27,083","11,305","3,663","26,683","6,670","5,218","44,098","25,350","20,109","12,720","22,026","7,025","5,680","22,735","10,568","4,111","88,212","54,058","25,744","29,505",,
2021,5,0,"49,419","1,609","3,832","1,824","3,973",477,112,"2,976",301,143,"2,828","1,261","2,347",685,"1,583",584,165,"1,014",520,129,"11,295","5,716","3,427","2,618",,
2021,5,10,"53,778","1,819","5,744","1,929","3,277",805,205,"2,063",488,287,"4,809","2,270","1,833",885,"2,177",485,270,"1,713",640,220,"9,598","6,193","3,167","2,901",,
2021,5,20,"75,712","3,117","5,906","3,174","2,414","1,493",346,"4,142",697,428,"7,281","3,691","2,633","2,529","2,916","1,024",703,"3,971","1,614",611,"11,663","7,323","3,574","4,462",,
2021,5,30,"82,868","3,105","5,557","3,869","4,809","1,363",330,"5,239",612,343,"5,375","3,060","3,408","2,276","2,614","1,231",627,"2,949","1,477",432,"17,017","8,071","4,757","4,347",,
2021,5,40,"95,107","4,032","8,451","4,578","5,542","1,655",470,"4,295",884,593,"7,509","4,093","3,686","2,113","3,706","1,143",763,"3,391","1,557",519,"16,807","9,439","5,213","4,668",,
2021,5,50,"88,395","5,041","7,055","3,908","3,012","2,092",676,"3,895","1,256",951,"8,190","4,812","3,239","1,952","4,045","1,073","1,000","4,219","1,863",783,"11,957","8,732","3,269","5,375",,
2021,5,60,"57,849","4,625","3,965","2,760","2,278","1,834",762,"2,361","1,219","1,148","4,660","3,356","1,819","1,229","2,835",758,"1,012","3,068","1,557",752,"6,175","5,103","1,518","3,055",,
2021,5,70,"28,445","2,715","1,954","1,299","1,094","1,024",463,"1,075",693,781,"2,227","1,810",711,701,"1,364",454,689,"1,580",865,449,"2,441","2,212",536,"1,308",,
2021,5,80,"14,511","1,566","1,030",647,572,498,268,537,453,471,"1,085",886,371,313,671,236,364,748,425,189,"1,107","1,142",247,685,,
2021,5,90,"1,955",179,145,115,108,62,31,99,66,71,131,107,61,35,102,36,64,80,49,26,148,119,36,85,,
2021,5,100,92,10,4,4,4,2,0,1,1,2,3,4,1,2,13,1,23,2,1,1,4,8,0,1,,
2021,6,총,"549,901","27,973","43,728","24,140","27,083","11,335","3,667","27,363","6,656","5,189","44,218","25,370","20,137","12,785","22,033","7,035","5,674","22,748","10,585","4,119","88,566","54,049","25,805","29,643",,
2021,6,0,"49,436","1,602","3,821","1,817","3,958",476,113,"3,056",299,143,"2,829","1,263","2,360",683,"1,574",586,157,998,520,126,"11,312","5,705","3,424","2,614",,
2021,6,10,"53,846","1,833","5,730","1,919","3,290",813,209,"2,086",492,280,"4,819","2,245","1,843",885,"2,165",483,270,"1,701",634,220,"9,655","6,178","3,180","2,916",,
2021,6,20,"75,943","3,144","5,943","3,183","2,416","1,481",345,"4,237",689,428,"7,302","3,717","2,625","2,542","2,918","1,044",705,"3,998","1,623",626,"11,612","7,301","3,587","4,477",,
2021,6,30,"83,132","3,149","5,559","3,858","4,778","1,348",334,"5,457",612,340,"5,408","3,035","3,402","2,293","2,602","1,227",639,"2,977","1,472",427,"17,050","8,055","4,723","4,387",,
2021,6,40,"95,388","4,047","8,445","4,616","5,552","1,672",466,"4,420",885,587,"7,508","4,096","3,683","2,122","3,699","1,125",762,"3,370","1,565",520,"16,892","9,428","5,251","4,677",,
2021,6,50,"88,569","5,034","7,077","3,909","3,012","2,101",670,"3,960","1,240",944,"8,186","4,818","3,245","1,966","4,044","1,084",998,"4,207","1,857",781,"12,029","8,739","3,283","5,385",,
2021,6,60,"58,470","4,684","4,003","2,776","2,289","1,863",769,"2,421","1,228","1,143","4,708","3,382","1,842","1,236","2,877",764,"1,010","3,080","1,562",757,"6,283","5,154","1,534","3,105",,
2021,6,70,"28,471","2,715","1,961","1,289","1,095","1,017",464,"1,084",694,782,"2,229","1,805",706,707,"1,367",449,685,"1,578",873,446,"2,459","2,216",537,"1,313",,
2021,6,80,"14,596","1,579","1,040",652,581,499,266,542,450,470,"1,095",898,368,313,671,235,361,756,429,190,"1,121","1,144",251,685,,
2021,6,90,"1,959",177,145,117,108,63,31,99,66,69,131,108,62,36,102,37,64,81,49,26,149,121,35,83,,
2021,6,100,91,9,4,4,4,2,0,1,1,3,3,3,1,2,14,1,23,2,1,0,4,8,0,1,,
2021,7,총,"551,603","28,145","43,744","24,266","27,163","11,312","3,678","27,804","6,639","5,186","44,302","25,480","20,171","12,836","22,087","7,053","5,697","22,777","10,576","4,111","88,963","54,048","25,947","29,618",,
2021,7,0,"49,404","1,599","3,795","1,798","3,970",458,115,"3,077",298,140,"2,813","1,258","2,358",675,"1,573",582,158,993,523,125,"11,365","5,695","3,427","2,609",,
2021,7,10,"53,868","1,851","5,726","1,913","3,302",801,208,"2,104",486,276,"4,795","2,268","1,854",886,"2,159",488,272,"1,691",626,215,"9,691","6,185","3,184","2,887",,
2021,7,20,"76,240","3,169","5,938","3,255","2,414","1,482",352,"4,348",690,431,"7,336","3,734","2,594","2,540","2,931","1,054",706,"4,022","1,614",627,"11,627","7,285","3,623","4,468",,
2021,7,30,"83,366","3,185","5,580","3,866","4,755","1,332",339,"5,568",608,341,"5,437","3,069","3,407","2,323","2,592","1,224",652,"2,982","1,472",419,"17,100","7,983","4,742","4,390",,
2021,7,40,"95,681","4,073","8,441","4,635","5,596","1,672",463,"4,488",878,589,"7,488","4,099","3,697","2,124","3,701","1,119",768,"3,390","1,562",524,"16,988","9,428","5,276","4,682",,
2021,7,50,"88,815","5,063","7,092","3,912","3,031","2,110",670,"4,014","1,235",941,"8,202","4,832","3,271","1,978","4,052","1,097",992,"4,191","1,837",781,"12,064","8,759","3,314","5,377",,
2021,7,60,"58,960","4,703","4,021","2,815","2,307","1,874",771,"2,459","1,233","1,143","4,762","3,398","1,854","1,247","2,908",768,"1,016","3,085","1,581",762,"6,364","5,225","1,553","3,111",,
2021,7,70,"28,570","2,734","1,960","1,291","1,099","1,019",463,"1,105",694,786,"2,240","1,806",703,712,"1,378",451,680,"1,580",882,444,"2,477","2,202",542,"1,322",,
2021,7,80,"14,641","1,578","1,041",659,579,499,265,543,451,470,"1,092",903,368,314,674,232,365,760,428,188,"1,136","1,155",251,690,,
2021,7,90,"1,966",181,147,118,106,63,32,97,65,66,133,110,64,35,105,37,65,80,50,26,147,123,35,81,,
2021,7,100,92,9,3,4,4,2,0,1,1,3,4,3,1,2,14,1,23,3,1,0,4,8,0,1,,
2021,8,총,"554,511","28,308","43,756","24,312","27,143","11,333","3,665","30,237","6,619","5,171","44,247","25,396","20,459","12,866","22,032","7,025","5,729","22,859","10,583","4,107","89,101","53,985","25,982","29,596",,
2021,8,0,"49,589","1,621","3,757","1,783","3,926",454,116,"3,553",292,140,"2,774","1,223","2,389",655,"1,543",579,164,991,528,115,"11,322","5,665","3,405","2,594",,
2021,8,10,"53,921","1,842","5,718","1,915","3,316",807,208,"2,200",478,267,"4,775","2,269","1,857",896,"2,131",483,273,"1,698",619,216,"9,707","6,178","3,182","2,886",,
2021,8,20,"76,777","3,202","5,943","3,283","2,421","1,475",351,"4,729",681,433,"7,382","3,708","2,669","2,544","2,951","1,044",716,"4,065","1,608",623,"11,637","7,223","3,633","4,456",,
2021,8,30,"84,010","3,204","5,577","3,840","4,689","1,329",336,"6,416",602,342,"5,388","3,038","3,502","2,334","2,579","1,216",659,"2,972","1,471",426,"17,021","7,954","4,733","4,382",,
2021,8,40,"96,067","4,090","8,393","4,653","5,625","1,689",461,"4,791",869,585,"7,451","4,110","3,733","2,142","3,685","1,122",767,"3,403","1,552",522,"17,025","9,418","5,295","4,686",,
2021,8,50,"89,253","5,101","7,141","3,937","3,041","2,114",666,"4,199","1,247",938,"8,215","4,810","3,282","1,979","4,058","1,089",992,"4,195","1,847",777,"12,128","8,787","3,332","5,378",,
2021,8,60,"59,500","4,732","4,066","2,818","2,330","1,882",772,"2,571","1,239","1,150","4,784","3,422","1,886","1,249","2,909",774,"1,023","3,109","1,590",770,"6,465","5,275","1,573","3,111",,
2021,8,70,"28,627","2,741","1,953","1,300","1,099","1,016",461,"1,135",692,788,"2,247","1,797",710,717,"1,381",449,676,"1,568",886,448,"2,487","2,203",547,"1,326",,
2021,8,80,"14,705","1,580","1,058",663,582,504,264,550,454,457,"1,094",906,369,315,670,233,369,772,431,184,"1,155","1,149",249,697,,
2021,8,90,"1,967",186,146,116,110,61,30,91,65,68,132,110,61,33,111,35,66,83,50,26,149,126,33,79,,
2021,8,100,95,9,4,4,4,2,0,2,0,3,5,3,1,2,14,1,24,3,1,0,5,7,0,1,,
2021,9,총,"557,450","28,427","43,678","24,385","27,118","11,360","3,667","31,629","6,610","5,178","44,324","25,435","21,355","12,918","22,052","7,048","5,749","22,928","10,618","4,114","89,129","54,095","26,075","29,558",,
2021,9,0,"49,777","1,607","3,724","1,775","3,897",447,116,"3,777",291,143,"2,739","1,225","2,545",641,"1,547",583,159,979,527,115,"11,293","5,649","3,417","2,581",,
2021,9,10,"53,945","1,854","5,706","1,901","3,330",801,203,"2,248",475,267,"4,743","2,250","1,883",898,"2,121",473,281,"1,689",632,215,"9,728","6,190","3,193","2,864",,
2021,9,20,"77,286","3,225","5,896","3,311","2,404","1,480",346,"4,969",679,431,"7,443","3,719","2,831","2,552","2,963","1,057",718,"4,110","1,621",623,"11,610","7,211","3,633","4,454",,
2021,9,30,"84,772","3,218","5,553","3,865","4,651","1,346",344,"6,840",601,343,"5,399","3,058","3,804","2,346","2,567","1,225",664,"3,007","1,469",425,"16,936","7,983","4,744","4,384",,
2021,9,40,"96,407","4,106","8,359","4,640","5,639","1,683",460,"5,003",862,590,"7,441","4,116","3,818","2,156","3,668","1,128",771,"3,396","1,565",527,"17,061","9,420","5,308","4,690",,
2021,9,50,"89,792","5,147","7,187","3,981","3,070","2,127",666,"4,324","1,242",927,"8,226","4,824","3,370","2,001","4,079","1,086",984,"4,214","1,853",776,"12,179","8,825","3,343","5,361",,
2021,9,60,"59,932","4,741","4,078","2,833","2,339","1,890",777,"2,654","1,246","1,156","4,819","3,425","1,955","1,253","2,929",781,"1,030","3,111","1,590",772,"6,505","5,323","1,598","3,127",,
2021,9,70,"28,663","2,738","1,961","1,296","1,092","1,015",460,"1,158",690,790,"2,264","1,795",716,717,"1,378",441,678,"1,560",885,449,"2,497","2,200",559,"1,324",,
2021,9,80,"14,786","1,593","1,059",658,581,507,265,562,460,461,"1,105",906,372,318,676,236,372,777,427,187,"1,160","1,162",249,693,,
2021,9,90,"1,996",189,151,121,110,62,30,92,64,67,141,114,60,34,110,37,68,82,49,25,155,125,31,79,,
2021,9,100,94,9,4,4,5,2,0,2,0,3,4,3,1,2,14,1,24,3,0,0,5,7,0,1,,
2021,10,총,"559,363","28,534","43,715","24,485","27,091","11,367","3,679","32,462","6,607","5,162","44,343","25,453","21,720","12,946","22,087","7,064","5,721","22,922","10,654","4,138","51,861","54,211","26,100","29,516","37,525",
2021,10,0,"49,782","1,622","3,704","1,757","3,859",437,121,"3,922",294,143,"2,720","1,202","2,598",640,"1,532",575,160,972,523,118,"5,625","5,645","3,402","2,572","5,639",
2021,10,10,"54,037","1,842","5,702","1,897","3,332",810,203,"2,280",472,266,"4,715","2,266","1,908",890,"2,116",479,277,"1,662",645,217,"6,288","6,214","3,199","2,844","3,513",
2021,10,20,"77,367","3,250","5,905","3,338","2,401","1,453",346,"5,048",680,424,"7,458","3,700","2,871","2,569","2,965","1,058",716,"4,134","1,629",625,"6,695","7,194","3,626","4,421","4,861",
2021,10,30,"85,227","3,228","5,534","3,887","4,633","1,344",351,"7,139",601,346,"5,388","3,054","3,931","2,354","2,571","1,224",674,"2,996","1,478",429,"8,078","8,000","4,752","4,403","8,832",
2021,10,40,"96,580","4,099","8,352","4,631","5,625","1,690",454,"5,122",858,579,"7,435","4,115","3,881","2,163","3,670","1,130",767,"3,381","1,556",535,"10,042","9,441","5,306","4,692","7,056",
2021,10,50,"90,386","5,188","7,243","4,027","3,099","2,130",670,"4,415","1,238",930,"8,241","4,865","3,402","2,008","4,113","1,093",978,"4,230","1,868",773,"7,956","8,830","3,368","5,346","4,375",
2021,10,60,"60,315","4,767","4,102","2,857","2,361","1,914",780,"2,697","1,250","1,153","4,850","3,433","1,976","1,254","2,940",786,"1,032","3,115","1,595",775,"4,339","5,367","1,606","3,151","2,215",
2021,10,70,"28,729","2,744","1,957","1,305","1,085","1,019",459,"1,175",689,787,"2,271","1,801",726,717,"1,372",441,675,"1,558",882,451,"1,833","2,212",561,"1,318",691,
2021,10,80,"14,858","1,595","1,059",662,586,501,265,566,462,464,"1,116",903,365,315,685,239,370,786,426,189,891,"1,176",251,692,294,
2021,10,90,"2,008",190,153,120,106,67,30,96,63,67,145,111,61,34,109,38,69,84,52,26,111,125,29,76,46,
2021,10,100,74,9,4,4,4,2,0,2,0,3,4,3,1,2,14,1,3,4,0,0,3,7,0,1,3,
2021,11,총,"561,770","28,610","43,685","24,539","27,111","11,431","3,666","13,271","6,606","5,133","44,293","25,440","21,857","12,973","22,110","7,057","5,729","22,850","11,556","4,095","51,747","55,162","26,033","29,359","37,426","20,031"
2021,11,0,"49,969","1,634","3,692","1,769","3,817",448,122,"1,017",292,147,"2,692","1,197","2,618",637,"1,510",569,161,957,602,116,"5,602","5,770","3,364","2,563","5,616","3,057"
2021,11,10,"54,113","1,831","5,690","1,884","3,351",817,205,886,471,261,"4,695","2,245","1,899",903,"2,127",469,281,"1,649",704,211,"6,289","6,250","3,210","2,811","3,512","1,462"
2021,11,20,"77,469","3,246","5,886","3,340","2,406","1,432",337,"1,947",670,428,"7,438","3,694","2,898","2,560","2,953","1,065",720,"4,118","1,837",619,"6,648","7,292","3,602","4,381","4,782","3,170"
2021,11,30,"85,834","3,254","5,519","3,912","4,601","1,385",351,"2,076",601,336,"5,386","3,066","3,967","2,354","2,573","1,208",675,"2,990","1,721",416,"8,017","8,259","4,722","4,383","8,803","5,259"
2021,11,40,"97,032","4,127","8,333","4,651","5,636","1,692",447,"1,969",856,570,"7,413","4,124","3,915","2,169","3,670","1,141",778,"3,369","1,683",526,"10,013","9,589","5,315","4,664","7,072","3,310"
2021,11,50,"90,869","5,185","7,257","4,036","3,125","2,138",675,"2,296","1,250",928,"8,254","4,865","3,399","2,026","4,133","1,106",979,"4,222","1,976",762,"7,972","8,984","3,354","5,332","4,371","2,244"
2021,11,60,"60,699","4,792","4,133","2,849","2,376","1,931",782,"1,708","1,250","1,151","4,865","3,431","2,001","1,254","2,961",787,"1,025","3,100","1,653",781,"4,359","5,473","1,612","3,142","2,240","1,043"
2021,11,70,"28,802","2,746","1,962","1,314","1,096","1,023",451,844,689,782,"2,281","1,796",732,712,"1,376",440,672,"1,569",892,449,"1,838","2,217",568,"1,319",692,342
2021,11,80,"14,894","1,599","1,055",662,589,497,264,459,464,459,"1,124",908,364,323,685,234,368,787,434,189,895,"1,188",258,688,291,110
2021,11,90,"2,018",187,155,118,110,66,32,68,62,68,140,111,63,34,108,38,67,85,54,26,112,134,28,75,44,33
2021,11,100,71,9,3,4,4,2,0,1,1,3,5,3,1,1,14,0,3,4,0,0,2,6,0,1,3,1
2021,12,총,"564,288","28,744","43,711","24,568","27,127","11,418","3,681","13,311","6,616","5,105","44,195","25,371","21,963","12,924","22,099","7,079","5,723","22,810","12,764","4,088","51,458","55,603","26,025","29,302","37,373","21,230"
2021,12,0,"50,065","1,643","3,668","1,750","3,796",444,132,"1,030",293,149,"2,671","1,189","2,622",626,"1,505",567,160,952,715,110,"5,523","5,795","3,343","2,558","5,587","3,237"
2021,12,10,"54,204","1,833","5,675","1,870","3,360",813,200,888,472,258,"4,652","2,224","1,909",893,"2,112",479,287,"1,634",792,210,"6,268","6,299","3,192","2,796","3,519","1,569"
2021,12,20,"77,667","3,254","5,898","3,369","2,399","1,422",339,"1,939",676,426,"7,433","3,671","2,905","2,545","2,928","1,054",705,"4,101","2,106",616,"6,546","7,315","3,615","4,384","4,704","3,317"
2021,12,30,"86,448","3,291","5,492","3,917","4,564","1,396",354,"2,107",591,328,"5,354","3,065","4,002","2,345","2,582","1,228",678,"3,014","2,059",406,"7,924","8,355","4,687","4,366","8,800","5,543"
2021,12,40,"97,562","4,163","8,344","4,651","5,684","1,687",448,"1,961",866,566,"7,371","4,102","3,942","2,154","3,660","1,149",785,"3,354","1,826",527,"10,018","9,697","5,334","4,651","7,092","3,530"
2021,12,50,"91,369","5,179","7,298","4,054","3,138","2,124",680,"2,299","1,246",925,"8,256","4,863","3,388","2,040","4,165","1,102",978,"4,214","2,146",771,"7,948","9,077","3,377","5,308","4,381","2,412"
2021,12,60,"61,059","4,833","4,150","2,864","2,382","1,944",780,"1,710","1,254","1,146","4,890","3,446","2,018","1,260","2,962",786,"1,015","3,110","1,704",783,"4,374","5,488","1,623","3,166","2,255","1,116"
2021,12,70,"28,855","2,737","1,972","1,308","1,100","1,022",455,846,692,779,"2,290","1,787",740,704,"1,371",439,680,"1,553",912,449,"1,839","2,247",568,"1,315",696,354
2021,12,80,"14,963","1,609","1,054",662,594,498,259,460,466,458,"1,128",908,372,322,699,237,366,786,449,191,902,"1,192",259,684,293,115
2021,12,90,"2,036",192,157,119,106,66,34,70,59,67,145,113,65,34,110,38,66,88,55,25,114,134,27,73,43,36
2021,12,100,60,10,3,4,4,2,0,1,1,3,5,3,0,1,5,0,3,4,0,0,2,4,0,1,3,1
