년도,월,나이,광주광역시 북구,광주광역시 북구 중흥1동,광주광역시 북구 중흥2동,광주광역시 북구 중흥3동,광주광역시 북구 중앙동,광주광역시 북구 임동,광주광역시 북구 신안동,광주광역시 북구 용봉동,광주광역시 북구 운암1동,광주광역시 북구 운암2동,광주광역시 북구 운암3동,광주광역시 북구 동림동,광주광역시 북구 우산동,광주광역시 북구 풍향동,광주광역시 북구 문화동,광주광역시 북구 문흥1동,광주광역시 북구 문흥2동,광주광역시 북구 두암1동,광주광역시 북구 두암2동,광주광역시 북구 두암3동,광주광역시 북구 삼각동,광주광역시 북구 일곡동,광주광역시 북구 매곡동,광주광역시 북구 오치1동,광주광역시 북구 오치2동,광주광역시 북구 석곡동,광주광역시 북구 건국동,광주광역시 북구 양산동,광주광역시 북구 신용동
2021,1,100,122,6,3,6,5,6,8,3,4,3,3,3,13,2,12,1,1,3,4,8,0,2,3,6,2,4,6,4,1
2021,2,총,"430,209","5,002","6,826","4,917","3,250","7,932","12,022","38,415","19,433","12,323","13,053","23,719","10,672","5,950","20,832","16,275","16,000","7,911","16,315","13,807","14,354","30,308","14,054","11,246","12,715","2,639","22,574","38,121","29,544"
2021,2,0,"33,213",219,265,265,80,534,464,"2,648","1,732",554,905,"2,180",398,537,"1,614","1,105","1,100",296,899,455,992,"2,412","1,177",663,505,70,"2,698","3,947","4,499"
2021,2,10,"42,674",195,462,302,116,561,685,"3,783","2,279",930,"1,413","2,351",673,526,"1,670","1,891","1,446",642,"1,366",836,"1,699","4,645","1,733","1,035",811,134,"2,548","4,150","3,792"
2021,2,20,"62,074",955,"1,341",928,498,974,"2,288","7,141","2,497","1,751","1,908","3,074","1,340",720,"2,575","2,429","2,592","1,117","2,323","1,604","2,311","4,727","1,979","1,806","1,915",247,"2,751","5,190","3,093"
2021,2,30,"55,497",967,781,709,414,"1,114","1,773","4,710","2,258","1,355","1,477","3,610",993,811,"2,979","1,617","2,000",782,"1,814","1,300","1,692","2,944","1,688","1,288","1,488",218,"3,564","5,973","5,178"
2021,2,40,"67,451",617,884,733,393,"1,149","1,598","5,605","3,117","1,656","1,885","3,888","1,295",948,"2,995","2,462","2,380","1,042","2,204","1,618","2,452","5,720","2,297","1,640","1,604",234,"4,074","6,651","6,310"
2021,2,50,"71,778",689,975,675,567,"1,222","1,911","6,652","3,110","2,176","2,322","3,885","1,826",921,"3,469","3,029","2,593","1,404","2,911","2,640","2,655","5,613","2,451","2,161","2,461",541,"3,345","5,884","3,690"
2021,2,60,"53,863",696,"1,001",639,581,"1,175","1,681","4,518","2,683","2,091","1,876","2,811","2,082",747,"2,978","2,189","2,093","1,300","2,653","2,781","1,506","2,355","1,564","1,532","2,169",575,"2,003","3,699","1,885"
2021,2,70,"29,539",458,740,462,389,868,"1,102","2,371","1,273","1,246",839,"1,358","1,401",507,"1,710","1,054","1,195",924,"1,510","1,642",722,"1,179",759,792,"1,123",369,"1,001","1,783",762
2021,2,80,"12,243",178,332,183,165,284,455,875,414,512,365,482,563,200,732,441,523,348,547,817,279,623,350,280,558,210,508,727,292
2021,2,90,"1,752",22,42,15,42,44,56,108,66,49,61,77,88,31,98,57,77,53,84,106,46,88,53,43,79,37,76,113,41
2021,2,100,125,6,3,6,5,7,9,4,4,3,2,3,13,2,12,1,1,3,4,8,0,2,3,6,2,4,6,4,2
2021,3,총,"429,600","4,976","6,820","4,900","3,228","7,945","12,048","38,443","19,400","12,246","13,040","23,687","10,639","5,923","21,036","16,235","15,951","7,884","16,243","13,737","14,302","30,240","14,059","11,222","12,676","2,628","22,557","38,011","29,524"
2021,3,0,"33,089",222,265,266,82,533,457,"2,621","1,729",548,914,"2,174",398,532,"1,644","1,112","1,089",288,882,455,984,"2,410","1,166",650,520,66,"2,688","3,911","4,483"
2021,3,10,"42,434",190,462,306,112,564,682,"3,781","2,276",914,"1,416","2,324",666,529,"1,675","1,883","1,434",630,"1,335",825,"1,662","4,595","1,744","1,040",802,128,"2,536","4,133","3,790"
2021,3,20,"62,000",945,"1,337",923,503,978,"2,317","7,162","2,487","1,738","1,881","3,071","1,334",709,"2,605","2,417","2,583","1,126","2,343","1,589","2,305","4,727","1,967","1,789","1,895",247,"2,750","5,173","3,099"
2021,3,30,"55,320",972,772,713,407,"1,113","1,768","4,724","2,247","1,346","1,478","3,595",983,800,"3,023","1,599","2,015",766,"1,779","1,280","1,686","2,943","1,687","1,274","1,477",214,"3,555","5,937","5,167"
2021,3,40,"67,267",615,885,725,392,"1,160","1,603","5,608","3,109","1,637","1,889","3,888","1,294",945,"3,015","2,454","2,346","1,026","2,200","1,605","2,444","5,667","2,292","1,643","1,586",234,"4,073","6,621","6,311"
2021,3,50,"71,631",677,987,663,561,"1,217","1,900","6,651","3,102","2,157","2,303","3,884","1,823",919,"3,486","3,009","2,591","1,400","2,898","2,627","2,649","5,635","2,450","2,147","2,449",535,"3,342","5,893","3,676"
2021,3,60,"54,129",692,993,643,576,"1,180","1,696","4,540","2,692","2,101","1,885","2,814","2,079",749,"3,021","2,202","2,094","1,311","2,657","2,782","1,522","2,373","1,588","1,558","2,175",580,"2,017","3,711","1,898"
2021,3,70,"29,535",459,745,461,385,857,"1,107","2,357","1,273","1,242",841,"1,371","1,392",504,"1,707","1,059","1,187",927,"1,517","1,641",722,"1,175",758,789,"1,128",371,997,"1,794",769
2021,3,80,"12,326",179,330,179,163,296,455,885,420,510,365,485,578,203,746,444,533,353,545,822,280,626,348,280,566,213,519,717,286
2021,3,90,"1,766",22,42,17,42,44,56,112,62,50,67,78,83,31,100,55,77,54,84,103,48,86,57,47,78,36,75,117,43
2021,3,100,103,3,2,4,5,3,7,2,3,3,1,3,9,2,14,1,2,3,3,8,0,3,2,5,0,4,5,4,2
2021,4,총,"429,159","4,966","6,800","4,877","3,205","7,902","12,048","38,439","19,440","12,189","13,014","23,651","10,606","5,890","21,033","16,202","15,930","7,870","16,199","13,682","14,236","30,216","14,060","11,171","12,681","2,616","22,568","37,932","29,736"
2021,4,0,"32,880",226,265,264,79,528,451,"2,619","1,717",548,914,"2,159",396,524,"1,662","1,095","1,064",280,867,449,968,"2,381","1,159",642,520,67,"2,675","3,901","4,460"
2021,4,10,"42,288",188,458,305,111,552,687,"3,767","2,286",884,"1,413","2,313",657,521,"1,660","1,884","1,432",629,"1,339",812,"1,655","4,599","1,744","1,027",796,127,"2,525","4,118","3,799"
2021,4,20,"61,955",958,"1,326",916,494,987,"2,304","7,167","2,499","1,736","1,878","3,069","1,324",710,"2,598","2,396","2,577","1,140","2,321","1,581","2,281","4,716","1,968","1,766","1,900",248,"2,750","5,143","3,202"
2021,4,30,"55,205",959,786,704,418,"1,104","1,773","4,730","2,254","1,333","1,470","3,568",979,798,"3,018","1,594","1,995",751,"1,758","1,279","1,683","2,955","1,695","1,266","1,477",219,"3,530","5,891","5,218"
2021,4,40,"67,113",617,864,721,385,"1,148","1,599","5,611","3,112","1,634","1,880","3,891","1,272",929,"3,018","2,460","2,350","1,026","2,199","1,586","2,415","5,640","2,282","1,635","1,576",230,"4,095","6,602","6,336"
2021,4,50,"71,512",673,983,658,559,"1,206","1,903","6,631","3,102","2,135","2,292","3,892","1,836",914,"3,480","3,001","2,591","1,383","2,900","2,606","2,650","5,625","2,447","2,139","2,431",523,"3,344","5,889","3,719"
2021,4,60,"54,368",682,984,647,568,"1,179","1,710","4,554","2,695","2,108","1,884","2,811","2,085",749,"3,036","2,206","2,113","1,320","2,659","2,808","1,519","2,410","1,601","1,569","2,194",578,"2,041","3,755","1,903"
2021,4,70,"29,557",455,757,457,381,851,"1,101","2,358","1,283","1,248",847,"1,378","1,387",505,"1,696","1,067","1,190",931,"1,517","1,626",734,"1,168",754,791,"1,135",370,"1,003","1,798",769
2021,4,80,"12,394",183,332,184,165,299,461,883,425,510,367,488,578,206,748,444,540,352,554,819,280,632,349,284,573,214,523,714,287
2021,4,90,"1,782",22,43,17,40,45,52,117,64,50,68,79,83,32,104,54,75,55,82,108,51,85,59,47,79,36,76,117,42
2021,4,100,105,3,2,4,5,3,7,2,3,3,1,3,9,2,13,1,3,3,3,8,0,5,2,5,0,4,6,4,1
2021,5,총,"428,262","4,916","6,814","4,840","3,177","7,880","11,966","38,477","19,444","12,109","12,968","23,652","10,520","5,850","21,003","16,135","15,853","7,827","16,142","13,628","14,210","30,123","14,026","11,130","12,643","2,586","22,514","37,870","29,959"
2021,5,0,"32,734",226,269,263,85,529,443,"2,600","1,723",538,910,"2,175",392,529,"1,665","1,091","1,049",274,862,444,968,"2,360","1,157",626,504,68,"2,659","3,889","4,436"
2021,5,10,"42,128",186,460,301,110,552,686,"3,761","2,267",881,"1,407","2,297",657,513,"1,649","1,871","1,426",626,"1,334",807,"1,649","4,571","1,731","1,028",790,126,"2,528","4,092","3,822"
2021,5,20,"61,820",935,"1,341",915,483,987,"2,265","7,185","2,514","1,720","1,867","3,060","1,321",712,"2,599","2,387","2,550","1,144","2,293","1,567","2,277","4,694","1,978","1,763","1,900",239,"2,735","5,122","3,267"
2021,5,30,"55,009",953,777,691,420,"1,091","1,787","4,760","2,254","1,303","1,450","3,541",971,792,"3,009","1,584","1,970",738,"1,744","1,280","1,687","2,936","1,679","1,251","1,467",218,"3,508","5,866","5,282"
2021,5,40,"66,607",614,860,712,381,"1,139","1,569","5,551","3,095","1,625","1,873","3,880","1,249",913,"3,005","2,427","2,342","1,005","2,186","1,553","2,389","5,572","2,268","1,619","1,557",223,"4,067","6,561","6,372"
2021,5,50,"71,487",662,982,660,551,"1,197","1,896","6,672","3,094","2,121","2,279","3,912","1,815",910,"3,449","2,986","2,567","1,380","2,910","2,591","2,650","5,668","2,439","2,136","2,429",523,"3,352","5,893","3,763"
2021,5,60,"54,545",679,982,638,561,"1,184","1,715","4,577","2,712","2,105","1,898","2,824","2,078",738,"3,067","2,213","2,136","1,317","2,644","2,809","1,525","2,415","1,604","1,579","2,207",575,"2,060","3,788","1,915"
2021,5,70,"29,612",457,763,454,374,857,"1,088","2,360","1,292","1,248",847,"1,389","1,377",498,"1,692","1,071","1,192",937,"1,534","1,636",736,"1,173",754,791,"1,137",365,"1,006","1,814",770
2021,5,80,"12,469",181,337,186,166,299,466,895,427,513,368,491,574,212,752,451,540,352,546,827,281,644,355,288,573,215,521,721,288
2021,5,90,"1,782",21,42,18,41,44,47,115,63,52,68,79,84,31,108,53,78,53,88,108,48,85,59,47,79,32,76,120,43
2021,5,100,69,2,1,2,5,1,4,1,3,3,1,4,2,2,8,1,3,1,1,6,0,5,2,2,0,2,2,4,1
2021,6,총,"427,858","4,889","6,817","4,824","3,145","7,998","11,972","38,493","19,398","12,096","12,875","23,570","10,476","5,840","21,016","16,117","15,842","7,813","16,158","13,591","14,171","30,084","14,038","11,084","12,589","2,566","22,458","37,886","30,052"
2021,6,0,"32,649",232,266,259,81,547,446,"2,602","1,707",535,907,"2,160",388,529,"1,677","1,085","1,044",273,868,439,961,"2,351","1,147",618,497,65,"2,646","3,890","4,429"
2021,6,10,"42,027",180,464,293,110,553,688,"3,764","2,267",880,"1,394","2,285",651,513,"1,632","1,871","1,420",621,"1,327",804,"1,639","4,552","1,738","1,011",776,124,"2,539","4,095","3,836"
2021,6,20,"61,693",926,"1,351",916,475,"1,004","2,253","7,182","2,509","1,709","1,837","3,062","1,319",710,"2,600","2,357","2,546","1,140","2,296","1,547","2,271","4,675","1,977","1,765","1,892",237,"2,721","5,124","3,292"
2021,6,30,"54,853",939,776,692,407,"1,133","1,782","4,766","2,233","1,311","1,444","3,520",966,785,"3,010","1,580","1,956",744,"1,745","1,287","1,684","2,914","1,670","1,244","1,462",211,"3,473","5,826","5,293"
2021,6,40,"66,478",612,859,708,374,"1,145","1,575","5,530","3,093","1,625","1,856","3,861","1,239",912,"2,998","2,433","2,348",997,"2,186","1,547","2,369","5,554","2,275","1,605","1,543",221,"4,056","6,562","6,395"
2021,6,50,"71,237",656,972,657,551,"1,210","1,893","6,655","3,078","2,103","2,243","3,868","1,801",902,"3,441","2,987","2,558","1,370","2,900","2,575","2,648","5,665","2,433","2,134","2,404",517,"3,348","5,905","3,763"
2021,6,60,"54,856",682,985,635,564,"1,198","1,725","4,606","2,727","2,101","1,906","2,846","2,075",745,"3,082","2,214","2,147","1,323","2,662","2,814","1,531","2,463","1,627","1,580","2,223",578,"2,068","3,810","1,939"
2021,6,70,"29,713",456,765,457,372,857,"1,097","2,373","1,298","1,264",851,"1,390","1,376",496,"1,713","1,078","1,197",938,"1,537","1,642",736,"1,178",754,787,"1,147",364,"1,005","1,813",772
2021,6,80,"12,511",184,337,187,165,305,464,896,425,513,372,497,575,216,749,459,540,355,549,824,285,640,356,290,566,216,521,737,288
2021,6,90,"1,775",20,41,18,41,44,45,117,60,52,65,77,84,30,107,52,83,51,87,107,47,87,59,48,79,31,79,120,44
2021,6,100,66,2,1,2,5,2,4,2,1,3,0,4,2,2,7,1,3,1,1,5,0,5,2,2,0,2,2,4,1
2021,7,총,"428,040","4,892","6,793","4,826","3,120","8,656","11,937","38,516","19,382","12,078","12,823","23,532","10,456","5,820","21,008","16,084","15,818","7,786","16,162","13,521","14,173","30,005","14,003","11,052","12,589","2,543","22,498","37,926","30,041"
2021,7,0,"32,600",237,263,253,79,635,445,"2,594","1,703",529,903,"2,151",388,521,"1,672","1,083","1,028",263,862,430,964,"2,330","1,138",610,496,65,"2,662","3,897","4,399"
2021,7,10,"41,953",179,455,289,108,587,688,"3,750","2,259",871,"1,387","2,275",650,516,"1,640","1,860","1,431",616,"1,331",788,"1,643","4,498","1,733","1,008",778,123,"2,540","4,093","3,857"
2021,7,20,"61,723",917,"1,349",923,471,"1,124","2,241","7,190","2,511","1,709","1,831","3,039","1,326",713,"2,589","2,333","2,530","1,139","2,295","1,543","2,262","4,675","1,965","1,756","1,891",233,"2,743","5,124","3,301"
2021,7,30,"54,840",949,777,695,401,"1,291","1,789","4,756","2,227","1,296","1,434","3,505",957,778,"3,009","1,582","1,954",737,"1,741","1,281","1,674","2,901","1,666","1,231","1,455",207,"3,460","5,829","5,258"
2021,7,40,"66,381",620,847,708,376,"1,245","1,570","5,531","3,086","1,621","1,828","3,882","1,234",905,"2,998","2,417","2,331",984,"2,188","1,529","2,363","5,530","2,251","1,596","1,537",216,"4,050","6,552","6,386"
2021,7,50,"71,252",655,977,659,544,"1,278","1,873","6,666","3,069","2,093","2,240","3,843","1,798",896,"3,440","2,976","2,553","1,373","2,887","2,561","2,652","5,667","2,441","2,134","2,411",516,"3,360","5,903","3,787"
2021,7,60,"55,122",675,981,631,564,"1,257","1,729","4,635","2,749","2,103","1,907","2,864","2,067",751,"3,079","2,240","2,158","1,334","2,682","2,814","1,550","2,486","1,630","1,587","2,217",576,"2,077","3,837","1,942"
2021,7,70,"29,753",452,767,459,366,875,"1,087","2,369","1,292","1,282",853,"1,389","1,373",498,"1,716","1,082","1,200",930,"1,531","1,638",730,"1,183",762,790,"1,150",358,"1,009","1,833",779
2021,7,80,"12,588",186,336,189,166,313,467,907,426,515,376,507,579,212,754,456,545,358,559,827,290,646,358,289,575,218,516,731,287
2021,7,90,"1,764",20,40,18,40,49,44,116,59,56,64,73,83,28,104,53,85,51,85,105,45,85,58,49,79,29,79,123,44
2021,7,100,64,2,1,2,5,2,4,2,1,3,0,4,1,2,7,2,3,1,1,5,0,4,1,2,0,2,2,4,1
2021,8,총,"427,773","4,861","6,814","4,807","3,110","8,878","11,916","38,476","19,369","12,045","12,784","23,524","10,456","5,802","20,980","16,069","15,746","7,807","16,117","13,534","14,174","29,947","13,945","11,011","12,562","2,532","22,508","37,982","30,017"
2021,8,0,"32,460",233,257,252,80,661,443,"2,572","1,702",514,906,"2,150",391,518,"1,669","1,075","1,022",265,843,434,966,"2,317","1,122",599,504,65,"2,664","3,873","4,363"
2021,8,10,"41,839",173,455,289,109,599,694,"3,725","2,259",864,"1,371","2,268",649,517,"1,633","1,856","1,413",619,"1,324",782,"1,648","4,475","1,732",998,771,121,"2,550","4,082","3,863"
2021,8,20,"61,536",901,"1,379",911,465,"1,140","2,227","7,194","2,463","1,707","1,806","3,033","1,321",706,"2,567","2,310","2,507","1,153","2,285","1,558","2,247","4,658","1,954","1,741","1,882",235,"2,726","5,162","3,298"
2021,8,30,"54,871",956,773,701,399,"1,360","1,787","4,754","2,241","1,300","1,443","3,506",967,777,"3,020","1,594","1,951",749,"1,717","1,275","1,667","2,882","1,649","1,228","1,447",210,"3,477","5,835","5,206"
2021,8,40,"66,208",618,846,704,377,"1,266","1,557","5,505","3,094","1,612","1,820","3,849","1,238",911,"2,974","2,401","2,321",983,"2,181","1,520","2,367","5,511","2,236","1,590","1,525",212,"4,029","6,552","6,409"
2021,8,50,"71,189",650,980,655,543,"1,313","1,870","6,657","3,063","2,077","2,239","3,867","1,773",879,"3,427","2,980","2,538","1,368","2,885","2,556","2,649","5,679","2,429","2,135","2,395",511,"3,370","5,909","3,792"
2021,8,60,"55,326",676,978,623,560,"1,285","1,728","4,661","2,756","2,108","1,909","2,869","2,066",754,"3,095","2,247","2,154","1,325","2,694","2,831","1,559","2,506","1,637","1,585","2,230",575,"2,084","3,870","1,961"
2021,8,70,"29,837",447,772,461,369,880,"1,090","2,374","1,300","1,278",854,"1,392","1,380",496,"1,727","1,089","1,207",937,"1,533","1,639",730,"1,181",763,789,"1,153",357,"1,013","1,832",794
2021,8,80,"12,665",187,330,190,164,321,476,916,430,524,372,514,586,215,755,459,546,357,568,822,295,648,363,297,576,215,514,739,286
2021,8,90,"1,777",18,43,19,39,51,41,115,60,58,64,71,84,27,106,56,84,50,86,112,46,86,59,47,79,30,79,123,44
2021,8,100,65,2,1,2,5,2,3,3,1,3,0,5,1,2,7,2,3,1,1,5,0,4,1,2,0,1,2,5,1
2021,9,총,"428,082","4,847","6,851","4,823","3,119","9,036","12,220","38,635","19,354","12,031","12,743","23,488","10,391","5,785","20,983","16,055","15,759","7,809","16,062","13,502","14,173","29,901","13,942","10,984","12,572","2,535","22,459","37,962","30,061"
2021,9,0,"32,324",227,255,247,75,679,468,"2,579","1,680",507,894,"2,141",386,522,"1,659","1,063","1,009",263,840,430,965,"2,304","1,121",596,502,68,"2,639","3,860","4,345"
2021,9,10,"41,717",169,456,297,114,599,697,"3,706","2,253",870,"1,367","2,256",635,510,"1,642","1,860","1,410",613,"1,314",780,"1,642","4,444","1,722",981,764,122,"2,535","4,080","3,879"
2021,9,20,"61,728",899,"1,410",902,468,"1,188","2,299","7,310","2,465","1,694","1,793","3,020","1,301",709,"2,579","2,300","2,533","1,152","2,261","1,557","2,229","4,638","1,959","1,734","1,895",239,"2,742","5,169","3,283"
2021,9,30,"54,894",949,776,712,407,"1,401","1,909","4,763","2,232","1,304","1,435","3,498",952,760,"3,016","1,577","1,949",742,"1,695","1,275","1,676","2,890","1,646","1,234","1,448",213,"3,430","5,811","5,194"
2021,9,40,"66,128",625,847,715,374,"1,265","1,580","5,498","3,094","1,614","1,820","3,844","1,237",911,"2,963","2,413","2,314",977,"2,181","1,506","2,351","5,482","2,224","1,584","1,519",207,"4,023","6,536","6,424"
2021,9,50,"71,238",645,992,653,537,"1,334","1,913","6,657","3,069","2,070","2,236","3,861","1,755",880,"3,427","2,952","2,539","1,374","2,878","2,534","2,655","5,690","2,427","2,123","2,391",505,"3,390","5,926","3,825"
2021,9,60,"55,545",677,970,629,568,"1,312","1,745","4,693","2,765","2,109","1,906","2,869","2,062",759,"3,087","2,269","2,158","1,338","2,702","2,847","1,571","2,521","1,653","1,592","2,235",579,"2,087","3,873","1,969"
2021,9,70,"29,884",449,770,456,368,884,"1,085","2,394","1,305","1,271",853,"1,399","1,383",488,"1,735","1,101","1,200",937,"1,526","1,633",734,"1,191",760,790,"1,162",360,"1,011","1,834",805
2021,9,80,"12,764",187,332,191,162,322,482,914,430,530,370,519,598,216,764,460,560,361,577,824,303,650,368,301,575,213,522,745,288
2021,9,90,"1,796",18,42,19,41,50,39,119,60,59,69,76,81,28,104,58,84,50,87,111,47,87,61,47,81,28,78,124,48
2021,9,100,64,2,1,2,5,2,3,2,1,3,0,5,1,2,7,2,3,2,1,5,0,4,1,2,0,1,2,4,1
2021,10,총,"427,684","4,817","6,864","4,788","3,108","9,110","12,326","38,559","19,369","12,024","12,707","23,441","10,343","5,776","20,953","16,039","15,742","7,798","16,054","13,489","14,151","29,907","13,921","10,969","12,555","2,529","22,394","37,923","30,028"
2021,10,0,"32,160",229,261,246,70,690,482,"2,577","1,671",504,893,"2,124",379,524,"1,660","1,061",995,267,830,422,957,"2,279","1,114",593,500,71,"2,612","3,824","4,325"
2021,10,10,"41,561",163,456,295,112,596,696,"3,668","2,245",869,"1,354","2,241",630,510,"1,625","1,860","1,408",602,"1,301",770,"1,639","4,459","1,702",974,753,122,"2,519","4,098","3,894"
2021,10,20,"61,615",866,"1,409",885,473,"1,215","2,321","7,258","2,485","1,688","1,778","3,000","1,295",721,"2,588","2,298","2,515","1,167","2,267","1,567","2,218","4,610","1,956","1,719","1,902",235,"2,738","5,173","3,268"
2021,10,30,"54,733",954,790,706,406,"1,405","1,948","4,798","2,209","1,312","1,432","3,476",940,751,"2,994","1,571","1,962",734,"1,687","1,263","1,666","2,908","1,648","1,243","1,435",212,"3,376","5,756","5,151"
2021,10,40,"65,944",630,846,707,369,"1,280","1,589","5,454","3,107","1,607","1,811","3,837","1,223",914,"2,947","2,405","2,299",968,"2,169","1,503","2,346","5,449","2,204","1,562","1,509",211,"4,023","6,548","6,427"
2021,10,50,"71,297",636,989,647,529,"1,347","1,936","6,650","3,073","2,068","2,225","3,866","1,747",875,"3,432","2,946","2,546","1,373","2,889","2,518","2,662","5,713","2,438","2,128","2,383",499,"3,403","5,937","3,842"
2021,10,60,"55,728",676,969,628,572,"1,316","1,745","4,710","2,770","2,105","1,914","2,904","2,058",754,"3,098","2,278","2,146","1,336","2,705","2,864","1,573","2,551","1,653","1,596","2,252",584,"2,113","3,881","1,977"
2021,10,70,"29,923",451,770,457,368,886,"1,083","2,394","1,318","1,282",854,"1,391","1,386",484,"1,726","1,099","1,207",934,"1,540","1,635",739,"1,196",769,795,"1,158",358,"1,008","1,828",807
2021,10,80,"12,847",194,333,194,164,324,482,931,433,524,373,521,599,215,768,458,576,365,578,829,303,653,371,308,582,208,521,751,289
2021,10,90,"1,806",16,40,21,39,49,41,116,57,61,73,74,85,26,108,61,85,50,87,113,48,86,64,48,81,28,79,123,47
2021,10,100,70,2,1,2,6,2,3,3,1,4,0,7,1,2,7,2,3,2,1,5,0,3,2,3,0,1,2,4,1
2021,11,총,"427,463","4,783","6,867","4,804","3,116","9,135","12,381","38,548","19,359","12,031","12,684","23,413","10,323","5,741","20,925","16,017","15,734","7,775","16,032","13,458","14,136","29,952","13,855","10,949","12,544","2,534","22,412","37,938","30,017"
2021,11,0,"32,078",223,265,244,71,692,489,"2,585","1,674",502,878,"2,116",370,520,"1,664","1,066",982,265,820,424,953,"2,264","1,117",588,499,72,"2,623","3,818","4,294"
2021,11,10,"41,495",158,460,294,111,591,683,"3,630","2,243",873,"1,359","2,228",632,502,"1,628","1,856","1,414",590,"1,291",773,"1,626","4,491","1,681",965,754,124,"2,523","4,110","3,905"
2021,11,20,"61,406",852,"1,406",891,478,"1,221","2,343","7,268","2,464","1,680","1,778","2,991","1,291",717,"2,571","2,280","2,494","1,162","2,249","1,559","2,209","4,601","1,954","1,705","1,886",236,"2,725","5,162","3,233"
2021,11,30,"54,691",951,788,711,406,"1,406","1,974","4,790","2,200","1,306","1,425","3,463",942,748,"2,985","1,567","1,963",744,"1,695","1,260","1,678","2,915","1,628","1,246","1,442",215,"3,369","5,735","5,139"
2021,11,40,"65,841",627,853,720,376,"1,293","1,582","5,451","3,102","1,614","1,809","3,825","1,211",912,"2,936","2,388","2,300",956,"2,156","1,482","2,325","5,439","2,188","1,559","1,502",210,"4,014","6,566","6,445"
2021,11,50,"71,317",638,981,641,520,"1,352","1,947","6,654","3,067","2,063","2,210","3,869","1,741",871,"3,429","2,956","2,551","1,364","2,892","2,516","2,655","5,720","2,428","2,123","2,379",494,"3,429","5,955","3,872"
2021,11,60,"55,854",671,967,625,575,"1,321","1,755","4,718","2,779","2,113","1,917","2,920","2,058",753,"3,102","2,286","2,149","1,330","2,711","2,856","1,588","2,575","1,655","1,601","2,257",582,"2,119","3,891","1,980"
2021,11,70,"29,985",449,775,463,368,883,"1,073","2,400","1,334","1,287",861,"1,393","1,393",479,"1,725","1,089","1,213",943,"1,545","1,646",742,"1,205",769,799,"1,158",362,"1,006","1,814",811
2021,11,80,"12,922",196,332,194,166,326,491,936,437,527,373,529,595,213,772,466,579,370,586,825,310,655,371,310,584,208,522,757,292
2021,11,90,"1,808",16,40,19,39,48,42,113,58,62,74,72,89,24,107,61,86,49,86,114,50,83,62,50,83,30,79,127,45
2021,11,100,66,2,0,2,6,2,2,3,1,4,0,7,1,2,6,2,3,2,1,3,0,4,2,3,0,1,3,3,1
2021,12,총,"427,114","4,784","6,867","4,809","3,085","9,157","12,379","38,542","19,356","12,033","12,663","23,375","10,290","5,738","20,918","15,983","15,707","7,773","16,037","13,400","14,116","29,944","13,842","10,940","12,523","2,519","22,423","37,958","29,953"
2021,12,0,"31,994",218,266,246,69,704,503,"2,570","1,676",501,875,"2,095",358,522,"1,664","1,069",976,264,828,417,936,"2,266","1,112",587,498,71,"2,635","3,804","4,264"
2021,12,10,"41,359",156,466,291,107,592,675,"3,626","2,237",868,"1,360","2,232",635,503,"1,630","1,836","1,406",586,"1,290",764,"1,625","4,471","1,667",958,748,121,"2,529","4,091","3,889"
2021,12,20,"61,142",863,"1,411",908,472,"1,213","2,332","7,230","2,464","1,687","1,749","2,969","1,285",723,"2,549","2,258","2,487","1,139","2,227","1,555","2,198","4,603","1,944","1,688","1,870",236,"2,698","5,162","3,222"
2021,12,30,"54,563",953,776,687,402,"1,402","1,974","4,797","2,207","1,302","1,446","3,438",944,745,"3,012","1,557","1,938",748,"1,704","1,249","1,661","2,908","1,620","1,252","1,451",217,"3,370","5,720","5,083"
2021,12,40,"65,746",625,852,725,376,"1,295","1,567","5,450","3,100","1,614","1,799","3,830","1,203",899,"2,924","2,392","2,292",962,"2,147","1,463","2,317","5,410","2,185","1,548","1,508",210,"4,017","6,587","6,449"
2021,12,50,"71,348",635,976,642,514,"1,369","1,954","6,664","3,057","2,060","2,204","3,868","1,731",875,"3,407","2,938","2,556","1,366","2,891","2,495","2,676","5,748","2,447","2,128","2,364",489,"3,427","5,979","3,888"
2021,12,60,"56,057",671,969,628,578,"1,324","1,758","4,739","2,779","2,107","1,928","2,925","2,062",753,"3,123","2,310","2,171","1,340","2,719","2,862","1,596","2,592","1,653","1,605","2,258",576,"2,128","3,899","2,004"
2021,12,70,"30,050",448,773,468,360,885,"1,082","2,402","1,338","1,297",859,"1,406","1,387",476,"1,725","1,091","1,203",944,"1,558","1,651",743,"1,201",772,805,"1,160",359,"1,016","1,826",815
2021,12,80,"12,971",194,337,193,166,326,489,948,441,532,367,533,594,216,771,468,587,373,585,825,314,660,376,315,580,210,521,757,293
2021,12,90,"1,827",19,41,20,38,46,43,113,56,63,76,74,90,25,109,62,88,48,87,116,50,81,64,51,86,29,79,128,45
2021,12,100,57,2,0,1,3,1,2,3,1,2,0,5,1,1,4,2,3,3,1,3,0,4,2,3,0,1,3,5,1
