년도,월,나이,서울특별시 동대문구,서울특별시 동대문구 용신동,서울특별시 동대문구 제기동,서울특별시 동대문구 전농제1동,서울특별시 동대문구 전농제2동,서울특별시 동대문구 답십리제1동,서울특별시 동대문구 답십리제2동,서울특별시 동대문구 장안제1동,서울특별시 동대문구 장안제2동,서울특별시 동대문구 청량리동,서울특별시 동대문구 회기동,서울특별시 동대문구 휘경제1동,서울특별시 동대문구 휘경제2동,서울특별시 동대문구 이문제1동,서울특별시 동대문구 이문제2동
2021,7,20,"56,185","6,164","4,448","4,579","2,238","4,191","3,692","5,265","3,818","2,196","3,279","3,434","5,404","4,694","2,783"
2021,7,30,"49,206","5,463","3,198","4,160","2,229","5,187","4,436","6,282","4,966","2,144","1,481","2,120","2,928","2,123","2,489"
2021,7,40,"49,362","4,119","2,993","4,269","2,999","4,767","4,087","6,204","5,742","2,398","1,284","1,656","3,427","2,312","3,105"
2021,7,50,"52,264","4,606","3,788","4,831","3,207","4,237","4,857","5,955","4,964","3,239","1,213","1,927","3,515","2,563","3,362"
2021,7,60,"47,136","4,266","3,955","4,266","2,787","3,360","4,314","5,500","4,375","3,806",983,"1,547","3,009","2,171","2,797"
2021,7,70,"27,478","2,497","2,580","2,478","1,575","1,757","2,438","2,882","2,260","2,334",675,921,"1,806","1,450","1,825"
2021,7,80,"11,751","1,141","1,194","1,080",774,803,"1,046",997,804,"1,006",358,416,735,685,712
2021,7,90,"1,439",127,143,122,77,96,118,132,109,130,51,52,99,89,94
2021,7,100,79,5,9,7,3,9,3,10,9,5,1,3,3,5,7
2021,8,총,"337,857","30,950","24,694","29,419","18,784","29,077","28,643","38,259","32,553","18,961","10,499","13,680","24,195","18,058","20,085"
2021,8,0,"19,830","1,193",989,"1,824","1,177","2,695","1,796","2,440","2,736",728,418,802,"1,163",670,"1,199"
2021,8,10,"23,074","1,395","1,370","1,826","1,710","1,960","1,908","2,616","2,812","1,035",688,784,"2,009","1,225","1,736"
2021,8,20,"56,421","6,215","4,485","4,567","2,222","4,183","3,654","5,266","3,794","2,186","3,346","3,458","5,488","4,760","2,797"
2021,8,30,"49,029","5,429","3,187","4,149","2,224","5,198","4,396","6,248","4,936","2,127","1,501","2,119","2,920","2,131","2,464"
2021,8,40,"49,230","4,087","2,997","4,251","2,998","4,762","4,097","6,194","5,735","2,369","1,275","1,661","3,425","2,294","3,085"
2021,8,50,"52,196","4,575","3,785","4,849","3,203","4,219","4,843","5,946","4,961","3,236","1,202","1,921","3,534","2,569","3,353"
2021,8,60,"47,271","4,288","3,949","4,278","2,813","3,392","4,331","5,524","4,387","3,807",981,"1,536","3,010","2,183","2,792"
2021,8,70,"27,446","2,494","2,586","2,454","1,567","1,758","2,438","2,881","2,269","2,318",671,929,"1,807","1,439","1,835"
2021,8,80,"11,843","1,143","1,197","1,095",785,804,"1,053","1,008",807,"1,016",365,415,736,696,723
2021,8,90,"1,434",126,138,119,82,96,124,125,107,134,51,52,100,86,94
2021,8,100,83,5,11,7,3,10,3,11,9,5,1,3,3,5,7
2021,9,총,"337,846","30,977","24,730","29,423","18,735","29,056","28,527","38,243","32,557","18,928","10,551","13,756","24,236","18,082","20,045"
2021,9,0,"19,747","1,194",988,"1,820","1,177","2,680","1,793","2,405","2,741",720,418,807,"1,152",668,"1,184"
2021,9,10,"22,979","1,377","1,363","1,831","1,694","1,966","1,870","2,605","2,805","1,034",702,774,"2,011","1,218","1,729"
2021,9,20,"56,597","6,223","4,501","4,538","2,236","4,176","3,651","5,289","3,807","2,205","3,363","3,504","5,521","4,806","2,777"
2021,9,30,"48,994","5,448","3,194","4,143","2,202","5,212","4,363","6,222","4,925","2,109","1,498","2,148","2,933","2,139","2,458"
2021,9,40,"49,160","4,092","2,997","4,264","2,981","4,746","4,071","6,195","5,718","2,361","1,287","1,660","3,432","2,292","3,064"
2021,9,50,"52,220","4,577","3,804","4,825","3,202","4,230","4,826","5,942","4,964","3,226","1,213","1,929","3,540","2,569","3,373"
2021,9,60,"47,309","4,283","3,941","4,309","2,815","3,393","4,341","5,552","4,398","3,799",985,"1,527","3,002","2,175","2,789"
2021,9,70,"27,409","2,498","2,580","2,456","1,563","1,748","2,433","2,882","2,268","2,308",667,933,"1,800","1,434","1,839"
2021,9,80,"11,927","1,153","1,214","1,109",782,799,"1,051","1,017",817,"1,027",368,418,744,693,735
2021,9,90,"1,419",126,137,120,80,96,125,123,104,134,49,53,98,83,91
2021,9,100,85,6,11,8,3,10,3,11,10,5,1,3,3,5,6
2021,10,총,"337,538","30,981","24,707","29,351","18,681","29,051","28,470","38,264","32,535","18,887","10,518","13,830","24,201","18,031","20,031"
2021,10,0,"19,667","1,197",986,"1,799","1,170","2,678","1,785","2,381","2,729",720,411,813,"1,150",668,"1,180"
2021,10,10,"22,890","1,375","1,357","1,820","1,684","1,969","1,854","2,610","2,794","1,041",691,765,"2,011","1,190","1,729"
2021,10,20,"56,418","6,207","4,497","4,525","2,223","4,147","3,626","5,269","3,804","2,178","3,346","3,545","5,506","4,795","2,750"
2021,10,30,"48,929","5,453","3,202","4,133","2,191","5,210","4,342","6,206","4,934","2,104","1,491","2,158","2,914","2,146","2,445"
2021,10,40,"49,068","4,094","2,983","4,226","2,960","4,747","4,079","6,217","5,703","2,351","1,281","1,676","3,423","2,271","3,057"
2021,10,50,"52,222","4,583","3,788","4,815","3,206","4,239","4,819","5,962","4,969","3,232","1,214","1,923","3,527","2,572","3,373"
2021,10,60,"47,408","4,292","3,944","4,328","2,815","3,401","4,343","5,577","4,395","3,782",993,"1,540","3,010","2,175","2,813"
2021,10,70,"27,421","2,484","2,585","2,467","1,563","1,752","2,435","2,880","2,271","2,307",669,933,"1,810","1,428","1,837"
2021,10,80,"11,999","1,163","1,216","1,108",782,799,"1,061","1,030",820,"1,031",371,419,750,702,747
2021,10,90,"1,434",127,139,121,84,99,124,121,106,137,50,55,97,80,94
2021,10,100,82,6,10,9,3,10,2,11,10,4,1,3,3,4,6
2021,11,총,"337,316","30,960","24,688","29,298","18,636","29,068","28,421","38,279","32,496","18,875","10,520","13,900","24,158","18,003","20,014"
2021,11,0,"19,577","1,194",976,"1,789","1,163","2,672","1,793","2,358","2,729",713,402,809,"1,136",665,"1,178"
2021,11,10,"22,831","1,377","1,352","1,825","1,676","1,981","1,858","2,601","2,782","1,038",676,767,"2,008","1,171","1,719"
2021,11,20,"56,335","6,187","4,467","4,496","2,210","4,133","3,560","5,298","3,809","2,190","3,356","3,587","5,495","4,794","2,753"
2021,11,30,"48,953","5,454","3,227","4,109","2,194","5,192","4,345","6,219","4,920","2,106","1,501","2,176","2,915","2,149","2,446"
2021,11,40,"48,970","4,102","2,962","4,223","2,942","4,775","4,083","6,216","5,682","2,329","1,267","1,689","3,406","2,254","3,040"
2021,11,50,"52,235","4,566","3,803","4,811","3,206","4,249","4,800","5,963","4,960","3,234","1,221","1,918","3,537","2,588","3,379"
2021,11,60,"47,462","4,310","3,953","4,319","2,814","3,410","4,350","5,576","4,404","3,795","1,002","1,540","3,015","2,165","2,809"
2021,11,70,"27,352","2,470","2,580","2,474","1,564","1,743","2,432","2,882","2,266","2,290",668,932,"1,797","1,415","1,839"
2021,11,80,"12,078","1,165","1,219","1,120",779,805,"1,071","1,032",824,"1,038",376,426,753,717,753
2021,11,90,"1,449",128,141,123,85,99,127,127,109,138,49,53,94,82,94
2021,11,100,74,7,8,9,3,9,2,7,11,4,2,3,2,3,4
2021,12,총,"337,400","31,619","24,617","29,198","18,557","28,991","28,334","38,241","32,484","18,813","10,498","13,927","24,115","18,019","19,987"
2021,12,0,"19,590","1,299",972,"1,779","1,150","2,654","1,785","2,339","2,732",707,393,803,"1,134",667,"1,176"
2021,12,10,"22,767","1,403","1,338","1,814","1,670","1,971","1,861","2,599","2,774","1,031",666,760,"1,990","1,166","1,724"
2021,12,20,"56,271","6,230","4,460","4,466","2,190","4,108","3,518","5,293","3,800","2,181","3,375","3,611","5,486","4,791","2,762"
2021,12,30,"49,023","5,646","3,221","4,099","2,168","5,169","4,340","6,196","4,881","2,078","1,493","2,196","2,932","2,174","2,430"
2021,12,40,"49,002","4,242","2,953","4,184","2,919","4,766","4,069","6,215","5,723","2,316","1,260","1,694","3,379","2,239","3,043"
2021,12,50,"52,243","4,655","3,785","4,820","3,207","4,237","4,780","5,946","4,942","3,217","1,214","1,923","3,541","2,608","3,368"
2021,12,60,"47,532","4,352","3,943","4,301","2,824","3,432","4,355","5,590","4,418","3,809","1,007","1,531","3,005","2,155","2,810"
2021,12,70,"27,290","2,482","2,579","2,477","1,553","1,732","2,422","2,878","2,268","2,282",657,925,"1,795","1,411","1,829"
2021,12,80,"12,143","1,174","1,216","1,121",785,814,"1,078","1,049",823,"1,049",380,424,756,724,750
2021,12,90,"1,470",129,142,130,88,99,124,129,112,141,51,57,95,81,92
2021,12,100,69,7,8,7,3,9,2,7,11,2,2,3,2,3,3
