년도,월,나이,전라북도 익산시,전라북도 익산시 함열읍,전라북도 익산시 오산면,전라북도 익산시 황등면,전라북도 익산시 함라면,전라북도 익산시 웅포면,전라북도 익산시 성당면,전라북도 익산시 용안면,전라북도 익산시 낭산면,전라북도 익산시 망성면,전라북도 익산시 여산면,전라북도 익산시 금마면,전라북도 익산시 왕궁면,전라북도 익산시 춘포면,전라북도 익산시 삼기면,전라북도 익산시 용동면,전라북도 익산시 중앙동,전라북도 익산시 평화동,전라북도 익산시 인화동,전라북도 익산시 동산동,전라북도 익산시 마동,전라북도 익산시 남중동,전라북도 익산시 모현동,전라북도 익산시 송학동,전라북도 익산시 영등1동,전라북도 익산시 영등2동,전라북도 익산시 어양동,전라북도 익산시 신동,전라북도 익산시 팔봉동,전라북도 익산시 삼성동
2021,1,0,"18,961",361,523,268,63,27,33,75,107,91,178,331,85,187,66,23,99,310,315,"1,677",430,480,"3,631",864,"1,500","1,259","2,281",631,550,"2,516"
2021,1,10,"27,723",582,611,495,132,62,92,145,137,145,161,338,204,288,103,85,142,334,424,"2,234",716,826,"4,324",984,"2,718","2,067","3,428","1,109",654,"4,183"
2021,1,20,"35,938",616,683,663,178,97,128,183,218,142,309,673,260,397,240,99,371,497,923,"2,540","1,377","1,340","4,724",901,"3,328","2,329","3,553","3,922",760,"4,487"
2021,1,30,"28,316",531,769,522,129,65,88,149,201,157,270,471,211,341,153,69,302,516,783,"2,414",895,977,"4,364","1,178","2,394","1,617","3,066","1,479",845,"3,360"
2021,1,40,"41,770",798,"1,044",774,217,130,172,231,327,276,333,588,401,536,234,147,424,709,834,"3,472","1,254","1,481","6,247","1,438","3,595","2,777","4,956","1,690","1,043","5,642"
2021,1,50,"48,887","1,203","1,347","1,318",433,263,357,373,558,503,552,920,741,817,563,233,554,936,"1,139","4,030","1,877","1,918","6,305","1,267","4,474","2,505","4,492","2,278","1,095","5,836"
2021,1,60,"40,689","1,402","1,448","1,417",453,383,459,616,665,722,633,"1,001","1,001",940,526,360,735,849,"1,310","3,453","1,647","2,136","4,856","1,062","3,323","1,015","2,170","2,030",897,"3,180"
2021,1,70,"24,593",871,857,980,404,279,343,532,530,559,521,625,834,570,397,319,560,482,895,"1,903",858,"1,736","2,543",615,"1,323",584,945,"1,458",517,"1,553"
2021,1,80,"12,523",487,502,603,245,220,221,322,326,366,321,313,530,423,272,211,216,191,433,857,350,663,"1,181",250,582,238,423,710,277,790
2021,1,90,"2,030",82,82,110,54,43,41,53,38,54,43,43,108,76,56,33,47,31,52,108,49,84,187,29,117,36,59,129,79,107
2021,1,100,109,6,3,11,4,2,3,0,1,4,2,2,7,2,3,3,5,3,2,9,2,3,7,2,3,0,4,11,3,2
2021,2,총,"280,847","6,925","7,866","7,147","2,310","1,570","1,931","2,670","3,109","3,012","3,320","5,292","4,374","4,570","2,606","1,580","3,438","4,820","7,080","22,639","9,416","11,626","38,268","8,568","23,249","14,360","25,326","15,442","6,701","31,632"
2021,2,0,"18,791",361,528,267,64,27,31,71,106,90,176,338,86,185,68,24,99,303,316,"1,663",422,484,"3,592",857,"1,476","1,246","2,238",622,538,"2,513"
2021,2,10,"27,541",580,614,499,133,60,92,143,136,148,160,330,203,283,101,84,140,331,426,"2,210",709,819,"4,309",982,"2,697","2,036","3,404","1,106",650,"4,156"
2021,2,20,"35,665",611,670,653,177,97,127,180,215,137,308,668,260,392,238,99,368,486,906,"2,514","1,362","1,323","4,666",900,"3,297","2,323","3,541","3,919",765,"4,463"
2021,2,30,"28,156",522,765,515,130,66,81,147,205,156,269,471,206,342,150,69,309,497,769,"2,404",895,976,"4,353","1,166","2,373","1,598","3,057","1,471",839,"3,355"
2021,2,40,"41,636",801,"1,053",776,214,131,173,225,322,278,329,585,403,528,236,141,412,713,830,"3,466","1,250","1,474","6,246","1,435","3,580","2,756","4,928","1,690","1,044","5,617"
2021,2,50,"48,781","1,194","1,332","1,312",427,259,357,378,566,492,552,912,732,815,552,236,550,935,"1,131","4,013","1,864","1,905","6,277","1,266","4,451","2,516","4,530","2,274","1,086","5,867"
2021,2,60,"40,896","1,401","1,452","1,415",457,381,460,617,660,727,638,"1,001","1,013",943,533,361,737,852,"1,310","3,481","1,652","2,147","4,878","1,074","3,331","1,024","2,186","2,059",906,"3,200"
2021,2,70,"24,635",869,858,988,410,281,347,531,528,559,520,629,828,575,397,318,559,476,903,"1,907",859,"1,736","2,557",609,"1,332",585,955,"1,451",514,"1,554"
2021,2,80,"12,584",498,504,602,241,222,219,324,330,366,323,312,526,427,271,214,212,194,434,867,350,672,"1,190",245,592,239,424,709,281,796
2021,2,90,"2,054",82,87,110,53,44,41,54,40,55,43,44,110,78,57,31,47,30,53,105,51,87,193,32,117,37,59,130,75,109
2021,2,100,108,6,3,10,4,2,3,0,1,4,2,2,7,2,3,3,5,3,2,9,2,3,7,2,3,0,4,11,3,2
2021,3,총,"280,585","6,906","7,827","7,137","2,302","1,568","1,930","2,653","3,090","2,987","3,322","5,287","4,374","4,556","2,601","1,584","3,421","4,809","7,037","22,614","9,393","11,636","38,233","8,538","23,183","14,371","25,287","15,668","6,714","31,557"
2021,3,0,"18,627",356,524,263,64,27,31,67,108,88,173,335,89,179,66,25,99,306,311,"1,653",423,478,"3,577",852,"1,451","1,241","2,212",608,539,"2,482"
2021,3,10,"27,560",585,606,491,133,60,89,143,136,146,161,345,198,276,99,84,135,331,420,"2,196",695,856,"4,311",980,"2,682","2,039","3,387","1,188",653,"4,135"
2021,3,20,"35,778",600,661,657,173,97,131,173,208,128,311,654,266,395,238,95,370,471,896,"2,509","1,372","1,314","4,661",892,"3,308","2,337","3,556","4,084",775,"4,446"
2021,3,30,"27,969",517,745,527,126,67,78,147,200,153,257,468,206,344,142,72,306,489,759,"2,404",890,983,"4,316","1,155","2,355","1,585","3,034","1,471",828,"3,345"
2021,3,40,"41,431",801,"1,049",760,215,132,171,223,318,270,333,586,399,517,238,137,409,714,832,"3,426","1,250","1,461","6,222","1,427","3,567","2,738","4,904","1,676","1,046","5,610"
2021,3,50,"48,632","1,183","1,329","1,310",423,254,357,372,552,484,554,904,733,819,551,237,548,930,"1,123","4,002","1,840","1,892","6,262","1,263","4,428","2,539","4,546","2,272","1,080","5,845"
2021,3,60,"41,156","1,404","1,461","1,421",458,383,467,615,666,731,636,"1,015","1,015",933,538,367,737,859,"1,306","3,515","1,660","2,152","4,918","1,094","3,352","1,033","2,199","2,073",913,"3,235"
2021,3,70,"24,687",869,862,994,413,282,346,531,525,569,523,625,828,588,396,315,554,481,898,"1,910",864,"1,735","2,580",598,"1,334",589,959,"1,454",518,"1,547"
2021,3,80,"12,585",501,502,599,240,219,217,323,334,360,325,310,525,423,273,218,212,198,435,886,350,674,"1,186",244,592,233,422,700,282,802
2021,3,90,"2,066",85,86,106,54,45,40,59,42,54,47,43,108,80,57,31,47,29,55,106,49,88,194,31,111,37,64,132,77,109
2021,3,100,94,5,2,9,3,2,3,0,1,4,2,2,7,2,3,3,4,1,2,7,0,3,6,2,3,0,4,10,3,1
2021,4,총,"280,399","6,896","7,827","7,127","2,312","1,577","1,917","2,658","3,094","2,979","3,317","5,284","4,370","4,554","2,601","1,579","3,413","4,799","7,028","22,615","9,413","11,701","38,150","8,535","23,144","14,333","25,251","15,686","6,717","31,522"
2021,4,0,"18,509",347,524,268,62,27,31,68,109,87,169,344,87,179,68,25,98,301,314,"1,642",424,476,"3,549",842,"1,452","1,227","2,185",602,533,"2,469"
2021,4,10,"27,547",585,603,488,133,60,89,140,135,144,162,342,194,269,98,83,128,339,418,"2,176",695,943,"4,300",990,"2,671","2,028","3,355","1,197",652,"4,130"
2021,4,20,"35,693",594,665,652,173,99,130,176,211,128,311,636,268,401,236,94,366,470,894,"2,503","1,382","1,308","4,604",899,"3,286","2,342","3,564","4,104",775,"4,422"
2021,4,30,"27,877",510,747,525,125,67,75,145,201,152,258,475,206,344,141,70,312,486,753,"2,401",889,978,"4,299","1,144","2,357","1,565","3,027","1,477",821,"3,327"
2021,4,40,"41,385",794,"1,046",758,218,134,168,221,317,265,330,583,400,514,240,133,403,704,830,"3,433","1,248","1,458","6,239","1,424","3,554","2,737","4,895","1,678","1,045","5,616"
2021,4,50,"48,530","1,195","1,323","1,311",421,257,354,377,548,480,553,891,724,819,546,236,548,936,"1,129","4,004","1,856","1,873","6,232","1,264","4,404","2,531","4,542","2,268","1,082","5,826"
2021,4,60,"41,359","1,411","1,465","1,416",467,384,461,618,668,739,640,"1,037","1,019",938,540,370,736,860,"1,297","3,546","1,649","2,159","4,949","1,098","3,381","1,042","2,218","2,067",929,"3,255"
2021,4,70,"24,719",868,869,999,412,282,349,529,531,568,519,619,824,588,399,315,558,475,894,"1,916",866,"1,732","2,591",594,"1,339",590,967,"1,452",517,"1,557"
2021,4,80,"12,599",503,499,594,244,220,217,326,327,358,327,310,527,420,272,219,215,199,440,881,354,679,"1,187",246,589,234,428,701,281,802
2021,4,90,"2,087",84,84,107,54,45,41,58,46,54,46,45,114,81,58,31,45,28,57,105,49,92,194,32,109,37,66,129,79,117
2021,4,100,94,5,2,9,3,2,2,0,1,4,2,2,7,1,3,3,4,1,2,8,1,3,6,2,2,0,4,11,3,1
2021,5,총,"280,152","6,905","7,816","7,129","2,300","1,566","1,909","2,648","3,081","2,980","3,316","5,265","4,369","4,552","2,589","1,579","3,399","4,814","7,000","22,610","9,409","11,666","38,123","8,528","23,141","14,311","25,182","15,732","6,715","31,518"
2021,5,0,"18,388",352,518,271,63,26,32,68,109,87,168,347,88,179,65,26,96,302,305,"1,634",418,477,"3,530",837,"1,448","1,222","2,148",593,529,"2,450"
2021,5,10,"27,479",585,606,484,129,57,89,136,135,143,162,340,193,268,97,80,125,341,416,"2,179",691,927,"4,288",988,"2,673","2,022","3,353","1,199",646,"4,127"
2021,5,20,"35,674",588,673,653,168,102,129,177,209,135,306,632,268,408,229,93,371,473,886,"2,491","1,378","1,308","4,607",897,"3,269","2,333","3,540","4,162",777,"4,412"
2021,5,30,"27,804",509,736,521,123,67,75,145,201,149,256,472,200,340,142,68,312,482,757,"2,384",894,988,"4,287","1,134","2,352","1,565","3,017","1,478",825,"3,325"
2021,5,40,"41,108",795,"1,037",758,216,130,167,219,317,270,329,577,400,497,236,130,396,700,813,"3,421","1,252","1,449","6,207","1,427","3,557","2,702","4,841","1,658","1,031","5,576"
2021,5,50,"48,541","1,196","1,314","1,311",421,252,347,374,537,474,555,884,722,830,540,237,550,942,"1,117","4,012","1,857","1,858","6,215","1,262","4,399","2,538","4,576","2,264","1,092","5,865"
2021,5,60,"41,600","1,418","1,478","1,424",468,384,467,618,671,735,639,"1,040","1,022",937,547,377,732,866,"1,309","3,571","1,652","2,157","4,999","1,104","3,403","1,064","2,232","2,084",931,"3,271"
2021,5,70,"24,744",871,870,998,411,284,343,526,531,572,522,616,820,587,403,315,554,477,895,"1,923",865,"1,735","2,594",597,"1,335",593,973,"1,449",519,"1,566"
2021,5,80,"12,650",506,498,591,244,220,214,327,327,358,331,312,535,423,270,219,214,200,441,883,355,676,"1,200",249,594,234,432,704,286,807
2021,5,90,"2,074",82,84,109,54,42,44,58,43,53,46,43,114,82,57,31,45,30,59,106,46,89,190,31,109,37,66,130,76,118
2021,5,100,90,3,2,9,3,2,2,0,1,4,2,2,7,1,3,3,4,1,2,6,1,2,6,2,2,1,4,11,3,1
2021,6,총,"280,072","6,869","7,783","7,089","2,279","1,555","1,908","2,635","3,068","2,986","3,309","5,243","4,359","4,523","2,589","1,576","3,381","4,801","6,963","22,529","9,352","11,575","38,365","8,492","22,984","14,152","24,954","15,710","6,689","32,354"
2021,6,0,"18,263",345,512,260,61,24,32,66,109,87,165,342,85,171,63,25,95,293,296,"1,604",415,464,"3,550",828,"1,430","1,182","2,115",585,529,"2,530"
2021,6,10,"27,457",572,600,476,126,58,94,136,134,143,163,346,189,270,96,81,121,344,411,"2,181",688,915,"4,326",979,"2,629","1,998","3,300","1,197",639,"4,245"
2021,6,20,"35,662",583,670,651,169,92,124,178,210,133,305,624,270,402,221,94,358,479,876,"2,466","1,364","1,298","4,614",910,"3,248","2,329","3,525","4,166",773,"4,530"
2021,6,30,"27,791",500,729,512,116,68,78,140,199,148,258,463,202,336,147,68,309,482,754,"2,376",880,965,"4,350","1,115","2,314","1,530","2,975","1,477",810,"3,490"
2021,6,40,"41,039",787,"1,023",749,216,127,168,217,312,270,326,574,400,488,241,128,394,699,806,"3,410","1,242","1,434","6,231","1,417","3,506","2,671","4,779","1,652","1,029","5,743"
2021,6,50,"48,434","1,186","1,310","1,303",413,254,342,372,532,473,545,870,718,825,536,233,545,932,"1,116","3,997","1,852","1,856","6,203","1,261","4,379","2,517","4,547","2,249","1,098","5,970"
2021,6,60,"41,841","1,422","1,483","1,430",471,388,470,617,673,741,651,"1,049","1,028",940,553,381,741,864,"1,312","3,571","1,647","2,150","5,058","1,112","3,436","1,060","2,240","2,090",929,"3,334"
2021,6,70,"24,792",877,870,"1,002",407,284,343,521,532,576,520,615,823,587,404,313,550,481,897,"1,937",865,"1,720","2,617",595,"1,338",594,978,"1,452",517,"1,577"
2021,6,80,"12,645",511,497,590,244,219,213,329,323,359,331,317,530,422,266,215,217,199,435,876,354,679,"1,224",240,591,233,428,698,285,820
2021,6,90,"2,072",84,87,107,53,40,43,59,43,54,45,43,110,81,58,35,47,28,58,105,44,92,186,33,111,37,65,133,77,114
2021,6,100,76,2,2,9,3,1,1,0,1,2,0,0,4,1,4,3,4,0,2,6,1,2,6,2,2,1,2,11,3,1
2021,7,총,"279,836","6,849","7,752","7,053","2,266","1,544","1,898","2,627","3,062","2,974","3,305","5,246","4,345","4,494","2,588","1,564","3,348","4,799","6,959","22,473","9,347","11,536","38,588","8,481","22,968","14,077","24,929","15,666","6,636","32,462"
2021,7,0,"18,124",335,494,256,61,24,33,65,107,83,164,342,83,165,61,25,91,293,298,"1,577",415,453,"3,571",818,"1,405","1,167","2,090",580,518,"2,550"
2021,7,10,"27,366",572,602,470,125,55,92,132,136,143,163,332,183,267,94,78,116,338,404,"2,172",690,910,"4,340",977,"2,622","1,978","3,298","1,182",642,"4,253"
2021,7,20,"35,593",581,665,645,163,95,120,180,210,132,305,623,270,398,225,87,354,478,882,"2,457","1,365","1,284","4,642",904,"3,248","2,316","3,520","4,167",747,"4,530"
2021,7,30,"27,755",495,723,509,115,65,78,138,196,148,258,467,203,329,148,72,304,474,745,"2,362",877,957,"4,403","1,112","2,303","1,522","2,963","1,455",801,"3,533"
2021,7,40,"40,904",784,"1,015",736,212,126,171,215,306,260,324,579,390,475,238,128,386,712,803,"3,394","1,243","1,413","6,250","1,413","3,488","2,647","4,769","1,649","1,032","5,746"
2021,7,50,"48,408","1,175","1,305","1,305",409,248,337,371,537,476,539,871,722,822,532,230,539,920,"1,117","3,991","1,841","1,857","6,243","1,265","4,382","2,513","4,562","2,241","1,089","5,969"
2021,7,60,"42,006","1,429","1,481","1,427",477,386,472,616,672,745,653,"1,053","1,028",941,559,375,737,873,"1,306","3,603","1,645","2,155","5,087","1,118","3,460","1,073","2,245","2,092",927,"3,371"
2021,7,70,"24,874",882,875,"1,002",405,287,338,524,532,576,516,619,824,591,399,317,550,485,909,"1,934",873,"1,718","2,641",599,"1,357",590,989,"1,453",514,"1,575"
2021,7,80,"12,656",511,502,590,244,215,211,325,323,356,336,316,529,421,269,215,220,200,435,873,355,695,"1,218",241,590,234,429,697,286,820
2021,7,90,"2,076",83,88,105,52,42,45,61,42,52,47,44,109,84,59,35,47,26,58,104,43,92,187,32,111,36,62,139,77,114
2021,7,100,74,2,2,8,3,1,1,0,1,3,0,0,4,1,4,2,4,0,2,6,0,2,6,2,2,1,2,11,3,1
2021,8,총,"279,517","6,825","7,735","7,030","2,271","1,536","1,899","2,626","3,058","2,982","3,313","5,237","4,326","4,479","2,581","1,560","3,330","4,786","6,972","22,388","9,335","11,482","38,613","8,439","22,927","14,061","24,889","15,662","6,605","32,570"
2021,8,0,"17,995",322,481,256,62,23,34,66,108,84,168,340,82,163,62,25,88,286,294,"1,553",419,446,"3,548",812,"1,379","1,163","2,079",571,513,"2,568"
2021,8,10,"27,311",575,610,470,124,55,91,135,136,146,163,331,179,263,91,76,116,334,403,"2,174",686,904,"4,348",963,"2,631","1,963","3,272","1,173",638,"4,261"
2021,8,20,"35,508",583,664,636,163,92,122,176,206,133,309,613,265,398,224,86,352,485,893,"2,440","1,362","1,269","4,613",902,"3,238","2,318","3,519","4,189",737,"4,521"
2021,8,30,"27,638",486,716,501,114,64,79,138,200,147,257,468,199,325,151,75,298,465,745,"2,322",872,942,"4,402","1,098","2,304","1,530","2,930","1,459",789,"3,562"
2021,8,40,"40,740",780,"1,004",728,213,123,172,215,302,259,324,574,389,472,236,128,384,703,795,"3,383","1,243","1,411","6,246","1,399","3,457","2,629","4,756","1,640","1,033","5,742"
2021,8,50,"48,454","1,174","1,308","1,309",412,245,333,368,534,477,537,869,728,820,530,228,530,921,"1,124","3,981","1,832","1,854","6,264","1,269","4,370","2,533","4,580","2,234","1,090","6,000"
2021,8,60,"42,104","1,421","1,488","1,421",478,388,472,614,673,748,657,"1,066","1,019",943,557,375,745,879,"1,309","3,603","1,652","2,149","5,113","1,125","3,481","1,066","2,262","2,079",925,"3,396"
2021,8,70,"24,892",885,874,"1,004",406,288,334,528,533,574,514,613,829,590,397,317,542,484,916,"1,947",871,"1,707","2,651",598,"1,357",590,995,"1,455",512,"1,581"
2021,8,80,"12,715",516,503,593,243,214,214,324,321,358,336,319,525,421,270,213,223,204,432,874,354,705,"1,236",239,599,229,434,714,285,817
2021,8,90,"2,087",81,85,104,53,43,47,62,44,53,48,44,107,83,59,35,48,25,59,106,44,93,186,32,109,39,60,137,80,121
2021,8,100,73,2,2,8,3,1,1,0,1,3,0,0,4,1,4,2,4,0,2,5,0,2,6,2,2,1,2,11,3,1
2021,9,총,"279,207","6,799","7,726","7,033","2,273","1,518","1,911","2,628","3,036","2,965","3,305","5,239","4,317","4,454","2,591","1,554","3,309","4,749","6,948","22,370","9,310","11,475","38,682","8,401","22,907","14,065","24,798","15,725","6,579","32,540"
2021,9,0,"17,883",320,482,257,59,18,35,66,108,78,169,338,83,160,60,25,87,288,283,"1,550",414,442,"3,525",810,"1,382","1,164","2,049",576,509,"2,546"
2021,9,10,"27,240",565,605,469,125,57,95,135,134,144,156,334,178,259,96,76,112,326,398,"2,160",679,898,"4,384",956,"2,630","1,959","3,253","1,164",639,"4,254"
2021,9,20,"35,394",577,658,627,166,88,121,174,204,137,302,603,263,400,221,84,360,467,887,"2,424","1,351","1,268","4,606",897,"3,221","2,305","3,508","4,233",732,"4,510"
2021,9,30,"27,563",486,712,503,113,62,74,140,193,142,261,481,198,317,154,74,297,466,749,"2,329",875,940,"4,378","1,082","2,297","1,530","2,909","1,473",786,"3,542"
2021,9,40,"40,623",776,999,728,212,120,174,213,301,253,324,570,383,477,235,127,378,690,789,"3,364","1,240","1,410","6,284","1,391","3,447","2,611","4,714","1,648","1,031","5,734"
2021,9,50,"48,476","1,171","1,314","1,306",410,241,341,366,526,480,532,860,724,809,530,230,524,916,"1,115","3,985","1,822","1,849","6,283","1,268","4,371","2,562","4,602","2,222","1,089","6,028"
2021,9,60,"42,194","1,412","1,492","1,435",480,388,475,618,673,743,660,"1,072","1,029",938,564,373,741,882,"1,316","3,608","1,652","2,150","5,135","1,120","3,481","1,075","2,269","2,089",915,"3,409"
2021,9,70,"24,894",892,871,994,405,287,335,526,530,572,517,613,823,587,395,317,538,485,913,"1,951",870,"1,714","2,651",600,"1,370",586,"1,006","1,456",510,"1,580"
2021,9,80,"12,782",517,507,602,246,214,214,329,323,359,337,324,526,422,272,211,221,205,436,882,362,709,"1,244",243,597,231,432,715,284,818
2021,9,90,"2,086",81,84,104,54,42,46,61,43,54,47,44,106,84,60,35,47,24,60,112,45,92,187,32,109,41,54,139,81,118
2021,9,100,72,2,2,8,3,1,1,0,1,3,0,0,4,1,4,2,4,0,2,5,0,3,5,2,2,1,2,10,3,1
2021,10,총,"278,798","6,752","7,733","6,997","2,273","1,519","1,907","2,626","3,015","2,968","3,293","5,224","4,312","4,430","2,581","1,546","3,245","4,712","6,916","22,329","9,267","11,408","38,798","8,519","22,855","14,064","24,734","15,646","6,569","32,560"
2021,10,0,"17,763",313,478,256,55,18,35,66,104,78,167,333,89,159,59,25,82,281,283,"1,547",417,429,"3,515",813,"1,358","1,161","2,031",558,499,"2,554"
2021,10,10,"27,165",567,607,459,123,58,92,134,132,146,157,334,172,257,93,74,113,326,397,"2,173",667,878,"4,417",957,"2,640","1,942","3,243","1,141",637,"4,229"
2021,10,20,"35,270",567,649,625,169,88,123,173,205,136,299,603,271,389,217,82,358,459,872,"2,396","1,343","1,256","4,610",918,"3,207","2,305","3,472","4,245",738,"4,495"
2021,10,30,"27,517",482,710,496,112,62,75,140,190,139,259,471,200,315,159,74,294,458,756,"2,317",872,939,"4,374","1,129","2,279","1,521","2,902","1,461",778,"3,553"
2021,10,40,"40,446",761,996,717,213,122,171,210,294,256,315,572,375,474,229,124,366,678,779,"3,345","1,235","1,401","6,303","1,407","3,438","2,603","4,686","1,636","1,034","5,706"
2021,10,50,"48,566","1,162","1,323","1,293",412,241,342,369,527,472,530,853,728,813,532,233,519,916,"1,111","3,990","1,799","1,854","6,325","1,285","4,360","2,573","4,618","2,218","1,091","6,077"
2021,10,60,"42,231","1,423","1,500","1,446",481,389,470,619,667,749,667,"1,070","1,024",929,566,371,725,884,"1,308","3,609","1,656","2,132","5,150","1,121","3,493","1,089","2,278","2,074",914,"3,427"
2021,10,70,"24,916",889,876,992,406,285,340,519,528,571,516,618,820,592,396,317,528,484,918,"1,947",869,"1,711","2,668",609,"1,373",587,"1,011","1,455",514,"1,577"
2021,10,80,"12,786",508,511,604,245,212,211,334,324,364,333,324,523,420,269,210,214,205,433,888,361,714,"1,243",249,592,239,437,716,280,823
2021,10,90,"2,091",78,82,105,55,43,48,62,43,55,50,46,106,81,59,34,44,21,59,113,48,93,188,31,113,43,54,138,81,118
2021,10,100,47,2,1,4,2,1,0,0,1,2,0,0,4,1,2,2,2,0,0,4,0,1,5,0,2,1,2,4,3,1
2021,11,총,"278,496","6,744","7,728","6,971","2,261","1,516","1,897","2,631","3,010","2,964","3,281","5,213","4,299","4,417","2,580","1,538","3,256","4,683","6,894","22,292","9,266","11,398","38,865","8,531","22,820","14,079","24,737","15,548","6,542","32,535"
2021,11,0,"17,630",315,472,264,53,18,32,66,104,74,162,340,86,155,57,23,82,275,282,"1,518",412,414,"3,513",810,"1,357","1,162","2,026",544,483,"2,531"
2021,11,10,"27,120",561,612,450,120,59,91,132,133,146,155,328,172,254,94,76,114,328,395,"2,176",672,880,"4,425",964,"2,636","1,924","3,257","1,099",639,"4,228"
2021,11,20,"35,143",567,652,613,170,89,118,178,200,138,288,593,269,386,215,80,370,455,870,"2,385","1,337","1,251","4,603",916,"3,177","2,312","3,468","4,229",730,"4,484"
2021,11,30,"27,465",486,709,497,111,62,76,138,187,137,260,471,198,321,154,72,291,452,749,"2,307",874,919,"4,378","1,134","2,272","1,531","2,892","1,467",768,"3,552"
2021,11,40,"40,395",761,998,715,211,119,173,211,293,256,312,571,380,466,231,124,367,679,772,"3,341","1,223","1,408","6,296","1,405","3,452","2,600","4,670","1,633","1,033","5,695"
2021,11,50,"48,540","1,152","1,314","1,283",409,240,338,369,527,469,531,851,718,811,532,236,515,907,"1,111","3,979","1,808","1,859","6,333","1,298","4,346","2,581","4,632","2,198","1,101","6,092"
2021,11,60,"42,294","1,425","1,501","1,447",481,390,467,617,669,750,674,"1,066","1,029",925,567,361,718,884,"1,304","3,627","1,668","2,130","5,181","1,119","3,500","1,088","2,293","2,064",919,"3,430"
2021,11,70,"24,865",887,882,981,402,284,337,517,519,566,501,622,812,597,399,319,535,480,918,"1,951",860,"1,721","2,685",605,"1,371",596,993,"1,449",508,"1,568"
2021,11,80,"12,885",510,504,609,246,209,212,341,333,372,346,328,527,420,269,211,216,203,432,893,363,723,"1,263",247,593,242,446,718,275,834
2021,11,90,"2,113",78,83,108,57,45,53,62,44,54,52,43,104,81,60,34,46,20,61,111,49,92,183,33,114,42,58,143,83,120
2021,11,100,46,2,1,4,1,1,0,0,1,2,0,0,4,1,2,2,2,0,0,4,0,1,5,0,2,1,2,4,3,1
2021,12,총,"278,113","6,708","7,692","6,977","2,256","1,520","1,900","2,627","3,002","2,942","3,270","5,200","4,290","4,386","2,581","1,525","3,278","4,685","6,866","22,273","9,247","11,347","38,963","8,537","22,816","14,065","24,736","15,377","6,550","32,497"
2021,12,0,"17,514",311,465,260,53,18,31,64,104,67,159,336,86,148,54,21,84,277,282,"1,509",410,408,"3,496",814,"1,359","1,150","2,005",538,487,"2,518"
2021,12,10,"27,014",556,604,449,117,61,91,134,133,145,156,328,174,249,92,76,114,325,397,"2,165",669,864,"4,449",963,"2,624","1,915","3,256","1,074",639,"4,195"
2021,12,20,"34,997",550,651,604,173,91,120,174,205,136,289,594,265,385,215,78,381,457,854,"2,377","1,321","1,246","4,624",900,"3,186","2,316","3,481","4,131",725,"4,468"
2021,12,30,"27,390",489,698,499,112,61,83,141,185,137,259,472,196,314,160,71,296,453,746,"2,285",879,904,"4,376","1,141","2,252","1,516","2,878","1,455",775,"3,557"
2021,12,40,"40,310",753,989,719,210,121,172,209,291,252,311,564,385,459,226,121,369,670,771,"3,352","1,207","1,391","6,333","1,402","3,427","2,595","4,680","1,629","1,033","5,669"
2021,12,50,"48,537","1,149","1,300","1,284",408,240,336,367,520,463,528,854,709,808,539,233,525,905,"1,115","3,983","1,812","1,864","6,325","1,297","4,367","2,590","4,627","2,180","1,098","6,111"
2021,12,60,"42,355","1,428","1,510","1,452",483,388,463,611,671,750,675,"1,062","1,034",924,569,361,707,891,"1,292","3,626","1,678","2,131","5,189","1,132","3,508","1,096","2,306","2,058",918,"3,442"
2021,12,70,"24,794",877,883,976,395,285,336,519,516,560,496,613,801,594,394,314,540,474,913,"1,959",856,"1,708","2,699",601,"1,382",602,994,"1,441",509,"1,557"
2021,12,80,"13,030",520,504,616,246,209,213,345,334,376,343,334,532,423,270,214,214,212,434,900,367,736,"1,278",253,595,242,450,728,282,860
2021,12,90,"2,131",74,87,114,58,45,55,63,43,54,54,43,105,81,61,34,46,21,62,113,48,94,189,34,115,42,57,139,82,118
2021,12,100,41,1,1,4,1,1,0,0,0,2,0,0,3,1,1,2,2,0,0,4,0,1,5,0,1,1,2,4,2,2
